The_Old_Path_(TOP)_Channel,Daniel_Razon
SunniPath,Nuh_Ha_Mim_Keller
Revision3,Patrick_Norton
Vatican_Television_Center,Dario_Edoardo_Viganò
Locomobile_Company_of_America,Francis_Edgar_Stanley
Amblimation,Simon_Wells
TridentGroup,Rajinder_Gupta
SCAT_(automobile),Giovanni_Battista_Ceirano
Électricité_de_France,Jean-Bernard_Lévy
Yaroslavl_Motor_Plant,Bo_Andersson_(businessman)
Buckley_Aircraft,William_Bushnell_Stout
Richard_Dawkins_Foundation_for_Reason_and_Science,Norman_Lear
Man_Group,Pierre_Lagrange
Liberty_Tax_Service,John_Hewitt_(entrepreneur)
Juniper_Networks,Scott_Kriens
X-Ray_Kid_Studios,Kevin_Hanna
Paul_Stuart,Clifford_Grodd
DC_Shoes,Colin_McKay
Ruter,Ragnar_Søegaard
Disqus,Daniel_Ha
Menards,Charlie_Menard
Zinio,David_Gilmour_(businessman)
Transneft,Alexander_Novak
GE_Technology_Infrastructure,Jeffrey_R._Immelt
Taste_(supermarket),Li_Ka-shing
TRW_Inc.,Simon_Ramo
BAE_Systems,Ian_King_(BAE_Systems)
Stanford_Financial_Group,Laura_Pendergest-Holt
Great_Food_Hall,Canning_Fok
Commonwealth_Fund,David_Blumenthal
Viacom_18,Raghav_Bahl
Chrysler,Sergio_Marchionne
Funimation,Gen_Fukunaga
Vox_Media,Jim_Bankoff
Autism_Cymru,Bill_Fraser
H.I.G._Capital,Tony_Tamer
Radiall,Pierre_Gattaz
Wit_Studio,George_Wada
Imperial_Chemical_Industries,Paul_Chambers_(industrialist)
Bank_of_Africa_Uganda_Limited,Arthur_Isiko
Big_Sky_Motion_Pictures,Mars_Callahan
New_Oriental,Yu_Minhong
Legendary_Entertainment,Thomas_Tull
Marriott_International,Bill_Marriott
MarchFirst,Bob_Bernard
John_Lewis_Partnership,Charlie_Mayfield
Maserati,Sergio_Marchionne
N-ERGIE,Ulrich_Maly
Hum_Europe,Sultana_Siddiqui
Marubeni,Teruo_Asada
Claris,William_Campbell_(business_executive)
AppNexus,Jonathan_Hsu
Gibson_Guitar_Corporation,Henry_Juszkiewicz
Abu_Dhabi_National_Oil_Company,Sultan_Ahmed_Al_Jaber
All_Lights_Film_Services_(ALFS),Sohan_Roy
Bell_Labs,Marcus_Weldon
Nuova_Banca_delle_Marche,Roberto_Nicastro
"The_Global_Fund_to_Fight_AIDS,_Tuberculosis_and_Malaria",Mark_R._Dybul
Sterling_Software,Sam_Wyly
Union-Castle_Line,Donald_Currie
DC_Shoes,Damon_Way
Associated_British_Foods,George_G._Weston
Design_Research_Society,L._Bruce_Archer
Buckeridge_Group_of_Companies,Len_Buckeridge
International_People's_Tribunal_on_Human_Rights_and_Justice_in_Kashmir,Gautam_Navlakha
View_Askew_Productions,Kevin_Smith
Free_Press_(organization),Robert_W._McChesney
Zuken,Makoto_Kaneko_(businessman)
Billionaire_Boys_Club_(clothing_retailer),Nigo
Versace,Santo_Versace
Unilever,Michael_Treschow
House_of_Blues,Dan_Aykroyd
B._Altman_and_Company,Benjamin_Altman
The_Bank_of_New_York_Mellon,Gerald_Hassell
Fajr_Capital,Iqbal_Khan_(banker)
Syms_Corporation,Sy_Syms
Cartoon_Saloon,Nora_Twomey
Matter_(magazine),Jim_Giles_(reporter)
Xbox_Entertainment_Studios,Nancy_Tellem
Oxiana_Limited,Owen_Hegarty
Digital_Chameleon,George_Freeman_(comics)
The_Hour_Glass_Limited,Jannie_Chan
Zero_Gravity_Corporation,Byron_K._Lichtenberg
SkeptiCamp,Daniel_Loxton
Really_Useful_Group,Andrew_Lloyd_Webber
ABC_Motors,Granville_Bradshaw
Politico,Robert_Allbritton
Nintendo_Integrated_Research_&_Development,Genyo_Takeda
Linn_Energy,Michael_C._Linn
Savoir_Beds,Rupert_D'Oyly_Carte
Qihoo_360,Zhou_Hongyi
International_Festival_of_Authors,Avie_Bennett
Hanergy,Li_Hejun
Prodrive,David_Richards_(racing)
W._L._Gore_and_Associates,Robert_W._Gore
Akris,Albert_Kriemler
F4_(company),Frédérick_Raynal
Honor_the_Earth,Winona_LaDuke
Erste_Group,Andreas_Treichl
Treasure_Entertainment,Mark_Heidelberger
Hemdale_Film_Corporation,John_Daly_(producer)
Africa.com,Teresa_Clarke
Atlas_Jewellery,Atlas_Ramachandran
Game_Designers'_Workshop,Loren_Wiseman
Henri_Lloyd,Henri_Strzelecki
Xcel_Energy,Ben_Fowke
Rainforest_Films,Rob_Hardy
Chooseco,R._A._Montgomery
Cornerstone_(agency),Jon_Cohen_(entrepreneur)
WordAlive_Publishers,David_Waweru
Oilers_Entertainment_Group,Kevin_Lowe
Swiss_Space_Systems,Claude_Nicollier
Harita_Group,Lim_Gunawan_Hariyanto
The_Prince's_Charities,"Charles,_Prince_of_Wales"
Sunway_Group,Jeffrey_Cheah
Godrej_Industries_Ltd,Tanya_Dubash
Pacific_Fur_Company,Duncan_McDougall_(fur_trader)
Dollar_Financial_Group,John_Grayken
Duck_Commander,Phil_Robertson
Campbell-Grobman_Films,Christa_Campbell
TOM'S,Nobuhide_Tachi
Sundaram_-_Clayton_Limited,Venu_Srinivasan
MDS_America,Kirk_Kirkpatrick
Tapiture,Brian_Lee_(entrepreneur)
Adena_Springs,Frank_Stronach
"National_Research_Associates,_Inc",Melville_W._Beardsley
KingsIsle_Entertainment,J._Todd_Coleman
Bridgewater_Associates,Eileen_Murray
Walgreens_Boots_Alliance,James_A._Skinner
Big_Fish_Games,Paul_Thelen
Nan_Fung_Group,Chen_Din_Hwa
Paytm,Vijay_Shekhar_Sharma
Comico,Bob_Schreck
CTVglobemedia,Ivan_Fecan
J.A._Jones_Construction,James_Addison_Jones
Société_Nationale_d'Investissement,Mounir_Majidi
Tiscali,Renato_Soru
Flughafen_Berlin_Brandenburg_GmbH,Hartmut_Mehdorn
IDT_Corporation,Howard_Jonas
Imperial_Cold_Storage_and_Supply_Company,Jacobus_Arnoldus_Graaff
Novolipetsk_Steel,Vladimir_Lisin
"CrowdOptic,_Inc.",Jon_Fisher
Dailybreak_(website),Elizabeth_Jordan_Carr
Atlus,Toshihiro_Nagoshi
Richard_Dawkins_Foundation_for_Reason_and_Science,Richard_Dawkins
ŽIA_valda,Gediminas_Žiemelis
The_Show_People,Arya_(actor)
Netflix,Reed_Hastings
Tesco,John_Allan_(businessman)
Accord_(company),Stelio_Stefanou
Bombay_Dyeing,Jehangir_Wadia
British_Car_Auctions,Avril_Palmer-Baunack
Continental_Type_Founders_Association,Melbert_Cary
Siva_Power,Brad_Mattson
Sydney_Airport_Holdings,Max_Moore-Wilton
Vismayas_Max,Sohan_Roy
Balenciaga,Demna_Gvasalia
Paramount_Television_Service,Michael_Eisner
SalMar,Bjørn_Flatgård
The_Inspiration_Networks,David_Cerullo
HQ_Theatres,Nick_Thomas_(theatre_producer)
National_Enterprise_Corporation,James_Mugira
Watever,Marc_Van_Peteghem
Lynda_Obst_Productions,Lynda_Obst
HSBC_Bank_Malaysia,Peter_Wong_(banker)
United_Parcel_Service,Scott_Davis_(businessman)
Founders_Fund,Luke_Nosek
Indianapolis_Motor_Speedway_Radio_Network,Sid_Collins
Oomba,Nolan_Bushnell
Westwood_Studios,Brett_Sperry
Torrent_Cables,Sudhir_Mehta
Huawei_Symantec,Ren_Zhengfei
Lakmé_Cosmetics,Shraddha_Kapoor
Animal_Liberation_(organisation),Lynda_Stoner
The_Conversation_(website),Andrew_Jaspan
Joie_de_Vivre_Hospitality,John_Pritzker
Institute_for_Science_and_International_Security,David_Albright
World_Federalist_Movement-Canada,Warren_Allmand
Blacksands_Pacific,Raheem_J._Brennerman
CrossGen,Mark_Waid
Lisa_Frank_Incorporated,Lisa_Frank
Cisitalia,Piero_Dusio
Air_America_(radio_network),Randi_Rhodes
Barr_Britvic_Soft_Drinks,Roger_White_(executive)
Power_Jets,James_Collingwood_Tinling
First_Solar,Michael_J._Ahearn
YouGov,Roger_Parry
KCB_Bank_Kenya_Limited,Joshua_Oigara
Eskay_Movies,Himanshu_Dhanuka
Heyzap,Jude_Gomila
Vice_Media,Andrew_Creighton
Emperor_International_Holdings_Limited,Albert_Yeung
UBS,Axel_A._Weber
Western_Savings_and_Loan,Junius_Driggs
Feng_Sushi,Silla_Bjerrum
Endicott_Johnson_Corporation,George_F._Johnson
Power_Corporation_of_Canada,André_Desmarais
Godrej_Group,Nisa_Godrej
PKN_Orlen,Wojciech_Jasiński
Fresh_TV,Brian_Irving
Hach_Company,Kathryn_Hach-Darrow
Thomson_Reuters,"David_Thomson,_3rd_Baron_Thomson_of_Fleet"
Grand_National_Films_Inc.,Edward_L._Alperson
CybrHome,Shubham_Badal
Razorline,Marcus_McLaurin
Praj,Pramod_Chaudhari
Trenitalia,Barbara_Morgante
Diabetes_UK,H._G._Wells
Fred._Olsen_Energy,Ivar_Brandvold
Avro_Canada,John_Carver_Meadows_Frost
Sora_Ltd.,Masahiro_Sakurai
Tragus_Group,Charles_Gurassa
Hyperion_Pictures,Willard_Carroll
Capita,Martin_Bolland
Southdown_Creative,Ryan_McFaul
Delrina,Mark_Skapinker
Forward_Music,Ghazi_Abdel_Baki
The_Warehouse_Group,Stephen_Tindall
First_West_Credit_Union,Launi_Skinner
Dyson_(company),Max_Conze
Securitas_(Swedish_security_company),Melker_Schörling
DLF_(company),Kushal_Pal_Singh
ICan_Benefit,Billy_Mays
AMAG_Automobil-_und_Motoren,Walter_Haefner
Weintraub_Entertainment_Group,Jerry_Weintraub
Applied_Minds,Bran_Ferren
Miniwiz,Arthur_Huang
Elephant_Family,Mark_Shand
EDUN,Ali_Hewson
Williams_College_Investment_Office,Collette_Chilton
Enjoi,Marc_Johnson_(skateboarder)
Nirma,Karsanbhai_Patel
Network_For_Teaching_Entrepreneurship,Steve_Mariotti
Monolith_Soft,Yasuyuki_Honne
Extreme_Associates,Tom_Byron
Crown_Financial_Ministries,Howard_Dayton
ShondaLand,Shonda_Rhimes
Tatneft,Rustam_Minnikhanov
Fraunhofer_Society,Reimund_Neugebauer
Cxense,John_Markus_Lervik
FLO-Cert,Nigel_Howard_Croft
Binny_&_Ronaldson,Lawrence_Johnson_(type-founder)
Type-Moon,Kinoko_Nasu
Hoffmann-La_Roche,Severin_Schwan
Wilson_World_Hotels,Kemmons_Wilson
Statkraft,Christian_Rynning-Tønnesen
Woodham_Brothers,Dai_Woodham
Gwathmey_Siegel_&_Associates_Architects,Charles_Gwathmey
Sutal_Group,Thomas_Zilliacus
Japan_Post,Maejima_Hisoka
Homeserve,Richard_Harpin
La_Poste_(France),Philippe_Wahl
XMOS,David_May_(computer_scientist)
National_Computing_Centre,Robert_Cockburn_(physicist)
Acer_Records,Tim_Scott_(guitarist)
Schroders,Michael_Dobson_(businessman)
Kidrobot,Frank_Kozik
The_Vladar_Company,Vlad_Yudin
Alloy_Ventures,John_Shoch
BorderStone_Press,Roger_Duke
BASF,Kurt_Bock
Royal_Mail_Steam_Packet_Company,"Owen_Philipps,_1st_Baron_Kylsant"
Unibail-Rodamco,Christophe_Cuvillier
Avianca_Holdings,Germán_Efromovich
Yarrow_Shipbuilders,Alfred_Yarrow
Rackspace,Richard_Yoo
Navios_Maritime_Holdings,Angeliki_Frangou
Diamond_Bank,Uzoma_Dozie
Neiman_Marcus,Minnie_Lichtenstein_Marcus
Epic_Comics,Jim_Shooter
Inspiration_Mars_Foundation,Taber_MacCallum
Franprix,Jean-Charles_Naouri
Saab_Group,Marcus_Wallenberg_(born_1956)
Co-optex,U._Sagayam
Hakluyt_&_Company,Niall_FitzGerald
TalkTalk_Group,Dido_Harding
NatWest,Ross_McEwan
National_Oilwell_Varco,Clay_C._Williams
Shindig_(video_chat_platform),Steve_Gottlieb
Hyatt,Mark_Hoplamazian
Caja_Madrid,Rodrigo_Rato
Reinsurance_Group_of_America,Greig_Woodring
Snoopadelic_Films,Snoop_Dogg
The_Sam_Bernstein_Law_Firm,Mark_Bernstein
Shipping_Corporation_of_New_Zealand,Tom_Skinner
Grupo_Cisneros,Adriana_Cisneros
S&P_Global,Douglas_L._Peterson
ViroPharma,Claude_H._Nash
38_Studios,R._A._Salvatore
Alexion_Pharmaceuticals,David_L._Hallal
Parents_Television_Council,Sam_Brownback
Aladdin_(food_&_beverage_containers),"Victor_S._Johnson,_Sr."
Bridgewater_Associates,Ray_Dalio
Tamares_Real_Estate_Investments,Poju_Zabludowicz
Jigsaw_(company),Jared_Cohen
Bandini_Automobili,Ilario_Bandini
TIBCO_Software,Vivek_Ranadivé
Raidió_Teilifís_Éireann,Moya_Doherty
Chegg,Dan_Rosensweig
"The_Religious_Institute_on_Sexual_Morality,_Justice,_and_Healing",Debra_Haffner
Perini_Navi,Fabio_Perini
Solson_Publications,Rich_Buckler
Esure,Peter_Wood_(businessman)
PriceSmart_Foods,Jim_Pattison
Mossy_Oak,Toxey_Haas
Film_Workshop,Tsui_Hark
Metaweb,Danny_Hillis
Mediangels,Arbinder_Singal
MCM_Worldwide,Michael_Michalsky
Extra_Aircraft,Walter_Extra
Evogene,Martin_Gerstel
Synergy_Group,Germán_Efromovich
Suncor_Energy,Steven_Williams_(executive)
New_World_Development,Adrian_Cheng
Vingle_(social_network),Mark_Tetto
Upwork,Stephane_Kasriel
Grupo_México,Germán_Larrea_Mota-Velasco
Balfour_Beatty,Philip_Aiken
Punjab_National_Bank,Usha_Ananthasubramanian
Dwyer_Brothers_Stable,Philip_J._Dwyer
World_Wind_Energy_Association,Preben_Maegaard
Guardian24,Jan_Murray_(entrepreneur)
Bharat_Forge,Baba_Kalyani
Dongfeng_Motor,Zhu_Yanfeng
Koray_Holding,Selim_Koray
DePatie-Freleng_Enterprises,David_H._DePatie
Bazelevs_Company,Timur_Bekmambetov
Miyazaki_Airplane,Katsuji_Miyazaki
Boulton_and_Watt,William_Murdoch
PepsiCo,Indra_Nooyi
Centre_for_Sight,Sheraz_Daya
Norma_Precision,Roy_Weatherby
Thule_Group,Bengt_Baron
Leasing_Foundation,Peter_James_Thomas
Sidewalk_Labs,Craig_Nevill-Manning
TSR_(company),Brian_Blume
Och-Ziff_Capital_Management,Daniel_Och
Hewlett_&_Blondeau,Hilda_Hewlett
Tenaris,Paolo_Rocca
Growth_Intelligence,Hal_Varian
J._N._Adam_&_Co.,James_N._Adam
Rexam,Graham_Chipchase
InPhonic,John_Sculley
Nuova_Cassa_di_Risparmio_di_Ferrara,Roberto_Nicastro
Styloko,Ivailo_Jordanov
Nissan,Philippe_Klein
Flood_Re,Mark_Hoban
Two_River,Arie_Belldegrun
Muthoot,M_G_George_Muthoot
Fidelity_National_Financial,William_P._Foley_II
Democratic_National_Committee,Stephanie_Rawlings-Blake
Rostec,Sergey_Chemezov
Tinopolis,Angharad_Mair
Metro-Goldwyn-Mayer_cartoon_studio,William_Hanna
Famous_Studios,Ralph_Bakshi
"Jam_City,_Inc",Chris_DeWolfe
Heinz,Bernardo_Hees
Middle_East_Broadcasting_Center,Waleed_bin_Ibrahim_Al_Ibrahim
Agent_Provocateur_(lingerie),Serena_Rees
Surgutneftegas,Vladimir_Bogdanov
Fake_Empire_Productions,Stephanie_Savage
Ellicott_Development_Co.,Carl_Paladino
Eagle_Comics,Nick_Landau
Ardian_(company),Dominique_Senequier
Shim-Sutcliffe_Architects,Brigitte_Shim
BASIX_(India),Vijay_Mahajan
Dubai_Multi_Commodities_Centre,Ahmed_Sultan_Bin_Sulayem
LJN,Jack_Friedman
Politico,John_F._Harris
ECA2,Yves_Pépin
Pantheon_Macroeconomics,Ian_Shepherdson
Lewis's,David_Lewis_(English_merchant)
Ciner_Holding,Turgay_Ciner
Sunbeam_Motor_Car_Company,John_Marston_(businessman)
United_Hotels_Company_of_America,Frank_A._Dudley
IMAM,Nicola_Romeo
InterContinental_Hotels_Group,Richard_Solomons
Cotton_Traders,Fran_Cotton
Fielmann,Günther_Fielmann
Unitech_Group,Ramesh_Chandra
Carillion,Philip_Nevill_Green
Kingdom_Breweries,Douglas_Clayton
Shark_Island_Productions,Ian_Darling
Inno_Garage,Nikhil_Kuruganti
Sohail_Khan_Productions,Arbaaz_Khan_(Indian_actor)
Aerion,Robert_Bass
Pranavam_Arts_International,Mohanlal
Nyko,C._C._Swiney
Bauer_Type_Foundry,Heinrich_Jost
Friends_of_Lulu,Valerie_D'Orazio
Ginger_Productions,Chris_Evans_(presenter)
Indica_Gallery,John_Dunbar_(artist)
Sneaky_Sunday,Dean_Roland
CollarCard,Randall_Kaplan
Quebecor,Pierre_Karl_Péladeau
Cantor_Fitzgerald,Shawn_Matthews
Access_Bank_Group,Herbert_Wigwe
Google_Maps,Lars_Rasmussen_(software_developer)
Gawker_Media,Nick_Denton
FirstGroup,Wolfhart_Hauser
Hoover's,Gary_Hoover
Perfetti_Van_Melle,Giorgio_Perfetti
Castleton_Lyons,John_Breckinridge_(U.S._Attorney_General)
NewsRight,David_Westin
Magic_Solutions,Igal_Lichtman
Levi9_Global_Sourcing,Paul_Schuyt
Green_Infra,Vijay_Kelkar
Didi_Chuxing,Cheng_Wei
FTL_Games,Bruce_Webster
BP,Bob_Dudley
Tatung_Company,Lin_Wei-shan
Yle,Lauri_Kivinen
Indica_Gallery,Peter_Asher
Ivanhoe_Mines,Robert_Friedland
Chemours,Mark_P._Vergnano
Soul_Daddy,Curtis_Stone
Smith_and_Dimon_Shipyard,John_W._Griffiths
Arab_Commission_for_Human_Rights,Moncef_Marzouki
Task_Force_Games,Allen_Eldridge
Famous_Writers_School,Clifton_Fadiman
Prime_Policy_Group,John_S._Tanner
European_Centre_for_Nature_Conservation,Brian_Unwin
Avin_International_S.A.,Giannis_Vardinogiannis
Paradigm_Talent_Agency,Sam_Gores
Martha_Stewart_Living_Omnimedia,Martha_Stewart
Liberty_Global,Michael_Fries
Aluminum_Corporation_of_China_Limited,Ge_Honglin
Keshet_International,Alon_Shtruzman
Shree_Cement,Nitin_Desai
True_North_Sports_&_Entertainment,Mark_Chipman
Shanghai_Animation_Film_Studio,Te_Wei
BitTorrent_(company),Ashwin_Navin
Dm-drogerie_markt,Götz_Werner
Hari_Om_Entertainment,Twinkle_Khanna
Casa_da_Índia,Manuel_I_of_Portugal
Burberry,John_Peace
Fishburners,Peter_Davison_(investor)
Main_Frame_Software_Communications,Saritha
Ribbit_Capital_(company),Nikolay_Kostov
Cain_Hoy_Stable,William_Ward_Stephens
WIN_Corporation,Bruce_Gordon_(businessman)
Game_Freak,Shigeki_Morimoto
Ayre_and_Sons,Charles_R._Ayre
"CTT_Correios_de_Portugal,_S.A.",Francisco_de_Lacerda
Rossiya_Segodnya,Margarita_Simonyan
Jungle_(company),Phil_Lloyd_(actor)
Barnhart_Brothers_&_Spindler,Oswald_Bruce_Cooper
Syntel,Nitin_Rakesh
Canadian_Organization_for_Rare_Disorders,Durhane_Wong-Rieger
FriendsLearn,Bhargav_Sri_Prakash
RedOctane,Kelly_Sumner
Tooncan,Paul_Cadieux
Watch_Tower_Bible_and_Tract_Society_of_Pennsylvania,Don_Alden_Adams
2929_Entertainment,Mark_Cuban
Crane_Bank_Rwanda,Edigold_Monday
Arkhangelski,Alexander_Arkhangelsky_(aircraft_designer)
Heineken_International,Jean-François_van_Boxmeer
Type-Moon,Takashi_Takeuchi
Head_(company),Johan_Eliasch
Astan_Quds_Razavi,Mehdi_Azizian
DNB_ASA,Anne_Carine_Tanum
Barnhart_Brothers_&_Spindler,Will_Ransom
Mrs._Fields,Dustin_Lyman
Media_Molecule,Alex_Evans_(video_game_developer)
Ledo_(company),Ivica_Todorić
Tenon_Limited,Tony_Johnston
Kung_Fu_Records,Warren_Fitzgerald
National_Rifle_Association,Wayne_LaPierre
Jakks_Pacific,Joel_Bennett
Volga_Group,Gennady_Timchenko
Hoffmann-La_Roche,Christoph_Franz
First_House_(company),Bjarne_Håkon_Hanssen
CP_All,Dhanin_Chearavanont
Center_for_Inquiry,Ronald_A._Lindsay
Rainbow_Collective,Hannan_Majid
Britvic,Gerald_Corbett
Messerschmitt,Willy_Messerschmitt
Green_Shipbuilders,William_Patterson_(engineer)
Maxygen,Alejandro_Zaffaroni
Mixi,Kenji_Kasahara
Tezuka_Productions,Makoto_Tezuka
Metro-Goldwyn-Mayer,Jonathan_Glickman
Jovani_Fashion,Saul_Maslavi
Perenco,François_Perrodo
Winchester_Repeating_Arms_Company,Benjamin_Tyler_Henry
AFC_Ajax_N.V.,Hans_Wijers
Mutato_Muzika,Mark_Mothersbaugh
BigPark,Don_Mattrick
Lippo_Group,Mochtar_Riady
Mountain_Madness,Anatoli_Boukreev
Anonymous_Content,Steve_Golin
Solaris_Pictures,Sridhar_Rangayan
Guardians_of_Order,Jeff_Mackintosh
Fonderie_Olive,Roger_Excoffon
Telstra,Andy_Penn
Hancock_Prospecting,Gina_Rinehart
Nexen,Li_Fanrong
Clarín_Group,Héctor_Magnetto
Citizen_Film,Sam_Ball_(filmmaker)
Odfjell_Drilling,Simen_Lieungh
Essel_Vision_Productions,Subhash_Chandra
NDreams,Patrick_O'Luanaigh
The_Times_Group,Indu_Jain
Blind_Skateboards,Guy_Mariano
Chicago_Mercantile_Exchange,Leo_Melamed
Arc_Dream_Publishing,Dennis_Detwiller
Panic_(company),Steven_Frank_(developer)
Balmain_(fashion_house),Olivier_Rousteing
Ipsos,Didier_Truchot
BASA-press,Vasile_Botnaru
Oxbow_(surfwear),Laird_Hamilton
Red_Thread_Games,Ragnar_Tørnquist
IYogi,Vishal_Dhar
Goldcorp,Ian_Telfer
Toms_Shoes,Blake_Mycoskie
Solera_Holdings,Tony_Aquila
Techstars,David_Cohen_(entrepreneur)
Imagine_Film_Company,Prannoy_Roy
Geron_Corporation,Michael_D._West
Youngstown_Sheet_and_Tube,James_Anson_Campbell
Mimecast,Nathaniel_Borenstein
MGA_Entertainment,Isaac_Larian
Melstacorp,Harry_Jayawardena
Birks_Group,Henry_Birks
Emeraz,Tim_Hawes
World_Wide_Web_Foundation,Afsaneh_Mashayekhi_Beschloss
Revolution_Money,Jason_J._Hogg
The_Common_Good_(non-profit),Patricia_Duff
ImageMovers,Robert_Zemeckis
Varahi_Chalana_Chitram,Korrapati_Ranganatha_Sai
GRGDN,Haluk_Kurosman
Schlumberger,Paal_Kibsgaard
Mercadona,Juan_Roig
Amblin_Partners,Jeff_Small
Garfinckel's,Julius_Garfinckel
SP_Entertainments,Venu_Thottempudi
Oppenheim_Collins,Isaac_D._Levy
Norwegian_Water_Resources_and_Energy_Directorate,Agnar_Aas
Xpanse_CGI,Ashraf_Ghori
Wagner_Motorcycle_Company,Clara_Wagner
CPL_Resources,Anne_Heraty
MillenWorks,Rod_Millen
Crescent_Petroleum,Badr_Jafar
TerraNet_AB,Dan_Olofsson
Christian_Dior_SE,Kris_Van_Assche
GMG_Radio,John_Myers_(radio_executive)
World_Wrestling_League,Dennis_Rivera
Mediolanum_(company),Ennio_Doris
Homejoy,Adora_Cheung
Standard_Oil,Samuel_Andrews_(chemist)
Newcap_Radio,Harold_R._Steele
My_Food_Bag,Kevin_Roberts_(businessman)
Lexam_VG_Gold,Rob_McEwen
AGF_Management,Blake_Goldring
Janus_Films,William_J._Becker
The_Hatchery_(company),Dan_Angel
Hurtigruten_AS,Daniel_Skjeldam
TriNet,Burton_Goldfield
Thomas_Productions,Gil_Junger
World_View_Enterprises,Taber_MacCallum
Omaha_Horse_Railway,Andrew_J._Hanscom
Sleep_Country_Canada,Christine_Magee
Ayasdi,Gunnar_Carlsson
Goldman_Sachs,Gary_Cohn_(businessman)
CETME,Ludwig_Vorgrimler
Acid_Survivors_Trust_International,"Anne,_Princess_Royal"
GSD&M,Roy_Spence
Dunav_osiguranje,Mirko_Petrović_(politician)
Martin_Selig_Real_Estate,Martin_Selig
Alliance_of_Automobile_Manufacturers,Mitch_Bainwol
Vice_Media,Shane_Smith_(journalist)
NaviSoft,David_C._Cole
Drew_&_Napier,Davinder_Singh
Usaha_Tegas,Ananda_Krishnan
The_Spaceship_Company,Richard_Branson
Bunzl,Frank_van_Zanten
Berendsen,Iain_Ferguson_(businessman)
International_Speedway_Corporation,Lesa_Kennedy
Honda,Takanobu_Ito
MTM_Enterprises,Mary_Tyler_Moore
CrossGen,Barbara_Kesel
Aix_Group,Ron_Pundak
Exxodus_Pictures,Ajmal_Zaheer_Ahmad
Rocket_Science_Games,Steve_Blank
Guardians_of_Order,Lucien_Soulban
Yamli,Habib_Haddad
Platinum_Dunes,Michael_Bay
Mercy_Health,Henry_Palmer_(surgeon)
NPR,Jarl_Mohn
Seven_West_Media,Kerry_Stokes
Power_System_Operation_Corporation,Sushil_Kumar_Soonee
Liquid_Robotics,James_Gosling
Ad_Council_Japan,Nobutada_Saji
WindowsWear,Jon_Harari
Fairfield_Shipbuilding_and_Engineering_Company,John_Elder_(shipbuilder)
British_Motor_Corporation,George_Harriman
BBC,"Tony_Hall,_Baron_Hall_of_Birkenhead"
MORESCO_1,Emmanuel_Pelaez
Merchant_International_Group,Stuart_Poole-Robb
PIN_Group,Horst_Piepenburg
WKE_(WKEntertainment),Janice_Grube
Disney–ABC_Television_Group,Ben_Sherwood
Wolseley_Motors,Arthur_John_McCormack
Arcadia_Group,Philip_Green
NetScreen_Technologies,Ken_Xie
"Matson,_Inc.","Walter_A._Dods,_Jr."
TT-Line_Company,Rene_Hidding
Equality_North_Carolina,Chris_Sgro
Shafer_Valve_Company,David_Farr
Enterprise_Community_Partners,James_Rouse
Sagamore_Farm,Kevin_Plank
Tellme_Networks,Mike_McCue
Vacheron_Constantin,Jean-Marc_Vacheron
Free_Radical_Design,Graeme_Norgate
Pengrowth_Energy,John_Zaozirny
Seven_Arts_Productions,Ray_Stark
Aimco,Terry_Considine
Verizon_Wireless,Lowell_McAdam
Cerulean_Studios,Scott_Werndorfer
Phorm,Kent_Ertugrul
Diamond_Offshore_Drilling,James_S._Tisch
Matchless,Henry_Herbert_Collier
Cain_Hoy_Stable,Moody_Jolley
Jenni_Rivera_Fashion,Jenni_Rivera
Dentons,Joe_Andrew
Ridgewood_Bushwick_Senior_Citizens_Council,James_Cameron
Billion_Dollar_Boy,Guy_East
United_Stations_Radio_Networks,Dick_Clark
Falck_(Denmark),Sophus_Falck
Sourcefire,Martin_Roesch
YouTube,Susan_Wojcicki
Spice_Global,Ozi_Amanat
Arena_Animation,Rakesh_Jhunjhunwala
Sheex,Susan_Walvius
MicroProse,Bill_Stealey
Working_Dog_Productions,Rob_Sitch
Tishman_Speyer,Katherine_G._Farley
Weta_Workshop,Richard_Taylor_(filmmaker)
Core_Design,Toby_Gard
Hiscox,Robert_Hiscox
Liberty_Global,John_C._Malone
Co-operatives_UK,Ed_Mayo
Next_Step_Realty,Blair_Brandt
Niagara_Falls_Hydraulic_Power_and_Manufacturing_Company,Jacob_F._Schoellkopf
Diamond_Resorts_International,Stephen_J._Cloobeck
Sloboda_Čačak,Zoran_Stefanović
Prophet_(company),Andrew_Pierce
Potez,Henry_Potez
Orange_S.A.,Stéphane_Richard
Waterstones,James_Daunt
Shriram_Group,Ajay_Piramal
Fiat_Industrial,Sergio_Marchionne
Rainforest_Cafe,Steven_Schussler
ITC_(company),Yogesh_Chander_Deveshwar
EHealth_Technologies,Gary_Larson
Équiterre,Sidney_Ribaux
Oculus_VR,Brendan_Iribe
Color_Labs,Douglas_Leone
B_&_M,Simon_Arora
Web.com_(1995_–_2007),Jeff_Stibel
John_Paul_Mitchell_Systems,Paul_Mitchell_(hairdresser)
BirlaSoft,Anjan_Lahiri
Dabur_International,Mohit_Malhotra_(CEO)
Sharps_Rifle_Manufacturing_Company,Christian_Sharps
Ocata_Therapeutics,Robert_Lanza
Sega_AM2,Yu_Suzuki
Gambitious_Digital_Entertainment,Mike_Wilson_(executive)
Indica_Gallery,Barry_Miles
EC_Comics,Max_Gaines
