Peter_Hoagland,Jon_Lynn_Christensen
"George_Lascelles,_7th_Earl_of_Harewood","Prince_Edward,_Duke_of_Kent"
Thomas_Betts,Samuel_Hayes_(settler)
"Edwyn_Scudamore-Stanhope,_10th_Earl_of_Chesterfield","Henry_Scudamore-Stanhope,_9th_Earl_of_Chesterfield"
"Joan,_Duchess_of_Brittany","John_IV,_Duke_of_Brittany"
Isabella_de_Beauchamp,Maud_Chaworth
H._N._Swanson,Frank_Buck_(animal_collector)
Billie_Lourd,Tricia_Leigh_Fisher
Gandhari_(character),Duhsala
Greg_Delawie,Barack_Obama
David_Paterson,Richard_F._Daines
Tony_Street,Andrew_Peacock
Hussein_of_Jordan,Zein_al-Sharaf_Talal
Sándor_Wekerle,Charles_I_of_Austria
Nickey_Iyambo,Hage_Geingob
Minkhaung_I,Thihathu_of_Ava
Khải_Định,Bảo_Đại
George_V,George_VI
Helvis_of_Brunswick-Grubenhagen,Janus_of_Cyprus
Jill_Evans,Marc_Phillips
Caroline_of_Nassau-Saarbrücken,"Louis_Crato,_Count_of_Nassau-Saarbrücken"
Ieu_Koeus,Norodom_Sihanouk
Sarath_N._Silva,Chandrika_Kumaratunga
Mary_Margaret_Blanchard,Ginnifer_Goodwin
José_López_Portillo_y_Rojas,José_López_Portillo
Sara_Sothern,Elizabeth_Taylor
"Edward,_Count_of_Savoy","Amadeus_V,_Count_of_Savoy"
Temperance_%22Bones%22_Brennan,Emily_Deschanel
Cristina_Elena_Grigoraș,Béla_Károlyi
"Ferdinand_III,_Grand_Duke_of_Tuscany",Maximilian_I_Joseph_of_Bavaria
Lucien_Bonaparte,Charlotte_Bonaparte_Gabrielli
Fonzie,Chachi_Arcola
Virbhadra_Singh,Prem_Kumar_Dhumal
Eric_V_of_Denmark,Christopher_I_of_Denmark
Simon_Muzenda,Robert_Mugabe
Samuel_Parker_(Hawaii),John_Mott-Smith
Andrzej_Jaraczewski,Józef_Piłsudski
Selim_I,Bayezid_II
Zidanta_I,Ammuna
Anna_of_Saxony,Agnes_of_Hesse
Jerry_Seinfeld_(character),Jerry_Seinfeld
Tom_Baldwin_(The_4400),Joel_Gretsch
Bonne_of_Bohemia,John_of_Bohemia
Hassan_Habibi,Ali_Khamenei
Christopher_Prentice,Elizabeth_II
Frederick_V_of_Denmark,Christian_VI_of_Denmark
Saliha_Dilaşub_Sultan,Saliha_Sultan
Byron_White,John_F._Kennedy
Max_Carl,Bonnie_Raitt
Digvijaya_Singh,Digvijay_Singh_(Bihar)
Eleanor_of_Castile,"Margaret_of_England,_Duchess_of_Brabant"
Henry_I_of_France,Robert_II_of_France
Jerry_Stiller,Ben_Stiller
"Julia,_Princess_of_Battenberg",Prince_Francis_Joseph_of_Battenberg
Gianni_Agnelli,Edoardo_Agnelli_(industrialist)
"Brian_Hutton,_Baron_Hutton","Robert_Lowry,_Baron_Lowry"
John_Conroy,Queen_Victoria
Ola_Borten_Moe,Terje_Riis-Johansen
James_Mtume,R._Kelly
Suleiman_the_Magnificent,Selim_I
Chaka_Fattah,Vincent_Hughes
"Ernest_Augustus_I,_Duke_of_Saxe-Weimar-Eisenach","Johann_Ernst_III,_Duke_of_Saxe-Weimar"
William_Howitt,Anna_Mary_Howitt
Meena_Dimian,Bill_Cosby
Albert_Martinez,Alfonso_Martinez_(actor)
"Joan_Beaufort,_Queen_of_Scots","Alexander_Stewart,_Duke_of_Rothesay"
"Santiago_de_Liniers,_1st_Count_of_Buenos_Aires",Baltasar_Hidalgo_de_Cisneros
"Magnus_I,_Duke_of_Saxe-Lauenburg","Dorothea_of_Brandenburg,_Duchess_of_Saxe-Lauenburg"
Dick_Celeste,George_W._Bush
Jimmy_Johnson_(bassist),James_Taylor
Vladimir_the_Great,Malusha
James_Mtume,R._Kelly
Michael_I_of_Russia,Władysław_IV_Vasa
Eadbald_of_Kent,Bertha_of_Kent
Abdullah_Ahmad_Badawi,Sirajuddin_of_Perlis
Thelma_Leeds,Bob_Einstein
Karen_W._Pane,Barack_Obama
Manuel_Villar,Juan_Ponce_Enrile
John_Lord_O'Brian,Theodore_Roosevelt
Antoine_Bibesco,Vintilă_Brătianu
William_D._Leahy,Harry_S._Truman
Mia_Farrow,John_Farrow
Theo_Diergaardt,Hage_Geingob
Kálmán_Széll,Károly_Khuen-Héderváry
Olga_Havlová,Dagmar_Havlová
Mark_Rivera,Billy_Joel
Alfonso_López_Michelsen,Alfonso_López_Caballero
List_of_Queer_as_Folk_characters,Hal_Sparks
Mariam-uz-Zamani,Jahangir
Tan_Malaka,Muhammad
"Arthur_II,_Duke_of_Brittany","John_III,_Duke_of_Brittany"
Świętosława_of_Poland,Maria_Dobroniega_of_Kiev
Frederick_II_of_Denmark,"Frederick_II,_Duke_of_Holstein-Gottorp"
James_Earl_Carter_Sr.,Ruth_Carter_Stapleton
John_Whittingdale,David_Cameron
"Frederick_II,_Holy_Roman_Emperor","Otto_IV,_Holy_Roman_Emperor"
"Christian_Ludwig_II,_Duke_of_Mecklenburg-Schwerin","Frederick,_Duke_of_Mecklenburg-Grabow"
Ulysses_S._Grant,Rutherford_B._Hayes
List_of_Disney's_Beauty_and_the_Beast_characters,Emma_Thompson
Louis_the_Pious,Louis_the_German
Krzysztof_Mikołaj_%22the_Thunderbolt%22_Radziwiłł,Janusz_Radziwiłł_(1579–1620)
Edward_the_Elder,Ealhswith
"Joanna,_Duchess_of_Brabant","John_III,_Duke_of_Brabant"
Qiao_Guanhua,Hung_Huang
"Henry_of_Grosmont,_1st_Duke_of_Lancaster","Henry,_3rd_Earl_of_Lancaster"
Liu_Shan,Fei_Yi
Ōe_no_Otondo,Prince_Abo
Joyce_Carol_Oates,Charlotte_Brontë
"Sarah,_Duchess_of_York",Ronald_Ferguson
Bezmiâlem_Sultan,Abdülmecid_I
Bjørn_Haug,Leif_Sevón
Mohamad_Sadli,Suharto
Silvio_Berlusconi,Lamberto_Dini
Vijaydan_Detha,Karl_Marx
Sveinn_Björnsson,Christian_X_of_Denmark
Heather_Higginbottom,Barack_Obama
"Charles_Sackville-Germain,_5th_Duke_of_Dorset",George_IV_of_the_United_Kingdom
Maria_Theresa,"Charles_VI,_Holy_Roman_Emperor"
Anne-Aymone_Giscard_d'Estaing,Louis_Giscard_d'Estaing
Charles_A._Gillespie_Jr.,Ronald_Reagan
Alfonso_of_Aragon_(1481–1500),Rodrigo_of_Aragon
Kel_Knight,Gina_Riley
Joyce_Van_Patten,Talia_Balsam
Kumaragupta_I,Chandragupta_II
Jane_Byrne,Harold_Washington
Casimir_I_the_Restorer,Mieszko_II_Lambert
Liu_Yunshan,Xi_Jinping
Rab_Butler,Anthony_Eden
"Yuriko,_Princess_Mikasa",Yasuko_Konoe
"James_Graham,_1st_Duke_of_Montrose","David_Wemyss,_4th_Earl_of_Wemyss"
John_Hancock,Peyton_Randolph
Charles_Fried,Judith_Cowin
Sheriar_Irani,Meher_Baba
Róża_Potocka_(1780–1862),Stanisław_Szczęsny_Potocki
Robert_Borden,"Prince_Arthur,_Duke_of_Connaught_and_Strathearn"
"Henry_Fox,_1st_Baron_Holland",George_Grenville
Htilominlo,Naratheinga_Uzana
João_Vaz_Corte-Real,Manuel_I_of_Portugal
Haile_Selassie,Princess_Tenagnework
"Thomas_Emmanuel,_Prince_of_Savoy-Carignan","Eugene_Jean,_Count_of_Soissons"
"Frederica_Mildmay,_Countess_of_Mértola","Meinhardt_Schomberg,_3rd_Duke_of_Schomberg"
Lysimachus,Agathocles_of_Pella
Wellington_Webb,John_Hickenlooper
Charles_Scribner_I,John_Blair_Scribner
Robert_Muldoon,David_Lange
Mostafa_Tajzadeh,Ali_Khamenei
Campbell_Scott,Colleen_Dewhurst
Albert_Brewer,Lurleen_Wallace
Dennis_Kucinich,Mike_Turner
"David_Boyle,_7th_Earl_of_Glasgow",Queen_Victoria
Wanda_Jackson,Elvis_Presley
Powell_Clayton,William_McKinley
Jean_de_la_Cassière,Philip_II_of_Spain
Cahit_Aral,Turgut_Özal
Vladimir_Zhirinovsky,Viktor_Khristenko
Kristján_Eldjárn,Vigdís_Finnbogadóttir
Mehmed_VI,Abdülmecid_I
Philippa_of_Antioch,Raymond_of_Poitiers
Duke_Maximilian_Emanuel_in_Bavaria,Princess_Ludovika_of_Bavaria
"Charles_Brandon,_1st_Duke_of_Suffolk","Charles_Brandon,_3rd_Duke_of_Suffolk"
Ólafur_Ragnar_Grímsson,Geir_Haarde
"Prince_Carl_Oscar,_Duke_of_Södermanland",Louise_of_the_Netherlands
George_Vasiliou,Michalis_Papapetrou
Maria_Luisa_of_Spain,Archduke_Rainer_Joseph_of_Austria
Rafael_Núñez_(politician),Julián_Trujillo_Largacha
Lewis_Macdonald,Shona_Robison
Pedro_I_of_Brazil,Carlota_Joaquina_of_Spain
Peter_Medawar,Howard_Florey
"Ernst_Gunther,_Duke_of_Schleswig-Holstein","Frederick_VIII,_Duke_of_Schleswig-Holstein"
Wu_Zetian,Emperor_Zhongzong_of_Tang
Anna_Gould,Frank_Jay_Gould
Todd_Palin,Bristol_Palin
"Robert_Stewart,_Duke_of_Albany",Robert_II_of_Scotland
Ali_Bongo_Ondimba,Paul_Biyoghé_Mba
Happy_(Sons_of_Anarchy),Kurt_Sutter
William_Francis_Nichols,Theodore_Roosevelt
"Sir_James_Duke,_1st_Baronet",Lionel_de_Rothschild
Peter_Jefferson,Thomas_Jefferson
Charles_Montague_Cooke_Jr.,Charles_Montague_Cooke
Catherine_Deneuve,Roger_Vadim
List_of_Drive_characters,Dylan_Baker
Faith_Whittlesey,Ronald_Reagan
"Peter_II,_Grand_Duke_of_Oldenburg","Augustus,_Grand_Duke_of_Oldenburg"
"Maria_Josepha_of_Saxony,_Dauphine_of_France",Augustus_III_of_Poland
"Emily_FitzGerald,_Duchess_of_Leinster","William_FitzGerald,_2nd_Duke_of_Leinster"
John_II_of_Aragon_and_Navarre,"Joanna_of_Aragon,_Queen_of_Naples"
Federico_Peña,Wellington_Webb
Tracie_Spencer,Shanice
"Adelbert_Brownlow-Cust,_3rd_Earl_Brownlow",Queen_Victoria
Henry_of_Bohemia,Rudolf_I_of_Bohemia
Billy_Davis_(Mississippi_politician),Ronald_Reagan
Axel_Stordahl,Frank_Sinatra
Solomon_Van_Rensselaer,Stephen_Van_Rensselaer
Olivera_Despina,Lazar_of_Serbia
Bibliography_of_Thomas_Jefferson,Mary_Jefferson_Eppes
Caitlyn_Jenner,Kendall_Jenner
Edward_Warburg,James_Loeb
Lady_Elizabeth_Percy,Elizabeth_Mortimer
Philippe_Séguin,Nicolas_Sarkozy
John_Copp,Joseph_Platt
"Frederick_IV,_Duke_of_Holstein-Gottorp",Frederick_IV_of_Denmark
Li_Cong,Emperor_Xuanzong_of_Tang
Daphne_du_Maurier,Wilkie_Collins
Khasekhemwy,Djoser
"Robert_I,_Duke_of_Normandy","Richard_II,_Duke_of_Normandy"
Matsudaira_Katamori,Matsudaira_Nobunori
Anne-Marie_Trevelyan,Alan_Beith
"Antoine,_Duke_of_Montpensier",Mercedes_of_Orléans
Vasily_II_of_Moscow,Ivan_III_of_Russia
David_L._Boren,Barack_Obama
"Philipp_Moritz,_Count_of_Hanau-Münzenberg",Countess_Catharina_Belgica_of_Nassau
George_Chambers,A._N._R._Robinson
Pompey,Pompeia_Magna
Prince_Albrecht_of_Schleswig-Holstein-Sonderburg-Glücksburg,"Friedrich,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg"
Jonathan_Prince,Jonathan_Price
"Richeza_of_Poland,_Queen_of_Sweden",Ulvhild_Håkansdotter
Mehdi_Ghazanfari,Mahmoud_Ahmadinejad
Count_Karl_Leopold_von_Schlieben,Countess_Friederike_of_Schlieben
Julia_Lubomirska,Stanisław_Lubomirski_(1722–1782)
Hun_Sen,Norodom_Sihanouk
Wenceslaus_II_of_Bohemia,Ottokar_II_of_Bohemia
"Robert,_Count_of_Clermont","Louis_I,_Duke_of_Bourbon"
Edward_Heath,Harold_Wilson
Michael_Cassidy_(Canadian_politician),Bob_Rae
Demmette_Guidry,Alicia_Keys
Eugene_Caputo,Felisa_Vanoff
"Charles,_Duke_of_Orléans","Anne_of_Orléans,_Abbess_of_Fontevraud"
"Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne","Victor_Bruce,_9th_Earl_of_Elgin"
Adela_Rogers_St._Johns,Earl_Rogers
Kangxi_Emperor,Suksaha
Christian_Wulff,Horst_Köhler
Charlie_Wilson_(singer),Kanye_West
Fuquan_(prince),Shunzhi_Emperor
John_Dortmunder,George_C._Scott
Elon_Musk,Kimbal_Musk
John_F._Kennedy,C._Douglas_Dillon
Louis_I_of_Chalon-Arlay,John_III_of_Chalon-Arlay
Nurhaci,Dodo_(prince)
Chea_Sim,Norodom_Ranariddh
Fred_Silverman,Grant_Tinker
Skeletor,He-Man
Emil_Hácha,Edvard_Beneš
"Johann_VII,_Duke_of_Mecklenburg","John_Albert_I,_Duke_of_Mecklenburg"
Anwar_Saifullah_Khan,Nawaz_Sharif
"Elizabeth_Smith-Stanley,_Countess_of_Derby","Edward_Smith-Stanley,_13th_Earl_of_Derby"
Steven_T._Kuykendall,Jane_Harman
Roland_Fairbairn_McWilliams,"Alexander_Cambridge,_1st_Earl_of_Athlone"
Laetitia_d'Arenberg,"Archduke_Sigismund,_Grand_Duke_of_Tuscany"
Monroe_Schwarzlose,Bill_Clinton
Paul_Coverdell,George_H._W._Bush
"William_VIII,_Landgrave_of_Hesse-Kassel",Maria_Amalia_of_Courland
Maya_(mother_of_the_Buddha),Mahapajapati_Gotami
"Charles_Edward,_Duke_of_Saxe-Coburg_and_Gotha",Princess_Sibylla_of_Saxe-Coburg_and_Gotha
George_H._W._Bush,Nicholas_F._Brady
"Julius,_Duke_of_Brunswick-Lüneburg","Henry_V,_Duke_of_Brunswick-Lüneburg"
Mircea_Eliade,Carl_Jung
Kemal_Satır,Süleyman_Demirel
Joanna_of_Castile,Ferdinand_II_of_Aragon
Selim_I,Bayezid_II
"Prince_William,_Duke_of_Cambridge",Prince_George_of_Cambridge
Hieronim_Florian_Radziwiłł,Anna_Katarzyna_Sanguszko
Timothy_Fok,Ma_Fung-kwok
Sibyl_de_Neufmarché,Mahel_de_Hereford
Alfred_the_Great,Edward_the_Elder
Mister_E,Bob_Rozakis
Joan_Ruddock,Mike_O'Brien_(British_politician)
Dmitry_Medvedev,Mikhail_Fradkov
Patti_D'Arbanville,Don_Johnson
William_Cohen,William_Perry
Bülent_Ecevit,Necdet_Karababa
Robert_Byrd,Bob_Dole
Luís_Marques_Mendes,Aníbal_Cavaco_Silva
Manuel_Zelaya,Roberto_Micheletti
Prince_Hridayendra_of_Nepal,"Paras,_Crown_Prince_of_Nepal"
"Charles_Spencer-Churchill,_9th_Duke_of_Marlborough",Richard_Winfrey
Ju_(writer),Ludu_Daw_Amar
"Frederick,_Prince_of_Wales",George_III_of_the_United_Kingdom
José_María_Iglesias,Sebastián_Lerdo_de_Tejada
Paul_Wellstone,Mark_Dayton
King_Wu_of_Zhou,Tai_Si
Emperor_Taizong_of_Liao,Empress_Shulü_Ping
"Prince_Benedetto,_Duke_of_Chablais",Charles_Emmanuel_III_of_Sardinia
Mohammed_VI_of_Morocco,Lalla_Latifa
Robert_C._Frasure,George_H._W._Bush
Vivienne_Poy,Jean_Chrétien
Robert_B._Oakley,Nicholas_Platt
David_Usupashvili,Irakli_Garibashvili
Agustín_Gamarra,Andrés_de_Santa_Cruz
Jesús_T._Piñero,Luis_Muñoz_Marín
Ingmar_Bergman,Ingrid_Bergman
Donna_Hutchinson,Timothy_Chad_Hutchinson
Jim_Knight,Tony_Blair
"Sir_John_Simeon,_4th_Baronet",William_Dudley_Ward
Hilary_Armstrong,Pat_Glass
Jim_Nicholson_(Secretary_of_Veterans_Affairs),George_W._Bush
"Henri_de_La_Tour_d'Auvergne,_Duke_of_Bouillon",Frédéric_Maurice_de_La_Tour_d'Auvergne
Ronald_Fisher,Richard_Dawkins
"Vladislaus_II,_Duke_of_Bohemia",Richeza_of_Berg
Kimberly_Rosen,Edward_Youngblood
C._R._Narasimhan,Jawaharlal_Nehru
Amadeo_I_of_Spain,Victor_Emmanuel_II_of_Italy
Guy_of_Lusignan,Baldwin_V_of_Jerusalem
Paul_Petersen,Patty_Petersen
"Thomas_Herbert,_8th_Earl_of_Pembroke","Anne,_Queen_of_Great_Britain"
Lisa_Coleman_(actress),Francis_Coleman
Deniz_Baykal,Bülent_Ecevit
"Charles_Paulet,_2nd_Duke_of_Bolton",James_II_of_England
Ken_Burgess_(musician),Vincent_Price
Joan_the_Lame,John_II_of_France
"Louis_VI,_Landgrave_of_Hesse-Darmstadt",Marie_Elisabeth_of_Hesse-Darmstadt
Justine_Johnstone,Julanne_Johnston
"Thomas_de_Mowbray,_1st_Duke_of_Norfolk","Thomas_de_Mowbray,_4th_Earl_of_Norfolk"
Svein_Knutsson,Cnut_the_Great
John_Tyler,William_Henry_Harrison
Caterina_Sforza,Lucrezia_Landriani
William_J._Casey,Gerald_Ford
Norodom_Marie,Norodom_Sihanouk
Dejan_(magnate),Jovan_Oliver
Princess_Augusta_of_Bavaria,Maximilian_I_Joseph_of_Bavaria
Nikola_I_Petrović-Njegoš,Princess_Zorka_of_Montenegro
"Maud_Petty-Fitzmaurice,_Marchioness_of_Lansdowne","James_Hamilton,_1st_Duke_of_Abercorn"
Stephen_Hawking,Raphael_Bousso
Hannah_Tompkins,James_Monroe
Darius_III,Sisygambis
Billy_Packer,Curt_Gowdy
Anthony_Browne_(1552–1592),"Anthony_Browne,_1st_Viscount_Montagu"
Rona_Ambrose,Stephen_Harper
Artful_Dodger,Billy_Joel
Gabriel_Bethlen,"Ferdinand_II,_Holy_Roman_Emperor"
José_Eduardo_dos_Santos,Fernando_José_de_França_Dias_Van-Dúnem
Charles_Tupper,Queen_Victoria
"Henry,_son_of_Robert_I_of_Burgundy","Robert_I,_Duke_of_Burgundy"
Princess_Tomohito_of_Mikasa,Princess_Akiko_of_Mikasa
Vyacheslav_Menzhinsky,Vladimir_Lenin
Parvathi_Krishnan,Charan_Singh
"Odo_III,_Duke_of_Burgundy","Hugh_III,_Duke_of_Burgundy"
Ben_Chifley,John_Lawson_(Australian_politician)
"Soběslav_I,_Duke_of_Bohemia","Vladislaus_II,_Duke_of_Bohemia"
Domitilla_the_Elder,Flavius_Liberalis
Thomas_M._Reynolds,Thomas_M._Davis
Princess_Zein_bint_Hussein,Hussein_of_Jordan
José_Joaquín_Trejos_Fernández,José_Figueres_Ferrer
"Valentina_Visconti,_Duchess_of_Orléans","Charles,_Duke_of_Orléans"
Emperor_Jing_of_Han,Emperor_Wu_of_Han
Katie_Ford_(CEO),Gerard_W._Ford
Julia_Pace_Mitchell,Judy_Pace
List_of_Who_Framed_Roger_Rabbit_characters,Richard_Ridings
List_of_The_Bill_characters_(A–D),Jon_Iles
Danny_Ocean,George_Clooney
Donald_Trump,Tiffany_Trump
"Thomas_Seymour,_1st_Baron_Seymour_of_Sudeley",John_Seymour_(1474–1536)
Georg_von_Trapp,Hedwig_von_Trapp
Donald_Dunstan_(governor),Elizabeth_II
Cecile_of_Baux,"Marguerite_of_Burgundy,_Countess_of_Savoy"
Konda_Vishweshwar_Reddy,Jaipal_Reddy
"Charles,_Duke_of_Orléans","Louis_I,_Duke_of_Orléans"
Emperor_Shang_of_Tang,Emperor_Zhongzong_of_Tang
Trond_Giske,Jens_Stoltenberg
"Francis_Howard,_5th_Baron_Howard_of_Effingham",Charles_II_of_England
Nancy_Lincoln,Abraham_Lincoln
Emperor_Zhenzong,Consort_Li_(Zhenzong)
Philip_II_of_Spain,"Charles_V,_Holy_Roman_Emperor"
Ibrahim_Tannous,Amine_Gemayel
"Anne_of_Austria,_Margravine_of_Brandenburg",Elisabeth_of_Kalisz
Charlotte_of_Schaumburg-Lippe,Prince_William_of_Schaumburg-Lippe
John_Della_Bosca,John_Robertson_(New_South_Wales_politician)
"Alianore_Holland,_Countess_of_March","Edmund_Mortimer,_5th_Earl_of_March"
"Viola_Grosvenor,_Duchess_of_Westminster","Gerald_Grosvenor,_6th_Duke_of_Westminster"
Tiberius,Gaius_Antistius_Vetus_(consul_6_BC)
Wayne_Shorter,Miles_Davis
"John_de_Vere,_16th_Earl_of_Oxford","Edward_de_Vere,_17th_Earl_of_Oxford"
Peter_Costello,John_Howard
"Isabella_of_Portugal,_Duchess_of_Burgundy",John_I_of_Portugal
Jonah_Kūhiō_Kalanianaʻole,Henry_Alexander_Baldwin
Hugh_Dalton,Anthony_Eden
Thabo_Mbeki,Elizabeth_II
Graham_Nash,David_Gilmour
Jack_Watson_(Presidential_adviser),Jimmy_Carter
"Maximilian_Anton,_Hereditary_Prince_of_Thurn_and_Taxis","Maximilian_Karl,_6th_Prince_of_Thurn_and_Taxis"
"Philip_I,_Count_of_Flanders","Thierry,_Count_of_Flanders"
Richie_Rosenberg,Bruce_Springsteen
"Elizabeth_Rawdon,_Countess_of_Moira","Selina_Hastings,_Countess_of_Huntingdon"
S._T._Joshi,H._L._Mencken
Chulalongkorn,Debsirindra
Mickey_Petralia,Beck
Ælfgifu_of_Shaftesbury,Eadgifu_of_Kent
Mitch_Landrieu,Kathleen_Blanco
Jeff_Gordon,Fernando_Alonso
Henry_of_Bohemia,"Albert_II,_Duke_of_Austria"
Charles_III_of_Spain,Ferdinand_VI_of_Spain
Kamehameha_III,Kamehameha_IV
Rhett_Butler,Clark_Gable
Doug_Pettibone,Jewel_(singer)
Denis_Diderot,Johann_Wolfgang_von_Goethe
Sadegh_Kharazi,Mahmoud_Ahmadinejad
Jean_Chrétien,Jack_Horner_(politician)
Michèle_Morgan,Michele_Morgan_(American_actress)
"Charles,_Duke_of_Brittany","John_IV,_Duke_of_Brittany"
Péter_Medgyessy,Lajos_Bokros
"Walrad,_Prince_of_Nassau-Usingen","William_Louis,_Count_of_Nassau-Saarbrücken"
"Simon_August,_Count_of_Lippe-Detmold","Leopold_I,_Prince_of_Lippe"
"Alexander_Macmillan,_2nd_Earl_of_Stockton",Roger_Knapman
Queen_Inhyeon,Queen_Ingyeong
"Philipp_Ludwig_II,_Count_of_Hanau-Münzenberg","Philipp_Ludwig_I,_Count_of_Hanau-Münzenberg"
H._V._Evatt,Billy_Hughes
Saw_Mon_Hla,Manisanda
Dagobert_I,Theuderic_III
Ramkrishna_Bhattacharya,Karl_Marx
Wensicia,Shaddam_IV
Emily_Bear,Quincy_Jones
Kirsty_Williams,Huw_Lewis
Doug_Katsaros,Rod_Stewart
Tamás_Esterházy_(1570–1616),Zsófia_Illésházy
Lyndon_B._Johnson,Robert_McNamara
"William_IV,_Prince_of_Orange","John_William_Friso,_Prince_of_Orange"
Isabella_of_Angoulême,Aymer_of_Angoulême
Robert_Jubelirer,F._Joseph_Loeper
J._William_Fulbright,Theodore_F._Green
Elizabeth_Taylor,Sara_Sothern
"Richard_FitzAlan,_11th_Earl_of_Arundel","Richard_FitzAlan,_10th_Earl_of_Arundel"
"Maria_of_Brabant,_Duchess_of_Bavaria",Agnes_of_the_Palatinate
Akbar_Hashemi_Rafsanjani,Ruhollah_Khomeini
Bob_Hawke,Ninian_Stephen
"Robert_Devereux,_3rd_Earl_of_Essex","Robert_Devereux,_2nd_Earl_of_Essex"
Gurun_Princess_Shou'an,Empress_Xiaoquancheng
Georgios_Papandreou,Paul_of_Greece
John_Wayles_Eppes,James_Barbour
Li_Xiannian,Ye_Jianying
William_Cabell_Rives,John_Tyler
Thomas_Torney,Bob_Cryer
Bolesław_III_Wrymouth,Dobroniega_of_Poland
Ucha'an_K'in_B'alam,Itzamnaaj_K'awiil
Qaboos_bin_Said_al_Said,Mazoon_al-Mashani
Nahienaena,Keōpūolani
Princess_Therese_of_Nassau-Weilburg,Princess_Louise_of_Saxe-Hildburghausen
Eliot_Spitzer,David_Paterson
Anwar_Ibrahim,Najib_Razak
Max_Carl,Bette_Midler
Dennis_Hopper,Henry_Hopper
Robert_Maynard_Hutchins,Thomas_Walter_Swan
King_Cheng_of_Zhou,King_Wu_of_Zhou
Qian_Kuan,Qian_Liu
Jerry_Brown,Mervyn_M._Dymally
Ibn_Arabi,Muhammad
Patrick_Manning,A._N._R._Robinson
Luis_Guillermo_Vélez,Julio_César_Turbay_Ayala
Alexander_Lukashenko,Gennady_Novitsky
Boris_Pahor,Ernest_Hemingway
"Francesco_Farnese,_Duke_of_Parma","Ranuccio_II_Farnese,_Duke_of_Parma"
"Beatrice_II,_Countess_of_Burgundy","Otto_I,_Count_of_Burgundy"
"Margaret_of_Austria,_Electress_of_Saxony",Cymburgis_of_Masovia
William_Culham_Woodward,"Alexander_Cambridge,_1st_Earl_of_Athlone"
Paul_Reeves,Elizabeth_II
Rosalind_Shand,"Charles,_Prince_of_Wales"
Countess_Louise_Henriette_of_Nassau,Amalia_of_Solms-Braunfels
Ramsey_Campbell,H._P._Lovecraft
"Friedrich_Josias,_Prince_of_Saxe-Coburg_and_Gotha","Andreas,_Prince_of_Saxe-Coburg_and_Gotha"
Leszek_II_the_Black,Władysław_I_the_Elbow-high
James_Stansfeld,"George_Sclater-Booth,_1st_Baron_Basing"
Linda_Burney,Kristina_Keneally
"Richard_Wellesley,_1st_Marquess_Wellesley",George_IV_of_the_United_Kingdom
John_Payne_(actor),John_Wayne
Kim_Beazley,Kevin_Rudd
Albert_Piddington,Andrew_Fisher
Antoinette_Polk,James_K._Polk
Princess_Changping,Chongzhen_Emperor
Mike_Shipley,Thomas_Dolby
Saw_Lagun_Ein,Smim_Htaw
Apeyadana,Manisanda
Jan_Jacob_Rochussen,William_III_of_the_Netherlands
"Theodore_II,_Marquess_of_Montferrat",Isabella_of_Majorca
William_the_Silent,William_the_Silent
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury","Charles_Chetwynd-Talbot,_19th_Earl_of_Shrewsbury"
Mary_I_of_England,Elisabeth_of_Valois
Twinkle_Khanna,Simple_Kapadia
Joseph_Alston,John_Geddes_(politician)
John_Belding,Samuel_Smith_(Connecticut_politician)
Richard_Rush,James_Madison
Miguel_López_de_Legazpi,Philip_II_of_Spain
Ingegerd_of_Norway,Harald_Hardrada
Philip_Marlowe,Elliott_Gould
Vilma_Santos,Celia_Rodriguez
Rick_Snyder,Joe_Biden
Stephen_A._Higginson,Barack_Obama
Christopher_Guest,Nicholas_Guest
"Patrice_de_MacMahon,_Duke_of_Magenta",Napoleon_III
Archduchess_Maria_Theresa_of_Austria-Este_(1817–1886),"Francis_IV,_Duke_of_Modena"
Norodom_Ranariddh,Hun_Sen
Laurent_Fabius,Lionel_Jospin
"Henry_II,_Duke_of_Brabant","Henry_III,_Duke_of_Brabant"
Ferdinand_I_of_Romania,Carol_I_of_Romania
Keiran_Lee,Kieran_Lee
Ferdinand_I_of_the_Two_Sicilies,Prince_Giuseppe_of_Naples_and_Sicily
Paul_Ince,Jamie_Redknapp
Plutarco_Naranjo_Vargas,Rodrigo_Borja_Cevallos
William_Gopallawa,Oliver_Ernest_Goonetilleke
Kathryn_Crosby,Mary_Crosby
Peter_von_Scholten,Christian_VIII_of_Denmark
S._Arthur_Spiegel,Jimmy_Carter
"Frederick_William,_Duke_of_Courland",Frederick_Casimir_Kettler
Gavin_Newsom,Jerry_Brown
Laila_Ali_Abdulla,Nasreena_Ibrahim
Francis_Lenn_Taylor,Elizabeth_Taylor
Murad_V,Şevkefza_Sultan
Judith_of_Hohenstaufen,"Frederick_II,_Duke_of_Swabia"
Nibha_Nobhadol,Chulalongkorn
Thihapate_of_Yamethin,Swa_Saw_Ke
Wen_Jiabao,Jiang_Zemin
Gregory_W._Carman,Ronald_Reagan
Suzanne_Bonamici,David_Wu
Dorothy_Hodgkin,John_Desmond_Bernal
Peter_Gormley,Olivia_Newton-John
