Partners_in_Crime_(UK_TV_series),Zinnie_Harris
The_Royal_Swordsmen,Wong_Jing
The_Cat_Who_Knew_a_Cardinal,Lilian_Jackson_Braun
The_Marriage_of_Sense_and_Soul,Ken_Wilber
Tail_of_the_Moon,Rinko_Ueda
The_Glass_Lake,Maeve_Binchy
Rose-Marie,Oscar_Hammerstein_II
Behind_the_Mirror:_A_Search_for_a_Natural_History_of_Human_Knowledge,Konrad_Lorenz
The_Great_Boomerang,Ion_Idriess
Basic_Chess_Endings,Reuben_Fine
Birds_of_the_World:_Recommended_English_Names,Frank_Gill_(ornithologist)
Journal_of_a_Novel,John_Steinbeck
Blue_Heaven_(Keenan_novel),Joe_Keenan_(writer)
Conan_the_Relentless,Roland_J._Green
Li'l_Abner_(musical),Melvin_Frank
The_First_Global_Revolution,Alexander_King_(scientist)
Luckypenny,Bruce_Marshall
Top_Boy,Ronan_Bennett
Angels_(Denis_Johnson_novel),Denis_Johnson
Zero_Night,Mark_Felton
Man_from_the_South,Roald_Dahl
Fifty_Short_Science_Fiction_Tales,Groff_Conklin
The_Early_Coorgs,Mookonda_Poonacha_Nitin_Kushalappa
12th_of_Never_(novel),James_Patterson
A_Toy_for_Juliette,Robert_Bloch
Moderne_Algebra,Bartel_Leendert_van_der_Waerden
Thirteen_Reasons_Why,Jay_Asher
Six_Suspects_(novel),Vikas_Swarup
Aquarium_(Suvorov),Viktor_Suvorov
Everything_I'm_Cracked_Up_to_Be,Jen_Trynin
Hospital_(novel),Toby_Litt
Sarah_Thornhill,Kate_Grenville
The_Golf_Players,Pieter_de_Hooch
The_Lament_for_Icarus,Herbert_James_Draper
"How_to_Date_a_Brown_Girl_(Black_Girl,_White_Girl,_or_Halfie)",Junot_Díaz
Quinx,Lawrence_Durrell
One_Month_to_Live,Kerry_Shook
The_Legend_of_Zelda_(TV_series),Bob_Forward
The_Great_Santa_Claus_Switch,Jerry_Juhl
That_Book_...of_Perfectly_Useless_Information,Mitchell_Symons
Hidden_Empire,Orson_Scott_Card
The_Garbage_King,Elizabeth_Laird_(author)
The_Gay_Revolution:_The_Story_of_the_Struggle,Lillian_Faderman
New_Writings_in_SF_11,John_Carnell
Woodland_Indian_and_Whistling_Swans,Marshall_Fredericks
Building_Harlequin's_Moon,Brenda_Cooper
The_Diary_of_Anne_Frank_(play),Frances_Goodrich
Fatherland_(novel),Robert_Harris_(novelist)
Men_in_Her_Life_(painting),Andy_Warhol
The_Wayward_Bus,John_Steinbeck
Number_the_Stars,Lois_Lowry
Programming_Languages:_Application_and_Interpretation,Shriram_Krishnamurthi
The_New_Adventures_of_Heidi,John_McGreevey
Star_Wars_(manga),George_Lucas
A_Passion_for_Churches,John_Betjeman
When_the_Green_Star_Calls,Lin_Carter
The_Veteran_(short_story_collection),Frederick_Forsyth
Pollen_(novel),Jeff_Noon
Here_Lies_Arthur,Philip_Reeve
Wild_C.A.T.s,David_Wise_(writer)
The_Dying_Earth,Jack_Vance
The_West_(film),Dayton_Duncan
Dotter_of_Her_Father's_Eyes,Mary_M._Talbot
Hitz,Mark_Cullen_(writer)
A_Question_of_Blood,Ian_Rankin
Menace_in_Europe,Claire_Berlinski
Twice_(novel),Lisa_Unger
Gog_(novel),Giovanni_Papini
Worlds_of_Honor,David_Weber
The_Psychology_of_the_Psychic,David_Marks_(psychologist)
You_Know_They_Got_a_Hell_of_a_Band,Stephen_King
The_Darrell_Schweitzer_Megapack,Darrell_Schweitzer
Sentinels_From_Space,Eric_Frank_Russell
Idiot_Stick,Damon_Knight
The_Year's_Best_Science_Fiction:_Second_Annual_Collection,Gardner_Dozois
Amy_Foster,Joseph_Conrad
Fertilisation_of_Orchids,Charles_Darwin
The_Messenger_(Zusak_novel),Markus_Zusak
Sengoku_Strays,Shingo_Nanami
Come_Fly_with_Me_(2010_TV_series),Matt_Lucas
Odyssey_III,Tony_Rosenthal
And_Tango_Makes_Three,Justin_Richardson
Nevada_(Grey_novel),Zane_Grey
Lord_of_Scoundrels,Loretta_Chase
Continuum_(sculpture),Charles_O._Perry
Bias:_A_CBS_Insider_Exposes_How_the_Media_Distort_the_News,Bernard_Goldberg
Kinematic_Self-Replicating_Machines,Robert_Freitas
React_(book),Federico_Mayor_Zaragoza
Romance_Town,Seo_Sook-hyang
Dracula_(miniseries),Roger_Young_(director)
A_Mystery_for_Mr._Bass,Eleanor_Cameron
In_the_Ocean_of_Night,Gregory_Benford
All_That_You_Love_Will_Be_Carried_Away,Stephen_King
Joy_(Bernanos_novel),Georges_Bernanos
Lost_Boys_(novel),Orson_Scott_Card
The_Missing_Head_of_Damasceno_Monteiro,Antonio_Tabucchi
Wako_Wako,Wenn_V._Deramas
Shakotan_Boogie,Michiharu_Kusunoki
A_Gathering_of_Old_Men,Ernest_J._Gaines
The_Mystery_of_a_Hansom_Cab,Fergus_Hume
Child_of_God,Cormac_McCarthy
The_Americans_(photography),Robert_Frank
Rollback_(novel),Robert_J._Sawyer
The_Coral_Sea_(book),Patti_Smith
Still_Life_with_a_Poem,Juan_Gris
Refugees_from_an_Imaginary_Country,Darrell_Schweitzer
The_Deposition_(Rubens),Peter_Paul_Rubens
Heatwave!_(1974_film),Peter_Allan_Fields
The_Singing,Alison_Croggon
The_Science_of_Interstellar,Kip_Thorne
Gantry_(musical),Peter_Bellwood
From_Star_Wars_to_Jedi:_The_Making_of_a_Saga,Richard_Schickel
City_of_Dragons,Robin_Hobb
The_Bulgari_Connection,Fay_Weldon
Year's_Best_SF_11,Kathryn_Cramer
The_Oldest_Living_Graduate_(play),Preston_Jones_(playwright)
The_Deep_Blue_Good-by,John_D._MacDonald
The_Mohole_Mystery,Hugh_Walters_(author)
The_Natural_Way_of_Things,Charlotte_Wood
Speakeasy_Dollhouse,Cynthia_von_Buhler
Rue89,Pascal_Riché
StockPickr,James_Altucher
The_Rock_of_Tanios,Amin_Maalouf
Entdeckung_der_blauen_Grotte_auf_der_Insel_Capri,August_Kopisch
La_Madrileña_(En_el_Balcon),Juan_Luna
One_Last_Look_(play),Steve_Carter_(playwright)
A_Death_in_Vienna,Daniel_Silva_(novelist)
Travelers_of_Space,Martin_Greenberg
Deadly_Quicksilver_Lies,Glen_Cook
Moonwalk_(book),Michael_Jackson
Truth_and_Bright_Water,Thomas_King_(novelist)
Official_History_of_New_Zealand_in_the_Second_World_War_1939–45,Howard_Kippenberger
The_Last_Kingdom,Bernard_Cornwell
The_Bonehunters,Steven_Erikson
The_Wings_of_Rean,Yoshiyuki_Tomino
The_Kampung_Boy,Lat
Horse_Races_Now,Kenneth_McPeek
The_Goldfinch_(painting),Carel_Fabritius
Crooked_Zebra,Bob_Weltlich
Hardcase_(1972_film),Sam_Rolfe
Dexter's_Laboratory:_Ego_Trip,John_McIntyre_(cartoonist)
Dungeons_&_Dragons_Basic_Set,Tom_Moldvay
The_Toll-Gate,Georgette_Heyer
The_Thief_of_Always,Clive_Barker
Mother_Teresa:_Saint_or_Celebrity%3F,Gëzim_Alpion
Crimson_Shore,Douglas_Preston
Attack_of_the_Cybermen__Attack_of_the_Cybermen__1,Eric_Saward
Tales_from_the_Empire,Timothy_Zahn
Reading_in_the_Dark,Seamus_Deane
Dangerous_Visions,Harlan_Ellison
Arohanam,V._K._N.
Phet_Sein_Kun_Taung_Shwe_Wuttu-To_Mya,Khin_Khin_Htoo
Portrait_of_Francisco_Lezcano,Diego_Velázquez
Gravity's_Angels,Michael_Swanwick
Mam'zelle_Guillotine,Emma_Orczy
A_Good_Recovery,Arthur_Wright_(writer)
Equestrian_statue_of_Gattamelata,Donatello
Chapter_Two_(play),Neil_Simon
Redwall_(novel),Stuart_Moore
The_Maid_of_the_Mountains,Frederick_Lonsdale
St._John_the_Baptist_(Leonardo),Leonardo_da_Vinci
What_to_Expect_When_You're_Expecting,Heidi_Murkoff
Truckin'_Turtles,J._P._Trostle
Portrait_of_a_Young_Englishman,Titian
"The_$64,000_Question",Joseph_Nathan_Kane
Man-Shy,Frank_Dalby_Davison
Killing_Floor_(novel),Lee_Child
Ardour_(software),Paul_Davis_(programmer)
Portrait_of_an_African_Man,Jan_Mostaert
Such_Pleasure,Martin_Boyd
Beginnings_(Honorverse),Charles_E._Gannon
Contes_d’un_buveur_de_bière,Charles_Deulin
A_Grave_Talent,Laurie_R._King
Meat_Loaf:_To_Hell_and_Back,Meat_Loaf
Which_Lie_Did_I_Tell%3F,William_Goldman
Burning_Tower,Jerry_Pournelle
Sweet_Nothing_in_My_Ear,Stephen_Sachs
Secret_Windows,Stephen_King
Mr._Sammler's_Planet,Saul_Bellow
New_Spring,Robert_Jordan
Cardsharps_(Caravaggio),Caravaggio
Death_and_the_Dervish,Meša_Selimović
Revenge_of_the_Bridesmaids,Bob_Young_(TV_producer)
The_Upside_Down_Show,Tony_Geiss
The_Scandal_of_Empire,Nicholas_Dirks
Ghost-Walker,Barbara_Hambly
What_We_Do_Is_Secret_(novel),Thorn_Kief_Hillsbery
The_After-Dinner_Joke,Caryl_Churchill
"La_danse,_Bacchante",Jean_Metzinger
Jailbreakers,Debra_Hill
David_Copperfield,Charles_Dickens
Freedom_and_the_Law,Bruno_Leoni
Communion_(book),Whitley_Strieber
Out_of_the_Silence_(James_novel),Wendy_James_(author)
River_of_Death,Alistair_MacLean
Catching_the_Wolf_of_Wall_Street,Jordan_Belfort
Drayman_Henschel,Gerhart_Hauptmann
Collected_Poems_(Larkin),Philip_Larkin
A_Mixture_of_Frailties,Robertson_Davies
Fortunes_of_War_(TV_series),Alan_Plater
The_Sarah_Jane_Adventures_Collection,Gary_Russell
The_Emigrants_(novel_series),Vilhelm_Moberg
Mrs_Beeton's_Book_of_Household_Management,Isabella_Beeton
The_Cricket_on_the_Hearth,Charles_Dickens
A_Memory_of_Light,Robert_Jordan
Alpha_8_(Robert_Silverberg_anthology),Robert_Silverberg
Babylon_5:_The_River_of_Souls,J._Michael_Straczynski
Left_Foot_Forward,Will_Straw
The_1983_Annual_World's_Best_SF,Donald_A._Wollheim
The_Adventure_of_the_Naval_Treaty,Arthur_Conan_Doyle
Venus_(play),Suzan-Lori_Parks
Awaiting_Strange_Gods:_Weird_and_Lovecraftian_Fictions,Darrell_Schweitzer
The_Old_New_Land,Theodor_Herzl
Welcome_to_Thebes,Moira_Buffini
Blood_at_the_Root,Patrick_Phillips
Brooklyn_Bridge_(Gleizes),Albert_Gleizes
Memories_of_My_Melancholy_Whores,Gabriel_García_Márquez
In_the_Courts_of_the_Crimson_Kings,S._M._Stirling
The_Jennie_Project,Gary_Nadeau
Adverbs_(novel),Daniel_Handler
A_Man_of_the_People,Chinua_Achebe
Witch_&_Wizard:_The_Gift,James_Patterson
Species_III,Ben_Ripley
Serpent_Mage,Tracy_Hickman
Rahul_Dravid:_Timeless_Steel,Sanjay_Bangar
The_Last_Exile,James_Aldridge
"The_Descent_from_the_Cross_(Rembrandt,_1650–52)",Rembrandt
Abercrombie_Station,Jack_Vance
Good_Sports,Ron_Zimmerman
Pound_Puppies_(2010_TV_series),Paul_Germain
Tintorettor_Jishu_(novel),Satyajit_Ray
Sailing_Alone_Around_the_World,Joshua_Slocum
Father's_Day_(novel),William_Goldman
The_Chilling_Stars,Nigel_Calder
Thomas_Jefferson_(Bitter),Karl_Bitter
"All_In:_How_Our_Work-First_Culture_Fails_Dads,_Families,_and_Businesses--And_How_We_Can_Fix_It_Together",Josh_Levs
Monkeewrench,P._J._Tracy
"Ed,_Edd_n_Eddy",Keith_Giffen
Lovesong_(novel),Alex_Miller_(writer)
Kamen_Rider_Spirits,Shotaro_Ishinomori
A_Nero_Wolfe_Mystery,Michael_Jaffe
The_Calcutta_Chromosome,Amitav_Ghosh
Une_double_famille,Honoré_de_Balzac
What_Pet_Should_I_Get%3F,Dr._Seuss
Yellow_(short_story_collection),Don_Lee_(author)
Through_Distant_Worlds_and_Times,Milutin_Milanković
Bait_and_Switch:_The_(Futile)_Pursuit_of_the_American_Dream,Barbara_Ehrenreich
Sky_(TV_serial),Dave_Martin_(screenwriter)
Sassinak,Anne_McCaffrey
Gather_Ye_Rosebuds_While_Ye_May_(Waterhouse_painting_1908),John_William_Waterhouse
The_Magician's_Apprentice,Trudi_Canavan
The_Straits,Louis_Nowra
Penny_Dreadful_(TV_series),John_Logan_(writer)
Katy_Brand's_Big_Ass_Show,Andy_Riley
The_Rifles_(novel),William_T._Vollmann
The_Dawkins_Delusion%3F,Alister_McGrath
Sir_Walter_Scott_(sculpture),John_Steell
Madras_on_Rainy_Days,Samina_Ali
San_Giacomo_dell'Orio_Altarpiece,Lorenzo_Lotto
The_Producers_(musical),Mel_Brooks
Nightmare_of_Eden__Doctor_Who_and_the_Nightmare_of_Eden__1,Terrance_Dicks
Complete_Champion,Ed_Stark
Mystic_Marriage_of_St._Francis_(Sassetta),Stefano_di_Giovanni
"The_Destructive_War:_William_Tecumseh_Sherman,_Stonewall_Jackson,_and_the_Americans",Charles_Royster
Murder_in_E_Minor,Robert_Goldsborough_(writer)
Collected_Poems_in_English,Joseph_Brodsky
Soul_Harvest,Jerry_B._Jenkins
World_of_Lumina,Emanuele_Tenderini
Dragon's_Egg,Robert_L._Forward
The_Sword_of_the_Lady,S._M._Stirling
The_Enchanted_Castle,E._Nesbit
Fever_Crumb_Series,Philip_Reeve
The_Tibetan_Book_of_Living_and_Dying,Sogyal_Rinpoche
Ragnarock_City,Satoshi_Urushihara
Amen_Corner_(novel),Rick_Shefchik
Princess_Gwenevere_and_the_Jewel_Riders,Linda_Shayne
Sharafnama,Sharaf_Khan_Bidlisi
The_Green_Laurel,Eleanor_Spence
Dracula_3000,Darrell_Roodt
Laurel's_Kitchen,Carol_Lee_Flinders
The_Perfect_Mile,Neal_Bascomb
"It's_Me,_Eddie",Eduard_Limonov
1864_(TV_series),Ole_Bornedal
Castle_Storm,Garry_Kilworth
New_Forms_(sculpture),Tony_Cragg
Venice_for_Lovers,Louis_Begley
When_the_Moon_Forgot,Jimmy_Liao
Déjàvu,John_Osborne
Child_Bride_of_Short_Creek,Joyce_Eliason
Over_the_Edge_(book),Greg_Child
Journey_into_Space_(book),Toby_Litt
The_Dhimmi:_Jews_and_Christians_Under_Islam,Bat_Ye'or
Modelland,Tyra_Banks
Driving_Out_a_Devil,Bertolt_Brecht
Beck_(manga),Harold_Sakuishi
Dust_Tracks_on_a_Road,Zora_Neale_Hurston
Isaac_Asimov_Presents_The_Great_SF_Stories_9_(1947),Isaac_Asimov
Johnny_Ringo_(TV_series),Aaron_Spelling
The_Courts_of_Chaos,Roger_Zelazny
Salmonella_Men_on_Planet_Porno,Yasutaka_Tsutsui
The_Alchymist's_Cat,Robin_Jarvis
Anna_Lucasta_(play),Philip_Yordan
The_Adventures_of_Slim_and_Howdy,Ronnie_Dunn
Blood_Beast,Darren_Shan
Fortune_Told_in_Blood,Davud_Ghaffarzadegan
The_Golden_Master,Walter_B._Gibson
Creature_(miniseries),Rockne_S._O'Bannon
The_Enemies_of_Reason,Richard_Dawkins
Crook_as_Rookwood,Chris_Nyst
Buffalo_Bill_Jr.,Maurice_Geraghty
Thumbelina,Hans_Christian_Andersen
The_Gregory_Hines_Show,Michael_Feldman_(writer)
Human_Rights_between_the_Sexes,Dan_Christian_Ghattas
Varieties_of_Anomalous_Experience,Etzel_Cardeña
The_Pirate_(short_story),Poul_Anderson
John_Henry_Days,Colson_Whitehead
Igi,Jemal_Karchkhadze
As_She_Climbed_Across_the_Table,Jonathan_Lethem
Dragons_of_the_Hourglass_Mage,Tracy_Hickman
Bombardment_of_Algiers_(painting),Thomas_Luny
Partners_(1995_TV_series),Paul_Redford
People_of_the_Deer,Farley_Mowat
Year's_Best_Science_Fiction_Novels:_1954,E._F._Bleiler
Gump_and_Co.,Winston_Groom
Alta_(novel),Mercedes_Lackey
Killing_Jesus,Martin_Dugard_(author)
Demons_(Dostoyevsky_novel),Fyodor_Dostoyevsky
The_Land_of_Little_Rain,Mary_Hunter_Austin
Hairy_Maclary_from_Donaldson's_Dairy,Lynley_Dodd
Night_Chills,Dean_Koontz
At_the_Edge_of_Waking,Holly_Phillips
"Aradia,_or_the_Gospel_of_the_Witches",Charles_Godfrey_Leland
Aunt_Jane's_Nieces_on_the_Ranch,L._Frank_Baum
The_Mislaid_Charm,Alexander_M._Phillips
Dennis_the_Menace_and_Gnasher_(1996_TV_series),Jimmy_Hibbert
Ocean_Under_the_Ice,Robert_L._Forward
Sahara_(novel),Clive_Cussler
Hercules_separating_the_mounts_Calpe_And_Abyla,Francisco_de_Zurbarán
God's_Spy,Juan_Gómez-Jurado
Trail_of_the_Black_Wyrm,Chris_Pierson
A_Son_of_the_Celestial,Willa_Cather
The_Silencers,Donald_Hamilton
Once_Upon_a_Mattress,Marshall_Barer
Entry_of_the_Crusaders_in_Constantinople,Eugène_Delacroix
Apartment_16,Adam_Nevill
Skin_Folk,Nalo_Hopkinson
Darksaber,Kevin_J._Anderson
"Winesburg,_Ohio",Sherwood_Anderson
Reg_(BBC_drama),Jimmy_McGovern
On_the_Eve,Ivan_Turgenev
Egg_Collecting_and_Bird_Life_of_Australia,Sidney_William_Jackson
Mormon_Scientist,Henry_J._Eyring
HoneyComing,Jōji_Kamio
Hastur_Lord,Marion_Zimmer_Bradley
Clarence_(1988_TV_series),Ronnie_Barker
Television_Without_Pity,Sarah_D._Bunting
Eldritch_Wizardry,Gary_Gygax
The_Last_Town_on_Earth,Thomas_Mullen_(author)
The_Concept_of_Anxiety,Søren_Kierkegaard
The_Last_Grain_Race,Eric_Newby
The_South_(short_story),Jorge_Luis_Borges
Songbook_(Nick_Hornby_book),Nick_Hornby
Oscar_Wilde's_tomb,Jacob_Epstein
Wizards_at_War,Diane_Duane
St._Olaf's_Church_in_Tyrvää_(book),Kuutti_Lavonen
The_Second_Mrs._Giaconda,E._L._Konigsburg
Wetware_(novel),Rudy_Rucker
Hulk:_The_Manga,Kazuo_Koike
Opening_Night_(novel),Ngaio_Marsh
Thorn_Castle,Ian_Irvine
Mysterious_Ways_(TV_series),Carl_Binder
Family_Life_(novel),Akhil_Sharma
"Spirits,_Stars,_and_Spells",L._Sprague_de_Camp
The_Ice_Queen,Alice_Hoffman
The_Good_Master,Kate_Seredy
North_to_the_Orient,Anne_Morrow_Lindbergh
Bend_It_Like_Beckham_the_Musical,Paul_Mayeda_Berges
Superman_(TV_series),Michael_Reaves
The_Redwater_Raid,Michael_de_Larrabeiti
Mrs._Spring_Fragrance,Sui_Sin_Far
The_Memory_Keeper's_Daughter,Kim_Edwards
Scene_in_the_Northwest:_Portrait_of_John_Henry_Lefroy,Paul_Kane
Polaris_(novel),Jack_McDevitt
Melvin_Purvis:_G-Man,John_Milius
Democracy_and_Education,John_Dewey
Stormy_Weather_(novel),Carl_Hiaasen
Assumption_of_the_Virgin_(Correggio),Antonio_da_Correggio
Lost_Luggage_(adventure_book),Colin_Brake
The_Solar_System_and_Back,Isaac_Asimov
Zarb-e-Sukhan,Ehsan_Sehgal
This_Charming_Man_(novel),Marian_Keyes
The_Village_Headmaster,Olusegun_Olusola
The_Tale_of_the_Flopsy_Bunnies,Beatrix_Potter
Taras_Bulba,Nikolai_Gogol
Brothers_and_Sisters_(1979_TV_series),Jeff_Franklin
The_Shawl_(short_story),Cynthia_Ozick
Aramaya,Jane_Routley
The_Big_Nowhere,James_Ellroy
Heretic_(novel),Bernard_Cornwell
The_Funniest_Man_Dead_or_Alive,Reginald_Hudlin
Angel_novel),Nancy_Holder
CID_(Indian_TV_series),Rajat_Arora
Triple_Jeopardy,Rex_Stout
The_Fall_of_Doctor_Onslow,Frances_Vernon
Warrior_Marks,Pratibha_Parmar
Boba_Fett:_Pursuit,Elizabeth_Hand
Standing_Cavalier,Judith_Leyster
Our_Girl,Tony_Grounds
More_Fool_Me_(memoir),Stephen_Fry
_Fashion,William_Baker_(fashion_designer)
Make_Something_Up,Chuck_Palahniuk
Drawing_Hands,M._C._Escher
Permanent_Roommates,Biswapati_Sarkar
Warbreaker,Brandon_Sanderson
The_Devil_Goblins_from_Neptune,Martin_Day
A_Sleeping_Life,Ruth_Rendell
Phil_Spector_(film),David_Mamet
Skipping_Stones,Orson_Scott_Card
Baby_Boom_(U.S._TV_series),Nancy_Meyers
The_Kraken_Project,Douglas_Preston
Turning_On,Damon_Knight
An_Anthropologist_on_Mars,Oliver_Sacks
Legal_Information_Institute,Thomas_R._Bruce
Jud_Süß_(Hauff_novel),Wilhelm_Hauff
The_Young_Magician,Yuri_Narushima
Ultraman_Ginga,Keiichi_Hasegawa
Dream_of_Fair_to_Middling_Women,Samuel_Beckett
The_Master:_An_Adventure_Story,T._H._White
Video_Girl_Ai,Sukehiro_Tomita
Matched,Ally_Condie
The_Countess's_Calamity,Sally_Gardner
Slaves_in_the_Family,Edward_Ball_(American_author)
Fish:_A_Memoir_of_a_Boy_in_a_Man's_Prison,T._J._Parsell
Anne_of_Windy_Poplars,Lucy_Maud_Montgomery
The_Alienist_(TV_series),Eric_Roth
The_Best_Time_Travel_Stories_of_the_20th_Century,Martin_H._Greenberg
Dave_Gorman:_Modern_Life_is_Goodish,Dave_Gorman
Alabama_Song_(novel),Gilles_Leroy
Hart's_Hope,Orson_Scott_Card
Aik_Pal,Sarwat_Nazir
A_Lie_of_the_Mind,Sam_Shepard
The_Hollow_Field,Marcel_Aymé
The_Time_Monster__The_Time_Monster__1,Terrance_Dicks
NET_Playhouse,Jack_Richardson_(writer)
Puttering_About_in_a_Small_Land,Philip_K._Dick
Severed_Souls,Terry_Goodkind
Inherent_Vice,Thomas_Pynchon
Broken_Walrus_II,Gary_Freeman_(sculptor)
Smart_Mobs,Howard_Rheingold
Have_You_Been_to_the_Beach_Lately%3F,Ralph_Fletcher
And_the_Big_Men_Fly__And_the_Big_Men_Fly__1,Alan_Hopgood
The_Flivver_King,Upton_Sinclair
New_Watch_(novel),Sergei_Lukyanenko
"Unstoppable_Global_Warming:_Every_1,500_Years",Fred_Singer
Confessions_(Rousseau),Jean-Jacques_Rousseau
Narcissus_(Caravaggio),Caravaggio
Beggars_and_Choosers_(TV_series),Peter_Lefcourt
Tales_from_Jabba's_Palace,Jennifer_Roberson
A_Splendid_Exchange,William_J._Bernstein
Inherit_the_Wind_(play),Robert_Edwin_Lee
A_Dog's_Ransom,Patricia_Highsmith
Don't_Leave_Me_(novel),Stig_Sæterbakken
Lucifer's_Hammer,Jerry_Pournelle
Corridor_(short_story_collection),Alfian_Sa'at
The_Duke_in_Darkness,Patrick_Hamilton_(writer)
The_Secret_History_of_the_Mongol_Queens,Jack_Weatherford
Lab_Rats_(UK_TV_series),Chris_Addison
Runaways_(musical),Elizabeth_Swados
The_Rodeo_Murder,Rex_Stout
A_Dictionary_of_the_English_Language,Samuel_Johnson
The_Swallow's_Tower,Andrzej_Sapkowski
Across_the_black_soil_plains,George_Washington_Lambert
The_Opium_Smugglers,Ion_Idriess
Song_of_Kali,Dan_Simmons
Alice_Lorraine,R._D._Blackmore
Remember_Jack_Hoxie,Jon_Cleary
Three_Cups_of_Tea,Greg_Mortenson
Bearcats!,Douglas_Heyes
The_Unnamable_(novel),Samuel_Beckett
The_500_Hats_of_Bartholomew_Cubbins,Dr._Seuss
The_J_Curve:_A_New_Way_to_Understand_Why_Nations_Rise_and_Fall,Ian_Bremmer
The_Wavewatcher's_Companion,Gavin_Pretor-Pinney
Michelle_Remembers,Lawrence_Pazder
Great_Mambo_Chicken_and_the_Transhuman_Condition,Ed_Regis_(author)
Genji_Monogatari_(manga),Miyako_Maki
Vincent_River_(play),Philip_Ridley
Justine_(Durrell_novel),Lawrence_Durrell
The_Third_Man:_Life_at_the_Heart_of_New_Labour,Peter_Mandelson
Epistles_of_Wisdom,Hamza_ibn-'Ali_ibn-Ahmad
Tibetan_Peach_Pie:_A_True_Account_of_an_Imaginative_Life,Tom_Robbins
Love's_Fire,Marsha_Norman
Navigators_of_Dune,Brian_Herbert
The_Second_Scroll,A._M._Klein
The_Noble_Spanish_Soldier,Thomas_Dekker_(writer)
The_History_of_a_Town,Mikhail_Saltykov-Shchedrin
Moruchi_Mavshi,Pralhad_Keshav_Atre
Kalau_Tak_Untung,Sariamin_Ismail
Sir_Thursday,Garth_Nix
Animal_Crackers_(musical),Morrie_Ryskind
Leland_I,Bonnie_Bronson
Danse_Macabre_(Notke),Bernt_Notke
The_Miser,Molière
The_Catherine_Tate_Show,Gordon_Anderson_(director)
Camp_Runamuck,David_Swift_(director)
Down_and_Out_in_the_Magic_Kingdom,Cory_Doctorow
The_Course_of_Honour,Lindsey_Davis
The_Carved_Lions,Mary_Louisa_Molesworth
My_Late_Wives,John_Dickson_Carr
The_Magic_Barrel,Bernard_Malamud
New_Keywords,Meaghan_Morris
Ancient_Evenings,Norman_Mailer
John_Henry_(novel),Roark_Bradford
The_Mother_Tongue,Bill_Bryson
Master_of_Destiny,Wong_Jing
Deathlands:_Homeward_Bound,Harry_Werksman
Midwives_(novel),Chris_Bohjalian
Rhapsody_(book),Kelly_Wearstler
Linda_Green,Danny_Brocklehurst
The_Great_Airport_Mystery,Franklin_W._Dixon
The_Entombment_of_Christ_(El_Greco),El_Greco
Warlock_(Doctor_Who_novel),Andrew_Cartmel
The_Hollywood_History_of_the_World,George_MacDonald_Fraser
Oh!_Edo_Rocket,Kazuki_Nakashima
Bran_Nue_Dae,Jimmy_Chi
Kalyani_Inscriptions,Dhammazedi
Psi-ence_Fiction,Chris_Boucher
Salvage_(short_story),Orson_Scott_Card
Rough_Riders_(miniseries),Hugh_Wilson_(director)
Jinxed_(2013_film),Aury_Wallington
Onitsha_(novel),J._M._G._Le_Clézio
Armageddon_in_Retrospect,Kurt_Vonnegut
Lady_Chatterley's_Lover,D._H._Lawrence
Canimals,Ian_Carney
The_Awakening_(Armstrong_novel),Kelley_Armstrong
Mason_&_Dixon,Thomas_Pynchon
Smoke_in_the_Forest,Arkady_Gaidar
Wheat_Fields_(Van_Gogh_series),Vincent_van_Gogh
Night_Mare,Piers_Anthony
When_Darkness_Falls,Mercedes_Lackey
Health_and_Efficiency_(TV_series),Andrew_Marshall_(screenwriter)
The_Great_Divide_(novel),Alan_Sullivan
Go_Fish_(TV_series),Adam_Herz
Human_Nature_(novel),Paul_Cornell
Vinyl_Cafe_Diaries,Stuart_McLean
The_Ethics_of_Voting,Jason_Brennan
Kamen_Rider_Agito,Toshiki_Inoue
Running_Dog_(novel),Don_DeLillo
Our_House_(musical),Tim_Firth
Emperor_of_Dreams:_A_Clark_Ashton_Smith_Bibliography,Donald_Sidney-Fryer
Spell_Wars,Katherine_Roberts
Holy_Warrior,Angus_Donald
Isard's_Revenge,Michael_A._Stackpole
Popeye_Meets_the_Man_Who_Hated_Laughter,Alex_Raymond
The_Ugly_American,William_Lederer
The_Important_Book,Margaret_Wise_Brown
Possum_Magic,Mem_Fox
Staying_Fat_for_Sarah_Byrnes,Chris_Crutcher
The_Defining_Moment,Jonathan_Alter
Now_and_Forever_(novel),Danielle_Steel
Time_Out_For_Ginger,Ronald_Alexander
I_Am_the_Great_Horse,Katherine_Roberts
