Otto_Christian_Archibald_von_Bismarck,Herbert_von_Bismarck
Princess_Louise_of_Saxe-Gotha-Altenburg_(1756–1808),Prince_John_August_of_Saxe-Gotha-Altenburg
Cecil_Franklin,Arthur_Ellis_Franklin
Archduchess_Helena_of_Austria,Princess_Maria_Cristina_of_Bourbon-Two_Sicilies
Elizabeth_Hatton,"Thomas_Cecil,_1st_Earl_of_Exeter"
Jennifer_Grant,Cary_Grant
Empress_Jitō,Emperor_Tenji
"Charles_I,_Margrave_of_Baden-Baden","Jacob,_Margrave_of_Baden-Baden"
Francis_Wolley,Elizabeth_Wolley
Kamehameha_I,Kekuiapoiwa_II
Frederick_III_of_Sicily,"Constance_of_Sicily,_Queen_of_Aragon"
Tushar_Gandhi,Sunanda_Gandhi
"Adolf_II,_Prince_of_Schaumburg-Lippe","Georg,_Prince_of_Schaumburg-Lippe"
Princess_Margarita_of_Bourbon-Parma,Princess_Irene_of_the_Netherlands
"Amadeus_VIII,_Duke_of_Savoy","Amadeus_VII,_Count_of_Savoy"
Emil_Lie,Bernt_Lie
Emperor_Wu_of_Han,Empress_Wang_Zhi
Louis_I_of_Spain,Philip_V_of_Spain
Emperor_Ruizong_of_Tang,Emperor_Gaozong_of_Tang
Abdul_Jalil_Shah_IV,Tun_Habib_Abdul_Majid
John_Ritter,Tex_Ritter
Duke_Elimar_of_Oldenburg,"Augustus,_Grand_Duke_of_Oldenburg"
Katherine_G._Howard,Margaret_Nowell_Graham
George_Butterworth,Alexander_Kaye_Butterworth
Dominic_von_Habsburg,Princess_Ileana_of_Romania
Landgravine_Marie_Louise_of_Hesse-Kassel,"Charles_I,_Landgrave_of_Hesse-Kassel"
Elizabeth_Medora_Leigh,Augusta_Leigh
Haakon_the_Young,Haakon_IV_of_Norway
Caroline_Mays_Brevard,"Theodore_W._Brevard,_Jr."
William_II_of_Holland,"Matilda_of_Brabant,_Countess_of_Holland"
Alaungsithu,Saw_Yun_of_Pagan
Laura_Lopes,"Camilla,_Duchess_of_Cornwall"
Barbara_Lubomirska_(17th_century),Sebastian_Lubomirski
Philip_de_Valognes,Roger_de_Valognes
"Philip_William,_Prince_of_Orange",Anna_van_Egmont
Bridei_VI,Uurad
Marie_Anne_d'Orléans,Marguerite_of_Lorraine
Daisy_Lowe,Gavin_Rossdale
Sahle_Selassie,Wossen_Seged
"Luis_of_Spain,_Count_of_Chinchón",Elisabeth_Farnese
"Alexander_Og_MacDonald,_Lord_of_Islay",Aonghus_Mór
"Charles_II,_Elector_Palatine","Charles_I_Louis,_Elector_Palatine"
Mu'ayyad_al-Dawla,Rukn_al-Dawla
Nuh_I,Nasr_II
Lady_Anne_Cavendish-Bentinck,"William_Cavendish-Bentinck,_7th_Duke_of_Portland"
Akbar,Humayun
"Edward_Noel,_1st_Earl_of_Gainsborough","Baptist_Noel,_3rd_Viscount_Campden"
Harald_Bohr,Christian_Bohr
Pia_Lindström,Ingrid_Bergman
"Louis_I,_Count_of_Loon",Agnes_of_Loon
Grand_Duke_Michael_Mikhailovich_of_Russia,Olga_Feodorovna_of_Baden
Farhaan_Faasil,Fazil_(director)
"Brabazon_Ponsonby,_1st_Earl_of_Bessborough","William_Ponsonby,_2nd_Earl_of_Bessborough"
Howard_Ahmanson_Jr.,Howard_F._Ahmanson_Sr.
Norodom_Buppha_Devi,Norodom_Sihanouk
Countess_Palatine_Margaret_of_Mosbach,"Otto_I,_Count_Palatine_of_Mosbach"
Uthumphon,Borommakot
Frederic_B._Ingram,"Orrin_Henry_Ingram,_Sr."
"Princess_Maria_Laura_of_Belgium,_Archduchess_of_Austria-Este","Princess_Astrid_of_Belgium,_Archduchess_of_Austria-Este"
"Thomas_Emmanuel,_Prince_of_Savoy-Carignan","Louis_Thomas,_Count_of_Soissons"
Xawery_Żuławski,Małgorzata_Braunek
Tomás_Yankelevich,Cris_Morena
Princess_Charlotte_of_Cambridge,"Catherine,_Duchess_of_Cambridge"
"Anne_Dacre,_Countess_of_Arundel",Elizabeth_Leyburne
"John_Neville,_4th_Baron_Latimer","John_Neville,_3rd_Baron_Latimer"
Christabel_Pankhurst,Emmeline_Pankhurst
"Bernard_III,_Lord_of_Lippe","Herman_II,_Lord_of_Lippe"
Wilhelmine_Amalia_of_Brunswick-Lüneburg,"John_Frederick,_Duke_of_Brunswick-Lüneburg"
Cleopatra_I_Syra,Antiochus_III_the_Great
Maria_Palaiologina_Kantakouzene,John_Kantakouzenos_(pinkernes)
Napoleon_II,"Marie_Louise,_Duchess_of_Parma"
"William_the_Younger,_Duke_of_Brunswick-Lüneburg","Ernest_I,_Duke_of_Brunswick-Lüneburg"
John_III_of_Werle,Nicholas_II_of_Werle
"Ethelreda,_daughter_of_Gospatric","Gospatric,_Earl_of_Northumbria"
R._D._Burman,S._D._Burman
Anna_of_Nassau-Dillenburg_(1541–1616),"William_I,_Count_of_Nassau-Dillenburg"
"Thomas_FitzGerald,_10th_Earl_of_Kildare","Gerald_FitzGerald,_9th_Earl_of_Kildare"
Aaron_Altaras,Adriana_Altaras
Esclaramunda_of_Foix,"Roger_IV,_Count_of_Foix"
Gérard_Wertheimer,Jacques_Wertheimer
Cosma_Shiva_Hagen,Nina_Hagen
Me_Agtsom,Tridu_Songtsen
Alina_Fernández,Fidel_Castro
Katarzyna_Barbara_Radziwiłł,Anna_Katarzyna_Sanguszko
Ferdinand_I_of_Aragon,"Eleanor_of_Aragon,_Queen_of_Castile"
William_VII_of_Chalon,Louis_II_of_Chalon-Arlay
Lee_Seng_Tee,Lee_Kong_Chian
Alfonso_VIII_of_Castile,"Blanche_of_Navarre,_Queen_of_Castile"
Gashmeer_Mahajani,Ravindra_Mahajani
Princess_Maria_Anna_of_Hesse-Homburg,"Frederick_V,_Landgrave_of_Hesse-Homburg"
Eugenie_Bonaparte,"Napoléon_Charles_Bonaparte,_5th_Prince_of_Canino"
Eric_of_Brandenburg,"John_I,_Margrave_of_Brandenburg"
"Frederick_I,_Duke_of_Austria_(Babenberg)","Helena_of_Hungary,_Duchess_of_Austria"
Alexander_Benard,Zalmay_Khalilzad
Prince_Wilhelm_of_Hesse-Philippsthal-Barchfeld,"Chlodwig,_Landgrave_of_Hesse-Philippsthal-Barchfeld"
"Louis_IV,_Landgrave_of_Thuringia","Hermann_I,_Landgrave_of_Thuringia"
Gjon_Kastrioti,Pal_Kastrioti
Prince_Nikita_Alexandrovich_of_Russia,Grand_Duke_Alexander_Mikhailovich_of_Russia
Valdemar_the_Young,Dagmar_of_Bohemia
Stefan_Potocki_(1624–1648),Mikołaj_Potocki
Elizabeth_Woodville,Jacquetta_of_Luxembourg
Hasan_ibn_Ali,Ali
Nancy_Sumner,Manaiula_Tehuiarii
Kishan_Singh_of_Bharatpur,Ram_Singh_of_Bharatpur
Meritamen,Ramesses_II
Kiweewa_of_Buganda,Muteesa_I_of_Buganda
Gunaveera_Cinkaiariyan,Jeyaveera_Cinkaiariyan
"Jaromar_II,_Prince_of_Rügen","Vitslav_I,_Prince_of_Rügen"
"Philipp_Ludwig_II,_Count_of_Hanau-Münzenberg","Philipp_Ludwig_I,_Count_of_Hanau-Münzenberg"
Kilmeny_Niland,D'Arcy_Niland
"Eleanor,_Fair_Maid_of_Brittany","Geoffrey_II,_Duke_of_Brittany"
Angela_Hitler,Klara_Hitler
Sara_Suleri,Z._A._Suleri
Helena_of_Sweden,Benedicta_Ebbesdotter_of_Hvide
Prince_Eduard_Franz_of_Liechtenstein,"Johann_I_Joseph,_Prince_of_Liechtenstein"
Aristobulus_II,Alexander_Jannaeus
"William_II,_Elector_of_Hesse",Princess_Wilhelmina_Caroline_of_Denmark
Aswagen,Urnayr
Tebandeke_of_Buganda,Mutebi_I_of_Buganda
"Anne_Dacre,_Countess_of_Arundel","Thomas_Dacre,_4th_Baron_Dacre"
Princess_Sophia_of_Sweden,Margaret_Leijonhufvud
Mary_Willing_Byrd,Charles_Willing
Catherine_of_Poděbrady,George_of_Poděbrady
Alice_of_Antioch,Morphia_of_Melitene
Olivera_Despina,Princess_Milica_of_Serbia
Chimalpilli_I,Chichimecacihuatzin_II
Yazakumar,Thanbula
Victoria_Pōmare,Ariifaaite
Frederick_IX_of_Denmark,Christian_X_of_Denmark
Gaby_Dohm,Heli_Finkenzeller
Princess_Augusta_of_Saxe-Meiningen,Princess_Marie_Frederica_of_Hesse-Kassel
Carlos_Alejandro_Campo,Pupi_Campo
Krystyna_Lubomirska_(d._1669),Konstancja_Ligęza
Khengarji_III,Pragmalji_II
Ludmilla_of_Bohemia,"Frederick,_Duke_of_Bohemia"
Henry_Harris_Lines,Samuel_Lines
Princess_Elisabeth_Albertine_of_Saxe-Hildburghausen,Countess_Sophia_Albertine_of_Erbach-Erbach
Lorna_Luft,Sidney_Luft
"Sarah_Lyttelton,_Baroness_Lyttelton","George_Spencer,_2nd_Earl_Spencer"
Prince_Wolrad_of_Waldeck_and_Pyrmont,Princess_Louise_of_Schleswig-Holstein-Sonderburg-Glücksburg
Catharina_of_Württemberg,Duchess_Augusta_of_Brunswick-Wolfenbüttel
Frederick_Tuta,Theodoric_of_Landsberg
"Emich,_5th_Prince_of_Leiningen","Ernst_Leopold,_4th_Prince_of_Leiningen"
"Philippa,_5th_Countess_of_Ulster","Lionel_of_Antwerp,_1st_Duke_of_Clarence"
Pola_Kinski,Klaus_Kinski
"William_II,_Prince_of_Nassau-Dillenburg","Henry,_Prince_of_Nassau-Dillenburg"
Prince_Frederick_of_Württemberg,Princess_Charlotte_of_Saxe-Hildburghausen
Anne_Fadiman,Clifton_Fadiman
Francis_I_of_France,"Charles,_Count_of_Angoulême"
Margravine_Albertina_Frederica_of_Baden-Durlach,"Frederick_VII,_Margrave_of_Baden-Durlach"
Bianca_Maria_Sforza,Bona_of_Savoy
Pat_Moss,Alfred_Moss
Anna_Dalassene,Alexios_Charon
Basant_Kumar_Birla,Ghanshyam_Das_Birla
"Leopold,_Hereditary_Prince_of_Anhalt",Princess_Antoinette_of_Saxe-Altenburg
"Carmen_Franco,_1st_Duchess_of_Franco",Francisco_Franco
Johan_Henrik_Wiers-Jenssen,Hans_Wiers-Jenssen
Abigail_Kinoiki_Kekaulike_Kawānanakoa,Lydia_Liliuokalani_Kawānanakoa
Helena_Palaiologina,Cleofa_Malatesta
"Philipp_Ludwig_III,_Count_of_Hanau-Münzenberg","Philipp_Moritz,_Count_of_Hanau-Münzenberg"
Michał_Kazimierz_%22Rybeńko%22_Radziwiłł,Anna_Katarzyna_Sanguszko
Marie_Elisabeth_of_France,Charles_IX_of_France
Iyasu_V,Mikael_of_Wollo
"Simon_Henry,_Count_of_Lippe","Herman_Adolph,_Count_of_Lippe"
Sophie_Charlotte_of_Hesse-Kassel,Maria_Amalia_of_Courland
Emily_Woof,Robert_Woof_(scholar)
Moran_family,Lewis_Moran
Duke_Xuan_of_Chen,Duke_Huan_of_Chen
Duke_of_Zhou,Tai_Si
Saw_Hnit,Saw_Soe_of_Pagan
Prince_Ludwig_of_Hesse_and_by_Rhine,Princess_Cecilie_of_Greece_and_Denmark
"John_de_Mowbray,_3rd_Duke_of_Norfolk","John_de_Mowbray,_2nd_Duke_of_Norfolk"
Franciszek_Wielopolski,Jan_Wielopolski
Kenan,Enos_(biblical_figure)
"Edward_Howard,_9th_Duke_of_Norfolk","Thomas_Howard,_8th_Duke_of_Norfolk"
"Max_Factor,_Jr.","Max_Factor,_Sr."
Saint_Margaret_of_Scotland,Edward_the_Exile
Leszek_II_the_Black,Casimir_I_of_Kuyavia
Archduchess_Gisela_of_Austria,Franz_Joseph_I_of_Austria
Joanna_la_Beltraneja,"Beltrán_de_la_Cueva,_1st_Duke_of_Alburquerque"
Prince_Naif_bin_Al-Abdullah,Abdullah_I_of_Jordan
Lysimachus,Agathocles_of_Pella
"Henri_Antoine,_Hereditary_Prince_of_Ligne","Michel,_14th_Prince_of_Ligne"
"Margaret_of_Bohemia,_Queen_of_Hungary","Charles_IV,_Holy_Roman_Emperor"
"William,_Duke_of_Nassau",Burgravine_Louise_Isabelle_of_Kirchberg
Robert_II_of_Scotland,Marjorie_Bruce
James_VI_and_I,"Henry_Stuart,_Lord_Darnley"
Charles_Bronfman,Samuel_Bronfman
Dipangkorn_Rasmijoti,Srirasmi_Suwadee
Emma_Thompson,Phyllida_Law
Mahbub_Anam,Abul_Mansur_Ahmed
Quinn_Bradlee,Ben_Bradlee
Kojo_Annan,Kofi_Annan
Beloslava_of_Bulgaria,Anna_(Anisia)
Princess_Marianne_of_Prussia,Princess_Agatha_of_Hohenlohe-Schillingsfürst
Domitilla_the_Elder,Flavius_Liberalis
Pradeep_Pandey,Rajkumar_R._Pandey
"Magnus,_Duke_of_Holstein",Christian_III_of_Denmark
Bohemond_V_of_Antioch,Bohemond_IV_of_Antioch
Charles_Harper_(politician),Charles_Harper_(minister)
Beatrix_de_Vesci,Ivo_de_Vesci
Prince_Sixtus_of_Bourbon-Parma,Infanta_Maria_Antonia_of_Portugal
Origen,Leonides_of_Alexandria
Elizabeth_of_York,Elizabeth_Woodville
Shaka,Senzangakhona_kaJama
Zoë_Kravitz,Lisa_Bonet
Suuna_I_of_Buganda,Nakibinge_of_Buganda
Aimery_of_Cyprus,Hugh_VIII_of_Lusignan
Archduchess_Maria_Elisabeth_of_Austria_(1737–1740),"Francis_I,_Holy_Roman_Emperor"
"Maria_Emanuel,_Margrave_of_Meissen","Friedrich_Christian,_Margrave_of_Meissen"
Zénaïde_Bonaparte,Joseph_Bonaparte
"Adolph_VI,_Count_of_Holstein-Schauenburg","Gerhard_I,_Count_of_Holstein-Itzehoe"
"Arnulf,_Count_of_Holland","Dirk_II,_Count_of_Holland"
"Albert_I,_Prince_of_Monaco",Antoinette_de_Mérode
Magnus_Heinason,Heine_Havreki
Vickrama_Cinkaiariyan,Kulotunga_Cinkaiariyan
Anna_of_Cleves_(1552–1632),"William,_Duke_of_Jülich-Cleves-Berg"
"Ramon_Berenguer_IV,_Count_of_Provence","Alfonso_II,_Count_of_Provence"
Princess_Anle,Emperor_Zhongzong_of_Tang
Saw_Yan_Naung_of_Prome,Min_Shin_Saw_of_Thayet
Prince_Himalaya_of_Nepal,Queen_Kanti_of_Nepal
Alexios_Komnenos_(co-emperor),John_II_Komnenos
Carly_Simon,Andrea_Heinemann_Simon
Frederick_Duleep_Singh,Duleep_Singh
Eleonora_Gonzaga_(1630–1686),"Charles_Gonzaga,_Duke_of_Nevers"
Gyeongjong_of_Joseon,Sukjong_of_Joseon
Hedwig_of_Legnica,Wenceslaus_I_of_Legnica
John_Younger,Bersheba_Leighton_Fristoe
Duke_Wilhelm_in_Bavaria,"John,_Count_Palatine_of_Gelnhausen"
"John_Frederick,_Prince_of_Schwarzburg-Rudolstadt","Frederick_Anton,_Prince_of_Schwarzburg-Rudolstadt"
Amlaíb_Cuarán,Sitric_Cáech
Tubal-cain,Lamech_(descendant_of_Cain)
Henry_of_Saxe-Lauenburg,Sibylle_of_Saxony
Abimelech_(Judges),Gideon
"Roger_Grey,_10th_Earl_of_Stamford","William_Grey,_9th_Earl_of_Stamford"
Princess_Henriette_of_Belgium,Princess_Marie_of_Hohenzollern-Sigmaringen
Edward_Balliol,Isabella_de_Warenne
Aspasia_Manos,Petros_Manos_(fencer)
"Eberhard_II,_Duke_of_Württemberg","Ulrich_V,_Count_of_Württemberg"
Edmund_C._Hinde,Thomas_S._Hinde
Keira_Knightley,Will_Knightley
Duke_Xi_of_Chen,Duke_You_of_Chen
Ingeborg_of_Sweden_(1263–1292),"Valdemar,_King_of_Sweden"
Bill_Browder,Felix_Browder
Duchess_Magdalene_Sibylle_of_Prussia,Marie_Eleonore_of_Cleves
William_Maule_of_Panmure,Walter_Maule
Dorothea_of_Bulgaria,Anna_of_Wallachia
Count_Erik_of_Rosenborg,Prince_Valdemar_of_Denmark
"Prince_Leopold,_Count_of_Syracuse",Francis_I_of_the_Two_Sicilies
"George_Albert_II,_Margrave_of_Brandenburg",Elisabeth_of_Anhalt-Zerbst
Shweta_Mohan,Sujatha_Mohan
"Maria_Gonzaga,_Duchess_of_Montferrat","Francesco_IV_Gonzaga,_Duke_of_Mantua"
Cnut_the_Great,Sigrid_the_Haughty
"Augustus,_Duke_of_Schleswig-Holstein-Sonderburg-Plön-Norburg","Joachim_Ernest,_Duke_of_Schleswig-Holstein-Sonderburg-Plön"
Jorge_Mas,Jorge_Mas_Canosa
Pygmalion_of_Tyre,Mattan_I
"Georg_Albrecht,_Margrave_of_Brandenburg-Bayreuth-Kulmbach","Christian,_Margrave_of_Brandenburg-Bayreuth"
"Francis_II,_Holy_Roman_Emperor",Maria_Luisa_of_Spain
Cardinal-Infante_Afonso_of_Portugal,Manuel_I_of_Portugal
Joan_of_Acre,Eleanor_of_Castile
Henry_FitzClarence,Dorothea_Jordan
Princess_Caroline_of_Gloucester,"Prince_William_Henry,_Duke_of_Gloucester_and_Edinburgh"
Prince_Alfred_of_Liechtenstein,Prince_Franz_de_Paula_of_Liechtenstein
"Albert_II,_Duke_of_Austria","Elizabeth_of_Carinthia,_Queen_of_Germany"
Adam_Stefan_Sapieha,Adam_Stanisław_Sapieha
Princess_Louise_of_Prussia_(1808–1870),Louise_of_Mecklenburg-Strelitz
Bhushan_Kumar,Gulshan_Kumar
"Dorothea_of_Denmark,_Duchess_of_Mecklenburg",Frederick_I_of_Denmark
"Arthur_I,_Duke_of_Brittany","Geoffrey_II,_Duke_of_Brittany"
Saw_Omma_of_Sagaing,Soe_Min_Kodawgyi
"Rupert_Cambridge,_Viscount_Trematon","Alexander_Cambridge,_1st_Earl_of_Athlone"
Prince_Maximilian_of_Liechtenstein,"Marie,_Princess_of_Liechtenstein"
Ewald-Heinrich_von_Kleist-Schmenzin,Ewald_von_Kleist-Schmenzin
Mayer_Carl_von_Rothschild,Carl_Mayer_von_Rothschild
"Albrecht_III_Achilles,_Elector_of_Brandenburg","Frederick_I,_Elector_of_Brandenburg"
"Josias,_Hereditary_Prince_of_Waldeck_and_Pyrmont__Prince_Josias__1",Princess_Bathildis_of_Schaumburg-Lippe
Margaret_Stewart_(born_c._1455),Mary_of_Guelders
Mawdud_of_Ghazni,Mas'ud_I_of_Ghazni
"Magdalena_of_Brandenburg,_Countess_of_Hohenzollern",Frederick_of_Altmark
Ali_ibn_Yusuf,Yusuf_ibn_Tashfin
Jason_Moran,Lewis_Moran
Charles_Dodgson_(priest),Charles_Dodgson_(bishop)
Robert_C._Cook,Alice_Carter_Cook
Ansel_Elgort,Grethe_Barrett_Holby
"Louis_I,_Duke_of_Bourbon","Robert,_Count_of_Clermont"
Mary_Estlin,John_Bishop_Estlin
"Niels,_King_of_Denmark",Sweyn_II_of_Denmark
Tuheitia_Paki,Whatumoana_Paki
Herbert_Fisk_Johnson_Sr.,Samuel_Curtis_Johnson_Sr.
"John_I,_Duke_of_Brittany","Alix,_Duchess_of_Brittany"
Saray_Mulk_Khanum,Qazan_Khan_ibn_Yasaur
Cao_Zhi,Empress_Dowager_Bian
Murder_of_Adam_Walsh,John_Walsh_(television_host)
"Conrad,_Margrave_of_Brandenburg-Stendal","John_I,_Margrave_of_Brandenburg"
Stefan_Mutimirović,Mutimir_of_Serbia
Qianlong_Emperor,Yongzheng_Emperor
"Peter_II,_Duke_of_Bourbon","Charles_I,_Duke_of_Bourbon"
Supayalat,Mindon_Min
Archduke_Gottfried_of_Austria,Archduke_Peter_Ferdinand_of_Austria
Theodore_R._Hostetter,David_Hostetter
Anna_of_Racibórz,Anna_of_Masovia
Henry_II_of_Navarre,Catherine_of_Navarre
"Ferdinand_IV,_Grand_Duke_of_Tuscany",Princess_Maria_Antonia_of_the_Two_Sicilies
John_III_of_Sweden,Margaret_Leijonhufvud
"Elisabeth_of_Hesse,_Hereditary_Princess_of_Saxony","William_II,_Landgrave_of_Hesse"
Srđan_Todorović,Bora_Todorović
"Charles_Stuart,_Duke_of_Kendal",James_II_of_England
Leo_Gorcey,Bernard_Gorcey
John_J._Fisher,Donald_Fisher
Princess_Lalla_Asma_of_Morocco,Hassan_II_of_Morocco
"Anton_Henry,_Count_of_Schwarzburg-Sondershausen","John_Günther_I,_Count_of_Schwarzburg-Sondershausen"
Al-Muzaffar_Ghazi,Al-Adil_I
"Albert_V,_Duke_of_Mecklenburg",Agnes_of_Brunswick-Lüneburg
Stefano_Visconti,Bonacossa_Borri
Princess_Marie_Gabriele_of_Luxembourg,"Charlotte,_Grand_Duchess_of_Luxembourg"
Alexander_Skarsgård,Stellan_Skarsgård
Rupprecht_von_Keller,Friedrich_von_Keller_(diplomat)
Countess_Palatine_Elisabeth_Auguste_of_Sulzbach,Count_Palatine_Joseph_Charles_of_Sulzbach
Alexios_III_of_Trebizond,Basil_of_Trebizond
Alfred_Jefferis_Turner,Frederick_Storrs-Turner
Eduardo_Capetillo,Manuel_Capetillo
"Elizabeth_Cavendish,_Duchess_of_Devonshire","Frederick_Hervey,_4th_Earl_of_Bristol"
Janusz_Ostrogski,Konstanty_Wasyl_Ostrogski
Isabel_of_Barcelos,Beatriz_Pereira_de_Alvim
Cole_Younger,Bersheba_Leighton_Fristoe
"Ernst_Ludwig,_Duke_of_Pomerania","Maria_of_Saxony,_Duchess_of_Pomerania"
"Friedrich_Wilhelm,_Duke_of_Saxe-Meiningen","Bernhard_I,_Duke_of_Saxe-Meiningen"
Josephine_Brown,William_Wells_Brown
C._D._B._Bryan,John_O'Hara
Ingamoder,Astrid_Njalsdotter
Wugunai,Shilu_(Jurchen)
Prince_Friedrich_Sigismund_of_Prussia_(1891–1927),Prince_Friedrich_Leopold_of_Prussia
Anastasio_Somoza_Portocarrero,Anastasio_Somoza_Debayle
"Edward,_Count_Palatine_of_Simmern","Frederick_V,_Elector_Palatine"
Yolanda_of_Poland__Yolanda_of_Poland__1,Béla_IV_of_Hungary
Savakanmaindan,Chandrabhanu
Richard_Chichester_Mason,Thomson_Mason_(1759–1820)
"Richard,_6th_Prince_of_Sayn-Wittgenstein-Berleburg",Margareta_Fouché
Ardashir_III,Kavadh_II
Frederika_Louisa_of_Hesse-Darmstadt,"Louis_IX,_Landgrave_of_Hesse-Darmstadt"
Prince_Joseph_of_Saxe-Hildburghausen,"Ernest,_Duke_of_Saxe-Hildburghausen"
Jason_Connery,Diane_Cilento
Nathan_(son_of_David),Bathsheba
Archduchess_Maria_Beatrix_of_Austria-Este,Maria_Beatrice_of_Savoy
Clara_Maria_of_Pomerania-Barth,"Bogislaw_XIII,_Duke_of_Pomerania"
"Christian_Albert,_Duke_of_Holstein-Gottorp","Frederick_III,_Duke_of_Holstein-Gottorp"
Infanta_María_Amalia_of_Spain_(1779–1798),Maria_Luisa_of_Parma
Demetrius_I_Soter,Seleucus_IV_Philopator
Archduke_Peter_Ferdinand_of_Austria,Princess_Alice_of_Parma_(1849–1935)
Tehauroa,Tahitoe
Hattie_Morahan,Christopher_Morahan
Fuad_II_of_Egypt,Farouk_of_Egypt
"William,_Prince_of_Wied","Hermann,_Prince_of_Wied"
Anne_Boleyn,"Thomas_Boleyn,_1st_Earl_of_Wiltshire"
John_Malcolm_Forbes,John_Murray_Forbes
Susan_Gordon,Bert_I._Gordon
Min_Htwe_of_Toungoo,Laygyun_Mibaya
"Bogislaw_IV,_Duke_of_Pomerania","Barnim_I,_Duke_of_Pomerania"
Fujiwara_no_Uchimaro,Fujiwara_no_Matate
"Trailokya,_Crown_Prince_of_Nepal",Surendra_of_Nepal
Shulgi,Ur-Nammu
"Louis_César,_Count_of_Vexin",Louis_XIV_of_France
Virgil_Earp,Nicholas_Porter_Earp
Ashley_Hicks,David_Nightingale_Hicks
Geregye_II_Geregye,Paul_Geregye
"Odo_III,_Duke_of_Burgundy","Hugh_III,_Duke_of_Burgundy"
"Costantino_Mario_Ruspoli,_4th_Prince_of_Poggio_Suasa","Marcantonio_Mario_Dimitri_Ruspoli,_3rd_Prince_of_Poggio_Suasa"
"Francis_Hyacinth,_Duke_of_Savoy","Victor_Amadeus_I,_Duke_of_Savoy"
Duchess_Amalie_in_Bavaria,Princess_Sophie_of_Saxony
"Frederick_Augustus_II,_Grand_Duke_of_Oldenburg","Peter_II,_Grand_Duke_of_Oldenburg"
Princess_Carolina_of_Orange-Nassau,"Anne,_Princess_Royal_and_Princess_of_Orange"
Iskandar_of_Johor,Ismail_of_Johor
Princess_Antonia_of_Luxembourg,"William_IV,_Grand_Duke_of_Luxembourg"
Konstancja_Czartoryska_(1700–1759),Kazimierz_Czartoryski
Shwe_Einthi,Kyansittha
Allu_Sirish,Allu_Aravind
Aurora_Perrineau,Harold_Perrineau
Umberto_II_of_Italy,Elena_of_Montenegro
Kathy_Wilkes,John_Vaughan_Wilkes
"Margaret_of_Austria,_Queen_of_Bohemia","Leopold_VI,_Duke_of_Austria"
Mark_Helprin,Eleanor_Lynn
Demetrius_II_of_Georgia,David_VII_of_Georgia
Demos_Chiang,Chiang_Hsiao-yung
"Barnim_XI,_Duke_of_Pomerania","Anna_Jagiellon,_Duchess_of_Pomerania"
Agnes_of_Austria_(1281–1364),Albert_I_of_Germany
Ricimer,Rechila
Sunny_Sanwar,Kamrun_Nahar
Hannah_Fidell,Eugene_R._Fidell
John_de_Vesci,William_de_Vesci_(d.1253)
"Charles_FitzRoy,_2nd_Duke_of_Cleveland","Barbara_Palmer,_1st_Duchess_of_Cleveland"
"Rupert_II,_Elector_Palatine","Adolf,_Count_Palatine_of_the_Rhine"
Abdul_Jalil_of_Perak,Idris_Shah_I_of_Perak
"Ernest,_Landgrave_of_Hesse-Rheinfels","Maurice,_Landgrave_of_Hesse-Kassel"
"Mary_Catherine_Stanley,_Lady_Derby","Elizabeth_Sackville-West,_Countess_De_La_Warr"
"Adelaide,_Countess_of_Burgundy","Otto_I,_Duke_of_Merania"
Gustavus_Adolphus_of_Sweden,Charles_IX_of_Sweden
Anna_Maria_of_Brandenburg,"John_George,_Elector_of_Brandenburg"
Mathilde_Bonaparte,Jérôme_Bonaparte
"Frederick,_Duke_of_Saxe-Altenburg","Ernest_Frederick_III,_Duke_of_Saxe-Hildburghausen"
"Afzal_ad-Dawlah,_Asaf_Jah_V","Nasir-ud-dawlah,_Asaf_Jah_IV"
"Raymond_Grant,_11th_Baron_de_Longueuil","Ronald_Charles_Grant,_10th_Baron_de_Longueuil"
Rajadhiraja_Chola_II,Vikrama_Chola
"Bernard_IV,_Margrave_of_Baden-Durlach","Ernest,_Margrave_of_Baden-Durlach"
Kannabhorn_Bejaratana,Sunandha_Kumariratana
Bernhard_von_Spanheim,Agnes_of_Austria_(1154–1182)
E._Paul_Waggoner,William_Thomas_Waggoner
Prince_Max_Emanuel_of_Thurn_and_Taxis_(b._1935),Prince_Raphael_Rainer_of_Thurn_and_Taxis
Archduke_Carl_Ludwig_of_Austria_(1918–2007),Zita_of_Bourbon-Parma
Alexandra_von_Fürstenberg,Robert_Warren_Miller
Wertha_Pendleton_Cole,William_Frederic_Pendleton
Prince_Paul_of_Yugoslavia,Prince_Arsen_of_Yugoslavia
Nicholas_II_of_Russia,Alexander_III_of_Russia
Richard_de_la_Pole,"Elizabeth_of_York,_Duchess_of_Suffolk"
Duchess_Woizlawa_Feodora_of_Mecklenburg,Duke_Adolf_Friedrich_of_Mecklenburg
Javier_Bardem,Pilar_Bardem
Sharman_Douglas,Lewis_Williams_Douglas
Mattan_I,Baal-Eser_II
"Frederick_Michael,_Count_Palatine_of_Zweibrücken","Christian_III,_Count_Palatine_of_Zweibrücken"
Saw_Taw_Oo_of_Sagaing,Minbyauk_Thihapate
Prince_Baudouin_of_Belgium,"Prince_Philippe,_Count_of_Flanders"
"Philip_II,_Count_of_Nevers",Philip_the_Bold
Anna_Margaret_of_Hesse-Homburg,"Frederick_I,_Landgrave_of_Hesse-Homburg"
Dakota_Johnson,Melanie_Griffith
