Francis_Burdett,Francis_Burdett_(1743)
Beatrice_of_Bavaria,"Louis_IV,_Holy_Roman_Emperor"
Matthew_Pritzker,Robert_Pritzker
David_Dwight_Baldwin,Dwight_Baldwin_(missionary)
"Godfrey_I,_Count_of_Verdun","Gozlin,_Count_of_Bidgau_and_Methingau"
Joan_of_France_(1556),Henry_II_of_France
Saul_Dibb,Mike_Dibb
Mila_Rechcigl,"Miloslav_Rechcigl,_Sr."
François_Michelin,Étienne_Michelin
Andrew_Schlafly,Phyllis_Schlafly
Mishuk_Munier,Munier_Choudhury
Dughall_MacSuibhne,Suibhne_mac_Duinnshléibhe
Anna_Maria_of_Ostfriesland,Anna_of_Holstein-Gottorp
Sayf_al-Din_Suri,Izz_al-Din_Husayn
Hubert_Beaumont_Phipps,John_Shaffer_Phipps
María_Rebeca,José_Alonso_(actor)
John_Komnenos_Doukas,Maria_Petraliphaina
"Louis,_Prince_of_Condé_(1530–1569)",Françoise_d'Alençon
Jamie_Lever,Johnny_Lever
"William_IV,_Grand_Duke_of_Luxembourg",Princess_Adelheid-Marie_of_Anhalt-Dessau
Saw_Sala_of_Sagaing,Saw_Pa_Oh_of_Sagaing
Bernice_Pauahi_Bishop,Pākī
Princess_Hermine_of_Anhalt-Bernburg-Schaumburg-Hoym,"Victor_II,_Prince_of_Anhalt-Bernburg-Schaumburg-Hoym"
Princess_Christine_of_Orléans-Braganza,"Alix,_Dowager_Princess_of_Ligne"
"Louis,_Duke_of_Montpensier","Louise_de_Bourbon,_Duchess_of_Montpensier"
Henry_I_of_Cyprus,Hugh_I_of_Cyprus
Liang_Congjie,Lin_Huiyin
Duke_Wu_of_Qin,Duke_Xian_of_Qin_(725–704_BC)
Eystein_II_of_Norway,Bjaðǫk
Ayşe_Hümaşah_Sultan,Mihrimah_Sultan
"Charles_II,_Margrave_of_Baden-Durlach",Ursula_of_Rosenfeld
Severus_William_Lynam_Stretton,William_Stretton
Charles_I_of_England,James_VI_and_I
Barbara_of_Hesse,Christine_of_Saxony
Euphrosyne_of_Opole,"Viola,_Duchess_of_Opole"
Kashi_Rao_Holkar,Tukoji_Rao_Holkar
Magnus_IV_of_Sweden,"Eric,_Duke_of_Södermanland"
"Theresa_of_Portugal,_Countess_of_Flanders",Afonso_I_of_Portugal
"William_Herbert,_3rd_Earl_of_Pembroke",Mary_Sidney
Andrew_II_of_Hungary,Agnes_of_Antioch
Yongle_Emperor,Hongwu_Emperor
Seweryn_Rzewuski,Wacław_Rzewuski
Countess_Louise_Henriette_of_Nassau,"Frederick_Henry,_Prince_of_Orange"
Allan_McLean_(outlaw),Donald_McLean_(fur_trader)
Haakon_VI_of_Norway,Blanche_of_Namur
Horace_Howard_Furness,William_Henry_Furness
John_Arundell_(1421–1473),John_Arundell_(1392–1423)
"Francis_II,_Duke_of_Lorraine","Charles_III,_Duke_of_Lorraine"
Jan_Zamoyski_(1912–2002),Maurycy_Klemens_Zamoyski
Victoria_Wilson,Mitchell_A._Wilson
Marguerite_de_Rothschild,Mayer_Carl_von_Rothschild
Sophie_of_Mecklenburg-Güstrow,"Elizabeth_of_Denmark,_Duchess_of_Mecklenburg"
Ahmet_Bozer,Ali_Bozer
Gertrude_T._Widener,Curtis_N._Douglas
"Anthony_II,_Count_of_Ligny","Charles_I,_Count_of_Ligny"
Adam_Klugman,Jack_Klugman
Martin_E._Franklin,Roland_Franklin
Anthony_Denis_Maurice_George_de_Worms,"George_de_Worms,_2nd_Baron_de_Worms"
Archduchess_Maria_Christina_of_Austria_(1879–1962),"Archduke_Friedrich,_Duke_of_Teschen"
Marie_Taglioni,Sophie_Karsten
Duke_Yì_of_Qi,Duke_Huan_of_Qi
Lady_Catherine_Grey,"Frances_Grey,_Duchess_of_Suffolk"
Władysław_Hieronim_Sanguszko,Eustachy_Erazm_Sanguszko
Makgatho_Mandela,Nelson_Mandela
Serge_Schmemann,Alexander_Schmemann
Joseph_Sill_Clark_Sr.,Edward_White_Clark
Vikramaditya_Singh,Rana_Sanga
Pratap_Singh_of_Thanjavur,Tukkoji
"Ercole,_Lord_of_Monaco","Honoré_I,_Lord_of_Monaco"
Ferdinand_VII_of_Spain,Maria_Luisa_of_Parma
Emperor_Ōjin,Emperor_Chūai
Bahram_IV,Shapur_III
Emperor_Go-En'yū,Emperor_Go-Kōgon
Princess_Anna_Sophie_of_Schwarzburg-Rudolstadt,"Louis_Frederick_I,_Prince_of_Schwarzburg-Rudolstadt"
"Frederick_III,_Margrave_of_Baden","Rudolf_IV,_Margrave_of_Baden-Pforzheim"
John_Seigenthaler_(anchorman),John_Seigenthaler
Ben_Stiller,Anne_Meara
Zeppo_Marx,Sam_Marx
Elizabeth_of_Serbia,"Catherine_of_Hungary,_Queen_of_Serbia"
Francis_of_Denmark,Christina_of_Saxony
Anne_of_France,Louis_XI_of_France
Harvey_S._Firestone_Jr.,Idabelle_Smith_Firestone
Bertha_of_Savoy,"Otto_I,_Count_of_Savoy"
"Alfonso,_Duke_of_Anjou_and_Cádiz","Infante_Jaime,_Duke_of_Segovia"
Gai_Waterhouse,Tommy_J._Smith
Robert_Grant_Haliburton,Thomas_Chandler_Haliburton
Archduchess_Eleonora_of_Austria,Archduke_Charles_Stephen_of_Austria
"William_IV,_Prince_of_Orange","John_William_Friso,_Prince_of_Orange"
Mamochisane,Sebetwane
Pat_Robertson,Absalom_Willis_Robertson
Shi_Chonggui,Empress_Li_(Later_Jin)
Prince_Narendra_of_Nepal,Surendra_of_Nepal
Kahekili_I,Kaulahea_I
Lady_Charles_Bentinck,"Richard_Wellesley,_1st_Marquess_Wellesley"
Saw_Khin_Htut_of_Pagan,Kyaswa
Heilwig_of_Lippe,"Herman_II,_Lord_of_Lippe"
Prince_Welf_Ernst_of_Hanover,Princess_Sophie_of_Greece_and_Denmark
John_Van_Voorhis,John_Van_Voorhis_(judge)
Adolf_III_of_Holstein,Adolf_II_of_Holstein
William_Kissam_Vanderbilt,William_Henry_Vanderbilt
Wincenty_Korwin_Gosiewski,Aleksander_Korwin_Gosiewski
Somphou,La_Sen_Thai
Agnes_of_the_Palatinate,Agnes_of_Hohenstaufen
"Anne_Marie_Louise_d'Orléans,_Duchess_of_Montpensier","Gaston,_Duke_of_Orléans"
"Philip_II,_Margrave_of_Baden-Baden",Mechthild_of_Bavaria
Chibli_Mallat,Wajdi_Mallat
Tashi_Namgyal,Thutob_Namgyal
Whitney_Houston,Cissy_Houston
Adalbero_III_of_Luxembourg,Frederick_of_Luxembourg
Anna_of_Russia,Praskovia_Saltykova
Sisowath_Kossamak,Sisowath_Monivong
Childeric_I,Merovech
Leonida_Bagration_of_Mukhrani,George_Bagration_of_Mukhrani
Bagrat_III_of_Georgia,Gurgen_of_Iberia
Christina_of_Denmark,Christian_II_of_Denmark
Paramardi,Yashovarman_II_(Chandela_dynasty)
Djaty,Meresankh_II
Roshni_Nadar,Shiv_Nadar
"Margaret_of_Valois,_Countess_of_Blois","Charles,_Count_of_Valois"
Abdul_Kadir_Alauddin_Shah_of_Pahang,Zainal_Abidin_Shah_of_Pahang
Domhnall_Caomhánach,Diarmait_Mac_Murchada
Hannah_Mary_Rothschild,Serena_Dunn_Rothschild
Archduchess_Dorothea_of_Austria,Prince_Franz_of_Bavaria
Princess_Charlotte_of_Prussia,"Victoria,_Princess_Royal"
Harry_Kendall_Thaw,Mary_Sibbet_Copley
Princess_Marie_Amelie_of_Baden,"Charles,_Grand_Duke_of_Baden"
"Friedrich_Wilhelm_III,_Duke_of_Saxe-Altenburg",Magdalene_Sibylle_of_Saxony
Vimolchatra,Purachatra_Jayakara
Hongshi,Yongzheng_Emperor
Takla_Maryam,Yeshaq_I
Baldwin_of_Forde,Hugh_de_Avigo
"John_II,_Duke_of_Opava","Wenceslaus_II,_Duke_of_Opava"
Frithuwald_of_Bernicia,Ida_of_Bernicia
Anton_I_of_Georgia,Jesse_of_Kartli
Ayub_Khan_(actor),Nasir_Khan_(actor)
Princess_Pan,Pan_Mei
Princess_Luisa_Carlotta_of_Naples_and_Sicily,Francis_I_of_the_Two_Sicilies
Ma_Xifan,Ma_Yin
Shamsher_Bahadur_I_(Krishna_Rao),Bajirao_I
Emily_Woof,Robert_Woof_(scholar)
"Otto_VII,_Count_of_Tecklenburg","Nicholas_II,_Count_of_Tecklenburg"
Edward_the_Elder,Ealhswith
"Prince_Augustus_Frederick,_Duke_of_Sussex",Charlotte_of_Mecklenburg-Strelitz
Grand_Duke_Konstantin_Pavlovich_of_Russia,Paul_I_of_Russia
Muhammad_Inuwa,Muhammad_Abbass
Mir_Ibrahim_Rahman,Mir_Shakil-ur-Rahman
Aelia_Paetina,Sextus_Aelius_Catus
Fujiwara_no_Tanetsugu,Fujiwara_no_Kiyonari
Arwa_bint_Kurayz,Umm_Hakim_bint_Abdul_Muttalib
"Daisy,_Princess_of_Pless",William_Cornwallis-West
Kumara_Kassapa,Kyawswa_of_Pagan
"John_Fremantle,_4th_Baron_Cottesloe","Thomas_Fremantle,_3rd_Baron_Cottesloe"
William_Francis_Ganong,James_H._Ganong
Milonia_Caesonia,Vistilia
"Charles_Orlando,_Dauphin_of_France",Anne_of_Brittany
Hkonmaing,Hkonmaing_I_of_Onbaung–Hsipaw
Charlotte_of_Albret,Alain_I_of_Albret
Elisabeth_of_Mansfeld-Hinterort,Margaret_of_Brunswick-Lüneburg
Afonso_II_of_Portugal,Sancho_I_of_Portugal
"Rudolf_I,_Margrave_of_Baden-Baden","Herman_V,_Margrave_of_Baden-Baden"
Mahendravarman_I,Simhavishnu
Arpachshad,Shem
Dan_T._Cathy,S._Truett_Cathy
"Karl_Friedrich_I,_Duke_of_Münsterberg-Oels","Karl_II,_Duke_of_Münsterberg-Oels"
Elizabeth_of_Luxembourg,Barbara_of_Cilli
"Louis_George,_Margrave_of_Baden-Baden",Duchess_Sibylle_of_Saxe-Lauenburg
Mary_Willing_Byrd,Charles_Willing
Archduchess_Mathilda_of_Austria,Princess_Hildegard_of_Bavaria
George_VIII_of_Georgia,Alexander_I_of_Georgia
Countess_Catharina_Belgica_of_Nassau,William_the_Silent
Jon_Bon_Jovi,Carol_Sharkey
"William,_Lord_of_Arkel",Joanna_of_Jülich
Princess_Anne_of_Orléans,"Prince_Jean,_Duke_of_Guise"
Archduchess_Maria_Annunciata_of_Austria,Infanta_Maria_Theresa_of_Portugal
"Friedrich_Wilhelm_I,_Duke_of_Saxe-Weimar","Johann_Wilhelm,_Duke_of_Saxe-Weimar"
Charles_Jean-Baptiste_des_Gallois_de_La_Tour,Jean-Baptiste_des_Gallois_de_La_Tour
Lady_Flora_Hastings,"Francis_Rawdon-Hastings,_1st_Marquess_of_Hastings"
Jeanne_de_Laval,Guy_XIV_de_Laval
Peter_Douglas,Anne_Buydens
"Maximilian_Anton,_Hereditary_Prince_of_Thurn_and_Taxis","Maximilian_Karl,_6th_Prince_of_Thurn_and_Taxis"
Otto_of_Greece,Therese_of_Saxe-Hildburghausen
Esma_Sultan_(daughter_of_Abdul_Hamid_I),Ayşe_Seniyeperver_Sultan
Chen_Tuo,Duke_Wen_of_Chen
Guido_Dessauer,Hans_Dessauer
Ashimi_of_Borno,Umar_of_Borno
William_VII_of_Chalon,Louis_II_of_Chalon-Arlay
Tupoutoʻa_ʻUlukalala,Tupou_VI
Myat_Phaya,Supayalat
Landgravine_Elisabeth_Amalie_of_Hesse-Darmstadt,"George_II,_Landgrave_of_Hesse-Darmstadt"
K'inich_Yat_Ahk_II,Itzam_K'an_Ahk_II
Douschka_Pickens,Francis_Wilkinson_Pickens
Sviatoslav_I_of_Kiev,Igor_of_Kiev
Levan_of_Kartli,Vakhtang_V_of_Kartli
Songtham,Wisutkasat
"Infante_Alfonso,_Duke_of_Galliera","Infante_Antonio,_Duke_of_Galliera"
"Marie_of_France,_Duchess_of_Bar",Bonne_of_Bohemia
"Friedrich_Wilhelm,_Prince_of_Hohenzollern",Princess_Margarete_Karola_of_Saxony
David_of_Trebizond,Alexios_IV_of_Trebizond
Princess_Ijigayehu_Amha_Selassie,Amha_Selassie
Edward_Rogers_III,Edward_Samuel_Rogers
Bernardine_of_Lippe,"Bernhard_VIII,_Count_of_Lippe"
Bridget_Cromwell,Oliver_Cromwell
Charles_Lathrop_Pack,George_Willis_Pack
Sage_Stallone,Sylvester_Stallone
John_Paul_Getty_Jr.,J._Paul_Getty
Ernst_von_Wildenbruch,Ludwig_von_Wildenbruch
Lucía_Puenzo,Luis_Puenzo
"Agnes_of_Bavaria,_Margravine_of_Brandenburg-Stendal","Louis_II,_Duke_of_Bavaria"
Chichimecacihuatzin_II,Chichimecacihuatzin_I
"Charles,_Prince_of_Wales",Elizabeth_II
Robert_Pritzker,Abram_Nicholas_Pritzker
Henri_Greffulhe,Jean-Henry-Louis_Greffulhe
"Victor_I,_Duke_of_Ratibor","Franz_Joseph,_5th_Prince_of_Hohenlohe-Schillingsfürst"
Hattie_Morahan,Christopher_Morahan
"Adalbert,_Margrave_of_Austria","Leopold_I,_Margrave_of_Austria"
"Leopold_II,_Grand_Duke_of_Tuscany",Princess_Luisa_of_Naples_and_Sicily
"Algernon_Percy,_10th_Earl_of_Northumberland","Henry_Percy,_9th_Earl_of_Northumberland"
Duchess_Therese_Petrovna_of_Oldenburg,Princess_Therese_of_Nassau-Weilburg
Robert_II_of_France,Adelaide_of_Aquitaine
Antara_Kak,Siddharth_Kak
Harry_Carey_Jr.,Olive_Carey
"Joan_of_France,_Duchess_of_Brittany",Charles_VI_of_France
Sabah_II_Al-Sabah,Jaber_I_Al-Sabah
Djaty,Djedefre
Maximilian_II_of_Bavaria,Therese_of_Saxe-Hildburghausen
Mauricio_Umansky,Estella_Sneider
Erishum_I,Ilu-shuma
Maria_Theresa,"Charles_VI,_Holy_Roman_Emperor"
Maria_de_las_Mercedes_of_Bavaria_and_Bourbon,Infanta_Maria_Teresa_of_Spain
"William_Longsword,_Count_of_Rouen",Poppa_of_Bayeux
"Elisabeth_of_Nassau-Dillenburg,_Countess_of_Wied",Elisabeth_of_Hesse-Marburg
Rory_Kennedy,Ethel_Kennedy
Stephen_V_of_Hungary,Béla_IV_of_Hungary
Roman_Sanguszko,Klementyna_Czartoryska
Ike_Clanton,Newman_Haynes_Clanton
Princess_Augusta_of_Great_Britain,"Frederick,_Prince_of_Wales"
"Princess_Estelle,_Duchess_of_Östergötland","Victoria,_Crown_Princess_of_Sweden"
Dorothy_Payne_Whitney,William_Collins_Whitney
Pehr_G._Gyllenhammar,Pehr_Gyllenhammar
Alexandra_Pelosi,Paul_Pelosi
Princess_Pingyang_(Han_dynasty),Emperor_Jing_of_Han
"William_VII_of_Jülich,_1st_Duke_of_Berg",Margaret_of_Ravensberg
Geoffrey_II_of_Villehardouin,Geoffrey_I_of_Villehardouin
Archduchess_Maria_Theresa_of_Austria_(1845–1927),Princess_Hildegard_of_Bavaria
Princess_Irene_of_the_Netherlands,Juliana_of_the_Netherlands
Daoguang_Emperor,Jiaqing_Emperor
Fasilides,Susenyos_I
Farrukh-Zad_of_Ghazna,Mas'ud_I_of_Ghazni
Christiane_Charlotte_of_Württemberg-Winnental,"Frederick_Charles,_Duke_of_Württemberg-Winnental"
"Alexis,_Landgrave_of_Hesse-Philippsthal-Barchfeld","Charles,_Landgrave_of_Hesse-Philippsthal-Barchfeld"
George_II_of_Imereti,Bagrat_III_of_Imereti
Luitgarde_of_Vermandois,"Herbert_II,_Count_of_Vermandois"
Béatrice_Ephrussi_de_Rothschild,Alphonse_James_de_Rothschild
"Eric_V,_Count_of_Hoya","Jobst_II,_Count_of_Hoya"
Isabella_Jagiellon,Bona_Sforza
"Philippe_Charles,_Duke_of_Valois","Philippe_I,_Duke_of_Orléans"
"Francis,_Duke_of_Guise","Claude,_Duke_of_Guise"
Edmund_Knyvet,Thomas_Knyvett
Maria_Amalia_of_Austria,"Joseph_I,_Holy_Roman_Emperor"
Gashmeer_Mahajani,Ravindra_Mahajani
James_II_of_Majorca,Violant_of_Hungary
J._Ogden_Armour,Philip_Danforth_Armour
Mutasiva_of_Anuradhapura,Pandukabhaya_of_Anuradhapura
Gudrun_Burwitz,Margarete_Himmler
Harald_Bohr,Christian_Bohr
Grand_Duke_Vladimir_Kirillovich_of_Russia,Princess_Victoria_Melita_of_Saxe-Coburg_and_Gotha
"Ferdinando_de'_Medici,_Grand_Prince_of_Tuscany",Marguerite_Louise_d'Orléans
"Leopold_VI,_Duke_of_Austria","Helena_of_Hungary,_Duchess_of_Austria"
Władysław_Czartoryski,Adam_Jerzy_Czartoryski
Mahaakshay_Chakraborty,Yogeeta_Bali
Michael_Heilprin,Phineas_Mendel_Heilprin
Thomas_Hale_Boggs_Jr.,Lindy_Boggs
Bushra_al-Assad,Hafez_al-Assad
Mithrenes,Orontes_II
Archduchess_Clementina_of_Austria,Maria_Theresa_of_Naples_and_Sicily
Sidharth_Bharathan,K._P._A._C._Lalitha
Erzsébet_Thurzó,Krisztina_Nyáry
Ilija_(kefalija),Đuraš_Vrančić
"Prince_Philippe,_Count_of_Paris",Duchess_Helene_of_Mecklenburg-Schwerin
Konstanty_Zamoyski,Zofia_Czartoryska
Fern_Britton,Tony_Britton
Robert_Charles_Frederic,George_Frederic_Augustus_I
Antiochus_IX_Cyzicenus,Antiochus_VII_Sidetes
Krzysztof_Korwin_Gosiewski,Aleksander_Korwin_Gosiewski
Johanna_van_Polanen,"John_III,_Lord_of_Polanen"
"John_Louis,_Count_of_Nassau-Saarbrücken",Johann_II_of_Nassau-Saarbrücken
Tunku_Annuar,Badlishah_of_Kedah
Rashid_bin_Mohammed_Al_Maktoum,Mohammed_bin_Rashid_Al_Maktoum
"Frederick_Henry,_Margrave_of_Brandenburg-Schwedt",Princess_Johanna_Charlotte_of_Anhalt-Dessau
"Sybil_Sassoon,_Marchioness_of_Cholmondeley",Edward_Sassoon
Di_Yi,Wen_Ding
Elisiv_of_Kiev,Ingegerd_Olofsdotter_of_Sweden
"Henry_VIII,_Count_of_Waldeck",Johanna_of_Nassau-Dillenburg
"Herman_Fortunatus,_Margrave_of_Baden-Rodemachern",Edward_Fortunatus
Amalasuntha,Theoderic_the_Great
Al-Muttaqi,Al-Muqtadir
Cassidy_Gifford,Kathie_Lee_Gifford
Handley_Moule,Henry_Moule
Princess_Louise_of_Savoy,"Marie_de_Bourbon,_Countess_of_Soissons"
Li_Chongrun,Empress_Wei_(Tang_dynasty)
Julia_Dent_Cantacuzène_Spiransky-Grant,Ida_Marie_Honoré
"Louis_William,_Landgrave_of_Hesse-Homburg",Landgravine_Caroline_of_Hesse-Darmstadt
Alexander_I_of_Yugoslavia,Princess_Zorka_of_Montenegro
Charlotte_Bonaparte_Gabrielli,Christine_Boyer
"Sibylla_of_Burgundy,_Duchess_of_Burgundy","William_I,_Count_of_Burgundy"
"Elizabeth_Stanley,_Countess_of_Huntingdon","Ferdinando_Stanley,_5th_Earl_of_Derby"
Josh_Kroenke,Ann_Walton_Kroenke
Edward_Hutchinson_(captain),Anne_Hutchinson
"Maria_Emanuel,_Margrave_of_Meissen",Princess_Elisabeth_Helene_of_Thurn_and_Taxis
Beatrice_d'Avesnes,Baldwin_of_Avesnes
Aleksandr_Mikhailovich_of_Tver,Mikhail_of_Tver
"Luis_of_Spain,_Count_of_Chinchón",Philip_V_of_Spain
"Otto_II,_Count_of_Scheyern",Haziga_of_Diessen
Sultan_Tengah,Muhammad_Hassan_(Brunei)
Matthew_Stirling_(railway_engineer),Patrick_Stirling
Bonne_of_Armagnac,"Bernard_VII,_Count_of_Armagnac"
Ritabhari_Chakraborty,Utpalendu_Chakrabarty
Emilio_Estevez,Martin_Sheen
Mary_of_Guise,Antoinette_de_Bourbon
Sancho_of_Majorca,Esclaramunda_of_Foix
Prince_Frederick_William_of_Solms-Braunfels,"Ferdinand,_Prince_of_Solms-Braunfels"
Helen_Johnson-Leipold,Imogene_Powers_Johnson
Keith_Dunstan,William_Dunstan
Joanna_la_Beltraneja,"Beltrán_de_la_Cueva,_1st_Duke_of_Alburquerque"
Nutan,Shobhna_Samarth
James_Buchanan_Duke,Washington_Duke
Magda_Gabor,Jolie_Gabor
"Jules,_Prince_of_Soubise",Anne_Geneviève_de_Lévis
Arduin_of_Ivrea,"Dado,_Count_of_Pombia"
Polyxena_of_Hesse-Rotenburg,"Ernest_Leopold,_Landgrave_of_Hesse-Rotenburg"
Meredith_MacRae,Sheila_MacRae
"Leopold_IV,_Duke_of_Anhalt",Landgravine_Amalie_of_Hesse-Homburg
Salman_Khan,Salim_Khan
John_Smith_(Wendover_MP),Abel_Smith_(1717–1788)
Christopher_Tsai,Gerald_Tsai
Christi_Belcourt,Tony_Belcourt
Charles_de_La_Cerda,Alfonso_de_la_Cerda
Ippolito_II_d'Este,Lucrezia_Borgia
William_S._Fisher,Doris_F._Fisher
Dodo_(prince),Nurhaci
"Josias,_Hereditary_Prince_of_Waldeck_and_Pyrmont__Prince_Josias__1","Friedrich,_Prince_of_Waldeck_and_Pyrmont"
"Frederick_Bernard,_Count_Palatine_of_Gelnhausen","John_Charles,_Count_Palatine_of_Gelnhausen"
"Gerhard_VI_of_Jülich,_Count_of_Berg_and_Ravensberg",Joanna_of_Hainaut
"John_Frederick_III,_Duke_of_Saxony",Sibylle_of_Cleves
"Thomas_Osborne,_1st_Duke_of_Leeds","Sir_Edward_Osborne,_1st_Baronet"
"Infante_Carlos,_Count_of_Molina",Charles_IV_of_Spain
Roland_de_Velville,Henry_VII_of_England
Kjetil_Bang-Hansen,Odd_Bang-Hansen
"Elisabeth_of_Sicily,_Duchess_of_Bavaria",Frederick_III_of_Sicily
Louis_the_Child,Arnulf_of_Carinthia
Monica_Lewinsky,Bernard_Lewinsky
Radama_I,Andrianampoinimerina
Aspelta,Senkamanisken
Alexander_II_of_Russia,Nicholas_I_of_Russia
Japheth,Noah
Hirut_Desta,Princess_Tenagnework
Wallia,Athanaric
"Christian_IV,_Count_Palatine_of_Zweibrücken",Caroline_of_Nassau-Saarbrücken
Countess_Palatine_Maria_Franziska_of_Sulzbach,Count_Palatine_Joseph_Charles_of_Sulzbach
Susannah_Harker,Polly_Adams
"Sir_Anthony_de_Rothschild,_1st_Baronet",Nathan_Mayer_Rothschild
Joan_I_of_Navarre,Blanche_of_Artois
Józef_Potocki,Andrzej_Potocki
"Frederick_III,_Duke_of_Holstein-Gottorp",Augusta_of_Denmark
Prince_Heinrich_XXXII_Reuss_of_Köstritz,Princess_Marie_Alexandrine_of_Saxe-Weimar-Eisenach
Adam_von_Trott_zu_Solz,August_von_Trott_zu_Solz
Max_Hastings,Macdonald_Hastings
Susan_Fales-Hill,Josephine_Premice
"Isabella_of_Burgundy,_Queen_of_Germany","Hugh_IV,_Duke_of_Burgundy"
Shaka,Nandi_(mother_of_Shaka)
Hafsa_Sultan_(daughter_of_Selim_I),Hafsa_Sultan_(wife_of_Selim_I)
Claude_Picasso,Françoise_Gilot
Sultan_Dziaddin_Mukarram_Shah,Sultan_Muhyiddin_Mansur_Shah
"Louis_IV,_Landgrave_of_Hesse-Marburg",Christine_of_Saxony
Al-Aziz_Muhammad,Az-Zahir_Ghazi
Britannicus,Claudius
Alan_Stewart_of_Darnley,John_Stewart_of_Darnley
"Frederick_I,_Duke_of_Württemberg",George_I_of_Württemberg-Mömpelgard
Túpac_Amaru,Manco_Inca_Yupanqui
Min_Saw_Hla,Min_Dikkha
Casimir_I_of_Opole,Ludmila_(wife_of_Mieszko_I_Tanglefoot)
Maria_Ludwika_Rzewuska,Wacław_Rzewuski
"Charles_Howard,_2nd_Earl_of_Nottingham","Charles_Howard,_1st_Earl_of_Nottingham"
Al-Hakim_I,Al-Mustarshid
Apache_May_Slaughter,Viola_Slaughter
Marie_Anne_Mancini,Girolama_Mazzarini
Chauncey_McCormick,William_Grigsby_McCormick
Carol_Lambrino,Zizi_Lambrino
Elizabeth_Cady_Stanton,Daniel_Cady
Chester_Alan_Arthur_II,Chester_A._Arthur
Princess_Marie_of_Hesse_and_by_Rhine,Princess_Alice_of_the_United_Kingdom
Mohammed_Dawood_Khatri,Ismail_Sulemanji_Khatri
"Kathleen_Cavendish,_Marchioness_of_Hartington",Rose_Kennedy
Charles_Butt,Howard_Edward_Butt_Sr.
Juliana_of_the_Netherlands,"Prince_Henry,_Duke_of_Mecklenburg-Schwerin"
Henry_VI_of_England,Henry_V_of_England
Hemma,Welf_(father_of_Judith)
"William_Cavendish-Bentinck,_7th_Duke_of_Portland","Winifred_Cavendish-Bentinck,_Duchess_of_Portland"
Princess_Stéphanie_of_Belgium,Marie_Henriette_of_Austria
"Elizabeth_Gordon,_Heiress_of_Gordon",Adam_de_Gordon_(died_1402)
Gerda_Fiil,Gudrun_Fiil
Iqbal_Bahar_Chowdhury,Habibullah_Bahar_Chowdhury
William_Richardson_Belknap,W._B._Belknap
Aleksander_Jan_Jabłonowski,Stanisław_Jan_Jabłonowski
Christina_Magdalena_of_the_Palatinate-Zweibrücken,"John_Casimir,_Count_Palatine_of_Kleeburg"
Emily_Mortimer,John_Mortimer
Pribislaw_I,"Henry_Borwin_II,_Lord_of_Mecklenburg"
Henuttawy_(priestess),Pinedjem_II
Duke_Xiao_of_Chen,Duke_Shēn_of_Chen
"Joan,_Heiress_of_Navarre",Charles_III_of_Navarre
Demetrius_III_Eucaerus,Antiochus_VIII_Grypus
Judith_of_Bavaria_(died_843),"Hedwig,_Duchess_of_Bavaria"
Emperor_Reizei,Emperor_Murakami
Leleiohoku_I,Kalanimoku
Sarah_Lincoln_Grigsby,Sarah_Bush_Lincoln
"Lucrezia_de'_Medici,_Duchess_of_Ferrara","Cosimo_I_de'_Medici,_Grand_Duke_of_Tuscany"
"Margaret_of_France,_Duchess_of_Brabant",Louis_IX_of_France
Sally_Magnusson,Magnus_Magnusson
Colin_Hanks,Rita_Wilson
T._Lux_Feininger,Lyonel_Feininger
"Eleanor_of_England,_Queen_of_Castile",Eleanor_of_Aquitaine
"William_of_Winchester,_Lord_of_Lüneburg",Henry_the_Lion
Gautham_Karthik,Karthik_(actor)
"John_George_I,_Elector_of_Saxony","Christian_I,_Elector_of_Saxony"
Gruffudd_ap_Cynan,Cynan_ab_Iago
Wu_Zetian,Wu_Shihuo
Princess_Louise_Auguste_of_Denmark,Christian_VII_of_Denmark
"Michael,_Prince_of_Saxe-Weimar-Eisenach",Baroness_Elisabeth_of_Wangenheim-Winterstein
Edward_Francis_Wilson,Daniel_Wilson_(bishop)
Sally_Hemings,Betty_Hemings
"Helen_Beresford,_Baroness_Decies",Edith_Kingdon
"Cesare_d'Este,_Duke_of_Modena","Alfonso_d'Este,_Lord_of_Montecchio"
"Alfred_I,_Prince_of_Windisch-Grätz__Alfred_I__1",Joseph_Nicholas_of_Windisch-Graetz
Edward_B._Cassatt,Alexander_Cassatt
Albert_II_of_Belgium,Astrid_of_Sweden
"Hugh_I,_Count_of_Blois",Walter_III_of_Châtillon
Helena_Palaiologina,Theodore_II_Palaiologos
Maria_Angelina_Doukaina_Palaiologina,Thomais_Orsini
Meredith_Baxter,Whitney_Blake
"George,_King_of_Saxony",John_of_Saxony
Hieronim_Chodkiewicz,Aleksander_Chodkiewicz
"Oshin,_King_of_Armenia","Leo_II,_King_of_Armenia"
Archduchess_Elisabeth_of_Austria_(1922–1993),Zita_of_Bourbon-Parma
Michel_Trudeau,Pierre_Trudeau
Princess_Margarita_of_Greece_and_Denmark,Prince_Andrew_of_Greece_and_Denmark
Mirza_Fath-ul-Mulk_Bahadur,Bahadur_Shah_II
Brendan_O'Carroll,Maureen_O'Carroll
Haakon_the_Young,Haakon_IV_of_Norway
Jerzy_Aleksander_Lubomirski,Aleksander_Michał_Lubomirski_(d._1675)
Harold_Fowler_McCormick,Nancy_Fowler_McCormick
Chris_Wallace,Bill_Leonard_(journalist)
