"Prince_Amedeo,_Duke_of_Aosta",Princess_Anne_of_Orléans
"Joseph,_4th_Prince_Kinsky_of_Wchinitz_and_Tettau","Ferdinand,_5th_Prince_Kinsky_of_Wchinitz_and_Tettau"
Canaan_Banana,Robert_Mugabe
Marie_Hedwig_of_Hesse-Darmstadt,"Bernhard_I,_Duke_of_Saxe-Meiningen"
Edward_IV_of_England,Bridget_of_York
Julian_Fraser,Elizabeth_II
Kaho_Minami,Ken_Watanabe
Seleucus_V_Philometor,Antiochus_VIII_Grypus
Parvathamma_Rajkumar,Rajkumar_(actor)
"Mercedes,_Princess_of_Asturias",Prince_Carlos_of_Bourbon-Two_Sicilies
Robert_Richards_(Australian_politician),George_V
Suleiman_I_of_Persia,Sultan_Husayn
Karen_Hughes,George_W._Bush
Duchess_Helene_in_Bavaria,"Albert,_8th_Prince_of_Thurn_and_Taxis"
"Miguel,_Duke_of_Braganza",Princess_Elisabeth_of_Thurn_and_Taxis
Kamehameha_V,Lunalilo
"Mildmay_Fane,_2nd_Earl_of_Westmorland",James_VI_and_I
Zelman_Cowen,Elizabeth_II
Louise_de_Rohan,"Hercule_Mériadec,_Prince_of_Guéméné"
Sigismund_I_the_Old,"Hedwig_Jagiellon,_Electress_of_Brandenburg"
Max_Webb,Nathan_Shapell
Levin_H._Campbell,Richard_Nixon
"George_Coventry,_9th_Earl_of_Coventry","Alexander_Duff,_1st_Duke_of_Fife"
"Prince_Ernest_Augustus,_3rd_Duke_of_Cumberland_and_Teviotdale","Ernest_Augustus,_Duke_of_Brunswick"
"Charles_II,_Archduke_of_Austria","Ferdinand_II,_Holy_Roman_Emperor"
Zinaida_Greceanîi,Vladimir_Voronin
Sherman_Adams,Dwight_D._Eisenhower
Lady_Lahan_Unen_Mo',Yik'in_Chan_K'awiil
"Francis_Russell,_2nd_Earl_of_Bedford",Peter_Edgcumbe
Maria_Amalia_of_Saxony,Charles_III_of_Spain
Ernest_of_Bavaria,Gebhard_Truchsess_von_Waldburg
Aswagen,Yazdegerd_II
Jack_Hemingway,Margaux_Hemingway
Gary_Merrill,Bette_Davis
Sadayavarman_Sundara_Pandyan_I,Maravarman_Kulasekara_Pandyan_I
Daggubati_Venkatesh,Daggubati_Suresh_Babu
Christiane_Collange,Jean_Ferniot
William_Royal_Furgeson_Jr.,Bill_Clinton
Sorghaghtani_Beki,Tolui
George_W._Woodruff,Robert_W._Woodruff
"Margaret_of_Savoy,_Duchess_of_Anjou",Yolande_of_Aragon
Thor_Pedersen,Margrethe_II_of_Denmark
Anne_Hutchinson,Franklin_D._Roosevelt
Harald_Gille,Magnus_IV_of_Norway
"Alice_Montacute,_5th_Countess_of_Salisbury","Richard_Neville,_16th_Earl_of_Warwick"
"Thomas_de_Grey,_2nd_Baron_Walsingham",George_III_of_the_United_Kingdom
Piero_di_Cosimo_de'_Medici,Lucrezia_Tornabuoni
Princess_Marie_Melita_of_Hohenlohe-Langenburg,"Wilhelm_Friedrich,_Duke_of_Schleswig-Holstein"
"John_Carteret,_2nd_Earl_Granville","John_Stuart,_3rd_Earl_of_Bute"
Charles_V_of_France,Joanna_of_Bourbon
Sancho_Ramírez,Peter_I_of_Aragon_and_Navarre
Princess_Louise_Marie_Thérèse_of_Artois,"Prince_Henry,_Count_of_Bardi"
"J._C._C._Davidson,_1st_Viscount_Davidson","James_Gascoyne-Cecil,_4th_Marquess_of_Salisbury"
Aleksander_Michał_Lubomirski_(d._1675),Michał_Lubomirski
"Karl_Frederick,_Prince_of_Anhalt-Bernburg","Victor_Frederick,_Prince_of_Anhalt-Bernburg"
Badr_bin_Abdulaziz_Al_Saud,Fahd_of_Saudi_Arabia
William_Walter_Phelps,Alphonso_Taft
"Thomas_Anson,_2nd_Earl_of_Lichfield",Lord_Alfred_Paget
James_Rowland_(RAAF_officer),Elizabeth_II
Sigismund_III_Vasa,John_II_Casimir_Vasa
Martim_Afonso_de_Sousa,John_III_of_Portugal
Prince_Muhammad_bin_Talal,Prince_Talal_bin_Muhammad
Nader_al-Dahabi,Abdullah_II_of_Jordan
"Thomas,_Count_of_Savoy",Margaret_of_Geneva
Augustus_II_the_Strong,Christiane_Eberhardine_of_Brandenburg-Bayreuth
Ferdinand_I_of_Portugal,Henry_II_of_Castile
David_Starčević,Franz_Joseph_I_of_Austria
Christian_I_of_Denmark,Dorothea_of_Brandenburg
Saovabha_Phongsri,Asdang_Dejavudh
"Bernhard_I,_Duke_of_Saxe-Meiningen",Elisabeth_Eleonore_of_Brunswick-Wolfenbüttel
"William_Lygon,_7th_Earl_Beauchamp",Queen_Victoria
Sultan_Ahmad_of_Brunei,Sharif_Ali
Clare_Sheridan,Margaret_Sheridan_(writer)
Wollert_Konow_(Prime_Minister_of_Norway),Haakon_VII_of_Norway
Reftarıdil_Kadın,Murad_V
Hongzhi_Emperor,Zhengde_Emperor
Philippa_of_England,Dorothea_of_Brandenburg
Ingeborg_Eriksdotter_of_Sweden,Birger_Jarl
Constantius_II,Decentius
Maria_Vittoria_dal_Pozzo,"Prince_Vittorio_Emanuele,_Count_of_Turin"
Maria_Theresa,"Francis_I,_Holy_Roman_Emperor"
Malcolm_III_of_Scotland,Edmund_of_Scotland
Leslie_Lynch_King_Sr.,Dorothy_Ayer_Gardner_Ford
Vasily_II_of_Moscow,Andrey_Bolshoy
Abdullah_bin_Abdul_Rahman_Al_Hussein,Abdullah_of_Saudi_Arabia
Dolores_Guinness,Victoria_Niarchos
Win_Maung,Ne_Win
Inspector_Morse,John_Thaw
Antiochus_IV_Epiphanes,Laodice_IV
Emperor_Xiaozong_of_Song,Emperor_Guangzong_of_Song
John_Hemings,Sally_Hemings
"Augustus_George,_Margrave_of_Baden-Baden",Princess_Marie_Victoire_d'Arenberg
Francis_Knollys_(the_elder),Robert_Knollys_(politician_died_1619)
Fredrik_von_Essen,Oscar_II_of_Sweden
Princess_Dorothea_of_Courland,Pauline_de_Talleyrand-Périgord
Margery_Wentworth,Jane_Seymour
"Adolf_Frederick_I,_Duke_of_Mecklenburg",Anna_Maria_of_Ostfriesland
"Charles_III,_Duke_of_Parma","Robert_I,_Duke_of_Parma"
Henri_de_Rothschild,Philippe_de_Rothschild
Al-Amir_bi-Ahkami'l-Lah,Al-Hafiz
"Charles_Paulet,_2nd_Duke_of_Bolton","Henry_Somerset,_2nd_Duke_of_Beaufort"
George_I_of_Great_Britain,George_II_of_Great_Britain
Duke_Wu_of_Qin,Chuzi_I
Princess_Agnes_of_Hohenlohe-Langenburg,Adelaide_of_Löwenstein-Wertheim-Rosenberg
Princess_Louise_of_Belgium,Prince_Philipp_of_Saxe-Coburg_and_Gotha
Princess_Isabelle_of_Orléans-Braganza,"Prince_Thibaut,_Count_of_La_Marche"
Louis_Botha,George_V
"Sir_William_Meredith,_3rd_Baronet","Simon_Luttrell,_1st_Earl_of_Carhampton"
"James_Stewart,_5th_High_Steward_of_Scotland","Walter_Stewart,_6th_High_Steward_of_Scotland"
André_Antoine,"Georg_II,_Duke_of_Saxe-Meiningen"
Liu_Sheng_(Southern_Han),Liu_Chang_(Jixing)
Jacques_Hébert_(Canadian_politician),Pierre_Trudeau
Cecil_B._DeMille,Richard_de_Mille
Andrew_Tuason,Jackie_Chan
"Elizabeth_of_Carinthia,_Queen_of_Sicily",Peter_II_of_Sicily
John_Morison_Gibson,"Prince_Arthur,_Duke_of_Connaught_and_Strathearn"
Grand_Duchess_Maria_Nikolaevna_of_Russia_(1819–1876),"George_Maximilianovich,_6th_Duke_of_Leuchtenberg"
Matilda_of_Flanders,Constance_of_Normandy
Chulabhorn_Walailak,Adityadhornkitikhun
Wilhelm_Mohr,Conrad_Mohr
Joel_Douglas,Peter_Douglas
David_Gilbert_(author),John_Cheever
Hawke_Government,Elizabeth_II
Christopher_Chavasse,David_Say
Louis_Ducruet,"Charlene,_Princess_of_Monaco"
"David_Boyle,_7th_Earl_of_Glasgow",Queen_Victoria
Vlad_the_Impaler,Mihnea_cel_Rău
Sancha_of_León,Alfonso_VI_of_León_and_Castile
John_of_Bohemia,"Charles_IV,_Holy_Roman_Emperor"
MacCallum_Grant,George_V
Atikah_bint_Murrah,Muhammad
"Augustus_George,_Margrave_of_Baden-Baden","Charles_Frederick,_Grand_Duke_of_Baden"
Charles_V_of_France,Charles_VI_of_France
George_Anthony_Walkem,Queen_Victoria
Constantina_(empress),Maurice_(emperor)
Louis_XII_of_France,Francis_I_of_France
Archduke_Carl_Christian_of_Austria,Archduchess_Marie_Astrid_of_Austria
Edmund_Mortimer_(1302–1331),"Elizabeth_de_Badlesmere,_Countess_of_Northampton"
"Charles_Brandon,_1st_Duke_of_Suffolk","Mary_Tudor,_Queen_of_France"
William_Isaac,Ronald_Reagan
Hannah_Bronfman,Samuel_Bronfman
Julie_Clary,Maria_Luisa_of_Parma
Thazata,Minkhaung_of_Mrauk-U
Lunalilo,Kalākaua
"Frederick_VII,_Margrave_of_Baden-Durlach",Augusta_Marie_of_Holstein-Gottorp
Ramiro_I_of_Aragon,"Agnes,_wife_of_Ramiro_I_of_Aragon"
"Victoria_Eugenia_Fernández_de_Córdoba,_18th_Duchess_of_Medinaceli",Prince_Marco_of_Hohenlohe-Langenburg
"Harold_R._Tyler,_Jr.",Gerald_Ford
George_H._W._Bush,Dick_Cheney
Nancy_Reagan,Ronald_Reagan
Jean-Jacques_Willmar,William_II_of_the_Netherlands
Infanta_Eulalia_of_Spain,Luís_Fernando_de_Orleans_y_Borbón
Stephen_Devereux,William_Devereux_(1219_to_1265)
"Henry_III,_Margrave_of_Meissen","Albert_II,_Margrave_of_Meissen"
"Heinrich_XX,_Prince_Reuss_of_Greiz","Heinrich_XXII,_Prince_Reuss_of_Greiz"
Anwara_Bahar_Chowdhury,Habibullah_Bahar_Chowdhury
John_Compton,Elizabeth_II
"Friedrich_Wilhelm,_Duke_of_Saxe-Meiningen","Anton_Ulrich,_Duke_of_Saxe-Meiningen"
Manco_Inca_Yupanqui,Titu_Cusi
Gisela_Agnes_of_Anhalt-Köthen,"Leopold_II,_Prince_of_Anhalt-Dessau"
Alice_of_Antioch,Bohemond_II_of_Antioch
Empress_Kōjun,Akihito
Blanche_of_Brittany,Philip_of_Artois
Sabina_of_Bavaria,"Ulrich,_Duke_of_Württemberg"
Kwame_Nkrumah,Elizabeth_II
Emperor_Zhongzong_of_Tang,Emperor_Shang_of_Tang
Mansour_bin_Abdulaziz_Al_Saud,Ibn_Saud
Franz_Joseph_I_of_Austria,Empress_Elisabeth_of_Austria
"Otto_I,_Duke_of_Merania","Beatrice_II,_Countess_of_Burgundy"
Xianfeng_Emperor,Empress_Dowager_Ci'an
Urraca_Fernández,Sancho_II_of_Pamplona
John_Zápolya,Isabella_Jagiellon
Vladimir_the_Great,Yaroslav_the_Wise
King_Nan_of_Zhou,Qin_Shi_Huang
Arthur_Wijewardena,Elizabeth_II
John_Barker_(diplomat),George_III_of_the_United_Kingdom
John_Robson_(politician),Queen_Victoria
Wulfhild_of_Norway,"Magnus,_Duke_of_Saxony"
Gebre_Mesqel_Lalibela,Na'akueto_La'ab
Knud_Porse,Christopher_II_of_Denmark
Elisabeth_of_Moravia,Catherine_of_Henneberg
Henry_of_Flanders,Peter_II_of_Courtenay
"Colin_Sutherland,_Lord_Carloway",Elizabeth_II
"Frederick_Albert,_Prince_of_Anhalt-Bernburg","Alexius_Frederick_Christian,_Duke_of_Anhalt-Bernburg"
Silahdar_Damat_Ali_Pasha,Ahmed_III
Nina_Clarkin,Paul_Clarkin
Brooke_Hayward,Dennis_Hopper
Shabaka,Kashta
Maria_of_Montpellier,William_IX_of_Montpellier
María_de_Molina,"Isabella_of_Castile,_Queen_of_Aragon"
D._Lowell_Jensen,Ronald_Reagan
Arabella_Churchill_(royal_mistress),James_II_of_England
James_Alexander_Stewart-Mackenzie,Queen_Victoria
Anne_Marie_d'Orléans,Elisabeth_Christine_of_Brunswick-Wolfenbüttel
"Marie_Louise,_Duchess_of_Parma",Adam_Albert_von_Neipperg
"Humphrey_FitzAlan,_15th_Earl_of_Arundel","William_FitzAlan,_16th_Earl_of_Arundel"
"Frederick_William,_Duke_of_Brunswick-Wolfenbüttel","Charles_II,_Duke_of_Brunswick"
Frederick_the_Fair,"Louis_IV,_Holy_Roman_Emperor"
"Charles_Abbot,_1st_Baron_Colchester",George_III_of_the_United_Kingdom
Ferdinand_von_Hompesch_zu_Bolheim,Paul_I_of_Russia
Bruce_Lee,Linda_Lee_Cadwell
Ceawlin_of_Wessex,Ceol_of_Wessex
Bolesław_IV_the_Curly,"Leszek,_Duke_of_Masovia"
Bezmiâlem_Sultan,Nakşidil_Sultan
Leonard_B._Sand,Jimmy_Carter
'Abd_ar-Rahman_ibn_Muhammad_al-Amin,Umar_of_Borno
"Henri,_Count_of_Chambord",Archduchess_Maria_Theresa_of_Austria-Este_(1817–1886)
Muqrin_bin_Abdulaziz,Saud_bin_Abdul_Muhsin_Al_Saud
Al-Said_Barakah,Solamish
Doug_Lewis,Joe_Clark
Yesun_Temur_(Chagatai_Khanate),Chagatai_Khan
Infanta_Maria_Theresa_of_Portugal,Archduke_Karl_Ludwig_of_Austria
Johnny_Smith,Bing_Crosby
Else_Fisher,Ingmar_Bergman
"Ernest,_Elector_of_Saxony","Elisabeth_of_Bavaria,_Electress_of_Saxony"
John_Chiang_(California_politician),Arnold_Schwarzenegger
"Honoré_III,_Prince_of_Monaco","Honoré_IV,_Prince_of_Monaco"
Edward_Terry_Sanford,Theodore_Roosevelt
Dorothea_of_Brandenburg,Christina_of_Saxony
Túpac_Huallpa,Manco_Inca_Yupanqui
Christine_Charlotte_of_Württemberg,"Christian_Everhard,_Prince_of_East_Frisia"
W._A._G._Young,Queen_Victoria
Francine_Racette,Donald_Sutherland
Archduchess_Elisabeth_Franziska_of_Austria,Archduke_Charles_Stephen_of_Austria
Kitty_Dukakis,Joan_Mondale
"John_Hely-Hutchinson,_3rd_Earl_of_Donoughmore",Thomas_Wyse
Magnús_Óláfsson,Guðrøðr_Magnússon
Grand_Duchess_Maria_Alexandrovna_of_Russia,Marie_of_Romania
"George_Thynne,_2nd_Baron_Carteret",George_III_of_the_United_Kingdom
William_H._Timbers,Dwight_D._Eisenhower
Helvis_of_Ibelin,"Philip_of_Montfort,_Lord_of_Tyre"
Duke_George_of_Oldenburg,Duke_Peter_Georgievich_of_Oldenburg
Yelü_Bei,Emperor_Shizong_of_Liao
A._D._Gordon,Leo_Tolstoy
Rodolfo_Graziani,Victor_Emmanuel_III_of_Italy
Archduke_Franz_Salvator_of_Austria,Archduchess_Marie_Valerie_of_Austria
"Louis,_King_of_Sicily",Peter_II_of_Sicily
Henuttaneb,Thutmose_IV
Tim_&_Bob,Will_Smith
Antiochus_IV_of_Commagene,Gaius_Julius_Archelaus_Antiochus_Epiphanes
"Charles_Cripps,_1st_Baron_Parmoor","James_Gascoyne-Cecil,_4th_Marquess_of_Salisbury"
Elma_Yerburgh,"Robert_Yerburgh,_1st_Baron_Alvingham"
"Prince_Thomas,_Duke_of_Genoa","Prince_Filiberto,_Duke_of_Genoa"
"Frederick_Marquis,_1st_Earl_of_Woolton",Elizabeth_II
Charlotte_of_Mecklenburg-Strelitz,Charlotte_of_Mecklenburg-Strelitz
Russell_Goldsmith,Benjamin_N._Maltz
Prince_Nicholas_of_Greece_and_Denmark,Princess_Marina_of_Greece_and_Denmark
Paul_Weitz_(filmmaker),Chris_Weitz
Edward_Sassoon,Aline_Caroline_de_Rothschild
Titu_Maiorescu,Carol_I_of_Romania
"Herbert_Bowden,_Baron_Aylestone","George_Thomson,_Baron_Thomson_of_Monifieth"
Sharon_Osbourne,Ozzy_Osbourne
Prince_Henrik_of_Denmark,Princess_Athena_of_Denmark
Kangxi_Emperor,Yongzheng_Emperor
Duchess_Marie_Elisabeth_of_Saxony,Augusta_Marie_of_Holstein-Gottorp
Princess_Elisabeth_of_Savoy,Archduke_Rainer_Ferdinand_of_Austria
Olav_V_of_Norway,Harald_V_of_Norway
"Charles_II,_Archduke_of_Austria","Ferdinand_II,_Holy_Roman_Emperor"
Jack_Pumpkinhead,L._Frank_Baum
Kīnaʻu,Kamehameha_IV
Eleanor_of_Aquitaine,Louis_VII_of_France
Donald_Dunstan_(governor),Elizabeth_II
Iggie_Wolfington,Paul_Newman
Dara_Rasmi,Chulalongkorn
"Philippe_I,_Duke_of_Orléans","Philippe_II,_Duke_of_Orléans"
John_Ames_(captain),Oakes_Ames
"Isabella_of_Burgundy,_Queen_of_Germany",Rudolf_I_of_Germany
Maria_of_Jülich-Berg,"John_III,_Duke_of_Cleves"
Abdul_Jalil_of_Perak,Sultan_of_Perak
John_Paul_Getty_Jr.,Gordon_Getty
Kamehameha_III,Kalama
"Francis_Dashwood,_11th_Baron_le_Despencer",George_III_of_the_United_Kingdom
Leszek_II_the_Black,Henryk_IV_Probus
Higashifushimi_Kunihide,Hirohito
Jeanne_d'Évreux,Charles_IV_of_France
Nayef_bin_Abdul-Aziz_Al_Saud,Abdullah_of_Saudi_Arabia
Chlothar_II,Bertrude
"William_Paulet,_3rd_Marquess_of_Winchester","William_Paulet,_4th_Marquess_of_Winchester"
Paul_Mascarene,George_II_of_Great_Britain
Maria_Beatrix_Krasińska,Edward_Aleksander_Raczyński
"Édouard_Mortier,_duc_de_Trévise",Louis_Philippe_I
Lindsay_Lohan,Ashley_Horn
Vitellius,Claudius
Isabella_of_Angoulême,Isabella_of_Lusignan
"Nadejda_Mountbatten,_Marchioness_of_Milford_Haven","George_Mountbatten,_2nd_Marquess_of_Milford_Haven"
"Rupert,_King_of_Germany","Otto_I,_Count_Palatine_of_Mosbach"
Mian_Ghulam_Shah_Kalhoro,Mian_Sarfraz_Kalhoro_(Khudayar_Khan)
John_Morley,Queen_Victoria
Anne_of_Kiev,Henry_I_of_France
"Barnim_XI,_Duke_of_Pomerania","Philip_I,_Duke_of_Pomerania"
Princess_Alice_of_the_United_Kingdom,Alexandra_Feodorovna_(Alix_of_Hesse)
Sarduri_I,Ishpuini_of_Urartu
Pōmare_II,Teriitaria_II
Ashok_Chavan,Vilasrao_Deshmukh
"William_Tollemache,_9th_Earl_of_Dysart","John_Brocklehurst,_1st_Baron_Ranksborough"
Zayed_Khan,Fardeen_Khan
Fruela_II_of_Asturias,Ordoño_II_of_León
Margaret_of_Provence,Louis_IX_of_France
"Albert_II,_Duke_of_Mecklenburg",Euphemia_of_Sweden
"William_Fitzwilliam,_4th_Earl_Fitzwilliam",George_III_of_the_United_Kingdom
John_E._McCall,Theodore_Roosevelt
"Eric_I,_Duke_of_Saxe-Lauenburg","Albert_II,_Duke_of_Saxony"
Marie_Thérèse_of_France,"Louis_Antoine,_Duke_of_Angoulême"
J._H._Thomas,"James_Gascoyne-Cecil,_4th_Marquess_of_Salisbury"
Jacques_Coghen,Philippe_of_Belgium
George_X_of_Kartli,Luarsab_II_of_Kartli
Jim_Walton,S._Robson_Walton
Peter_Murcott_Bunting,Elizabeth_II
"Hugh_de_Stafford,_2nd_Earl_of_Stafford",Philippa_de_Beauchamp
Duke_George_of_Oldenburg,Duke_Peter_Georgievich_of_Oldenburg
Mohammed_VI_of_Morocco,Princess_Lalla_Salma_of_Morocco
Theobald_I_of_Navarre,"Beatrice_of_Navarre,_Duchess_of_Burgundy"
"Nikolaus,_Count_Esterházy",Krisztina_Nyáry
Charles_VII_of_France,Charlotte_de_Brézé
"Charles_II_August,_Duke_of_Zweibrücken",Maximilian_I_Joseph_of_Bavaria
"Laurence_Hyde,_1st_Earl_of_Rochester",James_II_of_England
"Lloyd_Kenyon,_1st_Baron_Kenyon",George_III_of_the_United_Kingdom
Thomas_S._Gates_Jr.,George_H._W._Bush
Sanjō_Sanetomi,Emperor_Meiji
Amyntas_I_of_Macedon,Alexander_I_of_Macedon
Bohemond_II_of_Antioch,Roger_of_Salerno
"Oliver_Ames,_Sr.",Frederick_Lothrop_Ames
Louise_of_Hesse-Kassel,Prince_Valdemar_of_Denmark
Inês_de_Castro,Peter_I_of_Portugal
Suriyothai,Maha_Chakkraphat
"Ferdinand_II,_Holy_Roman_Emperor",Archduchess_Maria_Anna_of_Austria_(1610–1665)
Ferdinand_I_of_Naples,Alfonso_II_of_Naples
Graham_Joyce,Ernest_Hemingway
Maria_of_Montpellier,Peter_II_of_Aragon
Ivar_Asjes,Willem-Alexander_of_the_Netherlands
"Charles_Canning,_1st_Earl_Canning",Queen_Victoria
Sophie_Angelika_of_Württemberg-Oels,"Frederick_Henry,_Duke_of_Saxe-Zeitz-Pegau-Neustadt"
"John_Fane,_7th_Earl_of_Westmorland",George_II_of_Great_Britain
Peter_III_of_Portugal,Maria_I_of_Portugal
Sarah-Theodora,Ivan_Alexander_of_Bulgaria
Fu_Gongshi,Emperor_Gaozu_of_Tang
Pwa_Saw,Pwa_Saw_of_Thitmahti
Anthony_M._Jones,R._Kelly
Ralph_Champneys_Williams,Queen_Victoria
Charles_Morris_(surveyor_general),George_III_of_the_United_Kingdom
Edward_IV_of_England,Henry_VI_of_England
Philip_III_of_France,"Marie_of_Brabant,_Queen_of_France"
"George_II,_Prince_of_Waldeck_and_Pyrmont",Princess_Emma_of_Anhalt-Bernburg-Schaumburg-Hoym
Qutb_al-Din_Aibak,Iltutmish
Sidonie_of_Poděbrady,"Albert_III,_Duke_of_Saxony"
Sten_Sture_the_Elder,Svante_Nilsson_(regent_of_Sweden)
John_Abbott,Queen_Victoria
Henry_(VII)_of_Germany,Conrad_IV_of_Germany
"Prince_Jean,_Duke_of_Guise","Henri,_Count_of_Paris"
"Frederick_Casimir,_Count_Palatine_of_Zweibrücken-Landsberg","John_II,_Count_Palatine_of_Zweibrücken"
Raja_Bajau,Ibrahim_Shah_of_Johor
Margaret_of_Brunswick-Lüneburg,"John_Casimir,_Duke_of_Saxe-Coburg"
"Patrick_Bowes-Lyon,_15th_Earl_of_Strathmore_and_Kinghorne","Claude_Bowes-Lyon,_14th_Earl_of_Strathmore_and_Kinghorne"
Queen_Victoria,Princess_Alice_of_the_United_Kingdom
Maria_Salviati,Giovanni_dalle_Bande_Nere
"Margaret_of_Austria,_Queen_of_Spain",Philip_IV_of_Spain
Hatice_Muazzez_Sultan,Turhan_Hatice_Sultan
William_Jervois,Queen_Victoria
Constance_of_Hungary,Ottokar_I_of_Bohemia
Saud_bin_Nayef,Nayef_bin_Abdul-Aziz_Al_Saud
Joseph_Lyons,George_V
Peter_II_of_Sicily,Euphemia_of_Sicily
Bob_Regan,Billy_Ray_Cyrus
"Charles_II,_Duke_of_Mantua_and_Montferrat","Ferdinando_Carlo_Gonzaga,_Duke_of_Mantua_and_Montferrat"
Katherine_Schwarzenegger,Robert_F._Kennedy
Mariana_Pfaelzer,Jimmy_Carter
Gonçalo_Velho_Cabral,John_I_of_Portugal
Henry_Hicks_(Nova_Scotia_politician),Pierre_Trudeau
"Thomas_de_Grey,_2nd_Earl_de_Grey",Queen_Victoria
Empress_Xiaoyichun,Empress_Xiaoshurui
English_Council_of_State,Charles_II_of_England
William_P._Rogers,Richard_Nixon
Percy_Cradock,Elizabeth_II
Bruce_Norris_(ice_hockey),James_D._Norris
Christian_IX_of_Denmark,Frederick_VIII_of_Denmark
Guy_of_Thouars,"Constance,_Duchess_of_Brittany"
Henry_the_Fowler,"Otto_I,_Holy_Roman_Emperor"
Herbert_M._Harriman,W._Averell_Harriman
Balthasar_Gérard,William_the_Silent
Norodom_of_Cambodia,Sisowath_of_Cambodia
Dina_bint_'Abdu'l-Hamid,Princess_Muna_al-Hussein
Milan_Smith,George_W._Bush
Humphry_Davy,Benjamin_Thompson
Rixa_of_Werle,"Albert_II,_Duke_of_Brunswick-Lüneburg"
Gholamreza_Shafeei,Akbar_Hashemi_Rafsanjani
Ahmed_Balafrej,Mohammed_V_of_Morocco
Tim_Rice,Andrew_Lloyd_Webber
Keohohiwa,Kepookalani
George_Tupou_II,ʻAnaseini_Takipō
Harald_Sigtryggsson,Maccus_mac_Arailt
John_Garvan_Murtha,Bill_Clinton
Alexander_Haig,Ronald_Reagan
Karl_von_Stürgkh,Franz_Joseph_I_of_Austria
Cyrus_the_Great,Bardiya
Sultan_Muda,Sri_Alam
Koca_Sinan_Pasha,Murad_III
Chen_Deming,Bo_Xilai
"Jane_Percy,_Duchess_of_Northumberland",Elizabeth_II
Tom_C._Korologos,George_W._Bush
Al_Schmitt,Barbra_Streisand
Nigel_Lawson,Margaret_Thatcher
"Otto_I,_Duke_of_Saxony",Henry_the_Fowler
Ken_Starr,Ronald_Reagan
Daniel_Fried,George_W._Bush
Mad_Jack_Fuller,Hans_Sloane_(MP)
Thomas_Wilson_Paterson,"Prince_Arthur,_Duke_of_Connaught_and_Strathearn"
Rod_Paige,George_W._Bush
John_Paul_Stevens,Gerald_Ford
Hector_Barrantes,Susan_Barrantes
Jack_Lew,Bill_Clinton
"William_IV,_Count_of_Toulouse","Philippa,_Countess_of_Toulouse"
Lynn_Redgrave,Natasha_Richardson
Bentor,Bencomo
Erishum_I,Ikunum
Donald_Farquharson_(politician),Edward_VII
Jennie_Eisenhower,John_Eisenhower
Jerome_Courtland,Polly_Bergen
Muhammad_ibn_Abbas,Qutb_al-din_Hasan
Manuel_I_of_Portugal,John_III_of_Portugal
Bayinnaung,Nanda_Bayin
"Matilda_of_Savoy,_Queen_of_Portugal",Urraca_of_Portugal
Cain_Mathema,Robert_Mugabe
Jan_Karol_Chodkiewicz,Anna_Alojza_Ostrogska
Dorothea_Augusta_of_Schleswig-Holstein-Gottorp,"Joachim_Ernest,_Duke_of_Schleswig-Holstein-Sonderburg-Plön"
Lord_George_Manners-Sutton,"John_Manners,_Marquess_of_Granby"
Philip_Ó_Ceallaigh,Ernest_Hemingway
"Pedro_de_Sousa_Holstein,_1st_Duke_of_Palmela",Maria_II_of_Portugal
Paul_G._Cassell,George_W._Bush
Orlando_Smith,Elizabeth_II
Helen_Connon,John_Macmillan_Brown
Princess_Sophie_of_Liechtenstein,"Charles,_6th_Prince_of_Löwenstein-Wertheim-Rosenberg"
"Robert_Stewart,_Duke_of_Albany","Murdoch_Stewart,_Duke_of_Albany"
Alfonsyna_Miączyńska,Jadwiga_Dzieduszycka
Dane_Witherspoon,Robin_Wright
"Friedrich,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg","Friedrich_Ferdinand,_Duke_of_Schleswig-Holstein"
"Margherita,_Archduchess_of_Austria-Este","Prince_Lorenz_of_Belgium,_Archduke_of_Austria-Este"
Arthur_Johnston_(composer),Bing_Crosby
Arnold_Morley,Queen_Victoria
Princess_Therese_of_Nassau-Weilburg,Duke_Constantine_Petrovich_of_Oldenburg
François_Clouet,Francis_I_of_France
Ahmad_Shah_Qajar,Mohammad_Ali_Shah_Qajar
Joan_the_Lame,John_II_of_France
George_Curtis_Smith,Ronald_Reagan
Gildo_Pastor,Victor_Pastor
Martin_Scorsese,Julia_Cameron
Princess_Helena_of_Nassau,Princess_Elisabeth_of_Waldeck_and_Pyrmont
"Maria,_wife_of_Ivan_Vladislav",Ivan_Vladislav_of_Bulgaria
Guidobaldo_da_Montefeltro,Cesare_Borgia
Sophie_Thompson,Richard_Lumsden
"Robert_de_Vere,_Duke_of_Ireland",Agnes_de_Launcekrona
Pedro_I_of_Brazil,Pedro_II_of_Brazil
Ecgwynn,Edward_the_Elder
Rocky_Balboa,Sylvester_Stallone
Saud_bin_Fahd_Al_Saud,Fahd_of_Saudi_Arabia
Maria_of_Swabia,Beatrice_of_Brabant
Robert_II_of_France,"Hedwig_of_France,_Countess_of_Nevers"
"Frederick_Stanley,_16th_Earl_of_Derby","John_Hamilton-Gordon,_1st_Marquess_of_Aberdeen_and_Temair"
"Richard_Arden,_1st_Baron_Alvanley",George_III_of_the_United_Kingdom
Piero_de_Ponte,"Charles_V,_Holy_Roman_Emperor"
