Vernon_Singer,Odoardo_Di_Santo
"Conrad,_Margrave_of_Meissen",Henry_of_Groitzsch
Robert_Wynne,Theodore_Roosevelt
Suat_Hayri_Ürgüplü,Süleyman_Demirel
Alexander_II_of_Scotland,Alexander_III_of_Scotland
Sharifah_Rodziah_Syed_Alwi_Barakbah,Putra_of_Perlis
"Ferdinando_Carlo_Gonzaga,_Duke_of_Mantua_and_Montferrat","Charles_II,_Duke_of_Mantua_and_Montferrat"
Arthur_Rimbaud,Bob_Dylan
George_H._W._Bush,John_A._Scali
Ateghe_Sediqi,Khojaste_Bagherzadeh
Jeb_Bush,George_P._Bush
Dorothea_Marie_of_Saxe-Gotha-Altenburg,Dorothea_Maria_of_Saxe-Gotha-Altenburg
Will_Hoebee,David_Soul
Thomas_J._Oakley,Martin_Van_Buren
Michael_Corleone,Carlo_Rizzi_(The_Godfather)
Jean_Ping,Nkosazana_Dlamini-Zuma
Nicolae_Văcăroiu,Traian_Băsescu
Alice_M._Batchelder,Danny_Julian_Boggs
Jerzy_Miller_(politician),Lech_Kaczyński
Stanley_Ho,Sabrina_Ho
"Elisabeth_of_Brunswick-Wolfenbüttel,_Duchess_of_Saxe-Altenburg",Princess_Elisabeth_Sophie_of_Saxe-Altenburg
David_Lange,Geoffrey_Palmer_(politician)
Saw_Taw_Oo_of_Sagaing,Min_Pyan_of_Ava
Timeline_of_the_governorship_of_Ezenwo_Nyesom_Wike,Ipalibo_Banigo
Danilo_Medina,Leonel_Fernández
John_of_Brienne,"Baldwin_II,_Latin_Emperor"
Alexander_Griboyedov,Nicholas_I_of_Russia
"Lilian,_Princess_of_Réthy",Princess_Marie-Christine_of_Belgium
Michael_Krešimir_II_of_Croatia,Krešimir_I_of_Croatia
Jeff_Gordon,Bobby_Labonte
Fujiwara_no_Onshi,Princess_Seishi
"Ernst_I,_Duke_of_Saxe-Altenburg","Georg,_Duke_of_Saxe-Altenburg"
"William_Paulet,_1st_Marquess_of_Winchester","Charles_Brandon,_1st_Duke_of_Suffolk"
Thomas_Benedict,Daniel_Kellogg_(settler)
Daniel_Andrews,Marsha_Thomson
Francesco_II_Sforza,Philip_II_of_Spain
Bjørn_Bjørnson,Sigurd_Ibsen
"John,_King_of_Denmark",Christian_I_of_Denmark
Charles_XV_of_Sweden,Oscar_II_of_Sweden
Benazir_Bhutto,Ghulam_Ishaq_Khan
"Conrad,_Margrave_of_Meissen","Otto_II,_Margrave_of_Meissen"
Eugene_Louis_Dodaro,Barack_Obama
Carlos_Ibáñez_del_Campo,Carlos_Frödden
"Louis_Joseph,_Dauphin_of_France",Marie_Antoinette
"Francis_Russell,_9th_Duke_of_Bedford","George_Russell,_10th_Duke_of_Bedford"
Michele_Mahone,Joan_Rivers
Ed_Conroy_(politician),Corky_Evans
"Henri_Jules,_Prince_of_Condé","Louis,_Prince_of_Condé_(1668–1710)"
Karl_Kautsky,Joseph_Stalin
Tommy_Davis_(Scientology),Anne_Archer
Low_Thia_Khiang,Chiam_See_Tong
"Ulrich,_Duke_of_Mecklenburg","Albrecht_VII,_Duke_of_Mecklenburg"
"Albert_III,_Duke_of_Saxony","Frederick_II,_Elector_of_Saxony"
Raynald_of_Châtillon,Agnes_of_Antioch
Georges_Clemenceau,Paul_Painlevé
Luis_Carrero_Blanco,Francisco_Franco
Ronglu,Youlan_(noble)
"Elizabeth_Darcy,_Countess_of_Ormond","James_Butler,_3rd_Earl_of_Ormond"
Erdal_İnönü,Süleyman_Demirel
Ian_Standish_Monteith_Hamilton,Winston_Churchill
Charles_I_of_Naples,Blanche_of_Castile
"Philip_I,_Landgrave_of_Hesse",Anna_of_Mecklenburg-Schwerin
Elisabeth_Farnese,"Odoardo_Farnese,_Hereditary_Prince_of_Parma"
Lydia_Hearst,Amanda_Hearst
Anne_Wojcicki,Stanley_Wojcicki
Danny_Alexander,George_Osborne
Helle_Thorning-Schmidt,Lars_Løkke_Rasmussen
"Rudolph_Augustus,_Duke_of_Braunschweig-Wolfenbüttel","Augustus_the_Younger,_Duke_of_Brunswick-Lüneburg"
Jessica_Rowe,Juanita_Phillips
Norman_Willmore,John_Lyle_Robinson
Tintin_(character),Hergé
Johnson_Aguiyi-Ironsi,Nnamdi_Azikiwe
Susan_Molinari,Stephen_J._Solarz
Joel_Flaum,Ronald_Reagan
Serhiy_Tihipko,Volodymyr_Stelmakh
Kim_Il-sung,Kim_Il_(politician)
List_of_secondary_nurses_in_ER,Kristen_Johnston
"Charles_Louis,_Prince_of_Anhalt-Bernburg-Schaumburg-Hoym","Victor_I,_Prince_of_Anhalt-Bernburg-Schaumburg-Hoym"
Milan_Kundera,Johann_Sebastian_Bach
Douglas_Alexander,Tony_Blair
Casimir_I_the_Restorer,Mieszko_II_Lambert
Nicholas_II_of_Russia,Maria_Feodorovna_(Dagmar_of_Denmark)
Lim_Yew_Hock,Lee_Kuan_Yew
Abu_Talib_ibn_Abd_al-Muttalib,Aqeel_ibn_Abi_Talib
Cayetano_Arellano,William_McKinley
"Frederick_Francis_II,_Grand_Duke_of_Mecklenburg-Schwerin",Duke_Paul_Frederick_of_Mecklenburg
"William,_Prince_of_Wied","William,_Prince_of_Albania"
Albert_Wheeler_Coffrin,Richard_Nixon
Gevherhan_Sultan_(daughter_of_Selim_II),Selim_II
José_López_Portillo,Mario_Ramón_Beteta
"John_Talbot,_1st_Earl_of_Shrewsbury",Henry_V_of_England
Robert_Menzies,Ben_Chifley
Galeria_Valeria,Fausta
Naresuan,Nanda_Bayin
H._C._Westermann,Jeff_Koons
Margaret_of_Provence,"Margaret_of_France,_Duchess_of_Brabant"
Grant_Devine,Elizabeth_II
Shweta_Shetty,Sarah_Brightman
Edward_II_of_England,Edward_I_of_England
Raj_Kumari_Chauhan,Bijendra_Singh
Aang,Bryan_Konietzko
Grand_Duke_Alexander_Mikhailovich_of_Russia,Prince_Nikita_Alexandrovich_of_Russia
Peter_IV_of_Aragon,"Joanna_of_Aragon,_Countess_of_Ampurias"
Prince_Carlo_Francesco_of_Savoy,Charles_Emmanuel_III_of_Sardinia
Andreas_Whittam_Smith,"George_Lascelles,_7th_Earl_of_Harewood"
Arthur_Balfour,William_Ewart_Gladstone
Fred_Nile,Don_Harwin
Egidiola_Gonzaga,Bianca_of_Savoy
Princess_Maria_Francesca_of_Savoy,Elena_of_Montenegro
"Frederick_I,_Duke_of_Saxe-Gotha-Altenburg",Anna_Sophie_of_Saxe-Gotha-Altenburg
Bülent_Ecevit,Abdullah_Gül
Li_Bian,Li_Jingsui
James_Campbell_(governor),George_IV_of_the_United_Kingdom
Artie_Lange,Howard_Stern
"Philibert_II,_Duke_of_Savoy","Philip_II,_Duke_of_Savoy"
Milla_Jovovich,Galina_Jovovich
Valerie_Strachan,Tony_Blair
Jiří_Paroubek,Václav_Klaus
Injong_of_Joseon,Myeongjong_of_Joseon
"Edgar,_Duke_of_Cambridge",James_II_of_England
Tom_Wilson_(record_producer),Bob_Dylan
Euphemia_of_Sweden,Ingeborg_of_Norway
"William_Christoph,_Landgrave_of_Hesse-Homburg",Margaret_Elisabeth_of_Leiningen-Westerburg
Rob_Fraboni,Bob_Dylan
Paolo_Duterte,Vicente_Duterte
Ryan_Tubridy,Todd_Andrews
"Charles_Vane-Tempest-Stewart,_7th_Marquess_of_Londonderry","James_Caulfeild,_8th_Viscount_Charlemont"
Hortensio_Quijano,Juan_Perón
Didymus_Mutasa,Morgan_Tsvangirai
William_Crowninshield_Endicott,Grover_Cleveland
Milena_Vukotić,Princess_Anastasia_of_Montenegro
Fazle_Haq,Benazir_Bhutto
"Otto_IV,_Holy_Roman_Emperor",Philip_of_Swabia
Mohammed_Ben_Aarafa,Mohammed_V_of_Morocco
Eleftherios_Venizelos,George_II_of_Greece
Rob_Chiarelli,LeAnn_Rimes
Murad_III,Mehmed_III
"Prince_Aimone,_Duke_of_Aosta",Charles_I_of_Austria
Luis_Eduardo_Moreno,Carlos_Alberto_Baena
"Antony_Head,_1st_Viscount_Head",Winston_Churchill
Talia_Shire,Carmine_Coppola
Joyce_Bulifant,John_Asher
Pete_(Disney),Arthur_Burghardt
Beth_Bloom,Barack_Obama
Barack_Obama,Roland_Burris
Tom_Vilsack,Barack_Obama
"George_Victor,_Prince_of_Waldeck_and_Pyrmont",Princess_Marie_of_Waldeck_and_Pyrmont
Hafiz_Alam_Sairani,Deepa_Dasmunsi
Mahathammarachathirat_(king_of_Ayutthaya),Maha_Chakkraphat
Barbara_Hutton,Dina_Merrill
Carlos_Andrés_Pérez,Luis_Piñerúa_Ordaz
José_Pampuro,Beatriz_Rojkés_de_Alperovich
Harold_Herath,G._L._Peiris
Andrew_MacKay,Greg_Knight
Joniece_Jamison,Sylvie_Vartan
Przemysł_II,Wenceslaus_II_of_Bohemia
Sirajuddin_of_Perlis,Salahuddin_of_Selangor
Christian_I_of_Denmark,Charles_VIII_of_Sweden
Zainab_Sultan_Begum,Khanzada_Begum
Jakub_Sobieski,Jadwiga_Snopkowska
Robert_Louis_Stevenson,Charles_Dickens
Chrystia_Freeland,Justin_Trudeau
Michael_Cruz,Ray_Tenorio
Miguel_Ferrer,José_Ferrer
Theodore_Roosevelt,Alice_Roosevelt_Longworth
Sergey_Shoygu,Dmitry_Medvedev
Marko_Kon,Jelena_Tomašević
Konstancja_Poniatowska,Kazimierz_Poniatowski
Rick_Grimes,Andrew_Lincoln
"Joseph_Wenzel_I,_Prince_of_Liechtenstein","Anton_Florian,_Prince_of_Liechtenstein"
Heraclius_II_of_Georgia,Tamar_of_Kartli
Mary_Dudley,"Robert_Sidney,_1st_Earl_of_Leicester"
James_VI_and_I,"Mary,_Queen_of_Scots"
"William_V,_Prince_of_Orange","William_IV,_Prince_of_Orange"
Angus_Lewis_Macdonald,Elizabeth_II
Nasser_bin_Abdulaziz_Al_Saud,Ibn_Saud
Victor_Emmanuel_II_of_Italy,Maria_Pia_of_Savoy
Herbert_von_Bismarck,Johanna_von_Puttkamer
Princess_Marie_of_Schwarzburg-Rudolstadt,Duchess_Elisabeth_Alexandrine_of_Mecklenburg-Schwerin
William_F._Whiting,Calvin_Coolidge
Thomas_Betts,Samuel_Keeler
Freddie_Fox_(actor),Edward_Fox_(actor)
Wilhelmina_of_the_Netherlands,Juliana_of_the_Netherlands
Catherine_of_Valois,Charles_VI_of_France
Larry_David,Mel_Brooks
Phil_Hope,Gordon_Brown
Wilhelm_Murr,Adolf_Hitler
Clarence_Gosse,Elizabeth_II
Ayşe_Hatun_(wife_of_Murad_IV),Ayşe_Hatun_(wife_of_Osman_II)
Princess_Margaret_Yolande_of_Savoy,"Victor_Amadeus_I,_Duke_of_Savoy"
Don_Mazankowski,Joe_Clark
Christian_Poncelet,Nicolas_Sarkozy
Harry_T._Edwards,Jimmy_Carter
Kamakahelei,Kaumualii
Rupert_Murdoch,Lachlan_Murdoch
Philip_the_Good,Charles_the_Bold
Joaquim_António_de_Aguiar,Maria_II_of_Portugal
Frank_Sinatra,Dolly_Sinatra
Gerald_Ford,Richard_Vander_Veen
Paul_I_of_Russia,Alexander_I_of_Russia
Eldon_Gorst,Abbas_II_of_Egypt
"William_Astor,_3rd_Viscount_Astor","Nancy_Astor,_Viscountess_Astor"
Siti_Hartinah,Siti_Hardiyanti_Rukmana
Carlos_Slim,Bill_Gates
Rafael_Urdaneta,José_Antonio_Páez
"Bernhard,_Count_of_Anhalt",Henry_the_Lion
"James_Drummond,_4th_Earl_of_Perth",James_II_of_England
Audrey_Napoleon,Nero
"John_Fane,_10th_Earl_of_Westmorland",George_IV_of_the_United_Kingdom
"Victor_Frederick,_Prince_of_Anhalt-Bernburg","Frederick_Albert,_Prince_of_Anhalt-Bernburg"
Mao_Fumei,Chiang_Ching-kuo
Armando_Sanchez,Hermilando_Mandanas
Nicholas_Longworth,John_Q._Tilson
Ibrahim_of_the_Ottoman_Empire,Mehmed_IV
Henry_I_of_France,Robert_II_of_France
John_L._Burton,Phillip_Burton
Vajiralongkorn,Sirikit
Sigmund_Freud,Charles_Darwin
"David_Carnegie,_4th_Duke_of_Fife","Caroline,_Lady_Worsley"
Ann_Romney,Edward_Roderick_Davies
José_Antonio_Pareja,Ferdinand_VII_of_Spain
Charlie_Sheen,Martin_Sheen
Kuk_Harrell,Janet_Jackson
Adelina_of_Holland,Lutgardis_of_Luxemburg
Nkosazana_Dlamini-Zuma,Nelson_Mandela
Ray_Burke_(Irish_politician),Jack_Lynch
Maria_Theresa_of_Naples_and_Sicily,Maria_Ludovika_of_Austria-Este
Rawer,Hetepheres_II
Pedro_Paterno,Ferdinand_Marcos
"Margaret_of_Bavaria,_Electress_Palatine","Louis_IX,_Duke_of_Bavaria"
Jens_Otto_Krag,Hilmar_Baunsgaard
John_Dalgleish_Donaldson,"Mary,_Crown_Princess_of_Denmark"
Early_life_of_Augustus,Tiberius
Ridwan_Kamil,Susilo_Bambang_Yudhoyono
Alex_Sink,Charlie_Crist
Den_(pharaoh),Djet
Robert_G._Ingersoll,Mark_Twain
Philip_Goldberg,George_W._Bush
Blanche_I_of_Navarre,Charles_III_of_Navarre
Prolyfic,Kanye_West
George_R._Carter,Theodore_Roosevelt
Elie_Wiesel,George_Clooney
Henry_Kissinger,Alexander_Haig
William_Robinson_Pattangall,William_Tudor_Gardiner
"Henry_III,_Holy_Roman_Emperor",Judith_of_Swabia
Stephen_Conroy,Anthony_Albanese
Julian_McMahon,Sonia_McMahon
Valdemar_II_of_Denmark,Sophia_of_Minsk
Minkhaung_I,Saw_Beza
Gisela_of_Swabia,"Herman_II,_Duke_of_Swabia"
Sigismund_III_Vasa,John_III_of_Sweden
Yone_Noguchi,Isamu_Noguchi
"Karl_Christoph,_Duke_of_Münsterberg","John,_Duke_of_Münsterberg-Oels"
Billy_Mann,John_Legend
Leszek_the_White,Bolesław_V_the_Chaste
Richard_Mentor_Johnson,Thomas_Sandford
Frank_Fenter,Bobby_Darin
Maria_Francisca_of_Savoy,Élisabeth_de_Bourbon
Michael_Howard,Michael_Ancram
Zooel_Morshed,Bappa_Mazumder
Stanisław_August_Poniatowski,Augustus_III_of_Poland
James_McArthur,James_MacArthur
Jennifer_Garner,Casey_Affleck
Emmanuel_Théodose_de_La_Tour_d'Auvergne_(1668–1730),Marie_Charlotte_de_La_Tour_d'Auvergne
"Alix,_Dowager_Princess_of_Ligne",Princess_Christine_of_Orléans-Braganza
Princess_Luisa_Carlotta_of_Naples_and_Sicily,Francis_I_of_the_Two_Sicilies
Fitz-John_Winthrop,Robert_Treat
John_Bartlett_(Connecticut_politician),Samuel_Marvin
Flamur_Noka,Sali_Berisha
Philip_Basset,"Hugh_le_Despencer,_1st_Baron_le_Despencer"
George_Bonham,John_Bowring
Louise_de_Coligny,Gaspard_II_de_Coligny
Empress_Meng,Empress_Liu_(Zhezong)
Frank_Almaguer,Bill_Clinton
Empress_Dowager_Xiaozhuang,Shunzhi_Emperor
Abbhantripaja,Chulalongkorn
Jack_Straw,William_Hague
Gorm_the_Old,Harald_Bluetooth
"Infante_Alfonso,_Duke_of_Galliera","Infante_Antonio,_Duke_of_Galliera"
"Louis_Philippe_I,_Duke_of_Orléans","Louis_d'Orléans,_Duke_of_Orléans"
Son_Sen,Pol_Pot
David_Hentschel,George_Harrison
John_W._Snow,George_W._Bush
Norodom_Ranariddh,Norodom_Sihanouk
Muhammad_Jamalul_Alam_II,Ahmad_Tajuddin
Zhuo_Lin,Wang_Yeping
Murad_III,Selim_II
Frank_Church,Harrison_A._Williams
Elizabeth_of_Austria_(1436–1505),Barbara_Jagiellon
Kamehameha_IV,Kīnaʻu
"Margaret_Jay,_Baroness_Jay_of_Paddington",Tony_Blair
Marta_Suplicy,Romeu_Tuma
Ferdinand_Lumbantobing,Sukarno
Peter_Gabriel,Sting_(musician)
Soha_Ali_Khan,Saif_Ali_Khan
Ayşenur_İslam,Recep_Tayyip_Erdoğan
"Edward_Seymour,_12th_Duke_of_Somerset","John_Manners,_7th_Duke_of_Rutland"
Hugh_III_of_Cyprus,Margaret_of_Lusignan
"Bernard_Fitzalan-Howard,_16th_Duke_of_Norfolk",George_VI
Gillard_Government,Kevin_Rudd
Maria_Luisa_of_Savoy,Anne_Marie_d'Orléans
S._Iswaran,Lee_Hsien_Loong
Kunti,Arjuna
Nicholas_I_of_Russia,Paul_I_of_Russia
Al_Murray,Steve_Martin
Otto_Plath,Sylvia_Plath
Sansa_Stark,Catelyn_Stark
He_Jingzhi,Hu_Yaobang
Ajay_Piramal,Nandini_Piramal
P._Indra_Reddy,N._T._Rama_Rao
Scott_Morrison,Malcolm_Turnbull
Gerald_Ford,Donald_Rumsfeld
Thutmose_(Vizier),Ramesses_II
Shaddam_IV,José_Ferrer
"Prince_Henry,_Duke_of_Cumberland_and_Strathearn",Princess_Augusta_of_Saxe-Gotha
Lady_Jessica,Alia_Atreides
Renée_Estevez,Janet_Sheen
Nahar_The_Mask,Victoria_Beckham
"Charles_Alexander,_Grand_Duke_of_Saxe-Weimar-Eisenach",Grand_Duchess_Maria_Pavlovna_of_Russia_(1786–1859)
"Christian_Ulrich_I,_Duke_of_Württemberg-Oels","Charles_Frederick_II,_Duke_of_Württemberg-Oels"
Audrey_Napoleon,Nero
Jimmie_Johnson,Tony_Stewart
Prince_Alexander_of_Hesse_and_by_Rhine_(1823–1888),Prince_Francis_Joseph_of_Battenberg
Sara_Evans,Brad_Paisley
Jerry_Abramson,Barack_Obama
"Rufus_Isaacs,_1st_Marquess_of_Reading","Alfred_Lawrence,_1st_Baron_Trevethin"
"John_Casimir,_Duke_of_Saxe-Coburg",Countess_Palatine_Elisabeth_of_Simmern-Sponheim
"Frederick_III,_Duke_of_Holstein-Gottorp","Christian_Albert,_Duke_of_Holstein-Gottorp"
John_Jay,George_Washington
Vajiralongkorn,Sirivannavari_Nariratana
Corky_Evans,Ed_Conroy_(politician)
"Rupprecht,_Crown_Prince_of_Bavaria","Albrecht,_Duke_of_Bavaria"
Mahmud_al-Muntasir,Idris_of_Libya
Władysław_III_Spindleshanks,Władysław_Odonic
Dave_Carlock,Richard_Marx
Christian_Estrosi,Éric_Besson
Lien_Chan,Lee_Teng-hui
Patricia_W._Jones,Patrice_M._Arent
Ronald_Lindsay,"Robert_Vansittart,_1st_Baron_Vansittart"
Alastair_Reynolds,Joan_D._Vinge
Tal_Henry,Bob_Hope
Liaquat_Ali_Khan,Muhammad_Ali_Jinnah
Horace_Silver,Miles_Davis
"Henry,_Marquess_of_Montferrat",Adelaide_of_Susa
John_C._Calhoun,James_Buchanan
"Leopold_I,_Holy_Roman_Emperor","Ferdinand_III,_Holy_Roman_Emperor"
Emperor_Go-Mizunoo,Emperor_Reigen
Mat_Kearney,Brad_Paisley
Charles_II_of_Spain,Philip_V_of_Spain
George_S._Boutwell,Ulysses_S._Grant
Mina_Harker,Peta_Wilson
Martín_De_León,Silvestre_De_León
Æthelred_the_Unready,Sweyn_Forkbeard
Pietro_Badoglio,Victor_Emmanuel_III_of_Italy
Maria_Theresa,"Charles_VI,_Holy_Roman_Emperor"
Stan_Brakhage,David_Fincher
Maria_of_Swabia,Philip_of_Swabia
Pixodarus,Ada_of_Caria
Archduchess_Elisabeth_Amalie_of_Austria,Archduke_Karl_Ludwig_of_Austria
"Frederick_Hamilton-Temple-Blackwood,_1st_Marquess_of_Dufferin_and_Ava","John_Campbell,_9th_Duke_of_Argyll"
Dennis_Chávez,Albert_G._Simms
David_Ladd,Alan_Ladd
Olaf_II_of_Norway,Sweyn_Forkbeard
Dirk_Kempthorne,Larry_Craig
Damian_Taylor,Björk
Keiko_Fujimori,Susana_Higuchi
Einar_Gerhardsen,Rolf_Stranger
Gregory_Howard_Woods,Barack_Obama
Eric_Thompson,Sophie_Thompson
Vladislaus_II_of_Hungary,Louis_II_of_Hungary
Dad_Shah,Mohammad_Reza_Pahlavi
Susan_Buck-Morss,Karl_Marx
James_Hunter_(politician),Jim_Page_(politician)
Rita_Dionne-Marsolais,Jacques_Parizeau
Mary_Downer,Alexander_Downer
Prince_Nicholas_of_Greece_and_Denmark,Olga_Constantinovna_of_Russia
Julius_Maada_Bio,Solomon_Musa
Adrian_Năstase,Ion_Iliescu
Keen_Johnson,Harry_S._Truman
Vilayat_Guliyev,Ilham_Aliyev
Oleg_I_of_Chernigov,Vsevolod_II_of_Kiev
Boris_III_of_Bulgaria,Simeon_Saxe-Coburg-Gotha
Ted_Kennedy,Rose_Kennedy
Mónica_de_Greiff,Virgilio_Barco_Vargas
Emperor_Xiaowu_of_Northern_Wei,Emperor_Jiemin_of_Northern_Wei
Enrique_Gómez_Carrillo,Luis_Cardoza_y_Aragón
Chance_Chancellor,Edward_J._Scott
T._V._Soong,Tan_Yankai
Agnes_of_Hesse,"Philip_I,_Landgrave_of_Hesse"
E._L._B._Hurulle,Dudley_Senanayake
"Philip_Herbert,_4th_Earl_of_Pembroke","Philip_Herbert,_5th_Earl_of_Pembroke"
Gryfina_of_Halych,Rostislav_Mikhailovich
Joan_of_Taranto,Marie_of_Korikos
Princess_Alexandra_Victoria_of_Schleswig-Holstein-Sonderburg-Glücksburg,Prince_Alexander_Ferdinand_of_Prussia
Lady_Abahai,Empress_Xiaocigao_(Qing_dynasty)
Luornu_Durgo,Jerry_Siegel
Jim_Leach,Barack_Obama
Fathurrahman_Kafrawi,Sukarno
Conrad_I_of_Burgundy,Rudolph_II_of_Burgundy
Antiochus_X_Eusebes,Philip_I_Philadelphus
Walter_Devereux_(1411–1459),"Walter_Devereux,_7th_Baron_Ferrers_of_Chartley"
Christian_Wulff,Angela_Merkel
Pierre_Guillaumat,Charles_de_Gaulle
Adrienne_Morrison,Constance_Bennett
Fredo_Corleone,Vito_Corleone
Minamoto_no_Yoritomo,Minamoto_no_Yoriie
Mireya_Moscoso,Ernesto_Pérez_Balladares
Don_Nardella,Marsha_Thomson
Carlos_Lleras_Restrepo,Misael_Pastrana_Borrero
"Frederick_William,_Duke_of_Brunswick-Wolfenbüttel","Charles_II,_Duke_of_Brunswick"
Christian_X_of_Denmark,Frederick_VIII_of_Denmark
Iwa_Koesoemasoemantri,Sukarno
Lucy_Hayes,Julia_Grant
Jane_Mancini,Josie_Bissett
Moza_bint_Nasser,Mohammed_bin_Hamad_bin_Khalifa_Al_Thani
John_G._Rowland,Jodi_Rell
Konrad_I_of_Masovia,Helen_of_Znojmo
Sri_Suriyendra,Mongkut
"John_Colville,_1st_Baron_Clydesmuir",Stanley_Baldwin
Harry_Atkinson,"George_Phipps,_2nd_Marquess_of_Normanby"
Tupou_VI,Tupoutoʻa_ʻUlukalala
Lawrence_Quincy_Mumford,Dwight_D._Eisenhower
Bernard_Jenkin,David_Davis_(British_politician)
William_P._Hobby,Pat_Morris_Neff
William_McChesney_Martin,Richard_Nixon
Alison_Arngrim,Stefan_Arngrim
Giacomo_Agostini,Barry_Sheene
Donald_Stewart_(Alabama_politician),Maryon_Pittman_Allen
Sachi_Parker,Warren_Beatty
Fred_Thompson,Harlan_Mathews
Zhang_Jinghui,Puyi
Hayrünnisa_Gül,Emine_Erdoğan
"Ernest_Augustus,_Elector_of_Brunswick-Lüneburg",George_I_of_Great_Britain
Hubert_Humphrey,Spiro_Agnew
India_Catalina,Pedro_de_Heredia
Thomas_Ewing,William_Henry_Harrison
Tarzan,Bruce_Bennett
"George_Robinson,_1st_Marquess_of_Ripon",Queen_Victoria
Joe_Tripodi,Geoff_Irwin
Dave_Dombrowski,Mike_Ilitch
Michel_Debré,Charles_de_Gaulle
Joan_Kennedy_Taylor,Deems_Taylor
Khaled_Negm,Abdel_Fattah_el-Sisi
Fred_Flintstone,John_Goodman
Joanna_Moore,Tatum_O'Neal
Marion_B._Folsom,Dwight_D._Eisenhower
Emperor_Muzong_of_Liao,Emperor_Jingzong_of_Liao
Harold_Macmillan,Elizabeth_II
Juana_Enríquez,Mariana_Fernández_de_Córdoba_y_Ayala
Paul_Oakenfold,Cher
Ruslan_Abdulgani,Sukarno
John_McEwen,William_Bostock
Marie_Leszczyńska,Princess_Marie_Adélaïde_of_France
Oswald_Mosley,Max_Mosley
John_Copp,Samuel_Keeler
Ahmed_I,Mehmed_III
Tricky_Stewart,The-Dream
Eartha_Kitt,Lee_Meriwether
Earl_Pomeroy,Rick_Berg
List_of_Queer_as_Folk_characters,Peter_Paige
Noble_Ellington,Steve_Pylant
Bekir_Bozdağ,Recep_Tayyip_Erdoğan
Faruk_Çelik,Recep_Tayyip_Erdoğan
Asaf_Sirkis,Caligula
Gayle_Hunnicutt,Nolan_Hemmings
Christopher_Pyne,John_Howard
Nicolas_Sarkozy,Achille_Peretti
William_L._Guy,John_H._Reed
Chuck_Burgi,Billy_Joel
Charlotte_of_Mecklenburg-Strelitz,"Prince_Augustus_Frederick,_Duke_of_Sussex"
Charles_II_of_Navarre,Joan_II_of_Navarre
Archduchess_Marie_Astrid_of_Austria,"Jean,_Grand_Duke_of_Luxembourg"
Patricia_Donoho_Hughes,Jeanne_Dorsey_Mandel
John_Damer,Edward_Harvey_(British_Army_officer)
Bahadur_Shah_I,Aurangzeb
Afonso_III_of_Portugal,Afonso_II_of_Portugal
"Maud,_Countess_of_Huntingdon","Waltheof,_Earl_of_Northumbria"
Tunku_Abdul_Rahman,Kambiz_Atabay
"Albrecht_VII,_Duke_of_Mecklenburg","Christopher,_Duke_of_Mecklenburg"
Eleanor_of_Normandy,Judith_of_Brittany
Mieszko_III_the_Old,Władysław_III_Spindleshanks
Jack_Dromey,Lyn_Brown_(politician)
Robert_M._La_Follette_Sr.,James_O._Davidson
Hannah_Milhous_Nixon,David_Eisenhower
Amy_Ziering,Marilyn_Ziering
"William_Louis,_Duke_of_Württemberg","Eberhard_III,_Duke_of_Württemberg"
"Sigismund,_Holy_Roman_Emperor","Charles_IV,_Holy_Roman_Emperor"
Abdulaziz_bin_Abdullah_bin_Abdulaziz_Al_Saud,Abdullah_of_Saudi_Arabia
Infante_Sebastian_of_Portugal_and_Spain,"Maria_Teresa,_Princess_of_Beira"
Aung_San,Aung_San_Suu_Kyi
John_Podesta,Barack_Obama
Vladimir_Putin,Viktor_Khristenko
Archduke_Joseph_Francis_of_Austria,Archduke_Géza_of_Austria
Early_life_of_Augustus,Tiberius
Prince_William_of_Denmark,Christian_V_of_Denmark
List_of_Neighbours_characters_(2008),Luke_Mitchell
Brooke_Burke,Mark_Ballas
Lucrezia_Tornabuoni,Nannina_de'_Medici
Easy_Mo_Bee,The_Notorious_B.I.G.
Angelica_Schuyler_Church,Elizabeth_Schuyler_Hamilton
Eduardo_Medina-Mora_Icaza,Enrique_Peña_Nieto
George_III_of_the_United_Kingdom,"Prince_Adolphus,_Duke_of_Cambridge"
Freddie_Fields,Kathy_Fields
René_Lévesque,Elizabeth_II
Tachikoma,Sandy_Fox
Stanley_Kowalski,James_Farentino
Princess_Sifrash_Bizu,Amha_Selassie
Radio_Sloan,Courtney_Love
Engelbert_Dollfuss,Ernst_Rüdiger_Starhemberg
Tamar_of_Georgia,George_IV_of_Georgia
Benjamin_Disraeli,Abraham_Wildey_Robarts
Néstor_Kirchner,Héctor_Icazuriaga
Sammo_Hung,Timmy_Hung
Duke_Adolf_Friedrich_of_Mecklenburg,Duchess_Woizlawa_Feodora_of_Mecklenburg
"Frederick_VIII,_Duke_of_Schleswig-Holstein","Ernst_Gunther,_Duke_of_Schleswig-Holstein"
"George_Campbell,_8th_Duke_of_Argyll","Charles_Abbot,_2nd_Baron_Colchester"
John_II_Komnenos,Manuel_I_Komnenos
Woody_Holton,Anne_Holton
Athina_Livanos,Christina_Onassis
Braj_Kumar_Nehru,Ali_Yavar_Jung
"Engelbert_III,_Count_of_Gorizia","Meinhard_II,_Count_of_Gorizia"
"Henry_Somerset,_2nd_Earl_of_Worcester","Charles_Somerset,_1st_Earl_of_Worcester"
