"Sydney_Buxton,_1st_Earl_Buxton",Prince_Arthur_of_Connaught
Princess_Margareta_of_Romania,Queen_Anne_of_Romania
Emperor_Taizu_of_Song,Emperor_Taizong_of_Song
"Louisa_Hamilton,_Duchess_of_Abercorn","Louisa_Montagu_Douglas_Scott,_Duchess_of_Buccleuch"
Ted_Honderich,Bernard_Williams
Kennedy_Francis_Burns,John_Sparrow_David_Thompson
Claudette_Tardif,Paul_Martin
Melek_Ahmed_Pasha,Abaza_Siyavuş_Pasha_I
Frederick_V_of_Denmark,Christian_VI_of_Denmark
Shahaji,Shivaji
Artful_Dodger,Billy_Joel
Jan_Zbigniew_Ossoliński,Hieronim_Ossoliński
Emperor_Taizong_of_Song,Zhao_Hongyin
Willard_Chiwewe,Morgan_Tsvangirai
Minye_Sithu_of_Martaban,Mingyi_Swe
Pōmare_II,Pōmare_I
John_James_Grant,Elizabeth_II
George_Pataki,Richard_P._Mills
"Charles_III,_Duke_of_Parma",Princess_Alice_of_Parma_(1849–1935)
Mushtaq_Ahmed_Gurmani,Elizabeth_II
"Johann_Amadeus_Francis_de_Paula,_Baron_of_Thugut","Francis_II,_Holy_Roman_Emperor"
Chea_Sim,Hun_Sen
Charles_the_Bald,Louis_the_Pious
Robert_H._Jackson,Franklin_D._Roosevelt
Shi_Siming,An_Qingxu
Vasily_II_of_Moscow,Dmitry_Shemyaka
S._W._R._D._Bandaranaike,Chandrika_Kumaratunga
Princess_Margarita_of_Leiningen,Grand_Duchess_Maria_Kirillovna_of_Russia
Hubert_Ingraham,Elizabeth_II
Jakaya_Kikwete,Joseph_Rwegasira
Norman_Black,Tommy_Manotoc
Dave_Bolen,Richard_Nixon
Claude_Carignan,Justin_Trudeau
Edmund_Burke,Ronald_Reagan
Norma_Talmadge,Constance_Talmadge
"Henry_IV,_Duke_of_Brunswick-Lüneburg","William_IV,_Duke_of_Brunswick-Lüneburg"
J._H._Brodie,Tom_Fontana
"William,_Duke_of_Nassau","Frederick_Augustus,_Duke_of_Nassau"
Thomas_Lamson_Ludington,George_W._Bush
"Maria_of_Austria,_Holy_Roman_Empress",Isabella_of_Portugal
Gisela_of_Swabia,"Herman_IV,_Duke_of_Swabia"
Narapati_of_Prome,Minkhaung_of_Prome
Nasreena_Ibrahim,Laila_Ali_Abdulla
Dianne_Feinstein,Chuck_Schumer
Prince_Frederick_of_the_Netherlands,Princess_Marie_of_the_Netherlands
Eleanor_Butler_Alexander-Roosevelt,Quentin_Roosevelt_II
Robert_Bly,James_Wright_(poet)
Eddie_F,Mariah_Carey
Tricia_Leigh_Fisher,Eddie_Fisher_(singer)
James_I_of_Aragon,Maria_of_Montpellier
Queen_Emma_of_Hawaii,Kalama
William_H._Moran,Franklin_D._Roosevelt
Gloria_Macapagal_Arroyo,Diosdado_Macapagal_Arroyo
Naungdawgyi,Alaungpaya
Jan_Zamoyski,Tomasz_Zamoyski
Pilar_Nores_de_García,Eliane_Karp
Saw_Omma_of_Pinya,Atula_Sanda_Dewi_of_Pinya
Vanessa_Redgrave,Lynn_Redgrave
Kesang_Choden_(born_1930),Dorji_Wangmo
Princess_Maria_Theresia_of_Thurn_and_Taxis_(1794–1874),Duchess_Therese_of_Mecklenburg-Strelitz
Dan_Humphrey,Cecily_von_Ziegesar
Duke_Charles_Louis_Frederick_of_Mecklenburg,Duke_George_Augustus_of_Mecklenburg
Young_Chris,Kanye_West
Richard_Mentor_Johnson,Martin_Van_Buren
"Maurice_Morrow,_Baron_Morrow",Nigel_Dodds
"Prince_Henry,_Duke_of_Gloucester",Prince_William_of_Gloucester
Abhishek_Singhvi,Laxmi_Mall_Singhvi
Ricky_Gervais,Christopher_Guest
Sweyn_II_of_Denmark,Harald_III_of_Denmark
Shirley_Williams,Leader_of_the_Liberal_Democrats_in_the_House_of_Lords
Ferdinand_I_of_León,Alfonso_VI_of_León_and_Castile
"Anna_Jagiellon,_Duchess_of_Pomerania","George_I,_Duke_of_Pomerania"
Alexis_Meade,Rebecca_Romijn
Thihapate_of_Tagaung,Swa_Saw_Ke
Magdalena_of_France,Marie_of_Anjou
William_Ewart_(British_politician),"William_Lamb,_2nd_Viscount_Melbourne"
Kunimitsu_Tezuka,Ryōtarō_Okiayu
Synnøve_Anker_Aurdal,Herman_Anker
Hugh_Gaitskell,Clement_Attlee
Lou_Reizner,Rod_Stewart
Frances_Folsom_Cleveland_Preston,Caroline_Harrison
Prince_Philipp_of_Saxe-Coburg_and_Gotha,Prince_August_of_Saxe-Coburg_and_Gotha
Francisco_Franco,Alejandro_Rodríguez_de_Valcárcel
Phelan_Beale,"Phelan_Beale,_Jr."
Thomas_King_(MP),Samuel_Pepys
Ismail_Kadare,Ernest_Hemingway
Michael_Noonan,Enda_Kenny
Ultra-Humanite,Jerry_Siegel
Alfonso_XI_of_Castile,Peter_of_Castile
Dan_Crippen,Ronald_Reagan
"William_Pitt,_1st_Earl_of_Chatham",Thomas_Pitt_of_Boconnoc
Bayezid_Pasha,Murad_II
Nurbanu_Sultan,Ismihan_Sultan
Gholam_Reza_Aghazadeh,Mir-Hossein_Mousavi
Princess_Alexandra_of_Hanover_(1882–1963),Duchess_Anastasia_of_Mecklenburg-Schwerin
Mircea_Eliade,Honoré_de_Balzac
List_of_Third_Watch_characters,Josh_Stewart
Fatma_Sultan_(daughter_of_Abdülmecid_I),Abdülmecid_I
Hayley_Hasselhoff,Pamela_Bach
Irakli_Bagration_of_Mukhrani,George_Bagration_of_Mukhrani
Yves_Jégo,Nicolas_Sarkozy
Abdülmecid_II,Mehmed_VI
"Princess_Charlotte,_Duchess_of_Valentinois","Rainier_III,_Prince_of_Monaco"
Nancy_Reagan,Maureen_Reagan
Les_Dudek,Cher
Johnny_Carson,Jay_Leno
Frank_Bainimarama,Inoke_Kubuabola
Azlan_Shah_of_Perak,Iskandar_of_Johor
Countess_Palatine_Hedwig_Elisabeth_of_Neuburg,Maria_Karolina_Sobieska
Roland_de_Velville,Henry_VII_of_England
"Thomas_Holland,_2nd_Earl_of_Kent",Joan_of_Kent
Charlie_Wilson_(singer),Kanye_West
Badlishah_of_Kedah,Abdul_Halim_of_Kedah
Berenice_III_of_Egypt,Cleopatra_Selene_I
Matilda_of_Habsburg,Anna_of_Glogau
Luke_Hartsuyker,Malcolm_Turnbull
Alexander_Haig,Ronald_Reagan
Maciej_Rataj,Józef_Piłsudski
Jean_Tiberi,Valéry_Giscard_d'Estaing
Ulla_Löfvén,Filippa_Reinfeldt
Nick_Clooney,George_Clooney
Amelia_Shepherd,Caterina_Scorsone
"Lilian,_Princess_of_Réthy",Princess_Marie-Christine_of_Belgium
Aud_Egede-Nissen,Georg_Richter
Philip_II_of_Macedon,Cleopatra_of_Macedon
Alexander_I_of_Yugoslavia,Prince_Tomislav_of_Yugoslavia
Catherine_Vasa,Gustav_I_of_Sweden
"Frederick_VII,_Margrave_of_Baden-Durlach","Frederick_VI,_Margrave_of_Baden-Durlach"
Claude_Louis_Hector_de_Villars,Louis_XV_of_France
Herbert_Lord,Calvin_Coolidge
"Margaret_of_Savoy,_Vicereine_of_Portugal","Charles_Emmanuel_I,_Duke_of_Savoy"
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston","Edward_Stanley,_17th_Earl_of_Derby"
Princess_Marie_Cécile_of_Prussia,"Louis_Ferdinand,_Prince_of_Prussia"
Mehisti_Kadınefendi,Princess_Durru_Shehvar
Michael_Stipe,Chris_Martin
Mercedes_Cabanillas,Alan_García
Victor_Emmanuel_III_of_Italy,Umberto_I_of_Italy
Jay_Jopling,"Michael_Jopling,_Baron_Jopling"
"Marjorie,_Countess_of_Carrick",Isabel_Bruce
Samantha_Spade,Poppy_Montgomery
"Katherine_Villiers,_Duchess_of_Buckingham","George_Villiers,_2nd_Duke_of_Buckingham"
William_Scott_Vare,Henry_H._Bingham
Christian_VIII_of_Denmark,Frederick_VI_of_Denmark
Kim_Jong-suk,Kim_Jong-il
Michael_Foot,James_Callaghan
Terry_Connolly,Kate_Carnell
Josef_Grohé,Adolf_Hitler
Howling_Mad_Murdock,Sharlto_Copley
Aarya_Babbar,Raj_Babbar
Caligula,Tiberius
Kiichi_Matsuda,Hirohito
Sidney_Howard,Jennifer_Howard_(actress)
John_T._Sheridan,George_W._Bush
"Sizzo,_Prince_of_Schwarzburg",Princess_Marie_Antoinette_of_Schwarzburg
Oksana_Kovalevskaya,Mariah_Carey
"Rufus_Isaacs,_1st_Marquess_of_Reading",Arthur_Henderson
Hailey_Nichol,Jimmy_Cooper_(The_O.C.)
"William_Pole-Tylney-Long-Wellesley,_5th_Earl_of_Mornington","Arthur_Wellesley,_2nd_Duke_of_Wellington"
Edwina_Hart,Rhodri_Morgan
Robert_Williams_Daniel,Garland_Gray
"Barnim_X,_Duke_of_Pomerania","Philip_I,_Duke_of_Pomerania"
Princess_Louise_of_Saxe-Hildburghausen,"Frederick,_Duke_of_Saxe-Altenburg"
Duke_Ludwig_Wilhelm_in_Bavaria_(1831–1920),Countess_Marie_Larisch_von_Moennich
Francesco_Nitto_Palma,Silvio_Berlusconi
Angelica_Singleton_Van_Buren,Anna_Harrison
Husayn_ibn_Ali,Fatimah
"Yixuan,_Prince_Chun",Guangxu_Emperor
"Elizabeth_of_Carinthia,_Queen_of_Germany",Frederick_the_Fair
Joe_(singer),Mariah_Carey
Albert_Speer,Adolf_Hitler
Gail_Ann_Dorsey,David_Bowie
Maksim_Sokolov,Vladimir_Putin
"Irene_Astor,_Baroness_Astor_of_Hever","George_Haig,_2nd_Earl_Haig"
Caligula,Agrippina_the_Elder
Peaches_Geldof,Paula_Yates
Cilia_Flores,Hugo_Chávez
Eileen_Ryan,Aimee_Mann
Petro_Poroshenko,Oleksandr_Turchynov
"Elvira_of_Castile,_Queen_of_Sicily",Sibylla_of_Burgundy
Gulchehra_Begum,Babur
Steve_Jordan_(musician),Eric_Clapton
Joey_Jordison,Rob_Zombie
Eleanor_of_Aquitaine,"Joan_of_England,_Queen_of_Sicily"
Abel_P._Upshur,John_C._Calhoun
Shamili,Ajith_Kumar
Angelica_Garnett,Quentin_Bell
Early_life_of_Augustus,Julius_Caesar
Martin_Scorsese,Charles_Scorsese
Helena_Kurcewiczówna,Henryk_Sienkiewicz
Maxim_Litvinov,Vyacheslav_Molotov
Nelle_Wilson_Reagan,Ronald_Reagan
"Nobuhito,_Prince_Takamatsu",Empress_Teimei
Maria_Amalia_of_Courland,Jacob_Kettler
M._Margaret_McKeown,Bill_Clinton
Mauno_Koivisto,Kalevi_Sorsa
Justin_Theroux,Louis_Theroux
Simone_Melchior,Philippe_Cousteau
Kenneth_L._Wainstein,George_W._Bush
Stephanie_of_Hohenzollern-Sigmaringen,Princess_Josephine_of_Baden
T._V._Soong,Chiang_Kai-shek
Lucien_Lamoureux,Pierre_Trudeau
William_A._Egan,Wally_Hickel
Saraswathi_Gora,Hemalatha_Lavanam
Soe_Min_Kodawgyi,Saw_Yun
Andrew_Firestone,Bob_Guiney
Ben_Chifley,Robert_Menzies
"Jane_Radcliffe,_Viscountess_Montague","Mary_Wriothesley,_Countess_of_Southampton"
Chan_Chun-po,Wu_Den-yih
Michael_Meacher,Gwyneth_Dunwoody
Cooper_Freedman,Shonda_Rhimes
Empress_Zhou_(Ming_dynasty),Empress_Xiaoduanwen
"George_Howard,_6th_Earl_of_Carlisle",William_IV_of_the_United_Kingdom
Chivu_Stoica,Nicolae_Ceaușescu
Robert_Wilson_Lynd,"Robert_Lowry,_Baron_Lowry"
Keiran_Lee,Kieran_Lee
Princess_Anna_Maria_of_Sweden,Gustav_I_of_Sweden
Robert_Coombs,Garry_Edwards
Charlie_Wilson_(singer),Justin_Timberlake
Leland_Sklar,James_Taylor
List_of_Dune_secondary_characters,Princess_Irulan
Luís_I_of_Portugal,Maria_II_of_Portugal
Jovan_Avakumović,Peter_I_of_Serbia
Guy_Scott,Michael_Sata
"James_Stuart-Wortley,_1st_Baron_Wharncliffe","Henry_Lascelles,_3rd_Earl_of_Harewood"
Queen_Gonghye,Queen_Ansun
Hugh_Carey,Leo_C._Zeferetti
Joan_MacAlpine-Stiles,Tony_Huntjens
Zak_Yacoob,Nelson_Mandela
Wilfrido_Blanco,Abel_Pacheco
Rodrigo_de_Quiroga,Philip_II_of_Spain
Neil_Kinnock,Loyola_de_Palacio
"John,_Duke_of_Münsterberg-Oels",Isabella_Jagiellon
Hilda_Solis,Judy_Chu
Theobald_I_of_Navarre,"Blanche_of_Navarre,_Countess_of_Champagne"
Philip_VI_of_France,"Margaret,_Countess_of_Anjou"
Curtis_Hairston,Richard_Marx
"Charles_Frederick,_Grand_Duke_of_Baden","Leopold,_Grand_Duke_of_Baden"
Lee_Hsien_Loong,Tharman_Shanmugaratnam
Edward_IV_of_England,Henry_VI_of_England
Rosemary_Harris,Jennifer_Ehle
Elizabeth_Schuyler_Hamilton,Stephen_Van_Rensselaer
Margravine_Elisabeth_Sophie_of_Brandenburg_(1674–1748),"Frederick_William,_Duke_of_Courland"
Dong_Biwu,Soong_Ching-ling
Anne_Gonzaga,"Charles_Gonzaga,_Duke_of_Mantua_and_Montferrat"
Elizabeth_the_Cuman,"Andrew,_Duke_of_Slavonia"
Hasse_Ekman,Gösta_Ekman_(senior)
Mike_Deasy,Billy_Joel
Eleanor_de_Montfort,"Simon_de_Montfort,_6th_Earl_of_Leicester"
Sheila_Carter,William_J._Bell
"Matilda_of_England,_Duchess_of_Saxony",Clementia_of_Zähringen
Elizabeth_Truss,Michael_Gove
Joko_Widodo,F.X._Hadi_Rudyatmo
Albert_G._Riddle,James_A._Garfield
Stuart_Holland,Neil_Kinnock
C._J._Cregg,Aaron_Sorkin
"Suzanne,_Duchess_of_Bourbon","Peter_II,_Duke_of_Bourbon"
Ahmed_Mohammed_Ali,Abdel_Fattah_el-Sisi
Tish_Hyman,Alicia_Keys
João_Vaz_Corte-Real,Manuel_I_of_Portugal
Andreas_Goldberger,Thomas_Muster
Houari_Boumediene,Kenneth_Kaunda
Antiochus_II_Theos,Seleucus_II_Callinicus
King_Sagara,Asamanja
John_Harvard_(politician),Adrienne_Clarkson
Princess_Antoinette_of_Brunswick-Wolfenbüttel,Duke_Anthony_Ulrich_of_Brunswick
He_Long,Lin_Biao
Asri_Muda,Abdul_Halim_of_Kedah
Udai_Singh_II,Maharana_Pratap
Joi_(singer),Pink_(singer)
Malcolm_MacDonald,Edward_VIII
James_K._Polk,Zachary_Taylor
"Elisabeth_of_Bavaria,_Queen_of_Belgium",Leopold_III_of_Belgium
Abed_Hossain_Khan,Mobarak_Hossain_Khan
Puyi,Guangxu_Emperor
Nisar_Ali_Khan,Asif_Ali_Zardari
Wang_Zhenfeng,Empress_Lu_(Liu_Song_dynasty)
Edward_Follansbee_Noyes,Levi_P._Morton
Princess_Louise_Auguste_of_Denmark,Johann_Friedrich_Struensee
"Philip_I,_Prince_of_Taranto",Matilda_of_Hainaut
George_W._Bush,Barbara_Bush
Fausta,Flavia_Julia_Constantia
"François_Louis,_Prince_of_Conti","Louis_Armand_I,_Prince_of_Conti"
Maureen_Reagan,Ronald_Reagan
Abdullah_ibn_Muhammad_Al_ash-Sheikh,Abdullah_of_Saudi_Arabia
Elvis_Costello,Paul_McCartney
John_Cain_(senior),John_McCain
Pwa_Saw,Yazathu_of_Pagan
Max_Carl,Bonnie_Raitt
Harry_Pulteney,George_Berkeley_(died_1746)
Abel_Magwitch,Charles_Dickens
Kris_LaBelle,Richard_Pryor
Kristoffer_Tabori,Viveca_Lindfors
Yudhishthira,Arjuna
Prue_Halliwell,Shannen_Doherty
"Constance,_Duchess_of_Brittany","Conan_IV,_Duke_of_Brittany"
Lynden_Pindling,Clifford_Darling
Ashbel_P._Fitch,Isidor_Straus
Bob_Krueger,Bill_Clinton
Joaquín_Lavín,Sebastián_Piñera
Les_Aspin,Dick_Cheney
Christian_II_of_Denmark,Frederick_I_of_Denmark
Sophie_Scholl,Inge_Scholl
Marie_Friederike_of_Hesse-Kassel,"William_I,_Elector_of_Hesse"
Wilfredo_Pedraza,Ollanta_Humala
Caroline_Kennedy,John_F._Kennedy
Charles_P._Nelson_(congressman),Margaret_Chase_Smith
Adila_bint_Abdulla_Al_Saud,Abdullah_of_Saudi_Arabia
Presidency_of_Fidel_Ramos,Joseph_Estrada
Olave_Baden-Powell,Betty_Clay
Empress_Zhang_(Liu_Shan's_first_wife),Empress_Wu_(Zhaolie)
Ramin_Mehmanparast,Akbar_Hashemi_Rafsanjani
Maria_Caroline_Gibert_de_Lametz,"Charles_III,_Prince_of_Monaco"
Jeanne_Sauvé,Otto_Lang
Ibrahim_of_the_Ottoman_Empire,Mehmed_IV
Murad_IV,Ibrahim_of_the_Ottoman_Empire
Princess_Maria_Carolina_of_Bourbon-Two_Sicilies_(1856–1941),"Prince_Francis,_Count_of_Trapani"
Rocky_Wood,Stephen_King
Marie_Henriette_of_Austria,Princess_Clémentine_of_Belgium
John_Seymour_(1474–1536),Jane_Seymour
"Maurice,_Elector_of_Saxony","Henry_IV,_Duke_of_Saxony"
Prakash_Karat,Sitaram_Yechury
Kent_Sorenson,Staci_Appel
Rimush,Sargon_of_Akkad
John_II_of_Portugal,Afonso_V_of_Portugal
Sansa_Stark,Catelyn_Stark
Princess_Anne_Thérèse_of_Savoy,Victoire_de_Rohan
Thomas_M._Davis,Bill_Paxon
"William,_Duke_of_Nassau","Adolphe,_Grand_Duke_of_Luxembourg"
Nawwaf_bin_Abdulaziz_Al_Saud,Abdullah_of_Saudi_Arabia
"Maria_of_Saxony,_Duchess_of_Pomerania","Casimir_VI,_Duke_of_Pomerania"
William_McMahon,James_Killen
Pujie,Puyi
Empress_Xiaogongren,Empress_Xiaoyiren
Ray_Cooper,Eric_Clapton
Neil_Kinnock,Siim_Kallas
R._Sarath,R._Sarathkumar
Elaine_S._Dalton,Susan_W._Tanner
List_of_The_Producers_characters,Roger_Bart
"James_II,_Count_of_La_Marche",Count_of_Castres
Emperor_Gaozong_of_Tang,Emperor_Zhongzong_of_Tang
"George_Villiers,_2nd_Duke_of_Buckingham","Katherine_Villiers,_Duchess_of_Buckingham"
Reema_Harrysingh-Carmona,Jean_Ramjohn-Richards
Justin_Theroux,Paul_Theroux
Trot_(Oz),L._Frank_Baum
Theresa_Kunegunda_Sobieska,John_III_Sobieski
Hu_Jintao,Jiang_Zemin
"Isabel,_Princess_Imperial_of_Brazil",Pedro_II_of_Brazil
Chimi_Yangzom_Wangchuck,Jigme_Singye_Wangchuck
Tim_Mathieson,Thérèse_Rein
"Robert_I,_Latin_Emperor",Peter_II_of_Courtenay
Károly_Khuen-Héderváry,László_Lukács
Mulford_B._Foster,Leopold_Stokowski
Ladislaus_of_Naples,Charles_III_of_Naples
"Joan_I,_Countess_of_Auvergne","William_XII,_Count_of_Auvergne"
Morris_Pleasure,David_Foster
Tom_Mulcair,André_Boisclair
Mrs._Slocombe,Mollie_Sugden
Min_Pyan_of_Ava,Saw_Taw_Oo_of_Sagaing
Kay_Hammond,John_Standing
Princess_Helena_Adelaide_of_Schleswig-Holstein-Sonderburg-Glücksburg,Princess_Caroline-Mathilde_of_Denmark
El-Ouali_Mustapha_Sayed,Gamal_Abdel_Nasser
Sean_Penn,Chris_Penn
Shrabani_Deodhar,Sai_Deodhar
Min_Taya_Medaw,Thado_Dhamma_Yaza_II_of_Prome
Joni_Mitchell,Thomas_Dolby
Christian_I_of_Denmark,Charles_VIII_of_Sweden
Aristotle_Onassis,Maria_Callas
Robert_Finn_(diplomat),George_W._Bush
Rohitha_Bogollagama,Mahinda_Rajapaksa
Titus_Andromedon,Tina_Fey
Rubens_(horse),George_IV_of_the_United_Kingdom
"Maria_of_Austria,_Duchess_of_Jülich-Cleves-Berg","Ferdinand_I,_Holy_Roman_Emperor"
Jonathan_Harker,Trevor_Eve
Eric_VI_of_Denmark,Eric_V_of_Denmark
Paul_van_Zeeland,Leopold_III_of_Belgium
Margaret_Ewing,Barry_Henderson
Kathleen_Wynne,Sandra_Pupatello
Victor_Emmanuel_III_of_Italy,Benito_Mussolini
"Francis_Josias,_Duke_of_Saxe-Coburg-Saalfeld","John_Ernest_IV,_Duke_of_Saxe-Coburg-Saalfeld"
Nefise_Hatun,Mehmet_II_of_Karaman
Liu_Shao_(Liu_Song),Emperor_Xiaowu_of_Liu_Song
"Haakon,_Crown_Prince_of_Norway",Harald_V_of_Norway
"Arthur_III,_Duke_of_Brittany","Joan_of_Navarre,_Queen_of_England"
Tsang_Tak-sing,Leung_Chun-ying
Franco_Columbu,Arnold_Schwarzenegger
Mécia_Lopes_de_Haro,Lope_Díaz_II_de_Haro
Endre_Puky,Gyula_Gömbös
Kelsey_Grammer,Spencer_Grammer
Jared_Kushner,Joshua_Kushner
Al-aman_Mirza,Akbar
"Frederick,_Prince_of_Hohenzollern","William,_Prince_of_Hohenzollern"
"William_Donn_de_Burgh,_3rd_Earl_of_Ulster",John_de_Burgh_(1286–1313)
Lena_Olin,Stig_Olin
Charles_Tupper,Richard_Graves_MacDonnell
Liz_Lemon,Tina_Fey
Alexander_Herzen,Mao_Zedong
Sveinn_Björnsson,Ásgeir_Ásgeirsson
Goemon_Ishikawa_XIII,Lex_Lang
Joseph_Campbell,Jim_Morrison
Shantanu,Chitrāngada
Mohammed_Waheed_Hassan,Mohamed_Nasheed
August_Strindberg,Friedrich_Nietzsche
Nicholas_Tsoucalas,Ronald_Reagan
Eulogio_Rodriguez,Carlos_P._Garcia
"Carlo_Emanuele_Ruspoli,_3rd_Duke_of_Morignano","Galeazzo_Maria_Alvise_Emanuele_Ruspoli,_2nd_Duke_of_Morignano"
Carlos_Rafael_Fernández,Cristina_Fernández_de_Kirchner
Charles_B._Bellinger,Grover_Cleveland
Raila_Odinga,Uhuru_Kenyatta
Frank_Martin_(Transporter),Luc_Besson
Anselmo_Alliegro_y_Milá,Fulgencio_Batista
Malcolm_R._Barnebey,Ronald_Reagan
Carlos_Menem,Raúl_Alfonsín
Sheikh_Mujibur_Rahman,Sheikh_Hasina
Princess_Elizabeth_of_Great_Britain,Princess_Augusta_of_Saxe-Gotha
Philip_V_of_France,Joan_I_of_Navarre
Count_Karl_Ludwig_von_Ficquelmont,Baron_Franz_von_Pillersdorf
Tarzan,Edgar_Rice_Burroughs
Henry_of_Bath,Henry_III_of_England
Clementia_of_Zähringen,"Matilda_of_England,_Duchess_of_Saxony"
Wenceslaus_I_of_Bohemia,Ottokar_II_of_Bohemia
Christian_III_of_Denmark,Frederick_II_of_Denmark
Maria_of_Cleves,Louis_XII_of_France
Ben_Stiller,Jerry_Stiller
Michał_Korybut_Wiśniowiecki,Gryzelda_Konstancja_Zamoyska
Arnuwanda_I,Tudhaliya_I
Rupert_Murdoch,Georgia_May_Jagger
Randi_Blehr,Fredrikke_Marie_Qvam
Ferdinand_I_of_Naples,"Eleanor_of_Naples,_Duchess_of_Ferrara"
Alexander_Onassis,Athina_Onassis_Roussel
Catherine_Tramell,Sharon_Stone
Archduke_Rainer_Joseph_of_Austria,Archduke_Rainer_Ferdinand_of_Austria
Gloria_Wood,Bing_Crosby
Rabah_Bitat,Chadli_Bendjedid
Mark_Shand,Sonia_Rosemary_Keppel
Lucius_E._Pinkham,Woodrow_Wilson
Kathy_Hochul,Chris_Lee_(New_York_politician)
Eugene_McCarthy,Hubert_Humphrey
Chachi_Arcola,Richie_Cunningham
Maud_Chaworth,"Blanche_of_Lancaster,_Baroness_Wake_of_Liddell"
"Bill_McKenzie,_Baron_McKenzie_of_Luton",Gordon_Brown
"Isabel_de_Clare,_4th_Countess_of_Pembroke",Isabel_Marshal
Yaza_Dewi_of_Toungoo,Tabinshwehti
Joel_Someillan,Gloria_Estefan
James_Olmsted,John_Keeler
Matsudaira_Katamori,Matsudaira_Nobunori
Tiana_(Disney),Jennifer_Hudson
Vera_Kobalia,Mikheil_Saakashvili
James_R._Thompson,Richard_Nixon
William_Ewart_Gladstone,Queen_Victoria
Robert_III_of_Scotland,Elizabeth_Mure
Jan_Eliasson,Carl_Bildt
Louis_I_of_Etruria,"Charles_II,_Duke_of_Parma"
Saddam_Hussein,Ahmad_Husayn_Khudayir_as-Samarrai
William_Sanders_(politician),Duff_Cooper
Adam_Stanisław_Sapieha,Adam_Stefan_Sapieha
Michael_Jackson_(TV_executive),Peter_Salmon_(producer)
Chuck_Robb,John_N._Dalton
James_Monroe,William_H._Crawford
"William_Whitelaw,_1st_Viscount_Whitelaw",Alec_Douglas-Home
Elbridge_Thomas_Gerry,Elbridge_Gerry
Harriet_Demetriou,Joseph_Estrada
Prem_Nath,Narendra_Nath
Mary_Harrison_McKee,Caroline_Harrison
Fernando_Henrique_Cardoso,Celso_Lafer
Christian_II_of_Denmark,Gustav_I_of_Sweden
David_McAllister,Christian_Wulff
Ali_Khamenei,Mohammad-Ali_Rajai
Ahmed_Izzet_Pasha,Mehmed_VI
Tage_Erlander,Olof_Palme
Cynthia_Ann_Parker,John_Parker_(pioneer)
Eileen_Donahoe,Barack_Obama
Brian_Stewart_(diplomat),Harold_Macmillan
Musbah_bint_Nasser,Talal_of_Jordan
Tony_Soprano,Tony_Sparano
"Olympia_Mancini,_Countess_of_Soissons",Prince_Eugene_of_Savoy
"Arthur_Wolfe,_1st_Viscount_Kilwarden",John_Beresford_(statesman)
"Isabella_of_Aragon,_Countess_of_Urgell","Isabella_of_Urgell,_Duchess_of_Coimbra"
Selim_I,Bayezid_II
Catherine_Charlotte_de_Gramont,Ippolita_Trivulzio
Rockne_Brubaker,Sarah_Kawahara
Blythe_Danner,Gwyneth_Paltrow
Sophia_Eleonore_of_Saxony,"John_George_I,_Elector_of_Saxony"
Lorna_Marsden,Pierre_Trudeau
Thea_Altaras,Adriana_Altaras
Ross_S._Sterling,Miriam_A._Ferguson
Paul_Tsongas,Ted_Kennedy
"Prince_Adolphus,_Duke_of_Cambridge",Princess_Augusta_of_Cambridge
Krzysztof_Mikołaj_%22the_Thunderbolt%22_Radziwiłł,Janusz_Radziwiłł_(1579–1620)
Queen_Uiin,Queen_Insun
Charles_Grey_(British_Army_officer),"Albert,_Prince_Consort"
Jonathan_Harker,Trevor_Eve
Chris_Whitten,Paul_McCartney
Regis_Philbin,J._J._Philbin
"Margaret_of_Bohemia,_Queen_of_Hungary","Charles_IV,_Holy_Roman_Emperor"
Clarissa_Eden,Elizabeth_II
Sam_Dees,Aretha_Franklin
Otto_Hahn,Frédéric_Joliot-Curie
Jean-Daniel_Lafond,Sharon_Johnston
Bob_Hawke,Clem_Hawke
Hugh_McDonald_(American_musician),Ringo_Starr
Hashem_bin_Abdullah,Abdullah_II_of_Jordan
Kingsley_Amis,Martin_Amis
Muhammad_Haji_Ibrahim_Egal,Abdirashid_Ali_Shermarke
Peter_IV_of_Aragon,Martin_of_Aragon
Heather_Stevens,Eden_Riegel
Carl_XVI_Gustaf_of_Sweden,Gustaf_VI_Adolf_of_Sweden
"Ferdinand_III,_Grand_Duke_of_Tuscany","Leopold_II,_Grand_Duke_of_Tuscany"
Farouk_of_Egypt,Princess_Fawzia_Farouk_of_Egypt
Liu_Shan,Dong_Yun
Boq,L._Frank_Baum
Shirley_Temple,Julie_Andrews
Eliot_Spitzer,Richard_F._Daines
Steven_V._Roberts,Hale_Boggs
Jonathan_Bell_(politician),Peter_Robinson_(Northern_Ireland_politician)
Hassan_Wirajuda,Susilo_Bambang_Yudhoyono
Joan_of_Acre,Eleanor_of_Castile
Philip_the_Bold,"Philip_II,_Count_of_Nevers"
Brunhilda_of_Austrasia,Athanagild
"Albert_III,_Duke_of_Saxe-Lauenburg","John_I,_Duke_of_Saxony"
Rubens_Ricupero,Fernando_Henrique_Cardoso
Omar_Bongo,Léon_M'ba
Saw_Soe_of_Pagan,Pwa_Saw
Kira_Maria,Dragana_of_Serbia
