Christina_de_Valognes,Sir_Thomas_Maule
Sabawi_Ibrahim_al-Tikriti,Ibrahim_Sabawi_Ibrahim
Ben_Heppner_(politician),Nancy_Heppner
Alfred_Évanturel,Gustave_Évanturel
Subbaiah_Naidu,Lokesh
P._Ramlee,Nasir_P._Ramlee
Vasundhara_Devi,Vyjayanthimala
Ghatotkacha,Barbarika
Humphrey_Marshall_(politician),Thomas_Alexander_Marshall
Mandhatri,Ambarisha
"Charles_Brandon,_1st_Duke_of_Suffolk","Henry_Brandon,_1st_Earl_of_Lincoln"
Sergey_Shoygu,Yulia_Shoygu
Fos_Williams,Stephen_Williams_(footballer)
John_Wilkinson_(American_colonist),John_Wilkinson_(Syracuse_pioneer)
John_Coggeshall,"John_Coggeshall,_Jr."
Françoise_Gilot,Paloma_Picasso
Pat_Musick,Mae_Whitman
Joanne_Woodward,Melissa_Newman
Mordecai_Richler,Noah_Richler
Julie_Cooper_(The_O.C.),Kirsten_Cohen
Valentin_Plătăreanu,Alexandra_Maria_Lara
Katia_Mann,Erika_Mann
Stevens_Thomson_Mason_(Virginia),Armistead_Thomson_Mason
Leslie_Howard_(actor),Ronald_Howard_(British_actor)
Edith_Ewing_Bouvier_Beale,Edith_Bouvier_Beale
Jagat_Narain,Vijay_Kumar_Chopra
Martin_Malave_Dilan,Erik_Martin_Dilan
Anne_Buydens,Eric_Douglas
Cornelius_Vanderbilt_III,Cornelius_Vanderbilt_IV
Peter_I._Borst,Peter_Bouck_Borst
Aristotle_Onassis,Alexander_Onassis
Steve_Biko,Hlumelo_Biko
"Henrietta_Ponsonby,_Countess_of_Bessborough",Lady_Caroline_Lamb
Hafez_al-Assad,Bassel_al-Assad
Eber,Peleg
Richard_Deodatus_Poulett-Harris,Lily_Poulett-Harris
Elivera_M._Doud,Mamie_Eisenhower
José_Batlle_y_Ordóñez,Rafael_Batlle_Pacheco
Eddie_Mesa,Michael_de_Mesa
Lyubov_Sirota,Alexander_Sirota
Theodore_Roosevelt_IV,Theodore_Roosevelt_V
Manilal_Gandhi,Arun_Manilal_Gandhi
Carlos_Mouriño,Juan_Camilo_Mouriño
Elizabeth_Rees-Williams,Damian_Harris
Mutemwiya,Amenhotep_III
Charles_Lindbergh,Jon_Lindbergh
Annæus_Johannes_Schjødt,Annæus_Schjødt
Thomas_Hughes_Jackson,Frederick_Huth_Jackson
Ko_Yong-hui,Kim_Jong-un
Vershini,Shanta
A._M._Rathnam,Ravi_Krishna
Rafael_Trujillo,Angelita_Trujillo
Raffi_Hovannisian,Garin_Hovannisian
Zhang_Bojun,Zhang_Yihe
Donald_Trump,Ivanka_Trump
Ivan_Franko,Petro_Franko
Archibald_Roosevelt,Theodora_Keogh
Francisco_José_Urrutia_Holguín,Miguel_Urrutia_Montoya
Barbara_Davis,John_Davis_(producer)
John_Russell_(clergyman),Samuel_Russell_(Yale_co-founder)
Just_Knud_Qvigstad,Just_Knut_Qvigstad
Ralph_Miliband,David_Miliband
Vijaya_Mehta,Anahita_Uberoi
Moon_Moon_Sen,Riya_Sen
Randhawa_(wrestler),Shaad_Randhawa
Walter_Hely-Hutchinson,Victor_Hely-Hutchinson
Marta_Domingo,Plácido_Domingo_Jr.
Robert_Hunter_Morris,Robert_Morris_(judge)
"Harriet_Leveson-Gower,_Countess_Granville",Frederick_Leveson-Gower_(Bodmin)
Stephen_Wheeler_Downey,Sheridan_Downey
Rajesh_Pilot,Sachin_Pilot
Andrew_Hamilton_(New_Jersey),John_Hamilton_(New_Jersey)
Mona_Shourie_Kapoor,Arjun_Kapoor
Mohammad_Hosni,Najat_Al_Saghira
Thomas_Rice_(1768),Thomas_Rice_(1734)
Margaret_Grubb,Ronald_DeWolf
Biswajit_Chatterjee,Prosenjit_Chatterjee
L._K._Advani,Pratibha_Advani
María_Félix,Enrique_Álvarez_Félix
Jay_Pritzker,Gigi_Pritzker
Robbie_Waterhouse,Tom_Waterhouse
Nissanka_Wijeyeratne,Anuradha_Dullewe_Wijeyeratne
Walter_Shorenstein,Douglas_W._Shorenstein
Lex_de_Azevedo,Emilie_Brown
Mike_Huckabee,David_Huckabee
James_Menzies_(Australian_politician),Robert_Menzies
Kiliaen_van_Rensselaer_(merchant),Jeremias_van_Rensselaer
Joe_Reaiche,Alanna_Masterson
Robert_Glaudini,Lola_Glaudini
Japheth,Gomer
Qazi_Motahar_Hossain,Qazi_Mahbub_Hussain
Jack_Klugman,Adam_Klugman
Samuel_Ealy_Johnson_Jr.,Sam_Houston_Johnson
Sahu_Shanti_Prasad_Jain,Ashok_Kumar_Jain
William_P._Fessenden,James_Deering_Fessenden
Asghar_Khan,Omar_Asghar_Khan
Ellen_Axson_Wilson,Margaret_Woodrow_Wilson
Mirza_Ahmad_Ispahani,Mirza_Mehdy_Ispahani
Michael_Lohan,Michael_Lohan_Jr.
Thomas_S._Hinde,Edmund_C._Hinde
Virgilio_Dávila,José_Antonio_Dávila
José-Maria_de_Heredia,Marie_de_Régnier
Gloria_Loring,Robin_Thicke
Maud_Chaworth,Joan_of_Lancaster
William_Lewis_Moody_Jr.,Mary_Moody_Northen
Khin_Kyi,Aung_San_Oo
Ferdinand_de_Lasteyrie,Robert_de_Lasteyrie
"Sir_Watkin_Williams-Wynn,_9th_Baronet","Sir_Watkin_Williams-Wynn,_10th_Baronet"
Grant_Tinker,Mark_Tinker
Barry_Humphries,Tessa_Humphries
Tony_Walton,Emma_Walton_Hamilton
Karel_Zeman,Ludmila_Zeman
Ed_Mirvish,David_Mirvish
Leonard_Peikoff,Kira_Peikoff
David_Cryer,Jon_Cryer
Ken_Hollis,Paul_Hollis
Eliphalet_Remington,Philo_Remington
Arabella_Churchill_(royal_mistress),"James_FitzJames,_1st_Duke_of_Berwick"
Andrew_Jackson_Turner,Frederick_Jackson_Turner
Friedrich_Wolf_(writer),Markus_Wolf
Aparajita_Mohanty,Babushan
Rajendra_Kumar,Kumar_Gaurav
Max_Evans_(Roswell),Tess_Harding
E._Brooke_Lee,Blair_Lee_III
Doris_F._Fisher,Robert_J._Fisher
Richard_Everett_Warner,Joseph_E._Warner
"Johann_Conrad_Weiser,_Sr.","Johann_Conrad_Weiser,_Sr."
John_Abele,Chris_Abele
Sean_Penn,Dylan_Penn
Connie_Mack_III,Connie_Mack_IV
Dorothy_Livesay,Peter_Macnair
Jim_Henson,Lisa_Henson
Archibald_Thomas_Pechey,Fanny_Cradock
Increase_Mather,Cotton_Mather
Ron_Dellums,Erik_Dellums
Janusz_Radziwiłł_(1880–1967),Stanisław_Albrecht_Radziwiłł
Charles_Alden_Black,Lori_Black
Mary_Duke_Biddle,Mary_Duke_Biddle_Trent_Semans
Edmund_Kean,Charles_Kean
Nelson_Story,"Nelson_Story,_Jr."
Costanzo_Ciano,Galeazzo_Ciano
Gulshan_Kumar,Tulsi_Kumar
Lydia_Liliuokalani_Kawānanakoa,Abigail_Kinoiki_Kekaulike_Kawānanakoa
Dorothea_Jordan,"Sophia_Sidney,_Baroness_De_L'Isle_and_Dudley"
Hale_Boggs,Cokie_Roberts
George_Rajapaksa,Nirupama_Rajapaksa
Ma_Ho-ling,Ma_Ying-jeou
Christopher_Koch,Gareth_Koch
Bernard_Gorcey,Leo_Gorcey
Ashraf_Ghani,Mariam_Ghani
Khin_Kyi,Aung_San_Suu_Kyi
David_Nightingale_Hicks,India_Hicks
Emine_Mihrişah_Kadınefendi,Mustafa_III
Ivy_Baker_Priest,Pat_Priest_(actress)
Suleiman_Frangieh,Tony_Frangieh
Esperanza_Aguirre,"Fernando_Ramírez_de_Haro,_10th_Marquis_of_Villanueva_del_Duero"
Farid_Mostafavi,Sohrab_Kashani
Carol_Baum,Henry_Baum
Jorge_Zalamea_Borda,Alberto_Zalamea_Costa
Henry_Winneke,John_Winneke
Liao_Zhongkai,Liao_Chengzhi
Arnuwanda_I,Tudhaliya_II
Eduardo_Scarpetta,Eduardo_De_Filippo
"Ernest_Simon,_1st_Baron_Simon_of_Wythenshawe","Roger_Simon,_2nd_Baron_Simon_of_Wythenshawe"
Neville_Neville,Gary_Neville
Idries_Shah,Saira_Shah
Jan_Nisar_Akhtar,Salman_Akhtar
Julie_Cooper_(The_O.C.),Kaitlin_Cooper
Lucy_Walter,"James_Scott,_1st_Duke_of_Monmouth"
Nancy_Lee_Bass,Robert_Bass
Alexander_Carse,William_Carse
Rush_Wimberly,Lorris_M._Wimberly
John_Lithgow,Ian_Lithgow
Lina_Prokofiev,Oleg_Prokofiev
Abel_Smith_(1717–1788),John_Smith_(Wendover_MP)
Frank_Capra,Frank_Capra_Jr.
David_Mamet,Zosia_Mamet
Yvonne_Lime,Mike_Minor_(actor)
James_Sowerby,George_Brettingham_Sowerby_I
Karol_Stanisław_Radziwiłł_(1669–1719),Michał_Kazimierz_%22Rybeńko%22_Radziwiłł
Max_Joachim,Albert_Ritz
Sissy_Spacek,Schuyler_Fisk
Robert_C._Maynard,Dori_J._Maynard
Sidney_Offit,Kenneth_Offit
Nusrat_Bhutto,Shahnawaz_Bhutto
Diane_de_Poitiers,Françoise_de_Brézé
Mary_Dudley,"Robert_Sidney,_1st_Earl_of_Leicester"
Aditya_Vikram_Birla,Kumar_Mangalam_Birla
Kathy_Fields,Natalie_Lander
Peter_Kemble,Margaret_Kemble_Gage
Laurent-Désiré_Kabila,Jaynet_Kabila
Edith_Schaeffer,Frank_Schaeffer
Hugh_Cowan,John_Fitzpatrick_(athlete)
"George_Thomson,_Baron_Thomson_of_Monifieth",Caroline_Thomson
Sajida_Talfah,Raghad_Hussein
Irina_Derevko,Jack_Bristow
Hetty_Green,Harriet_Sylvia_Ann_Howland_Green_Wilks
Harry_Emerson_Fosdick,Dorothy_Fosdick
Qian_Kuan,Qian_Liu
Rick_Grimes,Carl_Grimes
Charles_Henry_Crandall,Roland_Crandall
Adrienne_Morrison,Barbara_Bennett
Leopold_de_Rothschild,Lionel_Nathan_de_Rothschild
Mary_Kaye_Huntsman,Abby_Huntsman
M._R._Radha,Radha_Ravi
James_Mayer_de_Rothschild,Edmond_James_de_Rothschild
Jonathan_Hunt_(Vermont_lieutenant_governor),Jonathan_Hunt_(Vermont_congressman)
Al_Lerner,Nancy_Lerner
John_Addison_Porter,John_Addison_Porter_(Secretary_to_the_President)
"Sir_George_Clark,_1st_Baronet","Sir_George_Clark,_2nd_Baronet"
Ethel_Kennedy,Courtney_Kennedy_Hill
Goddard_Lieberson,Peter_Lieberson
Martin_Crane,Niles_Crane
Yang_Zongbao,Yang_Wenguang
"Antão_de_Almada,_12th_Count_of_Avranches","Lourenço_José_Boaventura_de_Almada,_13th_Count_of_Avranches"
Nick_Coleman,Nick_Coleman_(columnist)
Syd_Einfeld,Marcus_Einfeld
Charles_Ingalls,Mary_Ingalls
George_Randolph_Hearst,Phoebe_Hearst_Cooke
"Richard_Luce,_Baron_Luce",Edward_Luce
Dario_Fo,Jacopo_Fo
Leslie_Crowther,Liz_Crowther
Joseph-Mathias_Tellier,Maurice_Tellier
Malcolm_Glazer,Joel_Glazer
Feroze_Gandhi,Sanjay_Gandhi
Sarama_(Ramayana),Trijata
Ely_Jacques_Kahn,Joan_Kahn
Charlotte_von_Rothschild,Alfred_de_Rothschild
Paul_Desmarais,André_Desmarais
Richard_Turner_(politician),Richard_Ernest_William_Turner
Amiri_Baraka,Ras_J._Baraka
Jacob_Safra,Moise_Safra
Amos_Bronson_Alcott,Louisa_May_Alcott
Mabel_McConnell_Fitzgerald,Garret_FitzGerald
Martin_Luther_King_Jr.,Dexter_Scott_King
Prithviraj_Kapoor,Shammi_Kapoor
Bob_Irwin,Steve_Irwin
Lazare_Carnot,Nicolas_Léonard_Sadi_Carnot
Nigel_Lawson,Nigella_Lawson
Lidian_Jackson_Emerson,Edward_Waldo_Emerson
Ruhollah_Khomeini,Mostafa_Khomeini
"Doug_Ford,_Sr.","Doug_Ford,_Jr."
Johan_Castberg,Torgrim_Castberg
Bob_Marley,Ziggy_Marley
Dorothea_Jordan,Henry_FitzClarence
Cris_Morena,Romina_Yan
Johannes_de_Klerk,F._W._de_Klerk
George_Burns,Ronnie_Burns_(actor)
Martha_Rivers_Ingram,Orrin_H._Ingram_II
William_Frank_Buckley_Sr.,James_L._Buckley
"Stephen_Benn,_3rd_Viscount_Stansgate",Emily_Benn
Grace_Vanderbilt,Cornelius_Vanderbilt_IV
Gerald_Ford,Susan_Ford
Ian_Balding,Andrew_Balding
Harvey_Eisenberg,Jerry_Eisenberg
Poonam_Sinha,Luv_Sinha
Preston_Robert_Tisch,Steve_Tisch
Mohan_Kumaramangalam,Lalitha_Kumaramangalam
Roy_Dotrice,Michele_Dotrice
Moncena_Dunn_(inventor),Everett_Dunn
"John_Montagu_Douglas_Scott,_7th_Duke_of_Buccleuch","Walter_Montagu_Douglas_Scott,_8th_Duke_of_Buccleuch"
Felix_E._Feist,Raymond_E._Feist
Floyd_Chalmers,Joan_Chalmers
Mi_Mi_Khaing,Yin_Yin_Nwe
Roy_Dotrice,Karen_Dotrice
Pat_Nixon,Tricia_Nixon_Cox
Li_Tse-fong,Li_Fook-wo
Vilasrao_Deshmukh,Amit_Deshmukh
Amyntas_III_of_Macedon,Perdiccas_III_of_Macedon
"Orrin_Henry_Ingram,_Sr.",E._Bronson_Ingram_II
Louis_Stokes,Lori_Stokes
Sinhabahu,Prince_Vijaya
William_Richardson_Belknap,Eleanor_Silliman_Belknap_Humphrey
Sandy_Cohen,Ryan_Atwood
Rene_Cayetano,Lino_Cayetano
John_Washington,Lawrence_Washington_(1659–1698)
Daniel_Azro_Ashley_Buck,Daniel_Buck
Etienne_Saqr,Pascale_Sakr
John_Adams,John_Quincy_Adams
Mark_Antony,Iullus_Antonius
Nancy_Morgan,Tyler_Ritter
Georg_Alexander,Georg_Richter
Fanny_Stevenson,Isobel_Osbourne
Bersheba_Leighton_Fristoe,Bob_Younger
Lottie_Collins,Jose_Collins
Ranjeet_Deshmukh,Ashish_Deshmukh
William_Frank_Buckley_Sr.,Priscilla_Buckley
Charles_Todd_(industrialist),Andrew_Todd_(New_Zealand)
Hassanal_Bolkiah,Prince_Mateen_of_Brunei
Junichi_Ishida,"Sumire_(model,_born_1990)"
Chang_Chi-yun,Chang_Jen-Hu
Thomas_Bewick,Jane_Bewick
Pappa_Umanath,U._Vasuki
George_Mason_V,Richard_Barnes_Mason
Arlene_Alda,Elizabeth_Alda
Jean-Marie_Musy,Pierre_Musy
Maureen_O'Carroll,Brendan_O'Carroll
Ninian_Edwards,Benjamin_S._Edwards
Hawise_of_Monmouth,Baderon_of_Monmouth
Peter_Brook,Irina_Brook
Kighoma_Malima,Asanterabi_Malima
Thaddeus_Dod,Albert_Baldwin_Dod
"William_Downie_Stewart,_Sr.",Rachel_Armitage
Peter_Buell_Porter,Peter_A._Porter_(colonel)
James_A._Garfield,Harry_Augustus_Garfield
John_Cassavetes,Zoe_Cassavetes
Gloria_Morgan_Vanderbilt,Gloria_Vanderbilt
Richard_Bruno_Heydrich,Reinhard_Heydrich
James_Coyne,Susan_Coyne
Man-kam_Lo,Lo_Tak-shing
Joanna_Moore,Tatum_O'Neal
"Sir_Richard_Wrottesley,_7th_Baronet","Augustus_FitzRoy,_3rd_Duke_of_Grafton"
Jack_Layton,Mike_Layton
Arthur_Lehman_Goodhart,Philip_Goodhart
Betty_Ford,Michael_Gerald_Ford
Josephine_Baker,Jean-Claude_Baker
"James_Hamilton,_2nd_Marquess_of_Hamilton","William_Hamilton,_2nd_Duke_of_Hamilton"
Fernando_Poe_Jr.,Lovi_Poe
John_Barlow_(veterinary_scientist),John_Henry_Barlow
Shivaraj_Patil,Sharan_Patil
Vinod_Khanna,Akshaye_Khanna
Don_Francks,Rainbow_Sun_Francks
Behzad_Farahani,Golshifteh_Farahani
Ernie_Lively,Blake_Lively
Silvia_Derbez,Eugenio_Derbez
John_Walsh_(television_host),Murder_of_Adam_Walsh
Ivar_David-Andersen,Arthur_David-Andersen
"Sir_Lachlan_Maclean,_1st_Baronet","Sir_Hector_Maclean,_2nd_Baronet"
Vera_Bryan,Colin_Bryan
Leonard_Bacon,George_B._Bacon
Melanie_Griffith,Dakota_Johnson
Mayer_Carl_von_Rothschild,Marguerite_de_Rothschild
Julio_Argentino_Roca,Julio_Argentino_Pascual_Roca
Michel_de_Sallaberry,Ignace-Michel-Louis-Antoine_d'Irumberry_de_Salaberry
Abel_Seyler,Ludwig_Erdwin_Seyler
John_Johnston_(New_Zealand_politician),Charles_John_Johnston
Sabri_Ülker,Murat_Ülker
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury","Hugh_Cecil,_1st_Baron_Quickswood"
John_Thornton_Augustine_Washington,Lawrence_Berry_Washington
G._P._Sippy,Ramesh_Sippy
John_Smith_(Vermont),Edward_Curtis_Smith
Herbert_Marcus,Lawrence_Marcus
Olga_Masters,Chris_Masters_(writer)
Suvra_Mukherjee,Abhijit_Mukherjee
Sao_Shwe_Thaik,Hso_Khan_Pha
Akbar_Padamsee,Raisa_Padamsee
Liezl_Martinez,Alfonso_Martinez_(actor)
George_K._Denton,Winfield_K._Denton
Eber,Joktan
Basil_A._Paterson,David_Paterson
Bing_Crosby,Lindsay_Crosby
Atikah_bint_Murrah,Abd_Shams_ibn_Abd_Manaf
Man-At-Arms,Teela
Bob_Tizard,Judith_Tizard
Lita_Grey,Sydney_Chaplin_(actor)
Donovan,Ione_Skye
Philip_Danforth_Armour,J._Ogden_Armour
Franklin_Graham,Will_Graham_(evangelist)
Robert_White_(West_Virginia_senator),John_Baker_White_(West_Virginia_politician)
Annabel_Elliot,Ben_Elliot
James_Heller,Audrey_Raines
Kim_Basinger,Ireland_Baldwin
John_Adams_(mutineer),George_Adams_(magistrate)
R._P._Goenka,Sanjiv_Goenka
June_Walker,John_Kerr_(actor)
Abigail_Adams,John_Quincy_Adams
K._S._Gopalakrishnan,K._S._G._Venkatesh
Supriya_Pathak,Shahid_Kapoor
Forrest_Mars_Sr.,Janet_Henderson
Epainette_Mbeki,Moeletsi_Mbeki
Dorothea_Jordan,Lord_Adolphus_FitzClarence
Ma_Hongkui,Ma_Dunjing_(1910–2003)
John_Young_(Hawaii),Robert_Young_(Hawaii)
Gustav_Martinsen,Haavard_Martinsen
Sumitro_Djojohadikusumo,J._Soedradjad_Djiwandono
Jacqueline_Bhabha,Satya_Bhabha
Thomas_Hood,Frances_Freeling_Broderip
William_de_Valognes,Christina_de_Valognes
Martha_Jefferson_Randolph,Thomas_Jefferson_Randolph
D'Arcy_Niland,Deborah_Niland
Warren_Frost,Mark_Frost
Alfred_L._Kroeber,Ursula_K._Le_Guin
Bill_Waterhouse,Robbie_Waterhouse
Edward_Cephas_John_Stevens,Frederic_Whitcombe
Ildebrando_Zacchini,Edmondo_Zacchini
Henry_J._Kaiser,Henry_Kaiser_(musician)
Victoria_Carroll,Ashley_Bell
Al-Muhtadee_Billah,Abdul_Muntaqim
Hayashi_Razan,Hayashi_Gahō
Robert_Ewing_(newspaper_publisher),John_D._Ewing
Glenda_Jackson,Dan_Hodges
Christina_de_Valognes,Sir_William_Maule
Sheikh_Abdullah,Farooq_Abdullah
Zhang_Zuolin,Zhang_Xueliang
Lucius_Cornelius_Cinna,Lucius_Cornelius_Cinna_(suffect_consul)
J._Howard_Marshall,J._Howard_Marshall_III
Samuel_Thomas_Alexander,Annie_Montague_Alexander
William_Allen_White,William_Lindsay_White
Matthias_Sention_Sr.,Mark_Sension
José_Cura,Ben_Cura
Dennis_King,John_Michael_King
Aladi_Aruna,Poongothai_Aladi_Aruna
Bennett_Cerf,Christopher_Cerf
John_Kennedy_(Irish_celebrity),Lucy_Kennedy
Ralph_Recto,Luis_Manzano
Suniel_Shetty,Athiya_Shetty
Jeremiah_S._Black,Chauncey_Forward_Black
Sam_Watson_(activist),Samuel_Wagan_Watson
"Michael_Martin,_Baron_Martin_of_Springburn",Paul_Martin_(Scottish_politician)
Hannah_Milhous_Nixon,Richard_Nixon
Barbara_Henrickson,Margene_Heffman
Taher_Saifuddin,Khuzaima_Qutbuddin
Leong_On-kei,Sabrina_Ho
Rupilia,Faustina_the_Elder
Ibrahim_Artan_Ismail,Ahmed_Ibrahim_Artan
Olga_Masters,Sue_Masters
Robert_Mosbacher,"Robert_Mosbacher,_Jr."
Frank_Mankiewicz,Ben_Mankiewicz
Burnet_R._Maybank_Jr.,Burnet_Maybank_III
Arthur_Watts_(illustrator),Margaret_Furse
David_Poe_Jr.,Edgar_Allan_Poe
"Michael_Grant,_12th_Baron_de_Longueuil",Rachel_Grant
Gough_Whitlam,Nicholas_Whitlam
Sting_(musician),Mickey_Sumner
Nikolaus_Harnoncourt,Elisabeth_von_Magnus
Mukesh_Ambani,Akash_Ambani
Amanullah_Jahanbani,Nader_Jahanbani
Edward_Faitoute_Condict_Young,Edward_Lewis_Young
James_Dew_Chaplin,Gordon_Chaplin
Irwin_Winkler,Charles_Winkler
Richard_Goldman,Douglas_E._Goldman
Yang_Kaihui,Mao_Anqing
David_Railton,Ruth_Railton
Alan_Thicke,Robin_Thicke
Betty_Hemings,Mary_Hemings
Hedwiga_Reicher,Frank_Reicher
Edith_Roosevelt,Archibald_Roosevelt
Heywood_Broun,Heywood_Hale_Broun
Eliodoro_Matte_Ossa,Patricia_Matte
Maren_Sars,Ernst_Sars
Raúl_Castro,Alejandro_Castro_Espín
Conrad_Hall,Conrad_W._Hall
Sybil_Wolfram,Stephen_Wolfram
Belkis_Cuza_Malé,Ernesto_Padilla
Carmine_Coppola,Francis_Ford_Coppola
Halah_bint_Wuhayb,Hamza_ibn_Abdul-Muttalib
Olin_D._Johnston,Liz_J._Patterson
Thomas_Barbour_(Virginia),Philip_Pendleton_Barbour
Nicholas_Porter_Earp,Virgil_Earp
Yang_Ye,Yang_Yanzhao
Hershel_Greene,Maggie_Greene
Uddhav_Thackeray,Aditya_Thackeray
Warren_Hellman,Frances_Hellman
Francis_Cabot_Lowell_(businessman),"John_Lowell,_Jr._(philanthropist)"
Lammot_du_Pont_II,Esther_D._du_Pont
Jon_Huntsman_Jr.,Abby_Huntsman
Hamida_al-Attas,Osama_bin_Laden
Patrick_Whitehouse,Maggy_Whitehouse
Ethel_Kennedy,Kathleen_Kennedy_Townsend
Murugeysen_Tiruchelvam,Neelan_Tiruchelvam
Atharvan,Dadhichi
Veeru_Devgan,Ajay_Devgan
Letitia_Stevenson,Lewis_Stevenson_(politician)
Andrew_Geddes_Bain,Thomas_Charles_John_Bain
Maurice_Hartt,Stanley_Hartt
Charles_Starr,Bruce_Starr
Árpád_Göncz,Kinga_Göncz
Henry_Grinnell,Henry_Walton_Grinnell
K._P._Kandasamy,K._P._K._Kumaran
Neetu_Singh,Ranbir_Kapoor
Lady_Annabel_Goldsmith,Robin_Birley_(businessman)
William_Czar_Bradley,Jonathan_Dorr_Bradley
Gayle_Hunnicutt,Nolan_Hemmings
Jim_Rosenthal,Tom_Rosenthal
Jeanne_Cooper,Corbin_Bernsen
George_Getty,J._Paul_Getty
Rade_Šerbedžija,Lucija_Šerbedžija
Daboo_Malik,Armaan_Malik
Richard_Bartholomew,Pablo_Bartholomew
He_Jian,Tang_Fei-fan
Debendranath_Tagore,Rabindranath_Tagore
A._Bhimsingh,B._Lenin
Marsha_Hunt_(singer_and_novelist),Mick_Jagger
Clyde_Haberman,Maggie_Haberman
Josiah_Franklin,James_Franklin_(printer)
David_Schwarz_(aviation_inventor),Vera_Schwarz
Marcello_Mastroianni,Chiara_Mastroianni
Sophie_von_Scherer,Rudolf_von_Scherer
Elizabeth_Dickens,Alfred_Lamert_Dickens
Ellen_Geer,Ian_Geer_Flanders
Zhang_Wuling,Chang_Ch'ung-ho
Emma_Gad,Urban_Gad
Olive_Osmond,Jay_Osmond
Grace_Coolidge,John_Coolidge
"Luigi_Barzini,_Sr.","Luigi_Barzini,_Jr."
Lee_Phillip_Bell,Bradley_Bell
Dimitrie_Cantemir,Maria_Cantemir
James_Cellan_Jones,Simon_Cellan_Jones
Luwalhati_Antonino,Darlene_Antonino-Custodio
Hattie_Caraway,Paul_Caraway
Georg_von_Trapp,Johanna_von_Trapp
John_Young_(Hawaii),Keoni_Ana
Almanzo_Wilder,Rose_Wilder_Lane
Robert_Peel,William_Peel_(Royal_Navy_officer)
Garfield_Todd,Judith_Todd
Robert_Richardson_(cinematographer),Kanchan_Wali-Richardson
Roberto_Rossellini,Isabella_Rossellini
Prem_Nath,Prem_Krishen
Frances_Ellen_Work,"Maurice_Roche,_4th_Baron_Fermoy"
Derek_Bok,Hilary_Bok
"John_Hay,_2nd_Marquess_of_Tweeddale",Lord_John_Hay_(Scottish_Army_officer)
Edward_Michael_Law-Yone,Wendy_Law-Yone
Dallas_Lore_Sharp,Waitstill_Sharp
Jim_Bannon,Jack_Bannon
Martti_Ahtisaari,Marko_Ahtisaari
Umar_al-Zaydani,Zahir_al-Umar
John_Hay,Helen_Hay_Whitney
Kamal_Dasgupta,Shafin_Ahmed
Joseph_P._Kennedy_Sr.,"Kathleen_Cavendish,_Marchioness_of_Hartington"
Charles_Edward_Bandaranaike_Corea,James_Alfred_Ernest_Corea
Kasturbhai_Lalbhai,Shrenik_Kasturbhai_Lalbhai
Nofret,Nedjemib
Paul_Steenstrup_Koht,Halvdan_Koht
"Julia,_Lady_Inglis",John_Frederic_Inglis
Satyendra_Chandra_Mitra,Aroti_Dutt
Vyvyan_Holland,Merlin_Holland
Lorenzo_de_Rodas,Leonardo_Daniel
Levi_Yitzchak_Schneerson,Menachem_Mendel_Schneerson
Chuck_Menville,Scott_Menville
Fujiwara_no_Kamatari,Fujiwara_no_Fuhito
Amalendu_Biswas,Aruna_Biswas
Suzanne_Mubarak,Alaa_Mubarak
Sheila_Dikshit,Sandeep_Dikshit
Ulysses_S._Grant,Frederick_Dent_Grant
Bertolt_Brecht,Hanne_Hiob
William_Thomas_Waggoner,Electra_Waggoner
Claude_Barnard,Lance_Barnard
"Elizabeth_Gordon,_Countess_of_Huntly","Jean_Gordon,_Countess_of_Bothwell"
Milton_Joseph_Cunningham,Charles_Milton_Cunningham
Ryutaro_Hashimoto,Gaku_Hashimoto
Michael_Korda,Chris_Korda
Shel_Bachrach,Scott_Bachrach
Robert_B._Sherman,Robert_J._Sherman
Hubert_Humphrey,Skip_Humphrey
Elizabeth_Sarancheva,Mikhail_Tereshchenko
Robert_FitzRoy,Robert_O'Brien_FitzRoy
Carlos_Manuel_de_Céspedes_y_Quesada,Alba_de_Céspedes_y_Bertini
Carlos_Prío_Socarrás,Carlos_Prio-Touzet
William_Cargill,Edward_Cargill
Josiah_Ogden_Hoffman,Charles_Fenno_Hoffman
R._Kelly,Joann_Kelly
"Julia,_Lady_Inglis",Alfred_Inglis
Prithviraj_Kapoor,Shashi_Kapoor
Matthew_Halton,David_Halton
Lazare_Carnot,Hippolyte_Carnot
Ossie_Davis,Guy_Davis_(musician)
William_Power_(Canadian_politician),William_Gerard_Power
William_Thaw_Sr.,Benjamin_Thaw_Sr.
Nathan_Mayer_Rothschild,Nathaniel_de_Rothschild
Kristin_Nelson,Tracy_Nelson_(actress)
Sarojini_Jugnauth,Pravind_Jugnauth
Jussi_Lampi,Mandi_Lampi
Emmeline_Pankhurst,Adela_Pankhurst
Talia_Shire,Jason_Schwartzman
Adolphus_C._Bartlett,Florence_Dibell_Bartlett
Uttam_Mohanty,Babushan
Ann_Dunham,Barack_Obama
Victor_Marie_du_Pont,Charles_I._du_Pont
Anne_Penny,Hugh_Cloberry_Christian
Thomas_Toft,Thomas_Toft
Helen_Giuliani,Rudy_Giuliani
Isadora_Bennett,Susan_Reed_(singer)
Junius_Brutus_Booth,Edwin_Booth
Edmund_Reggie,Victoria_Reggie_Kennedy
Rahmonberdi_Madazimov,Zhurahon_Rahmonberdievich_Rahmonov
