William_Robert_Spencer,Aubrey_Spencer
Patrick_Whitehouse,Maggy_Whitehouse
Dean_Acheson,David_Campion_Acheson
Robert_Stevenson_(civil_engineer),David_Stevenson_(engineer)
Ken_Watanabe,Anne_Watanabe
Thomas_Gladstone,"Sir_John_Gladstone,_3rd_Baronet"
Jahanara_Imam,Shafi_Imam_Rumi
Isaac_Foot,"John_Foot,_Baron_Foot"
Fartuun_Adan,Ilwad_Elman
"Evelyn_Baring,_1st_Earl_of_Cromer","Evelyn_Baring,_1st_Baron_Howick_of_Glendale"
M._R._Radha,Radha_Ravi
C._L._Franklin,Aretha_Franklin
Johanna_Quandt,Stefan_Quandt
Gordon_Cressy,Joe_Cressy
Lady_Saigō,Tokugawa_Hidetada
Fernando_Ocampo,Ed_Ocampo
George_Mason_V,George_Mason_VI
Electra_Waggoner,"Albert_Buckman_Wharton,_Jr."
Klara_Hitler,Paula_Hitler
Arseny_Tarkovsky,Andrei_Tarkovsky
Molly_Drake,Gabrielle_Drake
Howard_Baker_Sr.,Howard_Baker
Jean-Baptiste_Migeon,Jules_Migeon
"Sir_John_Clerk,_2nd_Baronet",John_Clerk_of_Eldin
Eddie_Mesa,Mark_Gil
Antoni_Radziwiłł,Bogusław_Fryderyk_Radziwiłł
"Oliver_Ames,_Sr.",Oakes_Ames
Elyse_Knox,Mark_Harmon
Herman_Clarence_Nixon,John_Trice_Nixon
William_Cogswell,William_Cogswell_(New_Hampshire)
Julia_Foster,Ben_Fogle
Eli_Lilly,"Josiah_K._Lilly,_Sr."
Henry_B._Payne,Nathan_P._Payne
Emine_Mihrişah_Kadınefendi,Mustafa_III
Jane_Cunningham_Croly,Herbert_Croly
Vic_Morrow,Jennifer_Jason_Leigh
Rasul_Bux_Palejo,Ayaz_Latif_Palijo
Irving_Wallace,Amy_Wallace
Laurence_Tisch,Andrew_Tisch
John_Foreman_(producer),Amanda_Foreman_(actress)
Pete_Edochie,Yul_Edochie
Roger_Goldsworthy_(politician),Mark_Goldsworthy
Oona_O'Neill,Geraldine_Chaplin
"Jun_Chipeco,_Jr.",Timmy_Chipeco
John_Howard_Lindauer,Susan_Lindauer
Jean-Marie_Musy,Pierre_Musy
Ed_Hinton_(actor),Darby_Hinton
Ashraf_Ghani,Mariam_Ghani
Sinchi_Roca,Lloque_Yupanqui
Charles_Scribner_I,Arthur_Hawley_Scribner
Polly_Draper,Alex_Wolff
Abel_Smith_(1717–1788),"Robert_Smith,_1st_Baron_Carrington"
Don_Devlin,Dean_Devlin
Rene_Cayetano,Lino_Cayetano
Eduardo_Scarpetta,Titina_De_Filippo
Don_Arden,Sharon_Osbourne
"John_Paulet,_2nd_Marquess_of_Winchester",Elizabeth_Paulet
John_D._Driggs,Adam_Driggs
David_Lewis_(politician),Stephen_Lewis
Kusumkumari_Das,Jibanananda_Das
"Augusta,_Lady_Gregory",Robert_Gregory_(cricketer)
Otis_Chandler,Mike_Chandler
Robert_Heaton_Rhodes,Heaton_Rhodes
Paul_Atreides,Leto_II_Atreides
Phillip_Wright,Judith_Wright
Roger_Lancelyn_Green,Richard_Lancelyn_Green
"Charles_Paulet,_1st_Duke_of_Bolton","Charles_Paulet,_2nd_Duke_of_Bolton"
Antony_Booth,Cherie_Blair
John_Hammond_(producer),John_P._Hammond
Jozef_Heriban,Tamara_Heribanová
Christy_Walton,Lukas_Walton
Alfred_Newman_(composer),Thomas_Newman
Harvey_Rexford_Hitchcock,D._Howard_Hitchcock
Jimmy_Cooper_(The_O.C.),Kirsten_Cohen
Jean_de_Brunhoff,Laurent_de_Brunhoff
Miles_Copeland_Jr.,Ian_Copeland
Joanna_David,Freddie_Fox_(actor)
Marshall_Field,Ethel_Beatty
Hasse_Ekman,Fam_Ekman
Bill_Henrickson,Ben_Henrickson
John_Kerry,Alexandra_Kerry
Donald_Trump,Tiffany_Trump
John_Grey_(land_agent),Josephine_Butler
Reptynub,Princess_Khamerernebty
Blanche_d'Alpuget,Bob_Hawke
Joe_Greenstein,Mike_Greenstein
Bajirao_I,Raghunathrao
Terepai_Maoate,Terepai_Maoate_Jnr
Bharata_(emperor),Bhumanyu
Rune_Gerhardsen,Mina_Gerhardsen
Antoine_Carre,Petosegay
Franca_Sozzani,Francesco_Carrozzini
Abraham_Lincoln,Edward_Baker_Lincoln
Herbert_Hoover,Allan_Hoover
L._Mendel_Rivers,"L._Mendel_Rivers,_Jr."
Luis_Alberto_Lacalle,Luis_Alberto_Lacalle_Pou
Jeremy_Irons,Max_Irons
Shirley_Douglas,Kiefer_Sutherland
David_Gordon_(choreographer),Ain_Gordon
Richard_Cleveland_Drew,Harmon_Caldwell_Drew
Judy_Holliday,Jonathan_Oppenheim_(film_editor)
Mahfuz_Anam,Tahmima_Anam
Erskine_Hamilton_Childers,Erskine_Barton_Childers
Benito_Mussolini,Edda_Mussolini
Bruce_Paltrow,Gwyneth_Paltrow
"James_Scott,_1st_Duke_of_Monmouth","James_Scott,_Earl_of_Dalkeith"
"Sir_George_Clark,_1st_Baronet","Sir_George_Clark,_2nd_Baronet"
Heinrich_Carl_von_Schimmelmann,Julie_Reventlow
Isaac_Webb_(shipbuilder),William_H._Webb
Mona_Shourie_Kapoor,Arjun_Kapoor
Noli_de_Castro,Kat_de_Castro
Tito_Arévalo,Robert_Arevalo
Catherine_Deneuve,Christian_Vadim
Bettino_Craxi,Bobo_Craxi
Vincente_Minnelli,Liza_Minnelli
David_Mamet,Zosia_Mamet
Cleveland_Hoadley_Dodge,Bayard_Dodge
Kubaba,Puzur-Suen
Beulah_Quo,Stewart_Kwoh
Shigeru_Yoshida,Ken'ichi_Yoshida_(literary_scholar)
Vito_Corleone,Michael_Corleone
Edward_Eagar,Geoffrey_Eagar
Martín_De_León,Fernando_De_León
Tom_Wheatcroft,Kevin_Wheatcroft
"Bob_Jones,_Jr.",Bob_Jones_III
Thomas_Harrison_Montgomery,James_Alan_Montgomery
Jacques_Viger_(Member_of_the_Assembly),Jacques_Viger_(1787–1858)
Sarama_(Ramayana),Trijata
Janelle_Johnson,Micky_Dolenz
Michel_Debré,Bernard_Debré
Edgar_J._Kaufmann,"Edgar_Kaufmann,_Jr."
W._J._Abrams,Winford_Abrams
Jay_Bowerman,Bill_Bowerman
Roy_M._Huffington,Michael_Huffington
Abiah_Darby,Abraham_Darby_III
Henry_Mildred,Henry_Hay_Mildred
Kighoma_Malima,Asanterabi_Malima
Stewart_Udall,Tom_Udall
Payne_Whitney,Joan_Whitney_Payson
Fábio_Jr.,Filipe_Galvão
Birger_Jarl,"Benedict,_Duke_of_Finland"
Mary_Todd_Lincoln,William_Wallace_Lincoln
Guru_Arjan,Guru_Hargobind
Gloria_Guinness,Dolores_Guinness
Lex_de_Azevedo,Rachel_Coleman
"Vivian_Smith,_1st_Baron_Bicester","Randal_Smith,_2nd_Baron_Bicester"
Leonard_J._Chabert,Norby_Chabert
Christopher_Plummer,Amanda_Plummer
Anna_Volska,Lucy_Bell
Ted_Mosby,Lyndsy_Fonseca
"David_Montagu,_4th_Baron_Swaythling","Charles_Montagu,_5th_Baron_Swaythling"
Lady_Dorothy_Macmillan,Lady_Caroline_Faber
"Robert_Grosvenor,_5th_Duke_of_Westminster","Gerald_Grosvenor,_6th_Duke_of_Westminster"
Roger_O'Connor,Feargus_O'Connor
Schuyler_Hamilton,Robert_Ray_Hamilton
Rosa_Rosal,Toni_Rose_Gayda
Muslehuddin_Ahmad,Junaid_Ahmad
Thomas_Koppel,Naja_Rosa
Brendan_Gleeson,Brian_Gleeson_(actor)
Abel_Smith_(1717–1788),John_Smith_(Wendover_MP)
Pat_Nixon,Tricia_Nixon_Cox
Jorge_Alberto_Ramos_Comas,Jorge_Alberto_Ramos_Vélez
Gisou_Lamothe,Laurent_Lamothe
"Jesse_Boot,_1st_Baron_Trent","John_Boot,_2nd_Baron_Trent"
Nazir_Ahmed_(scholar),Rehana_Khatoon
Dom_DeLuise,Michael_DeLuise
Robert_Livingston_(actor),Addison_Randall
Ana_Milena_Muñoz_Gómez,Simón_Gaviria_Muñoz
Muhammad_Pasha_al-Azm,Abdullah_Pasha_al-Azm
Tokugawa_Tsunayoshi,Tokugawa_Ienobu
Mutula_Kilonzo,Kethi_Kilonzo
Carleton_Allen,Rosemary_Dinnage
Charles_Perkins_(Aboriginal_activist),Rachel_Perkins
"Henry_Scott,_3rd_Duke_of_Buccleuch","Charles_Montagu-Scott,_4th_Duke_of_Buccleuch"
Dhirubhai_Ambani,Mukesh_Ambani
"Georgiana_Cavendish,_Duchess_of_Devonshire",Eliza_Courtney
Dominick_Dunne,Dominique_Dunne
Jean-Charles_Chapais,Thomas_Chapais
Paul_Kohner,Susan_Kohner
Irwin_Winkler,Adam_Winkler
Laura_Devon,Kevin_Jarre
Arturo_de_la_Garza_González,Arturo_de_la_Garza_Tijerina
Marco_Garibaldi,Navarone_Garibaldi
Clara_Lemlich,Irving_Charles_Velson
Rosalie_Stier_Calvert,George_Henry_Calvert
Philip_Lindsley,John_Berrien_Lindsley
Newman_Haynes_Clanton,Ike_Clanton
Catherine_Coll,Éamon_de_Valera
Tina_Louise,Caprice_Crane
Marcheline_Bertrand,James_Haven
Meryl_Streep,Louisa_Gummer
Samuel_Lightfoot_Flournoy_(West_Virginia_lawyer),Samuel_Lightfoot_Flournoy
Poonam_Sinha,Luv_Sinha
Dési_Bouterse,Dino_Bouterse
Carlos_Antonio_López,Francisco_Solano_López
Abigail_Adams,Charles_Adams_(1770–1800)
Terence_Donovan_(photographer),Dan_Donovan_(keyboardist)
Anthony_N._Brady,Nicholas_Frederic_Brady
Diana_Vreeland,Frederick_Vreeland
George_Jay_Gould_I,Jay_Gould_II
Harriet_Nelson,Ricky_Nelson
Shah_Nawaz_Bhutto,Zulfikar_Ali_Bhutto
Viveka_Seldahl,Karl_Seldahl
Antonio_Ascari,Alberto_Ascari
Debbie_Reynolds,Todd_Fisher
Angélica_Rivera,Sofía_Castro
Manick_Sorcar,Piya_Sorcar
Alfred_Roberts,Margaret_Thatcher
Nadia_Benois,Peter_Ustinov
Dennis_Cole,Murder_of_Joe_Cole
Josephine_Joseph_(Soul_Food),Tracy_%22Bird%22_Van_Adams
Will_Rogers,Mary_Howard_de_Liagre
Magnus_von_Braun_(senior),Sigismund_von_Braun
"Alice_Spencer,_Countess_of_Derby","Elizabeth_Stanley,_Countess_of_Huntingdon"
Louis_de_Brézé,Françoise_de_Brézé
Simon_Larned,Charles_Larned
Abu_Talib_ibn_Abd_al-Muttalib,Ali
Frederick_M._Ayres_Sr.,Lyman_S._Ayres_II
Rade_Šerbedžija,Danilo_Šerbedžija
Malcolm_Rifkind,Hugo_Rifkind
Paul_Johnson_(writer),Daniel_Johnson_(journalist)
Thomas_Robert_McInnes,Tom_MacInnes
Paul_Crouch_Jr.,Brandon_Crouch
"Henry_Carey,_1st_Baron_Hunsdon","George_Carey,_2nd_Baron_Hunsdon"
Jack_Gilpin,Betty_Gilpin
Eileen_Ryan,Michael_Penn
Sara_Botsford,Jonathan_Scarfe
Ismail_Pasha_al-Azm,Sa'deddin_Pasha_al-Azm
Erik_Benzelius_the_Elder,Jakob_Benzelius
Mehmood_Ali,Lucky_Ali
Ben_E._Cabell,Earle_Cabell
Van_Johnson,Tracy_Keenan_Wynn
Lin_Biao,Lin_Liheng
"Michael_Morris,_3rd_Baron_Killanin",Mouse_Morris
Sixty_Rayburn,Benny_Rayburn
Malcolm_McDowell,Charlie_McDowell
John_Jay_Lee,Alana_Lee
Emine_Mihrişah_Kadınefendi,Ümmügülsüm_Sultan
Adnan_Menderes,Aydın_Menderes
Frank_Zappa,Moon_Zappa
Natasha_Parry,Simon_Brook_(director)
Gisèle_Casadesus,Martine_Pascal
Keke_Geladze,Joseph_Stalin
Charles_Bernstein,Felix_Bernstein_(performance_artist)
William_Richardson_Belknap,Eleanor_Silliman_Belknap_Humphrey
José_P._Laurel,Sotero_Laurel
Alec_Guinness,Matthew_Guinness
Sammo_Hung,Timmy_Hung
Gail_Huff,Ayla_Brown
Gerda_Ring,Bab_Christensen
Max_Weinreich,Uriel_Weinreich
Bibliography_of_Thomas_Jefferson,Martha_Jefferson_Randolph
Katharine_Smith_Reynolds,Zachary_Smith_Reynolds
Monte_Westmore,Monty_Westmore
Gail_Zappa,Dweezil_Zappa
Amiri_Baraka,Ras_J._Baraka
John_Thomson_Mason_(1787–1850),Armistead_Thomson_Mason
Jinggoy_Estrada,Julian_Estrada
Gai_Waterhouse,Tom_Waterhouse
Theodora_Kroeber,Karl_Kroeber
Charles_Taylor_(Liberian_politician),Charles_McArther_Emmanuel
Jacques_Le_Ber,Jeanne_Le_Ber
Huitzilxotzin,Tlatolqaca
Brian_Stewart_(diplomat),Rory_Stewart
"Emily_FitzGerald,_Duchess_of_Leinster",Lord_Henry_FitzGerald
Pappukutty_Bhagavathar,Selma_George
Charles_Fox_(civil_and_railway_engineer),Charles_Douglas_Fox
Caroline_Benn,Melissa_Benn
Leonard_Katzman,Sherill_Lynn_Rettino
Rex_Harrison,Noel_Harrison
William_T._Orr,Gregory_Orr_(filmmaker)
Peter_Griffin,Stewie_Griffin
Seah_Tee_Heng,Seah_Leng_Chye
Nicholas_Porter_Earp,Virgil_Earp
Arjun_Sarja,Aishwarya_Arjun
Gaius_Marius,Gaius_Marius_the_Younger
Jess_Yates,Paula_Yates
Bogusław_Radziwiłł,Ludwika_Karolina_Radziwiłł
"Alicia_Koplowitz,_7th_Marquise_of_Bellavista",Alberto_Cortina
Dhritarashtra,Dushasana
Michele_Ferrero,Pietro_Ferrero_Jr.
Hema_Premadasa,Sajith_Premadasa
Raj_Kanwar,Karan_Raj_Kanwar
Davoud_Rashidi,Farhad_Rachidi
"John_Betts,_Jr.",Thaddeus_Betts_(physician)
John_Grey_of_Groby,"Thomas_Grey,_1st_Marquess_of_Dorset"
"Barbara_Palmer,_1st_Duchess_of_Cleveland","George_FitzRoy,_1st_Duke_of_Northumberland"
Henry_Deringer_(Senior),Henry_Deringer
Sam_Rosen_(sportscaster),Matt_Rosen
Freddie_Webb,Hubert_Webb
Richard_Attenborough,Michael_Attenborough
Rafael_del_Pino_(businessman),Rafael_del_Pino_Calvo-Sotelo
"John_Coleridge,_1st_Baron_Coleridge",Stephen_Coleridge
Peter_Sellers,Michael_Sellers_(actor)
James_Goodwin_Hall,Anne_Windfohr_Marion
William_Power_(Canadian_politician),James_Power_(ice_hockey)
André_Schiffrin,Anya_Schiffrin
Richard_M._Daley,Patrick_R._Daley
Harivansh_Rai_Bachchan,Amitabh_Bachchan
Claire_Shulman,Ellen_S._Baker
Cheri_Honkala,Mark_Webber_(actor)
Hetty_Green,Harriet_Sylvia_Ann_Howland_Green_Wilks
Halil_Jaçellari,Ilir_Jaçellari
Laurence_Harvey,Domino_Harvey
Leonard_Bacon,Leonard_Woolsey_Bacon
Robert_de_Lasteyrie,Charles_de_Lasteyrie
Arturo_Alessandri,Fernando_Alessandri
Ōe_no_Otondo,Ōe_no_Chisato
Makgatho_Mandela,Mandla_Mandela
Masato_Sako,Mayumi_Sako
Mirza_Ahmad_Ispahani,Mirza_Mehdy_Ispahani
George_Mason_V,Richard_Barnes_Mason
Arthur_Morrell_(Louisiana_politician),Jean-Paul_Morrell
Madeline_Westen,List_of_Burn_Notice_characters
Chiang_Fang-liang,Chiang_Hsiao-chang
Ole_Kirk_Christiansen,Godtfred_Kirk_Christiansen
Martha_Bulloch_Roosevelt,Bamie_Roosevelt
Aristotle_Onassis,Alexander_Onassis
Wen_Jiabao,Wen_Yunsong
Jack_Ah_Kit,Ngaree_Ah_Kit
An_Clasach_Ó_Cobhthaigh,Domhnall_Ó_Cobhthaigh
Adelbert_Ames,"Adelbert_Ames,_Jr."
"John_Hay,_2nd_Marquess_of_Tweeddale",Lord_John_Hay_(Scottish_Army_officer)
Tuck),Annie_McNamara
Pir_Nazeer_Ahmed,Haroon_al_Rasheed
Tricia_Nixon_Cox,Christopher_Nixon_Cox
Henry_Jarecki,Andrew_Jarecki
John_D._Rockefeller_III,Jay_Rockefeller
Marian_Shields_Robinson,Michelle_Obama
William_Dormer,Jane_Dormer
James_Hogg,James_Hogg_(publisher)
Rudy_Fernandez_(actor),Mark_Anthony_Fernandez
Lynne_Cooper_Harvey,"Paul_Harvey,_Jr."
William_P._Fessenden,Francis_Fessenden
David_Blundy,Anna_Blundy
Vidyawati_Chaturvedi,Satyavrat_Chaturvedi
Salmaan_Taseer,Shehrbano_Taseer
Howard_Beale_(politician),Julian_Beale
Edvard_Isak_Hambro_Bull,Francis_Bull
Aurelia_H._Reinhardt,G._Frederick_Reinhardt
Eliodoro_Matte_Ossa,Eliodoro_Matte
Emmanuelle_Seigner,Morgane_Polanski
Nikollë_Bojaxhiu,Mother_Teresa
Harald_Astrup_(born_1831),Eivind_Astrup
Lilian_Constantini,Dominique_Schneidre
Nathan_Mayer_Rothschild,Lionel_de_Rothschild
Judy_Murray,Andy_Murray
Sadık_Albayrak,Berat_Albayrak
Sumitro_Djojohadikusumo,Hashim_Djojohadikusumo
Mayer_Amschel_Rothschild,Carl_Mayer_von_Rothschild
Paul_Teutul_Sr.,Michael_Teutul
Herman_Ehrlich,Hugo_Ehrlich
Eleonóra_Zichy,Katinka_Andrássy
Lyndon_B._Johnson,Luci_Baines_Johnson
Magnus_von_Braun_(senior),Magnus_von_Braun
Homer_Edwin_Young,Ed_Young_(pastor)
William_Woodward_Sr.,William_Woodward_Jr.
Santhana_Bharathi,Sanjay_Bharathi
Modesto_Rodas_Alvarado,Patricia_Rodas
John_Lewis_(Australian_politician),Essington_Lewis
Francis_Bowes_Sayre_Sr.,Francis_Bowes_Sayre_Jr.
Judy_Loe,Kate_Beckinsale
Chimaji_Appa,Sadashivrao_Bhau
Juho_August_Hollo,Anselm_Hollo
Zachary_Taylor,Sarah_Knox_Taylor
Vivien_Leigh,Suzanne_Farrington
Natasha_Parry,Irina_Brook
Bai_Chongxi,Pai_Hsien-yung
Stefano_Casiraghi,Charlotte_Casiraghi
Dorothy_Sterling,Anne_Fausto-Sterling
Ruth_Graham,Franklin_Graham
Thomas_J._McCall,Keith_R._McCall
Daniel_C._Roper,John_W._Roper
William_Collier_Sr.,William_Collier_Jr.
Jane_Henson,Lisa_Henson
Shireen_Irani,Meher_Baba
Sophie_von_Scherer,Rudolf_von_Scherer
Soga_no_Umako,Soga_no_Emishi
Hannah_Van_Buren,Abraham_Van_Buren
Lady_Pamela_Hicks,India_Hicks
Clyde_Haberman,Maggie_Haberman
Ray_Lyman_Wilbur,Dwight_Locke_Wilbur
Austin_Phelps,Moses_Stuart
Tariq_Anwar_(film_editor),Gabrielle_Anwar
José_Cura,Ben_Cura
Anne_Cox_Chambers,Katharine_Rayner
Norodom_Marie,Norodom_Rattana_Devi
Günther_von_Reibnitz,Princess_Michael_of_Kent
Uttam_Mohanty,Babushan
Robert_Goulet,Nicolette_Goulet
William_H._Gray_(Oregon_politician),Jacob_Kamm
James_Guy_(Australian_politician),Allan_Guy
Danny_Thomas,Tony_Thomas_(producer)
Jean_Stein,Katrina_vanden_Heuvel
Ethel_D._Jacobs,Louis_Wolfson
Lidian_Jackson_Emerson,Edward_Waldo_Emerson
Bernhard_Dunker,Mathilde_Schjøtt
Peter_Watts_(road_manager),Naomi_Watts
Malcolm_X,Ilyasah_Shabazz
Karl_Toosbuy,Hanni_Toosbuy_Kasprzak
Gregor_Piatigorsky,Joram_Piatigorsky
Hugo_Stenbeck,Jan_Stenbeck
Ronald_Reagan,Michael_Reagan
George_Cawkwell,Simon_Cawkwell
Mikheil_Chiaureli,Sofiko_Chiaureli
Pie_Corbett,Poppy_Corbett
Jesse_Jackson,Jonathan_Jackson_(activist)
Robert_Glenister,Emily_Glenister
Anthony_Minghella,Max_Minghella
Charles_E._Merrill,James_Merrill
John_Benedict,Thomas_Benedict_(II)
Elyse_Knox,Kelly_Harmon
Manuel_Antonio_de_Jesús_Alvarado,Manuel_Alvarado
John_Johnston_(New_Zealand_politician),Charles_John_Johnston
Alain_Delon,Anthony_Delon
George_Steinbrenner,Hal_Steinbrenner
Joe_Allbritton,Robert_Allbritton
Sybil_Thorndike,Ann_Casson
David_Green_(entrepreneur),Mart_Green
Forrest_Mars_Jr.,Victoria_B._Mars
Ashok_Kumar_Jain,Vineet_Jain
Martin_Sheen,Charlie_Sheen
Robby_Stewart,List_of_Hannah_Montana_main_characters
Marius-Pierre_Audran,Edmond_Audran
Geneviève_Waïte,Bijou_Phillips
Donald_Fisher,John_J._Fisher
Roberto_Iglesias_Pérez,Roger_Iglesias
Phil_Margera,Bam_Margera
Kevin_Bacon,Sosie_Bacon
William_G._Angel,Wilkes_Angel
"Violet_Herbert,_Countess_of_Powis","Mervyn_Herbert,_Viscount_Clive"
David_Hostetter,Theodore_R._Hostetter
Anki_Lidén,Avicii
Joan_Larke,Thomas_Wynter
George_Heriot_(died_1610),George_Heriot
Susan_Barrantes,"Sarah,_Duchess_of_York"
Nathaniel_Haies,Andrew_Messenger
Lillian_Gordy_Carter,Ruth_Carter_Stapleton
H._D._Kumaraswamy,Nikhil_Gowda
Harry_H._Corbett,Susannah_Corbett
Mary_Higgins_Clark,Carol_Higgins_Clark
Tatsuo_Umemiya,Anna_Umemiya
Sukumaran,Prithviraj_Sukumaran
Efraín_Huerta,David_Huerta
Sao_Saimong,Yin_Yin_Nwe
Nancy_Lee_Bass,Lee_Bass
Cassius_Marcellus_Clay_(politician),Brutus_J._Clay_II
Robert_White_(West_Virginia_senator),Robert_White_(judge)
Wee_Kheng_Chiang,Wee_Cho_Yaw
Joseph_Estrada,Jinggoy_Estrada
George_Andreasen,Suz_Andreasen
Samuel_Wilbore,"Samuel_Wilbur,_Jr."
Anne_Archer,Tommy_Davis_(Scientology)
"Richard_Luce,_Baron_Luce",Edward_Luce
Mário_Soares,João_Soares_(politician)
Carol_Burnett,Erin_Hamilton
Ira_Clifton_Copley,William_Copley_(artist)
Cheryl_Saban,Tifanie_Christun
William_Rogers_Coe,Michael_D._Coe
Thomas_Hood,Tom_Hood
Tabitha_King,Joe_Hill_(writer)
Autumn_Phillips,Savannah_Phillips
"Eugène_Schneider,_II",Charles_Schneider_(businessman)
"Carlota_de_Godoy,_2nd_Duchess_of_Sueca","Adolfo_Ruspoli,_2nd_Duke_of_Alcudia"
John_Lennon,Sean_Lennon
"Amelia_Osborne,_Marchioness_of_Carmarthen",Augusta_Leigh
Christopher_O'Neill,"Princess_Leonore,_Duchess_of_Gotland"
Tyrone_Power,Romina_Power
Aristotle_Onassis,Christina_Onassis
Coleen_Nolan,Jake_Roche
Muhammad_Karam_Shah_al-Azhari,Shaykh_Muhammad_Amin_al-Hasanat_Shah
Melvin_Van_Peebles,Mario_Van_Peebles
Eric_Tsang,Bowie_Tsang
T._M._Jacob,Anoop_Jacob
Lady_Sarah_Lennox,George_Thomas_Napier
Francesco_Cossiga,Giuseppe_Cossiga
Robert_Henry_McCurdy,Richard_Aldrich_McCurdy
Gloria_Macapagal_Arroyo,Diosdado_Macapagal_Arroyo
Ismail_Sulemanji_Khatri,Mohammed_Dawood_Khatri
Jerrold_Wexler,Daryl_Hannah
Rafael_Banquells,Rocío_Banquells
H._B._Hollins,Marion_Hollins
Woodrow_Parfrey,Adam_Parfrey
"Harriet_Leveson-Gower,_Countess_Granville",Georgiana_Fullerton
Bob_Marley,Cedella_Marley
Jukichi_Uno,Akira_Terao
Robert_William_Seton-Watson,Hugh_Seton-Watson
William_W._Cargill,Austen_Cargill
Zhou_Fu,Zhou_Xuexi
Joseph-Marie_Godefroy_de_Tonnancour,Léonard_Godefroy_de_Tonnancour
Barbara_Cox_Anthony,Blair_Parry-Okeden
Lady_Bird_Johnson,Lynda_Bird_Johnson_Robb
Abeid_Karume,Ali_Karume
Giovanni_Amendola,Giorgio_Amendola
D._Ramanaidu,Daggubati_Venkatesh
Paul_M._Herzog,Alexander_Trowbridge
Willoughby_Williams,"Willoughby_Williams,_Jr."
Ru_Zhijuan,Wang_Anyi
Ari_Behn,Maud_Angelica_Behn
Debendranath_Tagore,Satyendranath_Tagore
Suchitra_Sen,Moon_Moon_Sen
Peter_Hall_(director),Jennifer_Caron_Hall
Jane_Wilde,Oscar_Wilde
Ted_Kennedy,Patrick_J._Kennedy
Mayadhar_Mansingh,Lalit_Mansingh
William_R._Day,William_Louis_Day
Darth_Vader,Princess_Leia
Frances_Ellen_Work,"Maurice_Roche,_4th_Baron_Fermoy"
Ammar_Abdulhamid,Oula_A._Alrifai
"Henry_Herbert,_7th_Earl_of_Carnarvon","George_Herbert,_8th_Earl_of_Carnarvon"
Ted_Stevens,Ben_Stevens
Nuruddin_Ahmed,Ameena_Ahmad_Ahuja
Steve_LaTourette,Sarah_LaTourette
Shamsi_Asadullayev,Mirza_Asadullayev
Richard_Madeley,Chloe_Madeley
Lawrence_Kasdan,Jon_Kasdan
Roy_Dotrice,Michele_Dotrice
James_Monroe_Trotter,William_Monroe_Trotter
Anna_Kashfi,Christian_Brando
Roger_Wolcott_(Connecticut),Oliver_Wolcott
John_D._Rockefeller,Elizabeth_Rockefeller_Strong
William_Thomas_Waggoner,Guy_Waggoner
Geoffrey_Cowan,Gabriel_Cowan
Corin_Redgrave,Jemma_Redgrave
Abdelaziz_Bennani,Yahya_Bennani
N._T._Rama_Rao,Daggubati_Purandeswari
Wallace_Rider_Farrington,Joseph_Rider_Farrington
Joann_Aalfs,Janet_Aalfs
Frank_G._Carpenter,John_Carpenter_(athlete)
Caroline_Remond_Putnam,Charles_Lenox_Remond
Elena_Ceaușescu,Nicu_Ceaușescu
Jerry_Buss,Jim_Buss
Webster_B._Todd,Christine_Todd_Whitman
Jan_Cousteau,Alexandra_Cousteau
Leo_Burnett,Phoebe_Snetsinger
Abram_Wolf_Edelman,Abram_M._Edelman
Władysław_Szpilman,Andrzej_Szpilman
Daniel_Ducruet,Louis_Ducruet
Fantine,Cosette
José_P._Laurel,Arsenio_Laurel
Mirza_Nasrullah_Khan,Hassan_Pirnia
Tony_Rand,Ripley_Rand
Charles_Elijah_Fish,Frances_Fish
Edwin_B._Crocker,Aimée_Crocker
Abdul_Jabbar_Khan,Rashed_Khan_Menon
"Dudley_Gordon,_3rd_Marquess_of_Aberdeen_and_Temair","Archibald_Gordon,_5th_Marquess_of_Aberdeen_and_Temair"
Maureen_O'Sullivan,Tisa_Farrow
"Anne_Innes-Ker,_Duchess_of_Roxburghe","Henry_Innes-Ker,_8th_Duke_of_Roxburghe"
Norris_Wright_Cuney,Maud_Cuney_Hare
Alexander_Gibson_(industrialist),Alexander_Gibson_(politician)
George_N._Stearns,Edward_C._Stearns
Stan_Kroenke,Josh_Kroenke
Belle_Montrose,Steve_Allen
John_Bettesworth-Trevanion,George_Edmund_Byron_Bettesworth
Richard_Hilton,Barron_Hilton
Bob_Wolff,Rick_Wolff_(writer)
Frederick_Whitaker,Frederick_Alexander_Whitaker
Colin_McEvedy,Allegra_McEvedy
Robert_Todd_Lincoln,Abraham_Lincoln_II
Jay_Pritzker,Daniel_Pritzker
Warren_A._Morton,Ted_Morton
Karapet_Yeghiazaryan,Anush_Yeghiazaryan
Gonzalo_Vega,Marimar_Vega
Sujarinee_Vivacharawongse,Sirivannavari_Nariratana
Lurene_Tuttle,Barbara_Ruick
Samuel_Curtis_Johnson_Sr.,Herbert_Fisk_Johnson_Sr.
Walter_D'Arcy_Hall,Edward_Thomas_Hall
"Anthony_Joseph_Drexel_Biddle,_Sr.","Anthony_Joseph_Drexel_Biddle,_Jr."
Roger_Sherman_Baldwin,Simeon_Eben_Baldwin
Benjamin_Franklin,Francis_Folger_Franklin
Crosby_Stuart_Noyes,Frank_Brett_Noyes
Ernest_Hemingway,Jack_Hemingway
