Henry_Hadaway,Marvin_Gaye
Alberto_Fujimori,Susana_Higuchi
Karpal_Singh,Tan_Kok_Wai
Janice_Eberly,Barack_Obama
Gail_Leery,Mitch_Leery
Andrew_Card,George_H._W._Bush
Martha_Jefferson,Thomas_Jefferson
Hugh_H._Smythe,Richard_Nixon
Frank_Plumley,Kittredge_Haskins
Arundhati_Devi,Tapan_Sinha
Dhritarashtra,Gandhari_(character)
John_Wayles_Eppes,Armistead_Thomson_Mason
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston","Edward_Stanley,_17th_Earl_of_Derby"
Benazir_Bhutto,Nawaz_Sharif
"Herbert_Samuel,_1st_Viscount_Samuel",Winston_Churchill
Kitín_Muñoz,Princess_Kalina_of_Bulgaria
David_Howell_(jurist),John_Pitman_(judge)
Victor_Ehrenberg_(jurist),Geoffrey_Elton
Anthony_Eden,Elizabeth_II
Gordon_Hunt_(director),B._J._Ward_(actress)
Jehu,Jehoram_of_Israel
Jay_C._Zainey,George_W._Bush
Juan_Cancel_Ríos,Luis_Negrón_López
Ian_C._Kelly,Barack_Obama
Kim_Edward_Beazley,John_Curtin
Kadu_Andou,Takeru_Inukai
William_McKinley,Theodore_Roosevelt
Louis_Mallet,"Arthur_Godley,_1st_Baron_Kilbracken"
Taieb_Fassi_Fihri,Ahmed_Lakhrif
Giles_Green,Charles_Caesar
Gladys_Fries_Harriman,E._Roland_Harriman
Sander_Levin,Gary_Peters_(politician)
Mona_Shourie_Kapoor,Boney_Kapoor
Samuel_Betts,Joseph_Platt
"George_Thomson,_Baron_Thomson_of_Monifieth","Michael_Stewart,_Baron_Stewart_of_Fulham"
Jill_Balcon,Cecil_Day-Lewis
Paddy_Donegan,Liam_Cosgrave
Randy_and_Sharon_Marsh,Matt_Stone
Alf_Landon,Walter_A._Huxman
Peggy_Bolton,James_W._Bolton
Tom_Craddick,Frank_Kell_Cahoon
"William_King-Noel,_1st_Earl_of_Lovelace","Peter_King,_7th_Baron_King"
Sohail_Khan,Arbaaz_Khan_(Indian_actor)
Jacob_in_Islam,Rachel
"William_Cavendish-Bentinck,_3rd_Duke_of_Portland","Dorothy_Bentinck,_Duchess_of_Portland"
P._Subbarayan,Raja_of_Panagal
Matlalxoch,Acamapichtli
Penleigh_Boyd,Arthur_Merric_Boyd
Wong_Shun_Leung,Bruce_Lee
Onésiphore_Turgeon,Théotime_Blanchard
Rashid_bin_Saeed_Al_Maktoum,Saeed_bin_Maktoum_bin_Hasher_Al_Maktoum
Han_Solo,Harrison_Ford
Andries_de_Graeff,Jacob_de_Witt
Manuel_Tello_Baurraud,José_Gorostiza
Humphrey_Tyndall,Henry_Caesar
Zachary_W._Carter,Bill_Clinton
Bachir_Gemayel,Amine_Gemayel
Stanley_Rogers_Resor,Lyndon_B._Johnson
Stephen_Fox,Giles_Eyre
Thomas_Robert_McInnes,"Gilbert_Elliot-Murray-Kynynmound,_4th_Earl_of_Minto"
Jean_Clemens,Clara_Clemens
Jennifer_Carroll,Jeff_Kottkamp
Timothy_Geithner,Barack_Obama
Andrew_Mellon,David_F._Houston
Judith_Heumann,Bill_Clinton
Oliver_Cromwell,Charles_I_of_England
C._R._Smith,Lyndon_B._Johnson
"Byron_King-Noel,_Viscount_Ockham","Ralph_King-Milbanke,_2nd_Earl_of_Lovelace"
Sir_John_Gage_(15th-century_landowner),Eleanor_St_Clere
David_Arblaster,Tim_Bruxner
Christopher_Hyman,Rupert_Soames
David_Gilmour,Paul_McCartney
"John_Montagu_Douglas_Scott,_7th_Duke_of_Buccleuch","William_Montagu_Douglas_Scott,_6th_Duke_of_Buccleuch"
"Tom_King,_Baron_King_of_Bridgwater",Ian_Liddell-Grainger
Yakov_Dzhugashvili,Joseph_Stalin
Kristian_Lundin,Britney_Spears
Sara_Botsford,Alan_Scarfe
Nissanka_Wijeyeratne,Heen_Banda_Udurawana
Byron_White,John_F._Kennedy
John_Button,Bob_Hawke
Stephen_Palfrey_Webb,"Nathaniel_Silsbee,_Jr."
William_H._Donaldson,George_W._Bush
Tom_Vilsack,Barack_Obama
Zulfikar_Ali_Bhutto,Yahya_Khan
George_Michael,Aretha_Franklin
Chiang_Kai-shek,H._H._Kung
Mary_Jolliffe,James_Alexander_Cowan
David_Lloyd_George,"Edward_Stanley,_17th_Earl_of_Derby"
Nathan_Wyburn,Andy_Warhol
Thomas_Keefer,Félix-Gabriel_Marchand
Christian_Vadim,Chiara_Mastroianni
Benigno_Aquino_III,Rodrigo_Duterte
Nandamuri_Harikrishna,Daggubati_Purandeswari
Eleanor_Roosevelt,Bess_Truman
Charles_Widmore,Alan_Dale
Louis_Ginsberg,Naomi_Ginsberg
Marcus_Forrester,Bradley_Bell
Jay_Gould_II,Edith_Kingdon
Sid_W._Richardson,Hyatt_Bass
Emperor_Kanmu,Emperor_Heizei
Elizabeth_Hurley,Hugh_Grant
Tanuja,Shobhna_Samarth
John_Edwards,Elizabeth_Edwards
Lynn_Redgrave,Vanessa_Redgrave
"George_Lascelles,_7th_Earl_of_Harewood","Princess_Maud,_Countess_of_Southesk"
Audrey_Horne,Donna_Hayward
Sharon_Prost,George_W._Bush
Shehbaz_Sharif,Makhdoom_Ahmed_Mehmood
Gisèle_Casadesus,Christian_Casadesus
"Sir_John_Clerk,_2nd_Baronet",William_Cochrane_(MP)
Anna_Bergman,Eva_Bergman
Lewis_Williams_Douglas,W._Averell_Harriman
Askar_Akayev,Apas_Jumagulov
Jean-Antoine_Panet,Jean-Claude_Panet
Dayton_S._Mak,John_F._Kennedy
Robert_White_(West_Virginia_senator),John_Baker_White_(Virginia)
Winnie_Johnson-Marquart,S._Curtis_Johnson
Herman_Munster,Jerry_O'Connell
Silvia_Pinal,Rafael_Banquells
Narayan_Rane,Rajendra_Darda
Xi_Zhongxun,Lu_Dingyi
Hillary_Clinton,Barack_Obama
Dimple_Yadav,Akhilesh_Yadav
"Hugh_de_Kevelioc,_5th_Earl_of_Chester","Ranulf_de_Gernon,_4th_Earl_of_Chester"
Xi_Zhongxun,Zhou_Enlai
Julie_Andrews,Tony_Walton
Susannah_Harker,Caroline_Harker
Ilham_Aliyev,Artur_Rasizade
Egon_von_Fürstenberg,Edoardo_Agnelli_(industrialist)
John_B._Hollister,Nicholas_Longworth
Dwight_D._Eisenhower,Military_career_of_Dwight_D._Eisenhower
Butch_Ramirez,Rodrigo_Duterte
Rogers_Morton,Gerald_Ford
Henry_Morgenthau_Jr.,Harry_S._Truman
Aaron_Burr,George_Clinton_(vice_president)
Bill_Clinton,George_W._Bush
Samuel_Comstock,Joseph_Platt
Tayseer_Qala_Awwad,Bashar_al-Assad
Barbara_Follett_(politician),Margaret_Hodge
MC_Hammer,Tupac_Shakur
"John_Betts,_Jr.",Samuel_Hanford
José_A._Cabranes,Bill_Clinton
Frances_Townsend,George_W._Bush
Joseph_P._Kennedy_Sr.,Winston_Churchill
Tan_Yankai,T._V._Soong
Daniel_Reed_(actor),Isadora_Bennett
Junichirō_Koizumi,Noboru_Takeshita
Ašmu-nikal,Tudhaliya_III
Rosalyn_Richter,David_Paterson
Margaret_Thatcher,Geoffrey_Howe
Franklin_D._Roosevelt,James_E._Towner
Julius_Schreck,Adolf_Hitler
Theodore_Roosevelt,Edith_Roosevelt
Mark_F._Giuliano,Barack_Obama
Sid_Bass,Perry_Richardson_Bass
Indira_Gandhi,Kamala_Nehru
Alfred_H._Moses,Bill_Clinton
Haluk_Dinçer,Suzan_Sabancı_Dinçer
Friedrich_de_la_Motte_Fouqué,Louisa_May_Alcott
Jessie_Woodrow_Wilson_Sayre,Margaret_Woodrow_Wilson
A.T._Smith,Barack_Obama
Karel_De_Gucht,Guy_Verhofstadt
Bo_Xilai,Wang_Hongju
William_A._Ashbrook,William_M._Morgan_(congressman)
"Sir_William_Twysden,_3rd_Baronet","Vere_Fane,_4th_Earl_of_Westmorland"
Melanne_Verveer,Barack_Obama
Cathy_Ann_Bencivengo,Barack_Obama
Kim_Beazley,Bob_Hawke
"Brian_Mawhinney,_Baron_Mawhinney",Jeremy_Hanley
Narayan_Rane,Ashok_Chavan
Esther_Olavarria,Barack_Obama
Alistair_Fraser,Angus_Lewis_Macdonald
Erastus_Fairbanks,William_C._Kittredge
Li_Xiannian,Hu_Yaobang
William_J._Street,Benjamin_Isaacs
Bradford_Meade,Silvio_Horta
Einar_Gerhardsen,John_Lyng
Ida_of_Lorraine,"Godfrey_III,_Duke_of_Lower_Lorraine"
Charles_A._Gillespie_Jr.,Ronald_Reagan
"William_Edgcumbe,_4th_Earl_of_Mount_Edgcumbe",Benjamin_Disraeli
Idriss_Déby,Kalzeubet_Pahimi_Deubet
Park_Chung-hee,Choi_Kyu-hah
Carlene_Carter,Rosanne_Cash
Weng_Wenhao,Sun_Fo
Luci_Baines_Johnson,Lyndon_B._Johnson
Sinéad_Cusack,Cyril_Cusack
"John_Hay,_2nd_Marquess_of_Tweeddale","James_Ogilvy,_4th_Earl_of_Findlater"
John_H._Clifford,Stephen_Henry_Phillips
Yosef_Yitzchak_Schneersohn,Menachem_Mendel_Schneerson
Panfilo_Lacson,Benigno_Aquino_III
Gough_Whitlam,William_McMahon
John_T._Connor,Lyndon_B._Johnson
John_Gummer,Margaret_Thatcher
Harry_S._Truman,Alben_W._Barkley
Meylişah_Hatun,Osman_II
Daniel_C._Roper,James_H._R._Cromwell
Leslie_C._Arends,Gerald_Ford
Rocío_Banquells,Sylvia_Pasquel
"John_Simon,_1st_Viscount_Simon",Reginald_McKenna
"William_Paulet,_3rd_Marquess_of_Winchester","Thomas_Howard,_3rd_Viscount_Howard_of_Bindon"
Robert_G._Ingersoll,Thomas_Paine
Lakshman_Kiriella,Chandrika_Kumaratunga
"Henry_Greville,_3rd_Earl_of_Warwick",George_Villiers_(1759–1827)
Hu_Die,Hu_Di
Peppino_De_Filippo,Eduardo_De_Filippo
Leo_Rudolf_Raubal_Jr.,Adolf_Hitler
Grover_Cleveland,Daniel_Manning
Matthew_Mead_(politician),Stephen_St._John
Keith_Allen_(actor),Nira_Park
Gerda_Christian,Adolf_Hitler
Andrew_Peacock,Susan_Renouf
George_H._W._Bush,Bob_Martinez
Jane_L._Kelly,Barack_Obama
Nelle_Wilson_Reagan,Jack_Reagan
Laurie_Holden,Christopher_Holden
William_Power_(Canadian_politician),Bridgit_Fitzgerald
Siti_Hasmah_Mohamad_Ali,Mahathir_Mohamad
John_Tyler,William_Branch_Giles
Anselmo_Alliegro_y_Milá,Félix_Lancís_Sánchez
John_Verney_(judge),William_Fortescue_(judge)
Charles_Haughey,Ray_MacSharry
Archibald_McLean_(judge),Marshall_Spring_Bidwell
Sushanth,Naga_Chaitanya
Percy_Anderson_(judge),George_W._Bush
Jeff_Sessions,Ronald_Reagan
Bill_Clinton,Frank_D._White
Joel_A._Pisano,Bill_Clinton
MacCallum_Grant,"Julian_Byng,_1st_Viscount_Byng_of_Vimy"
John_Davis_(Massachusetts_governor),Samuel_Turell_Armstrong
Sidney_Lumet,Al_Pacino
Mari_Maseng_Will,Ronald_Reagan
Yog-Sothoth,Tsathoggua
William_A._Brady,Grace_George
Ariwara_no_Narihira,Ariwara_no_Motokata
Padmé_Amidala,Natalie_Portman
Akbar_Hashemi_Rafsanjani,Ali_Khamenei
Robert_Finn_(diplomat),George_W._Bush
Norman_Armour,Franklin_D._Roosevelt
Martin_Augustine_Knapp,William_Howard_Taft
Sam_B._Hall_Jr.,Ronald_Reagan
Michael_Reagan,Ronald_Reagan
Henry_Clay,John_Quincy_Adams
Nadira_Babbar,Sajjad_Zaheer
Joseph_Story,James_Madison
George_L._Shoup,Benjamin_Harrison
Jagdeep_Singh_Deo,Gobind_Singh_Deo
"Richard_de_Clare,_2nd_Earl_of_Pembroke","Gilbert_de_Clare,_1st_Earl_of_Pembroke"
Bansi_Lal,Rajiv_Gandhi
William_C._Feazel,Russell_B._Long
Samuel_A._Eliot_(minister),Charles_William_Eliot
"Charles_Paulet,_2nd_Duke_of_Bolton",Thomas_Jervoise_(1616–1693)
Gunnar_Heckscher,Axel_Lewenhaupt
Pádraig_Cusack,Sorcha_Cusack
Samuel_Cluckston,"John_Betts,_Jr."
Arun_Vijay,Vanitha_Vijayakumar
W._E._%22Pete%22_Snelson,Dorsey_B._Hardeman
Gerard_W._Ford,Gerald_Ford
Vaughn_Walker,George_H._W._Bush
Margaret_Thatcher,"Patricia_Hornsby-Smith,_Baroness_Hornsby-Smith"
Rooster_Cogburn_(character),Jeff_Bridges
Strom_Thurmond,John_C._Stennis
Nikolai_Bulganin,Joseph_Stalin
Janice_Soprano,Carmela_Soprano
Makila_James,Barack_Obama
Lord_William_Bentinck,"Charles_Metcalfe,_1st_Baron_Metcalfe"
Mitch_McConnell,Rand_Paul
Orrin_H._Ingram_II,E._Bronson_Ingram_II
Irwin_Steingut,Irving_Ives
Zachary_Taylor,John_M._Clayton
"Nathan_Rothschild,_1st_Baron_Rothschild","Richard_Temple-Nugent-Brydges-Chandos-Grenville,_3rd_Duke_of_Buckingham_and_Chandos"
David_Gompert,Barack_Obama
Manuel_Tello_Baurraud,Adolfo_López_Mateos
Zaynab_bint_Ali,Husayn_ibn_Ali
Antara_Nandy,Jim_Ankan_Deka
Dennis_Roldan,Isabel_Rivas
James_Lockwood_(Connecticut_politician),John_Benedict
Sean_Patrick_Maloney,Bill_Clinton
Abu_Zayd_al-Balkhi,Muhammad
John_F._Kennedy,Luther_H._Hodges
"Henry_Bennet,_1st_Earl_of_Arlington","Henry_FitzRoy,_1st_Duke_of_Grafton"
Guru_Gobind_Singh,Guru_Tegh_Bahadur
James_William_Freshfield,"Thomas_Baring,_1st_Earl_of_Northbrook"
François_Mitterrand,René_Pleven
Paul_Coverdell,George_H._W._Bush
Jesse_Jackson,Ernest_Hollings
Sheriar_Irani,Shireen_Irani
Grace_Mugabe,Robert_Mugabe
Tim_Williams_(Tangle),Joel_Tobeck
John_Kerry,Ted_Kennedy
Robert_N._Chatigny,Bill_Clinton
Jimmy_Carter,George_Busbee
N._Veeraswamy,Manoranjan_Ravichandran
Hermann_de_Stern,David_Lionel_Goldsmid-Stern-Salomons
Gordon_Cressy,David_Reville
"Robert_Harvey,_1st_Baronet_of_Langley_Park",Benjamin_Disraeli
Joan_Bennett_Kennedy,Ted_Kennedy
"Gwendolen_Guinness,_Countess_of_Iveagh","Rupert_Guinness,_2nd_Earl_of_Iveagh"
James_M._Landis,Franklin_D._Roosevelt
Margery_Wentworth,Marjory_Heath_Wentworth
Amihan_(Encantadia),Alena_(Encantadia)
"Robert_O._Blake,_Jr.",Barack_Obama
Jejomar_Binay,Elenita_Binay
Valéry_Giscard_d'Estaing,Michel_Debré
Edward_White_Robertson,Alfred_Briggs_Irion
Loke_Cheng_Kim,Loke_Yew
Margaret_Thatcher,Timothy_Raison
Bob_Kulick,David_Glen_Eisley
Shimon_Peres,Reuven_Rivlin
Klaus_Fleming,Magnus_Brahe_(1564–1633)
Carl_David_af_Wirsén,Carl_Wilhelm_Böttiger
Francisco_José_Lloreda_Mera,Rodrigo_Hernán_Lloreda_Caicedo
Padoh_Mahn_Sha_Lah_Phan,Naw_Zipporah_Sein
Erich_Koch,Adolf_Hitler
Richard_J._Daley,Michael_Anthony_Bilandic
Christopher_Hills,Gautama_Buddha
Samuel_Purdy,Robert_M._Anderson
Lawrence_Arthur_Dumoulin_Cannon,Lucien_Cannon
Erskine_Hamilton_Childers,Éamon_de_Valera
Maleficent,Marc_Davis_(animator)
William_Howard_Taft,Charles_Edward_Magoon
Goofy,Hal_Smith_(actor)
Nuzhat_Sadiq,Nawaz_Sharif
Clement_Vallandigham,Robert_C._Schenck
Victoria_Aitken,"Charles_Spencer,_9th_Earl_Spencer"
Alfredo_Adame,Rocío_Banquells
Pedro_Correia_da_Cunha,Vasco_Gil_Sodré
William_Perry,Bill_Clinton
Bing_Crosby,Larry_Crosby
Anastasio_Somoza_García,Manuel_Fernando_Zurita
Vishrava,Pulastya
Brian_D._Montgomery,George_W._Bush
Jack_Zouhary,George_W._Bush
Nicholas_Katzenbach,Marie_Hilson_Katzenbach
Xu_Guangqi,Tianqi_Emperor
John_M._Rogers,George_W._Bush
Hasan_ibn_Ali,Ali
Fatimah,Muhammad
Shailagh_Murray,Valerie_Jarrett
Indira_Gandhi,Bansi_Lal
Andreas_Carlsson,Britney_Spears
Michael_D._Higgins,John_P._Wilson
Helen_Milliken,Lenore_Romney
John_B._Guthrie,Robert_M._Riddle
Andrew_L._Lewis_Jr.,Ronald_Reagan
Morgan_Christen,Barack_Obama
"Elizabeth_Cecil,_16th_Baroness_de_Ros","Edward_Manners,_3rd_Earl_of_Rutland"
Johnny_Ball,Richard_Wilson_(Scottish_actor)
George_H._W._Bush,Bill_Clinton
Dinah_Shore,Frank_Sinatra
Christopher_A._Hart,Barack_Obama
A._J._Mundella,William_Ewart_Gladstone
Nicolás_Maduro,Elías_Jaua
L._Ron_Hubbard,Sara_Northrup_Hollister
Orville_Freeman,Ezra_Taft_Benson
Carmen_Lawrence,Richard_Court
"George_Calvert,_1st_Baron_Baltimore","John_Savile,_1st_Baron_Savile_of_Pontefract"
Ashley_Hicks,"Charles,_Prince_of_Wales"
Sandy_Cohen,Kaitlin_Cooper
Virgil_von_Graben,Andreas_von_Graben
Samuel_Fitch,"John_Betts,_Jr."
Emmeline_Pankhurst,Richard_Pankhurst
Susan_Roces,Sheryl_Cruz
Paul_von_Hindenburg,Hans_Luther
François_Mitterrand,Paul_Coste-Floret
David_B._Ingram,Orrin_H._Ingram_II
Samuel_Cluckston,Joseph_Platt
Oliver_Wolcott_Jr.,George_Washington
Carol_Chomsky,Noam_Chomsky
Aprilynne_Pike,Laura_Ingalls_Wilder
William_S._Damrell,Charles_Francis_Adams_Sr.
Sayed_Zahid_Hussain,Asif_Ali_Zardari
David_M._Ebel,Ronald_Reagan
William_F._Knowland,Homer_S._Ferguson
Jabez_Bunting_Snowball,Peter_Mitchell_(politician)
Isabel_Preysler,Mario_Vargas_Llosa
Sinclair_Weeks,Ralph_H._Bonnell
John_Nance_Garner,Franklin_D._Roosevelt
C._P._Ramaswami_Iyer,Muhammad_Habibullah
"Charles_Grey,_2nd_Earl_Grey",Lord_William_Russell
Sir_Nolan,Enrique_Iglesias
Elliot_Richardson,Gerald_Ford
Sao_Saimong,Sao_Kawng_Kiao_Intaleng
Mel_Martínez,George_LeMieux
Stephen_Dedman,Edgar_Allan_Poe
Lee_Wing-tat,Michael_Tien
Abel_Smith_(1717–1788),"John_Hamilton,_1st_Marquess_of_Abercorn"
Thomas_R._Pickering,Richard_Nixon
Patrick_Schwarzenegger,Anthony_Shriver
Thaddeus_H._Caraway,Hattie_Caraway
Patricia_Wald,Jimmy_Carter
H._H._Asquith,"Herbert_Kitchener,_1st_Earl_Kitchener"
Barbara_Bush,George_H._W._Bush
Hōjō_Tokimune,Hōjō_Masamura
Terrel_Bell,Gerald_Ford
Georg_Richter,Gerd_Grieg
J._Fife_Symington_Jr.,Henry_Clay_Frick
Motilal_Nehru,Lala_Lajpat_Rai
James_Lockwood_(Connecticut_politician),Joseph_Platt
Isaac_Deutscher,Joseph_Stalin
Mikhail_Artsybashev,Leo_Tolstoy
John_Charles_Kaine,"John_Sharples,_Jr."
Simon_Brook_(director),Irina_Brook
Samuel_Hanford,Matthew_Seymour
Michael_Jeffery,Richard_Court
Andrew_S._Effron,Bill_Clinton
Lee_Teng-hui,Chiang_Ching-kuo
Eric_Fanning,Barack_Obama
Mariette_Rheiner_Garner,Franklin_D._Roosevelt
Louis_Susman,Barack_Obama
William_H._King,Elbert_D._Thomas
Walter_White_(Breaking_Bad),Skyler_White
Frederic_Courtland_Penfield,Woodrow_Wilson
Jules_Allard,Hector_Laferté
Danese_Cooper,Meher_Baba
William_Richardson_Belknap,W._B._Belknap
Mika_Seeger,Pete_Seeger
Margaret_Thatcher,"Edward_Short,_Baron_Glenamara"
Richard_Nixon,Spiro_Agnew
Clifton_R._Breckinridge,John_M._Clayton_(Arkansas)
Betty_Castor,Lawton_Chiles
Richard_K._Call,John_Tyler
Per_Brandtzæg,Ola_Bratteli
R._Harmon_Drew_Sr.,Bruce_M._Bolin
Lito_Atienza,Alfredo_Lim
Panini_Ilangakoon,S._W._R._D._Bandaranaike
K._Sripavan,Mahinda_Rajapaksa
Vladimir_Nabokov,Robert_Louis_Stevenson
Sergey_Shoygu,Mintimer_Shaimiev
Hans_G._Klemm,Barack_Obama
José_Batlle_y_Ordóñez,Juan_Lindolfo_Cuestas
Richard_Miles_(diplomat),George_H._W._Bush
John_Leckie_(Australian_politician),Parker_Moloney
Stevie_Smith,Sylvia_Plath
Strom_Thurmond,Lindsey_Graham
Shirley_Ballas,Corky_Ballas
Michel_Trudeau,Alexandre_Trudeau
Eleanor_Calvert,Benedict_Swingate_Calvert
Robert_Baratheon,Cersei_Lannister
Lila_Mayoral_Wirshing,Rosario_Ferré
Bruce_A._Carlson,Barack_Obama
Hazrat_Babajan,Meher_Baba
Sarah_Waters,Charles_Dickens
Léon_Brillouin,Albert_Einstein
Jennifer_Jones,Norton_Simon
Jay_Carney,Barack_Obama
Romy_Schneider,Alain_Delon
Tahmima_Anam,Mahfuz_Anam
Helen_Herron_Taft,William_Howard_Taft
Samuel_Hill-Wood,"Robin_Vane-Tempest-Stewart,_8th_Marquess_of_Londonderry"
Eleanor_Roosevelt,Esther_Peterson
Hugh_McCracken,Aretha_Franklin
Martin_Luther_King_Jr.,Martin_Luther_King_Sr.
Zafar_Hussain_Mirza,Hasnain_Mirza
Dick_Celeste,Bill_Clinton
Terence_Conran,Shirley_Conran
Alan_Wrigley,Bob_Hawke
Peter_Busch_Orthwein,Adolphus_Busch_Orthwein
Gerald_J._Ford,Gerald_Ford
Abby_Aldrich_Rockefeller,Lucy_Aldrich
O.Y.G_Redrum_781,Tupac_Shakur
Randy_and_Sharon_Marsh,Trey_Parker
George_H._W._Bush,Ronald_Reagan
Arthur_Penn,Frank_Corsaro
John_Brown_(Rhode_Island),John_Brown_Francis
John_Cavil,Dean_Stockwell
Wheeler_Dryden,Sydney_Chaplin
Nissanka_Wijeyeratne,Vincent_Perera
Avis_Bohlen,Bill_Clinton
Ziyad_Khaleel,Osama_bin_Laden
Scott_Eastwood,Francesca_Eastwood
Mike_Foley_(Nebraska_politician),Pete_Ricketts
José_P._Laurel,Pacencia_Laurel
William_Pearce_Howland,Edward_Blake
Ashikaga_Yoshimochi,Ashikaga_Yoshimitsu
Mel_Martínez,Andrew_Cuomo
Leonard_Isitt_(minister),Gordon_Coates
Shao_Yuan-chong,Sun_Fo
"William_Cavendish-Bentinck,_6th_Duke_of_Portland",Arthur_Balfour
James_Menzies_(Australian_politician),Robert_Stanley_(Australian_politician)
Basil_A._Paterson,Ivan_Warner
Alfonso_López_Michelsen,Julio_César_Turbay_Ayala
Mohamed_Hadid,Yolanda_Hadid
Leverett_Saltonstall,William_F._Knowland
Horace_Hogan,Nick_Hogan
Alice_Palmer_(politician),Barack_Obama
Monty_Gopallawa,Chandrika_Kumaratunga
John_Tyler,William_Cabell_Rives
Philip_Klutznick,Jimmy_Carter
Roger_Hilsman,W._Averell_Harriman
Arthur_Marx,Groucho_Marx
Garry_Marshall,Ronny_Hallin
John_Alexander_McClernand,Charles_D._Hodges
Luis_Vigoreaux,Lydia_Echevarría
Ebba_Brahe,Margareta_Brahe
Dylan_Thomas,Hedwig_Gorski
Abraham_Lincoln,John_Palmer_Usher
Julius_Ingram,John_R._Ingram_(businessman)
Ernesto_Abella,Rodrigo_Duterte
Hiram_Bingham_III,Augustine_Lonergan
Stephen_Timms,David_Miliband
Geoff_Eigenmann,Cherie_Gil
O._H._Haynes_Jr.,Royce_L._McMahen
Stan_Cornyn,Nancy_Sinatra
Chidinma,Clarence_Peters
Naseerullah_Babar,Benazir_Bhutto
Nirmal_Kumar_Mukarji,Indira_Gandhi
William_Gannaway_Brownlow,David_T._Patterson
Mahdzir_Khalid,Najib_Razak
Man-At-Arms,Jon_Cypher
Robert_B._Oakley,George_H._W._Bush
J._Fife_Symington_Jr.,Richard_Nixon
"Arthur_Wellesley,_1st_Duke_of_Wellington",George_IV_of_the_United_Kingdom
Qasim_ibn_Muhammad,Muhammad
Harald_Astrup,Sigurd_Astrup
Mrs._Lovett,Emma_Thompson
Mark_A._Goldsmith,Barack_Obama
Franklin_D._Roosevelt,Jesse_H._Jones
"Katharine,_Duchess_of_Kent",Princess_Michael_of_Kent
Carl_Christian_Hall,Jens_Jacob_Asmussen_Worsaae
Michael_L._Williams,Carole_Keeton_Strayhorn
Kawkab_Sabah_al-Daya,Bashar_al-Assad
Isham_G._Harris,Andrew_Johnson
Alexander_G._Cattell,Frederick_Theodore_Frelinghuysen
G._E._Smith,Mick_Jagger
Benigno_Aquino_Sr.,Manuel_L._Quezon
John_Platt_(settler),Christopher_Comstock
Gaia_Servadio,Boris_Johnson
Ram_Vilas_Paswan,Nitish_Kumar
"John_Henniker-Major,_8th_Baron_Henniker",William_Montagu-Pollock
Adrienne_Morrison,Richard_Bennett_(actor)
Thomas_Robert_McInnes,John_A._Macdonald
Harold_Macmillan,Robert_Strother_Stewart
Thomas_E._Leavey,Dorothy_Leavey
Hieronim_Florian_Radziwiłł,Karol_Stanisław_Radziwiłł_(1669–1719)
Jocelyn_Towne,Simon_Helberg
Carlos_Bonell,Paul_McCartney
Ray_Marshall,Jimmy_Carter
Stephen_R._Bradley,Samuel_Smith_(Maryland)
Ken_Duncan_(politician),Mary_Landrieu
Misa_Amane,Margaret_Qualley
Sheikh_Fazilatunnesa_Mujib,Sheikh_Mujibur_Rahman
Samuel_Cluckston,Joseph_Platt
Patty_Hearst,William_Randolph_Hearst
Anastas_Mikoyan,Nikita_Khrushchev
Martin_Van_Buren,Thomas_J._Oakley
Peter_Kemble,Robert_Hunter_Morris
George_Whelan_Anderson_Jr.,John_F._Kennedy
Thomas_Jefferson,John_Adams
Lech_Wałęsa,Józef_Oleksy
James_B._Cunningham,Barack_Obama
Tasmanian_Devil_(Looney_Tunes),Noel_Blanc
Samuel_K._Skinner,John_H._Sununu
Connie_Corleone,Sonny_Corleone
Marcus_Morton,Edward_Everett
Sally_Ainse,Andrew_Montour
Edward_Hill_(politician),Francis_Moryson
Dan_Tehan,Malcolm_Turnbull
Sonia_Gandhi,Rajiv_Gandhi
Alan_Blinder,Bill_Clinton
Vishrava,Kaikesi
Lady_Charlotte_Guest,Charles_Schreiber
Goldie_Hawn,Kurt_Russell
"Frederick_Hamilton-Temple-Blackwood,_1st_Marquess_of_Dufferin_and_Ava",William_Ewart_Gladstone
Gunnar_Heckscher,Jarl_Hjalmarson
Princess_Louise_Amelie_of_Baden,Stéphanie_de_Beauharnais
Henry_Abel_Smith,Lady_May_Abel_Smith
Rosalynn_Carter,Jimmy_Carter
Thomas_Watson_Jr.,Jimmy_Carter
Carol_Browner,Bill_Clinton
Robert_Bruce_King,Bill_Clinton
Bilal_Khan_(judge),Asif_Ali_Zardari
Viktor_Yanukovych,Viktor_Yushchenko
"Vere_Fane,_4th_Earl_of_Westmorland","Charles_Fane,_3rd_Earl_of_Westmorland"
Peter_Arrell_Brown_Widener,Fitz_Eugene_Dixon_Jr.
Ingra_Liberato,Jayme_Monjardim
Hosni_Mubarak,Ahmad_Fuad_Mohieddin
Stanley_Baldwin,David_Lloyd_George
"Frederick_North,_Lord_North","Augustus_FitzRoy,_3rd_Duke_of_Grafton"
William_Godwin,William_Shakespeare
Pat_Brown,Stanley_Mosk
Dick_Cheney,Jerry_Lewis_(California_politician)
Rupert_Murdoch,Elisabeth_Murdoch_(philanthropist)
P._Subbarayan,K._Anbazhagan
James_McHall_Jones,Millard_Fillmore
Jacqueline_Mars,John_Franklyn_Mars
Chuck_Strahl,Denis_Lebel
