1989_(Ryan_Adams_album),Ryan_Adams
Crossing_Lines,Philippe_Haïm
The_Songs_That_Got_Away,Oscar_Hammerstein_II
Family_Tools,Matthew_Carlson
Gazzillion_Ear,Thom_Yorke
The_Untouchables_(film),David_Mamet
Deadman's_Curve,Wolfman_Jack
Daitetsujin_17,Shotaro_Ishinomori
Nagai_Go_no_Horror_Gekijo:_Mannequin,Go_Nagai
Every_Grain_of_Sand,Bob_Dylan
The_%22Priest%22_They_Called_Him,William_S._Burroughs
Dragon_Cauldron,David_Wiesner
The_Sailor_from_Gibraltar,Marguerite_Duras
The_Kreutzer_Sonata_(1922_film),Leo_Tolstoy
Cleanup_Time,John_Lennon
Tiffany_(album),Robert_Christgau
The_Stand_(miniseries),Stephen_King
Texas_Rising,Cynthia_Addai-Robinson
If_the_Cap_Fits...,David_Croft_(TV_producer)
Shane_(TV_series),Jerry_Fielding
Ol'_Man_River,Oscar_Hammerstein_II
Storytime_(film),Terry_Gilliam
Flowers_in_the_Attic_(1987_film),V._C._Andrews
Every_Thing_Will_Be_Fine,James_Franco
Switch_(TV_series),Glen_A._Larson
Buddy_Steps_Out,Chuck_Jones
The_Other_Me,Lori_Hallier
Craft_Corner_Deathmatch,Jason_Jones_(actor)
Italian_for_Beginners,Maeve_Binchy
Philip_Morris_Playhouse,Morton_Fine
Victims_(film),Jerrold_Freedman
Time_(Dave_Clark_album),Laurence_Olivier
Robot_Chicken:_Star_Wars_Episode_III,Tom_Kane
Tooth_Brushing,Charles_M._Schulz
Shaun_White_Snowboarding,Bob_Dylan
Cinema_(Andrea_Bocelli_album),Oscar_Hammerstein_II
Jimmy_(2013_film),Ted_Levine
Yo_Yogi!,Joseph_Barbera
Simple_Twist_of_Fate,Bob_Dylan
Fat_Dog_Mendoza,Nathan_Wang
The_Stand:_Captain_Trips,Stephen_King
Pin_(film),Sandor_Stern
Dracula_(2006_film),Bram_Stoker
Royal_Bengal_Rahashya_(film),Satyajit_Ray
Trouble_for_Two,Robert_Louis_Stevenson
Confessions_of_a_Teenage_Drama_Queen,Gail_Parent
Mickey_(2004_film),John_Grisham
Save_Me_(TV_series),Anne_Heche
Guest_in_the_House,Ketti_Frings
Coltrane_%22Live%22_at_the_Village_Vanguard,Oscar_Hammerstein_II
Automan,Glen_A._Larson
Combat_Mecha_Xabungle,Yoshiyuki_Tomino
Mute_(The_Twilight_Zone),Richard_Matheson
90210_(TV_series),Rob_Thomas_(writer)
Battlefield_(Doctor_Who),Ben_Aaronovitch
Incident_On_and_Off_a_Mountain_Road,Joe_R._Lansdale
"The_Jerk,_Too",Mark_Blankfield
Moby_Presents:_Alien_Sex_Party,Paul_Yates
Steel_and_Glass,John_Lennon
The_Strip_(U.S._TV_series),Peter_Markle
Rab_Se_Sohna_Isshq,Jay_Mehta
Blue_Remembered_Hills,John_Bird_(actor)
The_Naked_Truth_(TV_series),Amy_Ryan
Paris_Manhattan,Woody_Allen
Gremlins_2:_The_New_Batch,Chuck_Jones
Inside_Burma:_Land_of_Fear,John_Pilger
The_Happiest_Days_of_Our_Lives,Bob_Ezrin
Doraemon:_Nobita_and_the_Steel_Troops,Fujiko_Fujio
List_of_Sailor_Moon_Sailor_Stars_episodes,Junichi_Sato
The_Idiot_(1958_film),Fyodor_Dostoyevsky
Nakia_(TV_series),Charles_Larson_(producer)
The_Wonder_of_It_All_(2007_film),Buzz_Aldrin
Sons_of_the_Desert,George_M._Cohan
The_Million_Pound_Note,Mark_Twain
"Planes,_Trains_and_Automobiles",Steve_Martin
The_Reluctant_Saint,John_Fante
Cheeseburger_in_Paradise,Jimmy_Buffett
The_Happy_Day,Sidney_Jones
Sherlock_Holmes_(1916_film),Arthur_Conan_Doyle
The_Deadly_Attachment,David_Croft_(TV_producer)
The_Perfectionist__The_Perfectionist__1,David_Williamson
Aquí_mando_yo,Jorge_Zabaleta
Come_Fly_with_Me_(Peter_Andre_album),Bertolt_Brecht
Hollywood_Speaks,Norman_Krasna
Starsky_&_Hutch,William_Blinn
Born_to_Be_Wild_(1938_film),Nathanael_West
The_Trial_of_a_Time_Lord,Philip_Martin_(screenwriter)
Good_Girls_Don't_(TV_series),Nichole_Hiltz
List_of_Late_Night_with_Seth_Meyers_episodes_(2014),Stephen_King
Keep_on_Truckin'_(TV_series),John_Aylesworth
Buffy_the_Vampire_Slayer_(2002_video_game),Christopher_Golden
And_Now_for_Something_Completely_Different,Terry_Jones
Canadian_Bacon,Michael_Moore
Throw_Down_Your_Arms,Robert_Christgau
The_Simon_Sisters_Sing_the_Lobster_Quadrille_and_Other_Songs_for_Children,Robert_Louis_Stevenson
Centre_Stage_(album),Andrew_Lloyd_Webber
The_Science_of_Discworld_IV:_Judgement_Day,Terry_Pratchett
I_Didn't_Know_What_Time_It_Was,Richard_Rodgers
A_Lecture_on_Camouflage,Dr._Seuss
A_que_no_me_dejas,Liliana_Abud
Light's_Diamond_Jubilee,Dwight_D._Eisenhower
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1967),Carl_Reiner
Can't_Wait_Too_Long,Brian_Wilson
Saathi_(1991_film),Robin_Bhatt
Bright_Victory,Robert_Buckner
Olympia_(1938_film),Leni_Riefenstahl
Going_Out_of_My_Head,Pete_Townshend
The_Good_Mother_(1988_film),Leonard_Nimoy
Partners_(1995_TV_series),Maria_Pitillo
It_Came_Upon_the_Midnight_Clear_(film),Peter_H._Hunt
End_of_Days_(Torchwood),Chris_Chibnall
Black_Cat:_The_Evil_that_Men_Do,Kevin_Smith
The_Big_Bounce_(2004_film),Elmore_Leonard
Fuck_(film),David_Milch
List_of_The_Colbert_Report_episodes_(2007),Robert_Pinsky
Kingfish:_A_Story_of_Huey_P._Long,Paul_Monash
The_Last_Chase,Martyn_Burke
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1992),Jimmy_Buffett
Nurse_Jackie,Anna_Deavere_Smith
The_Host_(2013_film),Stephenie_Meyer
I_Want_Somebody_(Bitch_About),Bob_Ezrin
Fantasia_2000,Steve_Martin
Fata_Morgana_(1971_film),Werner_Herzog
Ringo_Starr_and_His_Third_All-Starr_Band-Volume_1,Ringo_Starr
Kingdom_Hospital,Stephen_King
Madea's_Big_Happy_Family_(film),Tyler_Perry
Get_Off_(The_Dandy_Warhols_song),John_Lennon
Sonny_Spoon,Stephen_J._Cannell
"Bye_Bye_Love_(The_Everly_Brothers_song)__Bye_Bye,_Love__1",George_Harrison
With_a_Little_Bit_of_Luck,Alan_Jay_Lerner
Orient_Express_(1934_film),Graham_Greene
Conan_the_Adventurer_(animated_series),Robert_E._Howard
You're_a_Lie,Slash_(musician)
Sajan_Ghar_Jaana_Hai,Shashi_Mittal
Michael_Jackson's_Dangerous_Liaisons,Michael_Jackson
Pasadena_(TV_series),Diane_Keaton
The_Lady_in_Question_(1999_film),Claire_Bloom
Charlie_Brooker's_Weekly_Wipe,Charlie_Brooker
Ryokunohara_Labyrinth:_Sparkling_Phantom,Narumi_Kakinouchi
Sherlock_Holmes_and_the_Deadly_Necklace,Arthur_Conan_Doyle
Kung_Fu_Panda_Holiday,Marcus_Taylor
Tere_Liye_(TV_series),Fahad_Kashmiri
The_People_in_the_Picture,Artie_Butler
Say_It_Isn't_So_(film),Sally_Field
Silence_=_Death,Allen_Ginsberg
Lapitch_the_Little_Shoemaker,Ivana_Brlić-Mažuranić
Fight_Club_–_Members_Only,Neelesh_Misra
Felina_(Breaking_Bad),Vince_Gilligan
Citizen_Baines,Lesli_Linka_Glatter
Four_Horsemen_of_the_Apocalypse_(film),Robert_Ardrey
Patient_Porky,Warren_Foster
The_Hunger_(TV_series),Cornell_Woolrich
The_Unpainted_Woman,Sinclair_Lewis
Kamen_Rider_Blade,Takayuki_Tsubaki
Gideon's_Daughter,Stephen_Poliakoff
Slow_Death,Alan_Moore
Too_Close_to_Home_(TV_series),Tyler_Perry
Chinga_(The_X-Files),Stephen_King
Coupling_(UK_TV_series),Geoffrey_Perkins
Two_to_the_Power_of_Love,Cliff_Richard
The_Actor_(Flight_of_the_Conchords),Will_Forte
Lying_Eyes,Vincent_Irizarry
Opium_(Matt_Berry_album),Matt_Berry
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1968),Isaac_Asimov
J.J._Juez,Caridad_Bravo_Adams
The_Stand_(comics),Stephen_King
The_Dukes_of_Hazzard:_The_Beginning,Willie_Nelson
Booty_Call_(soundtrack),R._Kelly
Real_Life_(Magazine_album),Leslie_Bricusse
It's_a_Scandal!_It's_a_Outrage!,Oscar_Hammerstein_II
The_Very_Best_of_Jump5,Howard_Ashman
Gravedale_High,Frank_Welker
Asimov's_Science_Fiction,Sheila_Williams
Saving_Private_Ryan,Edward_Burns
Baby_I'm_Burning,Dolly_Parton
Life_of_an_Expert_Swordsman,Tomoyuki_Tanaka
The_Crimson_Horror,Mark_Gatiss
Around_the_World_in_80_Days_(1988_film),Jules_Verne
Oleanna_(film),David_Mamet
American_Experience_(season_27),Ric_Burns
The_New_People,Rod_Serling
Time_Bandits,Michael_Palin
Mother_Tucker,Gore_Vidal
A_Little_Romance,Allan_Burns
Man_and_Maid,Elinor_Glyn
Seijuu_Sentai_Gingaman,Ryuta_Tasaki
Greatest_Hits_(Alice_Cooper_album),Bob_Ezrin
Revolting_People,Jay_Tarses
Murder_by_Death,Neil_Simon
Comedienne_(film),Nikolai_Leskov
Kaathavaraayan,Sivaji_Ganesan
A_Christmas_Carol_(1910_film),Charles_Dickens
Do_It_Again_(George_Gershwin_and_Buddy_DeSylva_song),Buddy_DeSylva
Bob_Dylan:_The_Collection,Bob_Dylan
Duel_at_Sundown_(Maverick),Arthur_Lubin
It_(miniseries),Stephen_King
Gun_(2010_film),50_Cent
The_Runaway_Bride_(film),Jane_Murfin
The_Talisman_(comics),Stephen_King
The_Little_Match_Girl_(1928_film),Hans_Christian_Andersen
The_World_According_to_Garp_(film),John_Irving
The_Stability_EP,Robert_Christgau
The_Associates_(U.S._TV_series),James_L._Brooks
Eugenia_Grandet_(1953_film),Honoré_de_Balzac
Lake_of_Fire_(film),Noam_Chomsky
Marty_(teleplay),Lee_Philips
Captain_Power_and_the_Soldiers_of_the_Future,Christy_Marx
Bing_Crosby_Live_at_the_London_Palladium,Oscar_Hammerstein_II
Doctor_Richter,David_Shore
CHAOS_(TV_series),Tom_Spezialy
The_Green_Man_(Amis_novel),Kingsley_Amis
Divorce,Rick_Crom
Slacker_Uprising,Michael_Moore
A_Bluish_Bag,Alan_Jay_Lerner
Smooth_as_Satin,Bayard_Veiller
Truman_(1995_film),David_McCullough
Uncle_Sam_Magoo,Walter_Scharf
Secrets_of_a_Secretary,George_Abbott
Beowulf:_A_Translation_and_Commentary,Christopher_Tolkien
"Listen_to_Me,_Girls._I_Am_Your_Father!__tv_series__1",Naruhisa_Arakawa
Standing_Stone_(album),Paul_McCartney
Millie_Inbetween,Richard_Lumsden
"Gomen_ne,_Summer",Yasushi_Akimoto
Citizen_Khan,Bhavna_Limbachia
The_Street_of_Adventure_(film),Philip_Gibbs
Jazba-e-Junoon,Salman_Ahmad
Oliver_Beene,David_Cross
Il_sogno_del_maratoneta,Carlo_Crivelli
White_Teeth_(TV_serial),Adrian_Johnston
The_Last_Remake_of_Beau_Geste,Marty_Feldman
Nuremberg:_Nazis_on_Trial,Dominic_Sutherland
Gramma_(The_Twilight_Zone),Harlan_Ellison
Where_in_Time_Is_Carmen_Sandiego%3F_(game_show),Kevin_Shinick
A_Tale_of_Two_Cities_(1911_film),Charles_Dickens
Hanneles_Himmelfahrt_(film),Thea_von_Harbou
The_Twilight_Zone_(1959_TV_series),Rod_Serling
Music_from_Songwriter,Willie_Nelson
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1963),Mickey_Spillane
Augie_Doggie_and_Doggie_Daddy,Hoyt_Curtin
A_Fine_Mess_(film),Blake_Edwards
Hard_Rain_(film),Graham_Yost
Since_(film),Andy_Warhol
Horn_OK_Please_(song),Gulzar
Murder_Most_Foul,Agatha_Christie
Nandito_Ako_(TV_series),David_Archuleta
List_of_The_Tonight_Show_with_Jay_Leno_episodes_(2000–09),Wanda_Sykes
The_Prince_and_the_Pauper_(1977_film),Mark_Twain
Thou_Shalt_Not_(musical),Émile_Zola
Do_I_Hear_a_Waltz%3F,Richard_Rodgers
If_These_Walls_Could_Talk,Peter_Honess
Boys_&_Girls_(will.i.am_song),Kylie_Minogue
49_Days,Lee_Yo-won
Is_Nothing_Sacred,Don_Black_(lyricist)
Playhouse_90,Herbert_Hirschman
The_Real_Ghostbusters_(comics),John_Carnell
Tom_Sawyer_(2000_film),Jymn_Magon
Los_Ricos_También_Lloran,Yolanda_Mérida
Windmills_of_the_Gods_(miniseries),Sidney_Sheldon
G.B.H._(TV_series),Michael_Palin
Melody_of_Death,Edgar_Wallace
Malibu_(film),Susan_Dey
Coma_(1978_film),Michael_Crichton
Infinite_Undiscovery,Ryo_Mizuno
A_Place_for_Annie,Stephen_J._Cannell
Why_Horror%3F,John_Carpenter
Slugterra:_Return_of_the_Elementals,Asaph_Fipke
Augusta_(album),Willie_Nelson
Dallas_(1978_TV_series)_(season_9),Bruce_Bilson
Toonsylvania,David_Warner_(actor)
The_Plague_(2006_film),Clive_Barker
You_Should_Hear_How_She_Talks_About_You,Dean_Pitchford
Illyria:_Spotlight,Peter_David
Model_Suit_Gunpla_Builders_Beginning_G,Yōsuke_Kuroda
The_Scarlet_Letter_(1995_film),Nathaniel_Hawthorne
Tales_from_the_Darkside:_The_Movie,Stephen_King
Murderers_Among_Us:_The_Simon_Wiesenthal_Story,Anton_Lesser
Ted_(album),Björn_Ulvaeus
Dragon_Ball_Z:_Super_Android_13!,Akira_Toriyama
Godzilla_(2014_film)__Godzilla:_Original_Motion_Picture_Soundtrack__1,Gareth_Edwards_(director)
Dick_Turpin_(TV_series),Richard_Carpenter_(screenwriter)
The_Night_of_the_Headless_Horseman,Washington_Irving
List_of_The_Late_Late_Show_with_Craig_Ferguson_episodes_(2005),James_Ellroy
Piss_Factory,Patti_Smith
Winterset_(film),Maxwell_Anderson
The_New_Space_Opera,Gardner_Dozois
The_Letters_of_J._R._R._Tolkien,J._R._R._Tolkien
Jack_London's_Tales_of_the_Klondike,Orson_Welles
Revolution_OS,Eric_S._Raymond
Dog_Trouble,Joseph_Barbera
Westinghouse_Studio_One,Lela_Swift
Conan_the_Adventurer_(animated_series),Scott_McNeil
Robot_Chicken:_Star_Wars_Episode_II,Les_Claypool
All_the_Kids_Are_Right,Hugh_Martin
Young_Man's_Fancy_(The_Twilight_Zone),Richard_Matheson
M'Liss_(1918_film),Bret_Harte
I_Yabba-Dabba_Do!,William_Hanna
Where_Late_the_Sweet_Birds_Sang,M._C._Escher
Downhill_(1927_film),Ivor_Novello
Days_of_Our_Lives,Ted_Corday
Resurrection_(1944_film),Leo_Tolstoy
Can_You_Please_Crawl_Out_Your_Window%3F,Bob_Dylan
Nightmares_(1980_film),Colin_Eggleston
Brigadier_Gerard_(film),Arthur_Conan_Doyle
Five_Characters_in_Search_of_an_Exit,Rod_Serling
Hammer_the_Toff,John_Creasey
On_the_Radio,Paul_Jabara
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1991),Steve_Martin
Gary_&_Mike,Will_Gluck
The_Garbage_Pail_Kids_Movie,Rod_Amateau
Futurama,Ken_Keeler
The_Human_Factor_(1979_film),Graham_Greene
"Glee:_The_Music,_Volume_6",Don_Black_(lyricist)
Black_River_(2001_film),Dean_Koontz
Dracula:_Dead_and_Loving_It,Rudy_De_Luca
Gravity's_Angels,Pablo_Picasso
A_Woman_to_Remember,Ruth_McDevitt
Hills_of_Hate,E._V._Timms
Flu_Bird_Horror,Alan_Howarth_(composer)
Abrázame_muy_fuerte,Arnaldo_André
Front_Page_Challenge,John_Aylesworth
Now_and_Then_(film),Rosie_O'Donnell
Vegas_(TV_series),Ashley_Gable
The_Twilight_Zone_(1959_TV_series)_(season_2),Richard_Matheson
The_Vagabond_King_(1956_film),Brian_Hooker_(poet)
Emma_(1996_TV_film),Andrew_Davies_(writer)
Mistress_(1987_film),Sherry_Lansing
The_Begum's_Fortune,William_Henry_Giles_Kingston
Dead_Man's_Folly_(film),Agatha_Christie
Jesus_Christ_Superstar,Andrew_Lloyd_Webber
"Play_It_Again,_Charlie_Brown",Charles_M._Schulz
Heaven_Sword_and_Dragon_Sabre_(1978_film),Jin_Yong
Dead_Men_Don't_Die,Malcolm_Marmorstein
It_(miniseries),Richard_Thomas_(actor)
The_Talisman_(comics),Stephen_King
Hee_Haw,John_Aylesworth
The_Lost_World_(1992_film),Arthur_Conan_Doyle
Quiet_Fire,Barry_Gibb
Sufferin'_Cats!,Joseph_Barbera
Where_Eagles_Dare,Alistair_MacLean
Space_Sheriff_Sharivan,Akira_Kushida
The_Emperor_and_His_Brother,Jin_Yong
Danny_Phantom,Steve_Marmel
Mohandas_K._Gandhi_(sculpture),Mahatma_Gandhi
Before_and_After_Science,Brian_Eno
Countryman_(album),Willie_Nelson
Cat's_Eye_(1985_film),Stephen_King
Taking_Liberties,Robert_Christgau
Darker_than_Black__ova__1,Tensai_Okamura
Ultimate_Fantastic_Four,Warren_Ellis
Revelations_(miniseries),Natascha_McElhone
Haunted_–_3D,Vikram_Bhatt
The_River_Unbroken,Dolly_Parton
Jayce_and_the_Wheeled_Warriors,J._Michael_Straczynski
Cruel_Passion,Marquis_de_Sade
Dusty's_Trail,Earl_Bellamy
The_Mystery_of_Life,Bono
Daffy_Duck_Slept_Here,Warren_Foster
Fish_(UK_TV_series),Mick_Ford
Kyōryū_Sentai_Zyuranger,Reiko_Chiba
Kingdom_Hospital,Stephen_King
Mr._Bean,Paul_Weiland
Punar_Vivah,Shashi_Mittal
Star_Wars:_Clone_Wars_(2003_TV_series),Genndy_Tartakovsky
The_Powerpuff_Girls_Movie,Amy_Keating_Rogers
"Goodbye,_Columbus_(film)",Arnold_Schulman
Tell_'Em_Why_U_Madd,Kanye_West
The_Kylie_Tapes:_94–98,Kylie_Minogue
Lucky_Cisco_Kid,O._Henry
The_Dance_of_Death_(1948_film),August_Strindberg
Born_of_Hope,J._R._R._Tolkien
List_of_The_Late_Late_Show_with_Craig_Ferguson_episodes_(2005),Nick_Hornby
The_Twilight_Zone_(1959_TV_series)_(season_4),Reginald_Rose
Ambush_(1939_film),S._J._Perelman
Legally_Blonde_(musical),Laurence_O'Keefe_(composer)
An_Enemy_of_the_People_(film),Arthur_Miller
Rhythm_Nation_(music_video),Janet_Jackson
Little_Big_Man_(film),Thomas_Berger_(novelist)
Charulata,Satyajit_Ray
Hidden_Colors,Tariq_Nasheed
Last_Gasp_(Inside_No._9),Steve_Pemberton
"Our_Son,_the_Matchmaker",Ann_Jillian
Miracle_(Third_Day_album),Eleanor_Farjeon
First_Knight,William_Nicholson_(writer)
Money_(1991_film),Maryam_d'Abo
After_the_Fox,Neil_Simon
Yamato:_The_New_Voyage,Leiji_Matsumoto
Players_(film),Troy_Kennedy_Martin
"Bewitched,_Bothered_and_Bewildered",Richard_Rodgers
Last_Man_Standing_(Australian_TV_series),Jeffrey_Walker_(actor)
Best_Always,Willie_Nelson
Tales_from_the_Darkside:_The_Movie,Stephen_King
Tall_in_the_Trap,Allen_Swift
Second_Chorus,Ben_Hecht
Crypt_of_Cthulhu,H._P._Lovecraft
The_Gnome-Mobile,Upton_Sinclair
Super_Session,Bob_Dylan
Light's_Diamond_Jubilee,Bud_Yorkin
Newsfront,Bob_Ellis
The_Supreme_Florence_%22Flo%22_Ballard,Berry_Gordy
Tripping_the_Rift,Jenny_McCarthy
Horror_of_Fang_Rock,Robert_Holmes_(scriptwriter)
The_Legend_of_Korra_(season_4),Michael_Dante_DiMartino
The_Irony_of_Fate,Mikael_Tariverdiev
Ada..._A_Way_of_Life,Sonu_Nigam
The_Impressionable_Jon_Culshaw,Steve_Nallon
Aaj_Aari_Kal_Bhab,Arindam_Chatterjee
Starsky_and_Hutch_on_Playboy_Island,Joan_Collins
Maria_Leonora_Teresa,Wenn_V._Deramas
Incarnation_of_Money,Kim_Soo-mi
Sabrina:_Friends_Forever,Teryl_Rothery
King_of_the_Damned,Charles_Bennett_(screenwriter)
Lasher,Chip_Kidd
Noddy_(TV_series),Enid_Blyton
Manslaughter_(1930_film),George_Abbott
NET_Playhouse,Jac_Venza
Three_from_Prostokvashino,Eduard_Uspensky
Matter_of_Life_and_Death_(Space:_1999),Johnny_Byrne_(writer)
Oliver_Twist_(2007_miniseries),Timothy_Spall
The_Great_White_Hype,Tony_Hendra
Payment_Deferred_(film),C._S._Forester
Fraggle_Rock,Richard_Hunt_(puppeteer)
Chimera_(miniseries),Kenneth_Cranham
The_Daydreamer_(film),Romeo_Muller
Tarzan_(2013_film),Edgar_Rice_Burroughs
The_Unit_(season_4),David_Mamet
Genji_Tsūshin_Agedama,Sukehiro_Tomita
Super_Session,Al_Kooper
The_People_(1972_film),Kim_Darby
The_Judas_Tree_(Jonathan_Creek),David_Renwick
Temptation_of_Wife_(2012_TV_series),Dode_Cruz
Kamen_Rider_555:_Paradise_Lost,Toshiki_Inoue
Samurai_Sentai_Shinkenger_vs._Go-onger:_GinmakuBang!!,Yasuko_Kobayashi
Two_Pints_of_Lager_and_a_Packet_of_Crisps,Natalie_Casey
Terry_Pratchett's_The_Colour_of_Magic,Terry_Pratchett
Give_Out_Girls,Robert_Popper
A-A-P,Bram_Moolenaar
Jack-O,Fred_Olen_Ray
List_of_Late_Night_with_Seth_Meyers_episodes_(2014),Stephen_King
Force_Ten_(song),Neil_Peart
Ray_of_Light_(song),Madonna_(entertainer)
Miracle_of_the_White_Stallions,AJ_Carothers
Slightly_French,Herbert_Fields
Nestor_the_Long-Eared_Christmas_Donkey,Maury_Laws
Blue_Blink,Osamu_Tezuka
"Nietzsche:_Philosopher,_Psychologist,_Antichrist",Friedrich_Nietzsche
Down_a_Dark_Hall_(film),Stephenie_Meyer
Moving_On_(film),Anne_Brooksbank
Antique_Woodworking_Tools,James_Austin_(photographer)
Tenjho_Tenge__tv_series__1,Toshiki_Inoue
Final_Grades,David_Simon
Dangaioh,Shō_Aikawa_(screenwriter)
The_A–Z_of_Mrs_P,Anthony_Drewe
James_and_the_Giant_Peach_(film),Miriam_Margolyes
Glass_Slippers,Kim_Hyun-joo
Poodle_Springs,Philip_Marlowe
Foreign_Correspondent_(film),Charles_Bennett_(screenwriter)
You've_Got_Mail,Tom_Hanks
The_Human_Operators,Harlan_Ellison
Walky_Talky_Hawky,Warren_Foster
X-Men:_The_End,Chris_Claremont
"The_Meteor,_the_Stone_and_a_Long_Glass_of_Sherbet",Graham_Nelson
Tu_Majha_Saangaati,Suresh_Wadkar
Bravest_Warriors,Tara_Strong
Teenage_Mutant_Ninja_Turtles_(1987_TV_series)_(season_2),Michael_Reaves
Madagascar:_Escape_2_Africa,Tom_McGrath_(animator)
Thriller_(U.S._TV_series),Philip_MacDonald
Big_Babies,Sharon_Horgan
Dusty's_Trail,Jack_Arnold_(director)
The_Seeds_of_Death,Terrance_Dicks
Number_13_(2006_film),M._R._James
Watermen:_A_Dirty_Business,Ralf_Little
"His_Majesty,_the_Scarecrow_of_Oz",L._Frank_Baum
Hawksong,Cliff_Nielsen
The_Mirror_Crack'd,Agatha_Christie
Sally_(1929_film),Guy_Bolton
A_Compilation_of_Scott_Weiland_Cover_Songs,Morrissey
Secret_Window,Stephen_King
Mike_Oldfield's_Single,Mike_Oldfield
None_Too_Soon,Paul_McCartney
Man_of_the_House_(1995_film),Richard_Jefferies_(screenwriter)
Hombre_tenías_que_ser,Carlos_Rivera
Homicide_(1991_film),William_H._Macy
Autumn_of_My_Life,Bobby_Goldsboro
News_from_the_Republic_of_Letters,Saul_Bellow
List_of_The_Tonight_Show_Starring_Jimmy_Fallon_episodes_(2015),Jamie_Foxx
Inherit_the_Wind_(1960_film),Robert_Edwin_Lee
The_Essential_Johnny_Cash_(1992_album),Bob_Dylan
The_Baby_Huey_Show,Vincent_Waller
Panwapa,Joey_Mazzarino
Adventure_Island_(film),Robert_Louis_Stevenson
Brave_New_World_(1998_film),Peter_Gallagher
The_Tyra_Banks_Show,Tyra_Banks
"Be_My_Valentine,_Charlie_Brown",Charles_M._Schulz
Libido_(1973_film),Thomas_Keneally
The_Broken_Melody_(1937_film),F._J._Thwaites
My_Sin,George_Abbott
The_Adventures_of_Augie_March,William_Faulkner
Fade_(Kanye_West_song),Kanye_West
Bullseye!,Maurice_Gran
Dragon_Ball:_Curse_of_the_Blood_Rubies,Toshiki_Inoue
Zero_Tolerance_(1995_film),Joseph_Merhi
The_Over-the-Hill_Gang_Rides_Again,Shelley_Hull
The_Will_Rogers_Follies,Betty_Comden
Ask_Rhod_Gilbert,Stephanie_McIntosh
The_New_Space_Opera_2,Gardner_Dozois
Twelfth_Night_(1955_film),William_Shakespeare
A_Dose_of_Rock_'n'_Roll,Ringo_Starr
"Touché,_Pussy_Cat!",William_Hanna
The_Lost_Missile,Jerome_Bixby
Prison_School__tv_series__1,Michiko_Yokote
Westinghouse_Studio_One,Buzz_Kulik
The_Dark_Tower:_The_Journey_Begins,Peter_David
Sharpe's_Challenge,Tom_Clegg_(director)
The_Three_Hostages_(TV_series),Patrick_Barr
"Red_King,_White_Knight",John_Scott_(composer)
La_Marie_du_port,Georges_Simenon
"Kiss_Me,_Kate",William_Shakespeare
Chinga_(The_X-Files),Stephen_King
Exodus:_Gods_and_Kings,Steven_Zaillian
Pikoo_(film),Satyajit_Ray
Man_About_the_House,Brian_Cooke
Dread_(film),Clive_Barker
Sonny_Spoon,Stephen_J._Cannell
Streets_of_Laredo_(miniseries),Sam_Shepard
Waiting_for_Guffman,Christopher_Guest
Return_to_Mayberry,Howard_Morris
Religulous,Bill_Maher
Robot_Chicken:_Star_Wars,Chad_Morgan_(actress)
The_Spanish_Prisoner,David_Mamet
Cell_(film),Stephen_King
The_Big_Bang_(Doctor_Who),Steven_Moffat
The_Wind_in_the_Willows_(TV_series),Jimmy_Hibbert
The_Signalman_(film),Charles_Dickens
Hellraiser,Clive_Barker
The_Starlost,Harlan_Ellison
The_Cross_and_the_Switchblade_(film),David_Wilkerson
The_Pet_Sounds_Sessions,Brian_Wilson
As_I_Lay_Dying_(film),James_Franco
Lady_&_Gentlemen,Willie_Nelson
Wine_of_Youth,Rachel_Crothers
Entirely_Beloved,Hilary_Mantel
A_Time_to_Kill_(1996_film),John_Grisham
If_These_Walls_Could_Talk,Suzanne_Todd
Tobal_No._1,Akira_Toriyama
