The_Paradise_Suite_(Armchair_Theatre),Sam_Wanamaker
PC_Principal_Final_Justice,Trey_Parker
Daktari,William_A._Fraker
Infernal_Affairs_(film_series),Danny_Pang_Phat
The_Westerner_(film),Lillian_Hellman
Crazy_Crooks,Dean_Shek
My_Own_Worst_Enemy_(TV_series),Frederick_King_Keller
Nagamandala,Prakash_Raj
Life_Unexpected,Bobby_Roth
Mother_Goose_Melodies,Jack_King_(animator)
The_Affair_(1995_film),Colin_Callender
Aashiqui_2,Mahesh_Bhatt
Money_No_Enough,Jack_Neo
True_Blood_(season_6),Michael_Lehmann
Roadies_(TV_series),Cameron_Crowe
"Romulus,_My_Father_(film)",Eric_Bana
Pistols_for_Breakfast,Hal_Roach
Occasional_Wife,John_Erman
Old_Well_(film),Zhang_Yimou
Central_Park_West_(TV_series),Darren_Star
An_American_Tail:_Fievel_Goes_West,Steven_Spielberg
The_Master_Plan_(Parks_and_Recreation),Natalie_Morales_(actress)
Cobra_Command_(1984_video_game),Yoshihisa_Kishimoto
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1987),Burt_Reynolds
Glass_Chin,Marin_Ireland
Whiz_Kids_(TV_series),Vincent_McEveety
Fall_In,Hal_Roach
A_Woman_Called_Golda,Adam_Greenberg_(cinematographer)
The_Hi-Lo_Country,Martin_Scorsese
Larrikins_(film),Margot_Robbie
The_Incredible_Journey_(film),James_Algar
Paran_Jai_Jaliya_Re,Zubeen_Garg
"Alexander_and_the_Terrible,_Horrible,_No_Good,_Very_Bad_Day_(film)",Lisa_Henson
List_of_MacGyver_episodes_(season_7),Mike_Vejar
El_Privilegio_de_Amar,Delia_Fiallo
The_Delicate_Delinquent,Jerry_Lewis
Le_Petit_Tourette,Trey_Parker
The_Nutt_House_(film),Emil_Sitka
Pray_You_Catch_Me,Beyoncé
Star_Fairies,William_Hanna
Honey_Bee_(film),Deepak_Dev
Filthy_Rich_(1982_TV_series),Linda_Bloodworth-Thomason
Way_Out_West_(1937_film),Hal_Roach
Elmer_Elephant,Maurice_Noble
Akin_Pa_Rin_ang_Bukas,Jun_Lana
Challenge_of_the_Super_Friends,William_Hanna
Woops!,Gil_Junger
Back_to_the_Woods_(1937_film),Jules_White
Poove_Poochooda_Vaa,Navodaya_Appachan
Happy_Accidents_(film),Vincent_D'Onofrio
Challenge_of_the_Super_Friends,Stanley_Ralph_Ross
Come_Clean_(film),Stan_Laurel
Cat_Fishin',Ray_Patterson_(animator)
Long_Pants,Tay_Garnett
Law_&_Order_(season_5),Martha_Mitchell_(director)
Unholy_Women,Takashi_Shimizu
Buffy_the_Animated_Series,Joss_Whedon
Pot_Luck_(1936_film),Roy_Kellino
The_Queen's_Flower_Girl,Rafael_Gil
Charlotte's_Web_(1973_film),William_Hanna
The_Warrior_and_the_Sorceress,Roger_Corman
The_Air_Legion,Antonio_Moreno
Ten_Tiny_Love_Stories,Deborah_Kara_Unger
Naked_City_(TV_series),David_Lowell_Rich
Empty_Nest,Billy_Vera
Made_in_U.S.A._(1966_film),Raoul_Coutard
Gossip_Girl_(season_5),Larry_Shaw_(director)
Sentimental_Destinies,Emmanuelle_Béart
Lethal_Hostage,Ning_Hao
Flatliners,Kiefer_Sutherland
Golden_Sands_(film),Daryl_Runswick
Agent_3S3:_Passport_to_Hell,Bruno_Mattei
NYPD_Blue_(season_12),Kevin_Hooks
Little_Big_Master,Benny_Chan_(film_director)
My_Little_Margie,Hal_Roach
Pups_Is_Pups,Hal_Roach
Tremors_5:_Bloodlines,Ron_Underwood
Damage_Control_(TV_series),Zane_Lamprey
Power_Rangers_in_Space,Lior_Rosner
"A_Genius,_Two_Partners_and_a_Dupe",Jean_Martin
The_Flintstones:_Jogging_Fever,Joseph_Barbera
Wrong_(film),Mr._Oizo
Alias_(season_1),Thomas_J._Wright
Badi_Aapa,Momina_Duraid
Heat_and_Dust_(film),Shashi_Kapoor
On_Tour_(1990_film),Paolo_Virzì
The_Glass_Web,Edward_G._Robinson
The_Black_Windmill,Antony_Gibbs
Baazi_(1951_film),Dev_Anand
List_of_The_Tonight_Show_with_Jay_Leno_episodes_(1992–99),Tom_Hanks
The_Spiderwick_Chronicles_(film),John_Sayles
Radio_Flyer_(film),John_Heard_(actor)
Death_Wish_(Star_Trek:_Voyager),James_L._Conway
The_Officer's_Swordknot,Mici_Haraszti
The_Tunnel_(TV_series),Angel_Coulby
He_Would_a_Hunting_Go,Roscoe_Arbuckle
Glee:_The_3D_Concert_Movie,Ryan_Murphy_(writer)
BASEketball,Trey_Parker
Bailey's_Comets,Friz_Freleng
2_Days_in_the_Valley,Paul_Mazursky
Little_Stranger_(film),Nigel_Playfair
The_Gray_Nun_of_Belgium,Frank_Joslyn_Baum
Blood_Valley:_Seed's_Revenge,Uwe_Boll
Lake_of_Ladies,Colette
Outlaws_of_the_Desert,Bernard_McConville
Aanayum_Ambaariyum,Ravikumar_(actor)
Hawaii_Five-O_(season_3),Paul_Stanley_(director)
Thunichal,K._S._Chithra
The_Game_Plan_(film),Audrey_Wells
Raju_Chacha,Chandan_Arora
Rapture_(Battlestar_Galactica),Bradley_Thompson
Nanna_Rosha_Nooru_Varusha,R._N._Jayagopal
Back_to_You,Steven_Levitan
Michel_Strogoff_(1926_film),Fédote_Bourgasoff
If_I_Were_a_Spy,Serge_Gainsbourg
Naked_City_(TV_series),William_Beaudine
The_Bermuda_Triangle_(film),John_Huston
Yogi's_Space_Race,Mel_Blanc
The_Saint_(novel),Jonathan_Hensleigh
The_Sentinel_(1977_film),Cristina_Raines
Baby_Face_(film),Howard_Bretherton
The_Marksman,Andrew_Stevens
Forever_Charmed,Leland_Crooke
A_Quiet_Little_Wedding,Roscoe_Arbuckle
NYPD_Blue_(season_4),Davis_Guggenheim
Julia_and_Julia,Sandro_Petraglia
Fluttering_Hearts,Hal_Roach
The_Little_Orphan,Ray_Patterson_(animator)
Swimfan,Louis_Febre
Daffy_Rents,Friz_Freleng
A_Dog's_Life_(1950_film),Mario_Bava
The_Fall_of_the_City,Irving_Reis
Faust_(1926_film),William_Dieterle
Bobbili_Puli,Jayachitra
Pathram,Renji_Panicker
The_Lost_Episodes,Frank_Zappa
Men_of_Steel_(film),Edward_Knoblock
Lady_Audley's_Secret_(1920_film),Manning_Haynes
Cat's_Eye_(1985_film),Jack_Cardiff
A_Cold_Wind_in_August,John_Hayes_(director)
Empty_Holsters,Anderson_Lawler
Chew-Chew_Baby,Ben_Hardaway
Momentum_Deferred,Theresa_Russell
ER_(season_6),Marita_Grabiak
Une_si_jolie_petite_plage,Jean_Servais
Without_a_Trace_(season_5),Kate_Woods
Endgame_(Star_Trek:_Voyager),Marvin_V._Rush
Room_666,Steven_Spielberg
Papa_Beaver's_Storytime,Bruce_Dinsmore
The_Funcooker,Ken_Whittingham
Vallal,Sathyaraj
Engane_Nee_Marakkum,Priyadarshan
Dallos,Hisayuki_Toriumi
Avalon_(Stargate_SG-1),Penelope_Corrin
The_Cellar_(film),Chris_Miller_(animator)
Swing_Your_Partners,Hal_Roach
Thevar_Magan,Kamal_Haasan
Female_Trouble,David_Lochary
Burke_&_Hare_(1971_film),Harry_Andrews
Bedtime_Bedlam,Walter_Lantz
The_Unit_(season_3),David_Mamet
"Alina,_the_Turkish_Assassin",Bobby_Roth
Before_They_Were_Stars,Scott_Baio
Sport_de_filles,Caroline_Champetier
Deck_the_Halls_(2006_film),Kristin_Chenoweth
Kadhalan,Prabhu_Deva
Mickey_Mouse_Works,John_O'Hurley
Start_the_Revolution_Without_Me,Orson_Welles
Detention_(2003_film),Mpho_Koaho
God's_Gift_(soundtrack),Master_P
A_Better_Life,Alexandre_Desplat
The_World's_Great_Snare,Irving_Cummings
The_Boston_Strangler_(film),Sally_Kellerman
La_otra_cara_del_alma,Gabriela_Spanic
Serving_Sara,Matthew_Perry
The_Further_Adventures_of_SuperTed,Joseph_Barbera
Criminal_Court,Frank_Redman
Newsreaders_(TV_series),David_Wain
"Grips,_Grunts_and_Groans",Clyde_Bruckman
The_Seven_Revenges,Bitto_Albertini
House_vs._God,William_Katt
Emil_and_the_Detectives_(1931_film),Emeric_Pressburger
Manhattan_Love_Story,John_Fortenberry
The_New_Adventures_of_J._Rufus_Wallingford,George_B._Seitz
Unnatural_History_(TV_series),Allan_Kroeker
The_Mind_Benders_(film),James_Kennaway
By_Order_of_Pompadour,Frida_Richard
Five_Paupers_in_an_Automobile,Eduardo_De_Filippo
Lo_smemorato_di_Collegno,Bruno_Corbucci
Unfinished_Music_No._2:_Life_with_the_Lions,Yoko_Ono
JAG_(season_7),Scott_Brazil
Stranger_than_Fiction_(2000_film),Todd_Field
Killer_Women,David_Grossman_(director)
Noo_Hin:_The_Movie,Kongdej_Jaturanrasamee
Angie_Tribeca,Steve_Carell
Naam_Pirandha_Mann,Kamal_Haasan
Crimson_Tide_(film),James_Gandolfini
The_Land_Before_Time_(TV_series),Aria_Curzon
Pontius_Pilate_(film),Angelo_Francesco_Lavagnino
Silence_(2016_film),Irwin_Winkler
Cancel_My_Reservation,Bob_Fisher_(screenwriter)
GoBots:_Battle_of_the_Rock_Lords,Joseph_Barbera
Friends_with_Benefits_(TV_series),John_Putch
Jai_Ho_(film),Sajid–Wajid
Top_Banana_(film),Terry_O._Morse
The_Roaring_Twenties,Robert_Rossen
Patlabor,Mamoru_Oshii
Mukunda_Murari,Upendra_(actor)
In_Her_Shoes_(film),Tony_Scott
Blue_(1968_film),Karl_Malden
Father_of_Four,Henning_Karmark
Sunlight_Jr.,J_Mascis
Household_Accounts,Antonio_Siciliano
Pelé:_Birth_of_a_Legend,Jonita_Gandhi
The_Frenchman's_Son,Josiane_Balasko
Ok_Jaanu,Mani_Ratnam
A_Christmas_Carol_(1997_film),Charles_Dickens
The_Master_of_Ballantrae_(1953_film),Jack_Cardiff
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1969),Roman_Polanski
Café_Society_(film),Vittorio_Storaro
Exclusive_(film),Sidney_Salkow
Uncle_Vanya_(1963_film),Joan_Plowright
Devil_on_Horseback,Malcolm_Arnold
They_Go_Boom,Hal_Roach
The_Stepfather_(1987_film),Patrick_Moraz
'Til_There_Was_You,Miles_Goodman
Kung_Fu_Cult_Master,Sammo_Hung
Cabin_in_the_Sky_(film),Albert_Lewis_(producer)
The_Brontë_Sisters,Jean_Gruault
Bloodfist_III:_Forced_to_Fight,Roger_Corman
Getting_On_(UK_TV_series),Joanna_Scanlan
Wacko_(film),Stella_Stevens
The_Hire,Andrew_Kevin_Walker
Dilema_(film),Jajang_C._Noer
Zamindar_(1965_film),Tammareddy_Krishna_Murthy
Coma_(U.S._miniseries),Tony_Scott
Lost_Stallions:_The_Journey_Home,Mickey_Rooney
Invocation_(The_X-Files),John_Doggett
Malicious_(1973_film),Vittorio_Storaro
The_Bible_(miniseries),Lorne_Balfe
List_of_The_Tonight_Show_Starring_Jimmy_Fallon_episodes_(2015),Steve_Buscemi
JFK_(film),Kevin_Bacon
The_Scout_(film),Albert_Brooks
The_Fugitive_(1972_film),Sammo_Hung
They_Go_Boom,Hal_Roach
Side_Effects_(Allen_book),Woody_Allen
'In_Wrong'_Wright,Ford_Beebe
Vengeance_of_Rannah,Harry_S._Webb
Tales_of_Symphonia,Motoi_Sakuraba
Timmy_and_the_Lords_of_the_Underworld,Trey_Parker
Karm_Yudh_(1985_film),Asha_Sachdev
Minority_Report_(film),Janusz_Kamiński
To_Bina_Mo_Kahani_Adha,Archita_Sahu
Volcano_(South_Park),Trey_Parker
That's_My_Wife_(1929_film),Leo_McCarey
The_Book_of_Mormon:_Original_Broadway_Cast_Recording,Trey_Parker
He_Married_His_Wife,James_B._Clark_(director)
Hollywood_or_Bust,Walter_Scharf
Richie_Rich_(1980_TV_series),Joseph_Barbera
Big_Trouble_in_Little_China_(soundtrack),John_Carpenter
But_What_a_Sweet_Little_Room,Ralph_Smart
Rocky,Sylvester_Stallone
Seedpeople,Charles_Band
Ted_Mosby:_Architect,Joe_Manganiello
The_Enemy_(1927_film),Lillian_Gish
Miss_Polly,Hal_Roach
Police_Academy_(film),Neal_Israel
Worst_Case_Scenario_(film),Brian_Yuzna
The_Smurfs_(TV_series),Joseph_Barbera
The_World_Ends_with_You,Tetsuya_Nomura
The_King_of_Braves_GaoGaiGar,Ryōsuke_Takahashi
Angels_Revenge,Susan_Kiger
What's_Your_Husband_Doing%3F,Thomas_H._Ince
The_Accused_(1960_film),Mario_Soffici
Two_and_Two_Make_Six,Norrie_Paramor
Boys'_Night,Reid_Ewing
Alias_(season_4),Greg_Yaitanes
While_the_City_Sleeps_(1956_film),Ida_Lupino
Dam_999,Vinay_Rai
I_nostri_mariti,Alberto_Sordi
Father_Is_a_Bachelor,S._Sylvan_Simon
Psych_(season_4),John_Badham
Door_to_Silence,Joe_D'Amato
Mr._Putsami,V._Manohar
Duel_of_Champions,Carlo_Lizzani
The_Animatrix,Don_Davis_(composer)
The_Decembrist,John_Eisendrath
Forgotten_Babies,Hal_Roach
The_Knight_of_San_Marco,Riccardo_Freda
Elevator_to_the_Gallows,Jeanne_Moreau
Pudhayal,Manivannan
Lone_Cowboy_(film),Jackie_Cooper
Palat_–_Tera_Hero_Idhar_Hai,David_Dhawan
Knight_Without_Armour,Alexander_Korda
The_Love_Burglar,Frank_Urson
A_Dash_of_Courage,Gloria_Swanson
"Amerongen_Castle__,_video_installation__1",Peter_Greenaway
Jackie_Chan_Adventures,Jackie_Chan
Story_of_Drunken_Master,Dean_Shek
Tanhaiyaan,Marina_Khan
Dathuputhran,Sheela
The_River_Girl,Florestano_Vancini
Beauty_and_the_Beast_(2017_film),Luke_Evans_(actor)
Kazhukan,K._Balachander
No_Limit_(TV_series),Luc_Besson
Pretty_Fly_for_a_Rabbi,%22Weird_Al%22_Yankovic
Waitress_(film),Jeff_Rose
The_Sisterhood_of_the_Traveling_Pants_2,Amber_Tamblyn
Sweepstakes_(film),Joseph_Kane
I_Wake_Up_Screaming,Laird_Cregar
Dil_Vil_Pyar_Vyar,Tigmanshu_Dhulia
Baby_Face_(film),Howard_Bretherton
Babylon_5:_The_River_of_Souls,Martin_Sheen
Kiko_and_the_Honey_Bears,Joseph_Barbera
Cellar_Dweller,Charles_Band
One_Law_for_All,Hoot_Gibson
The_Fuller_Brush_Girl,Frank_Tashlin
The_Parent_'Hood,Robert_Townsend_(actor)
Ring_Up_the_Curtain,Hal_Roach
China_Jones,Milt_Franklyn
Mabel's_Strange_Predicament,Henry_Lehrman
The_Charmings,Dori_Brenner
Love_in_Every_Port,Edgar_Neville
Darling_(1961_film),Manolo_Morán
Dexter_(season_2),Nick_Gomez
Tumbleweed_(1953_film),Russell_Metty
The_Invisible_Man_Returns,Frank_Skinner_(composer)
A_Victory_for_Democracy,Sydney_Lotterby
Runaway_Bride_(film),Josann_McGibbon
Among_Wolves,Robert_Arden
What_Price_Porky,Chuck_Jones
Yankee_Dood_It,Arthur_Davis_(animator)
The_Sixth_Sense_(TV_series),Daniel_Haller
Black_Mask_(film),Ann_Hui
Mean_Streets,Kent_L._Wakeford
Banzai_Runner,John_Shepherd_(actor)
The_A-Tom-Inable_Snowman,Chuck_Jones
Billy_the_Kid_(1930_film),Charles_MacArthur
Unnudan,Manivannan
Space_Tourists,Steve_Reich
Crazy_like_a_Fox_(1926_film),Charley_Chase
Jayasimha_(1955_film),Samudrala_Raghavacharya
Proxy_(film),Joe_Swanberg
"Korg:_70,000_B.C.",William_Hanna
"Wanted_–_$5,000",Hal_Roach
Hungry_Hill_(film),Terence_Young_(director)
Espionage_(TV_series),"John_Furia,_Jr."
CCTV_New_Year's_Gala,Zhu_Jun_(host)
The_Karate_Dog,Pat_Morita
List_of_Marie_episodes,LeVar_Burton
Them_Thar_Hills,Hal_Roach
The_Guard_(2011_film),Don_Cheadle
Julia_(TV_series),Lurene_Tuttle
NCIS_(season_9),Tony_Wharmby
Yo_Yogi!,Kath_Soucie
Kamen_Rider_Fourze,Ryuki_Takahashi
Air_Mata_di_Kuala_Lumpur,P._Ramlee
Dakota_Express,Rockline_Venkatesh
The_One_That_Got_Away_(film),Julian_Wintle
The_Funtastic_World_of_Hanna-Barbera_(ride),Joseph_Barbera
Rodeo_(film),Walter_Mirisch
The_Widow's_Might_(1918_film),Charles_Rosher
El_miedo_no_anda_en_burro,Fernando_de_Fuentes
Triángulo_(telenovela),Ernesto_Alonso
Sajenko_the_Soviet,Suzy_Vernon
Angelitos_del_trapecio,Miguel_Zacarías
Jungle_Raiders_(serial),Ira_H._Morgan
Michael_Strogoff_(1944_film),Rodolfo_Halffter
The_New_Adventures_of_Pinocchio_(TV_series),Larry_D._Mann
Trashed_(film),Vangelis
Flowers_and_Trees,David_Hand_(animator)
Kailan_Mali_ang_Pagibig,Mark_A._Reyes
Gajakesari,A._P._Arjun
Il_monello_della_strada,Glauco_Pellegrini
"Oh,_Dear_Augustine",Willi_Forst
The_Pebbles_and_Bamm-Bamm_Show,Lennie_Weinrib
Unfinished_Business_(2015_film),Michael_Tronick
FlashForward,Constantine_Makris
Oral_Koodi_Kallanayi,Sheela
Casper's_First_Christmas,Joseph_Barbera
Ideal_Woman_Sought,Werner_Müller_(musician)
Bliss_(1917_film),Hal_Roach
"Telle_mère,_telle_fille",Juliette_Binoche
The_Constant_Gardener_(film),John_Sibi-Okumu
Evil_Roy_Slade,Garry_Marshall
The_Hot_Choc-late_Soldiers,Ben_Sharpsteen
Slade_in_Flame,Andrew_Birkin
PC_Principal_Final_Justice,Trey_Parker
Small_Talk_(film),Hal_Roach
Mera_Pati_Sirf_Mera_Hai,Rekha
"What's_New,_Scooby-Doo%3F",Joseph_Barbera
Mujhe_Jeene_Do_(1999_film),Ismail_Tara
30_Rock_(season_2),Beth_McCarthy-Miller
Cahill_U.S._Marshal,John_Wayne
A_Corny_Concerto,Bill_Melendez
"Sister,_Sister_(1982_film)",Dennis_Berry
Bonsoir_(film),Marie-Christine_Barrault
Common_Jasmin_Orange,Jay_Chou
The_Smallest_Show_on_Earth,Frank_Launder
The_Highway_of_Hope,James_Van_Trees
Whatever_You_Say_(film),Sinclair_(singer)
Domino_(film),Delroy_Lindo
City_Girl_(1938_film),Lester_Ziffren
Let's_Go_(film),Hal_Roach
Tough_Love_(Buffy_the_Vampire_Slayer),Amber_Benson
Voodoo_Macbeth,Orson_Welles
The_Twilight_Zone_(1959_TV_series)_(season_3),John_Brahm
Richard_Burton's_Hamlet,William_Shakespeare
Long_Night_in_1943,Enrico_Maria_Salerno
Dynomutt_Hour,William_Hanna
Battle_Hawk,Michihiro_Ikemizu
Buried_Treasure_(1926_film),F._Richard_Jones
My_New_Gun,Paul_Colichman
Down_to_Earth_(1932_film),Ernest_Palmer_(American_cinematographer)
Madame_Guillotine_(1916_film),Amleto_Novelli
The_Irish_in_Us,Pat_O'Brien_(actor)
The_Angriest_Man_in_Brooklyn,John_Bailey_(cinematographer)
"Honey,_I_Shrunk_the_Kids",Stuart_Gordon
The_Gilded_Spider,Ida_May_Park
The_Big_Sleep_(1946_film),Sidney_Hickox
Kerala_Cafe,Ranjith_(director)
Bunty_Aur_Babli__Bunty_Aur_Babli__1,Yash_Chopra
She_Wants_Revenge_(American_Horror_Story),Brad_Falchuk
Shane_(TV_series),Victor_Young
A_Life_in_the_Balance,Leo_Townsend
The_RZA—Instrumental_Experience,RZA
Married_in_America,Michael_Apted
My_One_and_Only_(film),Marco_Pontecorvo
Girl_Crazy_(1932_film),Arthur_Roberts_(editor)
An_Itch_in_Time,Sara_Berner
Ringer_(TV_series),Allan_Arkush
Jana_of_the_Jungle,William_Hanna
His_Bitter_Half,Arthur_Davis_(animator)
Alice_in_Wonderland_or_What's_a_Nice_Kid_Like_You_Doing_in_a_Place_Like_This%3F,William_Hanna
Collars_and_Cuffs,Hal_Roach
Super_Friends_(1973_TV_series),William_Hanna
Full_Speed_(album),R._Kelly
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1978),Bert_Convy
Money_for_Speed,Ida_Lupino
Death_Drives_Through,John_Huston
"Out_of_the_Everywhere_(Upstairs,_Downstairs)",Michael_Moore
Bhakthajanangalude_Sradhakku,Ranjith_(director)
Hercules_and_the_Masked_Rider,Angelo_Francesco_Lavagnino
Smallville_(season_7),Glen_Winter
Dinosaurs_Alive!,Michael_Douglas
Buddy's_Beer_Garden,Frank_Tashlin
That's_Entertainment!,Gene_Kelly
Radio_Active_(radio_series),Richard_Curtis
Sugar_Daddies,Hal_Roach
Pest_of_the_West,Steven_Banks
The_Left-Handed_Woman,Wim_Wenders
The_Wrong_Move,Lisa_Kreuzer
The_Wild_Pony,Walt_Morey
Baby_It's_You_(film),Michael_Ballhaus
So_Little_Time,Rich_Correll
Julien_Donkey-Boy,Werner_Herzog
Tora-san's_Dream-Come-True,Kaoru_Yachigusa
Next_Friday,Ice_Cube
The_Two_Orphans_(1965_film),Mike_Marshall_(actor)
Lucky_Jordan,Sheldon_Leonard
Tired_Business_Men,Hal_Roach
Strange_Report,Daniel_Petrie
Dallas_(1978_TV_series)_(season_9),Corey_Allen
Luckey_Quarter,Stephen_King
The_Lying_Game_(season_1),Larry_Shaw_(director)
Detectives_in_Trouble,Yoon_Sung-sik
Athena_(film),Edmund_Purdom
Death_Wish_(upcoming_film),Joe_Carnahan
Howards_End_(film),Ismail_Merchant
The_Mermaid_(1965_film),Chang_Cheh
Goldimouse_and_the_Three_Cats,Mel_Blanc
Scooby-Doo's_Snack_Tracks:_The_Ultimate_Collection,Joseph_Barbera
Babylon_A.D.,Vin_Diesel
Lemonade_(Beyoncé_album),James_Blake_(musician)
Railroadin',Hal_Roach
Kiragoorina_Gayyaligalu,Sadhu_Kokila
Khatta_Meetha_(2010_film),Ouseppachan
The_Pepsodent_Show,Hy_Averback
An_Ideal_Husband_(2000_film),Sadie_Frost
Magnet_of_Doom,Henri_Decaë
The_Magistrate_(1959_film),Pasquale_Festa_Campanile
A_Cross_the_Universe_(album),Romain_Gavras
A_Sentimental_Attempt,Ruggero_Mastroianni
Hokey_Wolf,Hoyt_Curtin
Shool,Ram_Gopal_Varma
The_Dentist_2,Pierre_David
List_of_Conan_episodes_(2010–11),Todd_Phillips
The_Sixth_Sense_(TV_series),Daniel_Haller
List_of_MacGyver_episodes_(season_2),Don_Chaffey
Captain_Fracasse_(1961_film),Louis_de_Funès
Hanna-Barbera's_All-Star_Comedy_Ice_Revue,Joseph_Barbera
The_Pullman_Bride,Mack_Sennett
"Not_with_My_Wife,_You_Don't!",Johnny_Mercer
The_Cloud_(Star_Trek:_Voyager),Brannon_Braga
Holmes_&_Yo-Yo,Jack_Arnold_(director)
Smash_(TV_series),Steven_Spielberg
Mobile_Suit_Gundam:_Char's_Counterattack,Yoshiyuki_Tomino
Rumble_Fish,S._E._Hinton
Tora-san's_Grand_Scheme,Yoji_Yamada
Deceived_Slumming_Party,Edward_Dillon_(actor)
Final_Fantasy_VIII,Hironobu_Sakaguchi
Valu_(film),Girish_Kulkarni
The_Galloping_Major_(film),Monja_Danischewsky
Haven_(TV_series),Shawn_Piller
The_Ghost_Train_(1941_film),Val_Guest
8_Mile_(film),Brittany_Murphy
What_Money_Can't_Buy_(film),James_Cruze
A_Regular_Girl,Edmund_Goulding
The_Flintstones:_Fred's_Final_Fling,Joseph_Barbera
Flesh_and_the_Woman,Jacques_Feyder
Nights_on_the_Road,Helmut_Käutner
Shaggy_&_Scooby-Doo_Get_a_Clue!,Joseph_Barbera
Saaya_(2003_film),Mahesh_Bhatt
The_Kiss_and_Other_Movements,Michael_Nyman
Pirates_of_the_High_Seas,Sam_Katzman
Filthy_Rich_(1982_TV_series),Bill_Persky
Ripped_Off,Adriano_Bolzoni
The_Brothers_Carry-Mouse-Off,Chuck_Jones
Man_from_Atlantis,Charles_S._Dubin
Mastermind_(Rick_Ross_album),Kanye_West
Primeval_(Buffy_the_Vampire_Slayer),Amber_Benson
Abandon_All_Hope_(film),Riccardo_Freda
Pilyang_Kerubin,Jun_Lana
Beware_of_Pickpockets,Karl_Maka
Stranger_from_Venus,Helmut_Dantine
Predators_(film),Robert_Rodriguez
Sea_Fury_(film),Luciana_Paluzzi
Yogi_the_Easter_Bear,Joseph_Barbera
West_32nd,John_Cho
Legend_of_the_Lost,John_Wayne
Please_(film),John_English_(director)
Yogi's_Space_Race,Joseph_Barbera
The_Adventures_of_Don_Coyote_and_Sancho_Panda,William_Hanna
Mighty_Morphin_Power_Rangers:_The_Movie,David_Yost
The_Super_Globetrotters,Joseph_Barbera
Mind_Games_(TV_series),Arlene_Sanford
Wild_Poses,Hal_Roach
Prince_(painting),Andy_Warhol
The_Couch_(film),Blake_Edwards
Million_Dollar_Infield,Rob_Reiner
The_Son_of_Dr._Jekyll,Paul_Sawtell
The_Fortune_Code,Sammo_Hung
Idiot_(1992_film),Ayub_Khan-Din
The_Southern_Star_(film),Orson_Welles
Stars_and_Bars_(1988_film),Elmer_Bernstein
Down_on_the_Farm_(1920_film),Mack_Sennett
The_King_of_Braves_GaoGaiGar,Ryōsuke_Takahashi
Queens_Supreme,Annabella_Sciorra
Rabbit_Seasoning,Abe_Levitow
Sister_Mary_Explains_It_All,Brian_Benben
Mr._Nobody_(film),Philippe_Godeau
Tahit_Moos_Al-Hallaq,Hammoudi_Al-Harithi
So_This_Is_London_(1930_film),Maureen_O'Sullivan
One_Last_Thing,Donnie_Keshawarz
Psychosis_(film),Charisma_Carpenter
The_River_of_Love_(film),Helmy_Rafla
One_Terrible_Day,Ernie_Morrison
"Funuke_Show_Some_Love,_You_Losers!",Eriko_Sato
The_Chosen_(1981_film),Robby_Benson
The_Truth_About_Charlie,Stephen_Dillane
No_Way_Jose,Gillian_Jacobs
Breather_Life,Master_P
The_Red_Danube,Miklós_Rózsa
Insidious_(film_series),Oren_Peli
Wrath_(2011_film),Stef_Dawson
When_the_Right_One_Comes_Along,John_Schneider_(screen_actor)
Rockin'_with_Judy_Jetson,Joseph_Barbera
Tower_Prep,Peter_DeLuise
All_That_Live!_(100th_episode),Brian_Robbins
Rails_(film),Giacomo_Moschini
Roswell_(TV_series),David_Nutter
Monty_Python's_Life_of_Brian,Terry_Gilliam
Lowdown_(TV_series),Dailan_Evans
Web_of_the_Spider,Bruno_Corbucci
Tees_Maar_Khan_(2010_film),Akshaye_Khanna
The_Mercury_Theatre_on_the_Air,Orson_Welles
Pay_It_Forward_(film),Oliver_Stapleton
Cleveland_Smith:_Bounty_Hunter,Sam_Raimi
The_Fugitive_(season_2),Robert_Butler_(director)
The_Wizard_of_Mars,John_Carradine
"Don't_Waste_Your_Time,_Johnny!",Domenico_Procacci
The_White_Warrior,Mario_Bava
"Brother_Sun,_Sister_Moon",Suso_Cecchi_d'Amico
Rusty:_A_Dog's_Tale,Bobcat_Goldthwait
1942_(video_game),Yoshiki_Okamoto
The_Pandora_Project,Erika_Eleniak
The_Hollywood_Revue_of_1929,William_Haines
Early_to_Bed_(1928_film),Hal_Roach
Yabba_Dabba_Doo!_The_Happy_World_of_Hanna-Barbera,William_Hanna
