The_Best_of_Times_(2002_film),Chang_Tso-chi
Quasimodo_d'El_Paris,Patrick_Timsit
Jonny_Quest_(TV_series),Joseph_Barbera
Fires_of_Innocence,Sidney_Morgan
Left_Behind_(2014_film),Vic_Armstrong
The_Hunting_Ground,Kirby_Dick
Comedy_of_the_Heart,Rochus_Gliese
Cold_Front_(film),Allan_A._Goldstein
The_General's_Fiancée,Ville_Salminen
Stamboul_Quest,Sam_Wood
The_Fifth-Column_Mouse,Friz_Freleng
Crac,Frédéric_Back
Troops_(film),Kevin_Rubio
Miracle_Girls__tv_series__1,Hiroko_Tokita
Telefon_(film),Don_Siegel
Raggedy_Rose,Stan_Laurel
Attica_(film),Marvin_J._Chomsky
Grimm's_Snow_White,Rachel_Lee_Goldenberg
Symphony_in_Two_Flats,Gareth_Gundrey
Servants_(TV_series),Tim_Whitby
Up_for_Love,Laurent_Tirard
Paul_Robeson:_Here_I_Stand,St._Clair_Bourne
This_Is_My_Life_(1952_film),Román_Viñoly_Barreto
Smiley_Gets_a_Gun,Anthony_Kimmins
K-PAX_(film),Iain_Softley
Tess_of_the_Storm_Country_(1960_film),"Paul_Guilfoyle_(actor,_born_1902)"
The_Hard-Boiled_Canary,Andrew_L._Stone
Sopanam_(film),Jayaraj
Happy_Land_(film),Irving_Pichel
Supernova_(2000_film),Walter_Hill_(director)
I_Can't..._I_Can't,Piers_Haggard
Boomerang_(1934_film),Arthur_Maude
Mata-e-Jaan_Hai_Tu,Mehreen_Jabbar
Love_Never_Dies_(1955_film),Luis_César_Amadori
Wildcat_(film),Frank_McDonald_(director)
The_Jungle_(1914_film),Augustus_Thomas
Significant_Others_(1998_TV_series),George_Huang_(director)
A_Lizard_in_a_Woman's_Skin,Lucio_Fulci
The_Blue_Kite,Tian_Zhuangzhuang
Get_Married_2,Hanung_Bramantyo
Necromancy_(film),Bert_I._Gordon
The_Little_Brother,Charles_Miller_(director)
Excellent_Cadavers_(film),Ricky_Tognazzi
Jire_Khursani,Jeetu_Nepal
The_Miracle_of_St._Anne,Orson_Welles
"Love,_Pepper_and_Sweets",Bobby_Burns
Unholy_Desire,Shohei_Imamura
Beware_of_Mr._Baker,Jay_Bulger
A_Winter_Tan,John_Walker_(filmmaker)
The_Queen_of_Navarre,Carmine_Gallone
Haré+Guu__ova__1,Tsutomu_Mizushima
The_Seventh_Companion,Aleksei_Yuryevich_German
Tubby_the_Tuba_(1975_film),Alexander_Schure
Sinhagad_(film),V._Shantaram
Danny_(TV_series),Lev_L._Spiro
Nerves_(film),Robert_Reinert
Lucky_Star_(manga)__tv_series__1,Yutaka_Yamamoto
Under_Secret_Orders,Edmond_T._Gréville
Fearful_Pranks_Ensue,Michael_Uppendahl
Theodora_Goes_Wild,Richard_Boleslawski
Bliss_(1995_film),Marc_Evans
Perder_es_cuestión_de_método,Sergio_Cabrera
Satiricosissimo,Mariano_Laurenti
The_Big_Town_(1987_film),Harold_Becker
Violantha_(film),Carl_Froelich
The_Bugs_Bunny_Mystery_Special,Gerry_Chiniquy
Quarantined_(film),Leo_Penn
Smokey_Joe's_Cafe:_Direct_from_Broadway,Don_Roy_King
Riffraff_(1947_film),Ted_Tetzlaff
Écoute_voir,Hugo_Santiago
My_Learned_Friend,Will_Hay
Hare_and_Loathing_in_Las_Vegas,Peter_Shin
Behind_Office_Doors,Melville_W._Brown
Death's_Newlyweds,Rafael_Gil
'Til_We_Meet_Again,William_Keighley
Raamdhenu,Munin_Barua
The_Sixth_Race,Miguel_M._Delgado
Scattered_Dreams,Neema_Barnette
Thicker_Than_Water_(Under_the_Dome),Jack_Bender
Landscape_After_the_Battle,Andrzej_Wajda
Manyanmaar,T._S._Suresh_Babu
At_the_Codfish_Ball,Michael_Uppendahl
Turkey_Guys,Julius_Wu
Brief_Ecstasy,Edmond_T._Gréville
The_Conspiracy_of_Pontiac,Sidney_Olcott
My_Sweet_Pepper_Land,Huner_Saleem
Captain_Blomet,Andrée_Feix
From_the_Manger_to_the_Cross,Sidney_Olcott
Something_to_Live_for:_The_Alison_Gertz_Story,Tom_McLoughlin
Ice-Capades_Revue,Bernard_Vorhaus
La_smala,Jean-Loup_Hubert
"Give_'em_Hell,_Harry!",Steve_Binder
A_Bear_for_Punishment,Chuck_Jones
Das_kleine_und_das_große_Glück,Martin_Hellberg
Papadom_(film),Afdlin_Shauki
Love_That_Brute,Alexander_Hall
Baby_(Supernatural),Thomas_J._Wright
Si_Si_Senor,Roscoe_Arbuckle
The_Soul_of_Broadway,Herbert_Brenon
The_Blind_Woman_of_Sorrento_(1934_film),Nunzio_Malasomma
Machine_Gun_McCain,Giuliano_Montaldo
Doc_Schoko:_Oktopus_im_Pentagramm,Dietmar_Post
City_Dump:_The_Story_of_the_1951_CCNY_Basketball_Scandal,Steven_Hilliard_Stern
The_6_Ultra_Brothers_vs._the_Monster_Army,Sompote_Sands
Bring_Me_the_Head_of_Mavis_Davis,John_Henderson_(director)
Deep_Red_(1994_film),Craig_R._Baxley
Shooting_Range_(film),Vladimir_Tarasov
Porky_Chops,Arthur_Davis_(animator)
La_Notte,Michelangelo_Antonioni
Ballistic_Kiss,Donnie_Yen
Diamonds_Are_Forever_(film),Guy_Hamilton
On_the_Day_Before,Christopher_Misiano
Melevaryathe_Malakhakkuttikal,Thulasidas
The_Role,Konstantin_Lopushansky
Tomorrow_I'll_Wake_Up_and_Scald_Myself_with_Tea,Jindřich_Polák
The_Emperor_and_His_Brother,Chor_Yuen
Rat_Trap_(film),Jean-Gabriel_Albicocco
Love_in_a_Hot_Climate,Ricardo_Muñoz_Suay
Creditors_(1988_film),Keve_Hjelm
The_Crazy_Companies_II,Wong_Jing
The_Cossacks_(1960_film),Victor_Tourjansky
Golmaal_Returns,Rohit_Shetty
Cellofan_–_med_døden_til_følge,Eva_Isaksen
Bandh_Darwaza,Tulsi_Ramsay
"Out_of_the_Everywhere_(Upstairs,_Downstairs)",Christopher_Hodson
Ghost_in_the_Shell_2:_Innocence,Mamoru_Oshii
National_Lampoon's_Vacation_(film_series),Harold_Ramis
The_Monkey's_Paw_(1923_film),Manning_Haynes
Reckless_(1935_film),Victor_Fleming
Battle_of_the_V-1,Vernon_Sewell
She's_Working_Her_Way_Through_College,H._Bruce_Humberstone
Thunder_in_the_Night,George_Archainbaud
Fængslende_feriedage,Finn_Henriksen
Rock_Island_Trail_(film),Joseph_Kane
By_Any_Means_(2013_TV_series),Charles_Palmer_(director)
Class_of_'96,Helaine_Head
Searching_for_Monica,José_María_Forqué
Historia_de_una_mujer_escandalosa,Gustavo_Alatriste
The_Harp_in_the_South__Poor_Man's_Orange__1,George_Whaley_(actor)
Chicago_Story,David_Paulsen
Sindurer_Adhikar,Anup_Sengupta
The_World_of_Don_Camillo,Terence_Hill
Vida_Parayum_Munpe,Mohan_(director)
Together_(2002_film),Chen_Kaige
Objects_at_Rest,John_Copeland
Crash!,Charles_Band
And_While_We_Were_Here,Kat_Coiro
My_Life_as_a_Teenage_Robot,Rob_Renzetti
In_the_Days_of_Daniel_Boone,William_James_Craft
Der_Kongreß_tanzt,Erik_Charell
Universal_Soldier_II:_Brothers_in_Arms,Jeff_Woolnough
Immaculate_(film),Julio_Bracho
Scars_(Agents_of_S.H.I.E.L.D.),Bobby_Roth
Sarfarosh_(1985_film),Dasari_Narayana_Rao
The_Mind_of_Mr._Reeder,Jack_Raymond
The_Crew_(TV_series),Linda_Day
Sausage_Party,Greg_Tiernan
The_Dupe,Frank_Reicher
Jaguar_(1979_film),Lino_Brocka
Airport_(film_series),George_Seaton
We're_Back!_A_Dinosaur's_Story_(film),Ralph_Zondag
Hong_Kong_(film),Lewis_R._Foster
Emma_(manga)__tv_series__1,Tsuneo_Kobayashi
On_Top_(film),Ágúst_Guðmundsson
Risk_(2016_film),Laura_Poitras
Diary_of_a_Maniac,Marco_Ferreri
The_Snowman,Dianne_Jackson
His_Brother's_Wife,W._S._Van_Dyke
Zone_of_the_Dead,Milan_Konjević
2,Gregg_Hale_(producer)
Palo_y_hueso,Nicolás_Sarquís
The_Kiss_(Grimm),Terrence_O'Hara
Carry_On_Up_the_Jungle,Gerald_Thomas
The_Andy_Dick_Show,Andy_Dick
Nagavalli_(film),P._Vasu
Sammy_and_Rosie_Get_Laid,Stephen_Frears
Fellers_(film),Arthur_Higgins
Smilin'_Through_(1922_film),Sidney_Franklin_(director)
The_Truck,Christo_Christov
The_Jury's_Secret,Edward_Sloman
Choices_(Buffy_the_Vampire_Slayer),James_A._Contner
Trapito_(film),Manuel_García_Ferré
Sex_Pot_(1975_film),Giorgio_Capitani
The_City_Destroyed,Luitz-Morat
How_to_Boil_a_Frog,Jon_Cooksey
Kick_(TV_series),Esben_Storm
When_You_Hear_the_Bells,Antun_Vrdoljak
Noorpur_Ki_Rani,Haissam_Hussain
Queen_of_Earth,Alex_Ross_Perry
The_Killing_of_John_Lennon,Andrew_Piddington
The_Bohemian_Dancer_(1926_film),Frederic_Zelnik
Too_Many_Wives,Ben_Holmes
Autumn_Days,Roberto_Gavaldón
Tales_of_a_Third_Grade_Nothing,Jerry_Langford
The_Courtneys_of_Curzon_Street,Herbert_Wilcox
Sarajevo_(1940_Hungarian_film),Ákos_Ráthonyi
Seetharamaiah_Gari_Manavaralu,Kranthi_Kumar
Ballade_på_Christianshavn,Erik_Balling
Elckerlyc_(film),Jos_Stelling
Double_Date_(How_I_Met_Your_Mother),Pamela_Fryman
Stepsister_from_Planet_Weird,Steve_Boyum
Sicilian_Vampire,Frank_D'Angelo
Tatamma_Kala,N._T._Rama_Rao
Have_You_Heard_from_Johannesburg%3F,Connie_Field
Boccaccio_'70,Vittorio_De_Sica
Barbershop_(film),Tim_Story
The_Notebooks_of_Memory,Anne_Aghion
Chitra_Pournami,P._Madhavan
Child's_Pose_(film),Călin_Peter_Netzer
New_World_Order_(film),Luke_Meyer
The_Eleventh_Hour_(1922_film),George_Ridgwell
Dragstrip_Girl,Edward_L._Cahn
Breaker_High,David_Winning
Halfway_to_a_Donut,Alex_Graves
Cattle_Town,Noel_M._Smith
Nil_Nirjane,Subrata_Sen
Iron_Will,Charles_Haid
Tumbleweeds_(1999_film),Gavin_O'Connor_(director)
Nightmare_in_the_Sun,Marc_Lawrence
Kantatar,Bappaditya_Bandopadhyay
Vedikkai_En_Vadikkai,Visu
Sikke'n_familie,Alice_O'Fredericks
Saw_(2004_film),James_Wan
Dark_Star_(film),John_Carpenter
Abroad_with_Two_Yanks,John_E._Burch
"Thank_You,_Natercia",Pierre_Kast
If_You_Were_Me,Park_Chan-wook
Ivar_Vivahitharayal,Saji_Surendran
Nandini_Oppol,Mohan_Kupleri
The_Hound_of_the_Baskervilles_(1972_film),Barry_Crane
Bathory_(film),Juraj_Jakubisko
Valley_Girls,Mark_Piznarski
Obsession_(Star_Trek:_The_Original_Series),Ralph_Senensky
Les_Braqueuses,Jean-Paul_Salomé
Didn't_We_Almost_Have_It_All%3F,Rob_Corn
Ben_10:_Destroy_All_Aliens,Victor_Cook
Dulhan_Chahi_Pakistan_Se,Rajkumar_R._Pandey
Swim_Little_Fish_Swim,Lola_Bessis
Duel_at_Diablo,Ralph_Nelson
The_Deerslayer_and_Chingachgook,Arthur_Wellin
A_Man_Called_Hero,Andrew_Lau
Man_About_Town_(2006_film),Mike_Binder
Resurrection:_The_J.R._Richard_Story,Greg_Carter_(filmmaker)
Abgeschminkt!,Katja_von_Garnier
Oru_Abhibhashakante_Case_Diary,K._Madhu
Northwest_Trail,Derwin_Abrahams
Hininden_Gausu,Rin_Shin
The_Twinkler,Edward_Sloman
Power_Rangers_Dino_Thunder,Douglas_Sloan_(television_producer)
Tennessee_Johnson,William_Dieterle
A_Small_Town_Girl,Allan_Dwan
Marco_the_Magnificent,Raoul_Lévy
Closing_the_Ring,Richard_Attenborough
Beck_–_Rum_302,Mårten_Klingberg
A_Sentimental_Attempt,Pasquale_Festa_Campanile
Merijntje_Gijzens_Jeugd,Kurt_Gerron
How_to_Deal,Clare_Kilner
Grassroots_(film),Stephen_Gyllenhaal
The_Autograph_Hound,Jack_King_(animator)
Twilight:_Los_Angeles_(film),Marc_Levin
Paco_(film),Diego_Rafecas
Wedding_Doll,Nitzan_Gilady
Alley_to_Bali,Don_Patterson_(animator)
Sohni_Mahiwal_(1958_film),Raja_Nawathe
"Tally_Brown,_New_York",Rosa_von_Praunheim
A_Fool's_Revenge,D._W._Griffith
The_Hindoo_Dagger,D._W._Griffith
Libido_(1973_film),Tim_Burstall
Elsa_&_Fred_(2014_film),Michael_Radford
Talk_to_Me_(2007_film),Kasi_Lemmons
Mąż_swojej_żony,Jakub_Goldberg
O_Satyamurthy,Trivikram_Srinivas
Tarzan_and_the_Amazons,Kurt_Neumann_(director)
Gunfight_in_Abilene,William_Hale_(director)
Toni_(1928_film),Arthur_Maude
Rock_Odyssey,Robert_Taylor_(animator)
Valley_of_the_Dolls_(film),Mark_Robson
Star_Odyssey,Alfonso_Brescia
Home_Alone_4,Rod_Daniel
Oru_Nokku_Kanan,Sajan_(director)
Major_Boobage,Trey_Parker
Dog_with_a_Blog,Joel_Zwick
The_Genius_(1948_film),Miguel_M._Delgado
Kashmir_Ki_Kali,Shakti_Samanta
Aayiram_Roobai,K._S._Gopalakrishnan
Sacred_Silence,Antonio_Capuano_(director)
Rocío_from_La_Mancha,Luis_Lucia
The_White_Shadow_(TV_series),Marc_Norman
The_Enforcer_(Hercules:_The_Legendary_Journeys),T.J._Scott
Pigs_Is_Pigs_(1937_film),Friz_Freleng
Lawyer_Man,William_Dieterle
Krrish_(franchise),Rakesh_Roshan
I_Am_Anne_Frank_(American_Horror_Story),Michael_Uppendahl
The_Lost_Squadron,George_Archainbaud
Murder_at_Monkey_Hill,Vidhu_Vinod_Chopra
Penelope_(1978_film),Štefan_Uher
The_Chapman_Report,George_Cukor
Legend_of_the_Inca_Bridge,José_A._Ferreyra
White_Waters,Izu_Ojukwu
The_Scenesters,Todd_Berger
When_I_Saw_You_(film),Annemarie_Jacir
Style_&_Substance,Jay_Sandrich
So_Close,Corey_Yuen
The_Bewitched_Inn,Georges_Méliès
Modern_Romance_(film),Albert_Brooks
Pizza_(2012_film),Karthik_Subbaraj
Samsaram_Sagaram,Dasari_Narayana_Rao
The_Archeologist,Henry_Otto
Le_Garçu,Maurice_Pialat
Sindoor_(1947_film),Kishore_Sahu
Airtight_(film),Derek_Estlin_Purvis
Number_One_(1969_film),Tom_Gries
Chopin:_Desire_for_Love,Jerzy_Antczak
SS_(manga)__live_film__1,Yoshinori_Kobayashi
Ink_(Heroes),Roxann_Dawson
Femeia_visurilor,Dan_Pița
Timescape_(1992_film),David_Twohy
Maniac_(1934_film),Dwain_Esper
"Good_God,_Y'All!",Philip_Sgriccia
33_(Battlestar_Galactica),Michael_Rymer
Hemo_the_Magnificent,Frank_Capra
Happy_(1933_film),Frederic_Zelnik
S.W.A.T.:_Firefight,Benny_Boom
Smile_(1975_film),Michael_Ritchie_(film_director)
Meat_Weed_Madness,Aiden_Dillard
Boog_and_Elliot's_Midnight_Bun_Run,Jill_Culton
George_Washington_(film),David_Gordon_Green
Three_Who_Loved,George_Archainbaud
Ladies_of_the_Chorus,Phil_Karlson
Behind_Masks,Frank_Reicher
Spy_Game_(TV_series),Lou_Antonio
Silent_Scream_(1990_film),David_Hayman
San_Domingo_(film),Hans-Jürgen_Syberberg
Helen_Keller_in_Her_Story,Nancy_Hamilton
Eye_of_the_Devil,J._Lee_Thompson
The_Mommy_Returns,Joel_Lamangan
Chillu,Lenin_Rajendran
Homecoming_to_Happiness,Carl_Boese
Dvanáct_křesel,Martin_Frič
The_Young_Girls_Turn_25,Agnès_Varda
Wot_a_Night,John_Foster_(cartoonist)
Welcome_Home_(1925_film),James_Cruze
The_Wedding_(How_I_Met_Your_Mother),Pamela_Fryman
Mad_Max,George_Miller_(director)
The_Elegant_Gentleman's_Guide_to_Knife_Fighting,Craig_Melville
Mano_Po_III:_My_Love,Joel_Lamangan
Doc_Hollywood,Michael_Caton-Jones
Bugs_Bunny's_Easter_Special,Robert_McKimson
Son_of_Batman,Ethan_Spaulding
Anaconda_(film_series),Luis_Llosa
The_Silver_Chalice_(film),Victor_Saville
Last_Days_of_Coney_Island,Ralph_Bakshi
White_Out_(Once_Upon_a_Time),Ron_Underwood
Live_Show_(film),Jose_Javier_Reyes
The_Muppet_Christmas_Carol,Brian_Henson
Fling_(film),John_Stewart_Muller
Puttin'_on_the_Dog,William_Hanna
China_Smith,Leslie_Goodwins
Before_Crisis:_Final_Fantasy_VII,Hajime_Tabata
Muhammad:_The_Messenger_of_God_(film),Majid_Majidi
A_Gentleman_of_Paris_(1927_film),Harry_d'Abbadie_d'Arrast
Stilyagi_(film),Valery_Todorovsky
The_Aeronauts,François_Villiers
Love_Today_(film),Balasekaran
Ballatha_Pahayan,T._S._Muthaiah
A_Mother's_Right:_The_Elizabeth_Morgan_Story,Linda_Otto
The_Double_Man_(1976_film),Franz_Ernst
California_Conquest,Lew_Landers
Sabrina:_Secrets_of_a_Teenage_Witch,Trevor_Wall
The_Lady_with_the_Mask,Wilhelm_Thiele
Shasta_McNasty,Craig_Zisk
Moondravadhu_Kann,Manivannan
Amber_(film),Jayant_Desai
Water_Lady,Kim_Ki-young
Bananas!*,Fredrik_Gertten
Supercar_(TV_series),Desmond_Saunders
Schlitz_Playhouse_of_Stars,Arthur_Hiller
The_Flintstone_Comedy_Hour,Joseph_Barbera
The_Sacrifice,Andrei_Tarkovsky
Private_Worlds,Gregory_La_Cava
Bottle_Rocket,Wes_Anderson
The_Act_in_Question,Alejandro_Agresti
Mareyada_Manikya,Vijay_(director)
Lily_B._Goode,John_Whitesell
The_Night_Brings_Charlie,Tom_Logan_(director)
The_Harvest_(1993_film),David_Marconi
The_Cruise_(1998_film),Bennett_Miller
Her_Minor_Thing,Charles_Matthau
The_Chosen_(2016_film),Antonio_Chavarrías
The_March_(2013_film),John_Akomfrah
Zettai_Karen_Children__tv_series__1,Keiichiro_Kawaguchi
City_Park_(1951_film),Hubert_Marischka
A_Single_Life_(2014_film),Job_Roggeveen
The_Way_to_Love,Norman_Taurog
Human_Trials_(The_Outer_Limits),Brad_Turner_(director)
Felix_in_Hollywood,Otto_Messmer
Skyward_(film),Ron_Howard
Needhiyin_Nizhal,Santhana_Bharathi
Blue_Christmas_(film),Kihachi_Okamoto
Ondagona_Baa,K._R._Udhayashankar
Signs_and_Wonders_(The_X-Files),Kim_Manners
Man_with_a_Plan,John_O'Brien_(filmmaker)
Six_Shooter_(film),Martin_McDonagh
Masanada_Hoovu,Puttanna_Kanagal
The_Last_Wedding,Markku_Pölönen
Queen_Christina_(film),Rouben_Mamoulian
HeartCatch_PreCure!,Rie_Matsumoto
Horror_Stories_2,Min_Kyu-dong
5_Fingers,Joseph_L._Mankiewicz
In_a_Savage_Land,Bill_Bennett_(director)
Carnaval_de_antaño,Manuel_Romero
Bagboy_(TV_special),Eric_Wareheim
"Soft_Shoulders,_Sharp_Curves",Gabriel_Axel
Espionage_(TV_series),Robert_Butler_(director)
Swing_Fever,Tim_Whelan
Eroica_(1949_film),Walter_Kolm-Veltée
Brigadier_Gerard_(film),Bert_Haldane
Knots_Landing:_Back_to_the_Cul-de-Sac,Bill_Corcoran
The_Ticket_(Seinfeld),Tom_Cherones
The_Aviators_(TV_series),Anthony_Nalli
Beverly_Hills_Chihuahua_(film_series),Lev_L._Spiro
New_York_(1916_film),George_Fitzmaurice
Scary_Movie_5,Malcolm_D._Lee
Repo_Man_(film),Alex_Cox
Two_Left_Feet_(film),Roy_Ward_Baker
Madame_Guillotine,Reginald_Fogwell
Mala_Época,Rodrigo_Moreno
Murder_Without_Crime,J._Lee_Thompson
Les_Hommes_nouveaux,Marcel_L'Herbier
"You're_the_Best,_Lee_Soon-shin",Yoon_Sung-sik
Lily_(Once_Upon_a_Time),Ralph_Hemecker
A_Boss_in_the_Living_Room,Luca_Miniero
Wuthering_Heights_(1954_film),Luis_Buñuel
Bride_for_Sale,Fred_Fleck
Young_Mr._Lincoln,John_Ford
A_Little_Journey,Robert_Z._Leonard
End_of_the_Line_(1987_film),Jay_Russell
Bitter_Harvest_(2016_film),George_Mendeluk
I_Am_an_ESP,Sergio_Corbucci
Ladies_and_Gentlemen..._Mr._Leonard_Cohen,Donald_Brittain
Beyond_Reason_(1970_film),Giorgio_Mangiamele
Time_Chasers,David_Giancola
The_Gorgon,Terence_Fisher
Don't_Look_Now,Nicolas_Roeg
Quo_Vadis_(1924_film),Gabriellino_D'Annunzio
Guerillas_in_Pink_Lace,George_Montgomery_(actor)
The_Little_Rebel,Sidney_Olcott
A_Tailor_Made_Man,Sam_Wood
El_Amor_infiel,Mario_David
"Synecdoche,_New_York",Charlie_Kaufman
Kelkkaatha_Sabdham,Balachandra_Menon
L'Apprenti,Richard_Condie
The_Eerie_Midnight_Horror_Show,Mario_Gariazzo
The_Jackpot,Walter_Lang
Lolita:_Vibrator_Torture,Hisayasu_Satō
Thanks_for_Everything,William_A._Seiter
Thangamalai_Ragasiyam,B._R._Panthulu
The_Three_Bad_Wolves_(Grimm),Clark_Mathis
Strumpet_(film),Danny_Boyle
Little_Britain_USA,Michael_Patrick_Jann
Saturn_3,Stanley_Donen
Killer_Bees_(1974_film),Curtis_Harrington
Victims_for_Victims:_The_Theresa_Saldana_Story,Karen_Arthur
Mickey's_Mix-Up,Albert_Herman
Star_Spangled_Rhythm,Lewis_Allen_(director)
Barsa_(film),Devadas_Kapikad
Criminals_Gone_Wild,Ousala_Aleem
Ek_Din_Achanak,Mrinal_Sen
The_Man_from_Snowy_River:_Arena_Spectacular_(film),Ignatius_Jones
A_Woman_of_the_World,Malcolm_St._Clair_(filmmaker)
The_Big_Parade,King_Vidor
Haddina_Kannu,A._V._Seshagiri_Rao
Avenue_Montaigne_(film),Danièle_Thompson
"Sora_no_Iro,_Mizu_no_Iro",Takeo_Takahashi
La_nave_de_los_monstruos,Rogelio_A._González
Pari_'Koy,Maryo_J._de_los_Reyes
The_Immortals_(2015_film),Shivendra_Singh_Dungarpur
Varietease,Irving_Klaw
Vicky_Cristina_Barcelona,Woody_Allen
Horsing_Around,Jules_White
Fearless_Fagan,Stanley_Donen
Rhino_Season,Bahman_Ghobadi
The_Ghost_and_the_Darkness,Stephen_Hopkins_(director)
The_Chaperone_(film),Stephen_Herek
Seema_(1955_film),Amiya_Chakravarty_(director)
Out_of_Our_Minds_(film),Tony_Stone_(filmmaker)
Jettatore,Luis_Bayón_Herrera
The_Spirit_of_'45,Ken_Loach
Love_in_the_Rough,Charles_Reisner
The_Warriors_of_Qiugang,Ruby_Yang
Dead_End_(2003_film),Jean-Baptiste_Andrea
The_Flame_of_New_Orleans,René_Clair
One_Night_at_Susie's,John_Francis_Dillon_(director)
Cinderella_(1950_film),Wilfred_Jackson
Kamen_Rider_Ghost,Ryuta_Tasaki
The_Butcher_Boy_(1917_film),Roscoe_Arbuckle
Buck_Rogers_in_the_25th_Century_(film),Daniel_Haller
Vigilantes_of_Dodge_City,Yakima_Canutt
Paprika_(2006_film),Satoshi_Kon
The_Legend_of_the_White_Serpent_(1956_film),Shirō_Toyoda
The_Dark_Sun,Damiano_Damiani
Biraj_Bahu,Bimal_Roy
2020_Texas_Gladiators,Joe_D'Amato
Und_Jimmy_ging_zum_Regenbogen,Alfred_Vohrer
A_Streetcar_Named_Desire_(1984_film),John_Erman
"Live_Today,_Die_Tomorrow!",Kaneto_Shindo
One_Peace_at_a_Time,Turk_Pipkin
Mistress_of_the_Apes,Larry_Buchanan
Cracks_(film),Jordan_Scott
Psychos_in_Love,Gorman_Bechard
Jimi_Hendrix_(film),Joe_Boyd
Badman's_Country,Fred_F._Sears
In_the_Presence_of_Mine_Enemies_(film),Joan_Micklin_Silver
Haha_to_Kuraseba,Yoji_Yamada
Ash_Wednesday_(2002_film),Edward_Burns
Tad's_Swimming_Hole,King_Vidor
Casanova_(2005_TV_serial),Sheree_Folkson
Paattu_Padava,B._R._Vijayalakshmi
A_Problem_with_Fear,Gary_Burns_(director)
Talk_About_Jacqueline,Harold_French
The_Virginian_(TV_series),Earl_Bellamy
The_Curse_of_Man,Richard_Eichberg
Compass_(Falling_Skies),Michael_Katleman
Guilty_of_Love_(film),Harley_Knoles
Resurrecting_the_Champ,Rod_Lurie
The_Jucklins_(film),George_Melford
Tomorrowland_(film),Brad_Bird
Days_of_Fire,Mino_Guerrini
Rough_Justice_(Porridge),Sydney_Lotterby
Period_of_Adjustment_(M*A*S*H),Charles_S._Dubin
El_as_de_oros,Chano_Urueta
All_of_a_Sudden_(1996_film),Herman_Yau
Farewell_Rabaul,Ishirō_Honda
Scary_Monsters_(The_X-Files),Dwight_H._Little
Woman_in_Flames,Max_Reichmann
All_That_Glitters_(TV_series),James_Frawley
Deadly_Chase_(film),Franco_Prosperi
The_White_Viking,Hrafn_Gunnlaugsson
Out_to_Win_(2015_film),Malcolm_Ingram
Pilot_(V),Yves_Simoneau
Red_Doors,Georgia_Lee
Treasure_Planet,Ron_Clements
Yogi_Vemana,Kadiri_Venkata_Reddy
Aces_Go_Places_(film_series),Eric_Tsang
The_Fan_(1949_film),Otto_Preminger
Thottal_Poo_Malarum,P._Vasu
I_Love_a_Man_in_Uniform_(film),David_Wellington_(director)
Commando_2,Deven_Bhojani
Hallmark_Hall_of_Fame,George_Schaefer_(director)
The_Boys_Are_Back_(TV_series),Will_Mackenzie
Ayiram_Poi,Muktha_Srinivasan
Room_on_the_Broom_(film),Jan_Lachauer
Olsenbanden_tar_gull,Knut_Bohwim
Away_All_Boats,Joseph_Pevney
The_Spirit_of_Culver,Joseph_Santley
Unforgotten,Andy_Wilson_(director)
Almost_Married_(1932_film),William_Cameron_Menzies
High_Diving_Hare,Friz_Freleng
Monster_(2003_film),Patty_Jenkins
The_Nonentity,Sinclair_Hill
The_One_with_the_Sonogram_at_the_End,James_Burrows
The_Light_Shines_Only_There,Mipo_O
Thérèse_Étienne,Denys_de_La_Patellière
Jackass_Presents:_Bad_Grandpa,Jeff_Tremaine
Copper_Canyon_(film),John_Farrow
The_Nine_Days_Wonder,Simon_Langton_(television_director)
Whiteboyz,Marc_Levin
Going_to_the_Mat,Stuart_Gillard
Pax_(film),Eduardo_Guedes
The_Big_Story_(radio_and_TV_series)__The_Big_Story__1,David_Lowell_Rich
Donatella_(film),Mario_Monicelli
Fight_or_Flight_(Star_Trek:_Enterprise),Allan_Kroeker
"Betty_Boop_with_Henry,_the_Funniest_Living_American",Dave_Fleischer
A_Good_Man_in_Africa,Bruce_Beresford
Jayne_Mansfield's_Car,Billy_Bob_Thornton
Nightmare_(1998_The_Outer_Limits),James_Head
"Summer_Wishes,_Winter_Dreams",Gilbert_Cates
Chapter_27,Jarrett_Schaefer
Jabberwocky_(film),Terry_Gilliam
The_Saimaa_Gesture,Mika_Kaurismäki
Who_Framed_Roger_Rabbit,Robert_Zemeckis
Maharshi_(film),Vamsy
Expecting_(Angel),David_Semel
The_Criminal_Code,Howard_Hawks
The_Night_Is_Young,Dudley_Murphy
The_Eddy_Duchin_Story,George_Sidney
Master_of_the_House,Carl_Theodor_Dreyer
The_Secret_Life_of_the_American_Teenager,Barry_Watson_(actor)
False_Hare,Robert_McKimson
The_Roaring_West,Ray_Taylor_(director)
The_'%3F'_Motorist,Walter_R._Booth
King_Nine_Will_Not_Return,Buzz_Kulik
Future_X-Cops,Wong_Jing
El_Alamein:_The_Line_of_Fire,Enzo_Monteleone
Glen_and_Randa,Jim_McBride
Video_from_Hell,Frank_Zappa
"I_Do,_Adieu",James_Burrows
Jerry_Maguire,Cameron_Crowe
