Kresty_Prison,Saint_Petersburg
Dundee_Theatre,"Omaha,_Nebraska"
County_of_Burgundy,Franche-Comté
"Rosslyn,_Kentucky",United_States
Windsor_Atlantica_Hotel,Rio_de_Janeiro
Puigpelat,Spain
Vitória_do_Mearim,Brazil
"Dongsheng_Subdistrict,_Shuangliu_County",Chengdu
Dallas_Municipal_Building,Texas
"Lawyers_Bar,_California",California
"West_Albany_Township,_Wabasha_County,_Minnesota",United_States
Kloostrimetsa,Tallinn
"Cuevitas,_Texas",Texas
"Alcoy,_Spain",Spain
"Tyngsborough,_Massachusetts",United_States
"St._Mark's_Church,_Zagreb",Zagreb
Spodek,Moscow
Gúdar,Spain
"South_Parkersburg,_West_Virginia",United_States
Taloqan_Airport,Afghanistan
Elliott_Coues_House,"Washington,_D.C."
Mucurici,Brazil
Vinton_Street_Commercial_Historic_District,"Omaha,_Nebraska"
Los_Rosales_(Madrid),Madrid
Tappan_Square,United_States
Barreiro_River_(Paraná),Brazil
Urasawa_(restaurant),California
"Glozhene,_Lovech_Province",Bulgaria
Pavlovac_(Topola),Topola
"Ursus,_Warsaw",Warsaw
"Trigo,_Madera_County,_California",United_States
Cathedral_of_Santa_María_de_Vitoria,Vitoria-Gasteiz
Watermael-Boitsfort,Brussels
Harry_S_Truman_Building,"Washington,_D.C."
"Aptakisic,_Illinois",United_States
"Bakerville,_Wisconsin",United_States
"Fairfield,_Texas",United_States
Cosme_Velho,Rio_de_Janeiro
"Pa_Daet,_Chiang_Mai",Thailand
Route_13_(Laos),Luang_Prabang
Santa_Fe_de_Nuevo_México,New_Mexico
Sandakan_Jamek_Mosque,Sandakan
"Tampa,_Kansas",United_States
Algezares,Murcia
"Carroll,_Texas",Texas
Kander_(Switzerland),Switzerland
Mercier–Hochelaga-Maisonneuve,Montreal
"Blue_Springs,_Mississippi",United_States
One_Great_George_Street,London
Boadilla_de_Rioseco,Spain
"Hanover_Township,_Cook_County,_Illinois",United_States
"Bertsch-Oceanview,_California",California
"U.S._Route_61_Business_(St._Francisville,_Louisiana)","St._Francisville,_Louisiana"
James_Griffin_Stadium,"Saint_Paul,_Minnesota"
Sarkhej_Roza,Ahmedabad
Berende_Izvor,Bulgaria
"Crystal_City,_Texas",Texas
Renwu_District,Taiwan
Jiuxiang_River,Nanjing
Corno_di_Gesero,Switzerland
"Centennial,_Indiana",United_States
G4_Beijing–Hong_Kong–Macau_Expressway,Beijing
"Várzea,_Paraíba",Brazil
Maçambara,Brazil
"Sherman,_Sheboygan_County,_Wisconsin",United_States
Palace_of_Santoña_(Madrid),Madrid
National_Internment_Camp_for_Women_in_Hovedøya,Oslo
"Lincoln_Township,_Atchison_County,_Missouri",United_States
Santa_Caterina_a_Formiello,Naples
"Ouray,_Utah",United_States
Shrine_of_the_Book,Jerusalem
"Galeton,_Colorado",United_States
"St._Stanislaus_Kostka_Parish,_Waterbury",United_States
Gleichamberg,Römhild
"Meridian,_Texas",United_States
"Dabri,_New_Delhi",Delhi
Snake_Mountain_(Vermont),United_States
Crozet_House,"Richmond,_Virginia"
"Gregory_County,_South_Dakota",United_States
"Hicksville,_Ohio",United_States
"Clinch_County,_Georgia",United_States
Brentford_End,London
Ďolíček,Prague
Préfecture_des_Hauts-de-Seine,Paris
"Xiangshan,_Taipei",Taipei
National_Route_1A_(Vietnam),Ho_Chi_Minh_City
Barbate,Spain
"Lebanon,_South_Dakota",United_States
Doun_Penh_District,Phnom_Penh
"Christ_Church,_Malacca",Malacca_City
Comal_River,Texas
"Sheridan,_Arkansas",United_States
Ottersbek,Hamburg
Pará_Mirim_River,Brazil
Stomantsi,Bulgaria
Kushan_Empire,Pakistan
Lake_of_Banyoles,Spain
"Ban_Kat,_Mae_Hong_Son",Thailand
Amsterdam-Noord,Amsterdam
Šķirotava,Riga
Mokdong_Baseball_Stadium,Seoul
Beijing_Museum_of_Natural_History,Beijing
"La_Motte,_Iowa",United_States
"St._Agnes_Cathedral_(Rockville_Centre,_New_York)",United_States
Arbaz,Switzerland
Combined_Military_Hospital,Pakistan
"First_Presbyterian_Church_(Little_Rock,_Arkansas)","Little_Rock,_Arkansas"
Estadio_Hernando_Siles,Montevideo
Blanca_Peak,United_States
Daxing_District,Beijing
Alagoinhas,Brazil
Ponte_(Cerreto_di_Spoleto),Perugia
"Ivey,_Georgia",United_States
Mundaun,Switzerland
Georgia_Square_Mall,United_States
"Yizhuang,_Beijing",Beijing
Orangi_Town,Karachi
European_route_E35,Rome
"Mylo,_North_Dakota",United_States
Chumphon_Province_Stadium,Thailand
Republic_of_the_Congo_(Léopoldville),South_Kasai
Guling_Street_Avant-garde_Theatre,Taipei
Hakla,Pakistan
Robledollano,Spain
Białystok,Pskov
Dublin_Port_Tunnel,Dublin
Korobosea,Port_Moresby
Bakovci,Murska_Sobota
"Liberty_Township,_Hancock_County,_Iowa",United_States
Maine_State_Route_8,"Augusta,_Maine"
Sin-é,New_York_City
Loveland_Pass,United_States
"Williamsburg_Township,_Clermont_County,_Ohio",United_States
"Ortonville,_Minnesota",United_States
"Burkettsville,_Ohio",United_States
Severance_Hospital,Seoul
"Figgs,_Kentucky",United_States
Blue_House,Seoul
"Murphy_Lake_(Tuscola_County,_Michigan)",United_States
"Rupert,_Georgia",United_States
Pyongan_Province,Pyongyang
"Pageland,_South_Carolina",South_Carolina
Chelsea_Creek,Massachusetts
Akhandhalli,Gulbarga
Marina_Venise_Water_Airport,Montreal
Casino_at_Marino,Dublin
Ostankino_Palace,Moscow
"Charleston,_Tennessee",United_States
"Elk_Township,_Noble_County,_Ohio",United_States
Madlenianum_Opera_and_Theatre,Belgrade
"Corryton,_Tennessee",United_States
"Franklin_Township,_Decatur_County,_Iowa",United_States
Berkley_State_Forest,Massachusetts
"Kitsonville,_West_Virginia",United_States
Pine_Lake_State_Park,United_States
Light-Athletic_Football_Complex_CSKA,Moscow
"Union,_Fulton_County,_Kentucky",United_States
"Cowlitz_County,_Washington",United_States
"Graham,_Daviess_County,_Indiana",United_States
Santo_Condestável_(Lisbon),Lisbon
Si_Don_Mun,Thailand
"Oil_City,_Mississippi",Mississippi
North_Penn_Valley,United_States
"Cambridge,_Minnesota",United_States
"Capps_Creek_Township,_Barry_County,_Missouri",United_States
University_Hospital_of_Wales,Cardiff
John_Henry_Kirby_State_Forest,United_States
"Dadalı,_Tarsus","Tarsus,_Mersin"
Strazhitsa_Municipality,Bulgaria
International_Puppet_Museum_-_Peruchet,Brussels
"Kismet,_Kansas",United_States
DND_Flyway,Delhi
"Oakridge,_Wisconsin",United_States
Sprague's_Super_Service,United_States
"Kilburn,_London",London
Mangueira,Brazil
Mont-Sainte-Anne,Quebec_City
Čukarički_Stadium,Belgrade
L'Estany,Spain
"Forest_Lake,_California",California
Hotel_Alfonso_XIII,Spain
"Yizhuang,_Beijing",Beijing
Church_of_Santa_Anna,Barcelona
"Green_House_(Little_Rock,_Arkansas)","Little_Rock,_Arkansas"
Valencia_de_Alcántara,Spain
New_Arbat_Avenue,Moscow
Haabersti_(subdistrict),Tallinn
American_House_(Boston),Boston
"Little_Ferry,_New_Jersey",United_States
"La_Union,_New_Mexico",United_States
Hajr_Ismail,Mecca
Castellvell_del_Camp,Spain
"Lim_Rock,_Alabama",United_States
Marvila_(Lisbon),Lisbon
Saadatabad-e_Molla_Hoseyni,Fars_Province
"Pajarito_Mesa,_New_Mexico",United_States
Lago_Las_Torres_National_Reserve,Chile
Pozzuolo_Martesana,Province_of_Milan
Veselie_(village),Bulgaria
Castle_of_Tarcienne,Belgium
Russian_National_Public_Library_for_Science_and_Technology,Moscow
"Lanham,_West_Virginia",United_States
Bentiu_Airport,Bentiu
Wengelsdorf,Weißenfels
Zaafarana_palace,Cairo
Porto_Pí_Lighthouse,Spain
"Webb,_Mississippi",United_States
Kombank_Arena,Prague
Asinara,Porto_Torres
Floral_Park_(Hato_Rey),United_States
Pizzo_di_Campel,Switzerland
Photographic_Studio_of_Milan_Jovanović,Belgrade
Basque_Country_(autonomous_community),Bilbao
"Arista,_West_Virginia",West_Virginia
"Stonecoal_Junction,_West_Virginia",West_Virginia
Cantabrian_Mountains,Spain
"Summit_County,_Ohio",United_States
Wimbledon_Cricket_Club_Ground,London
"Long_Island,_Alabama",United_States
Quartiere_Varesina,Milan
Our_Lady_of_Jerusalem_Chapel,Jerusalem
"Gibson_Flats,_Montana",United_States
North-Eastern_Administrative_Okrug,Moscow
"Desnianskyi_District,_Kiev",Kiev
Mater_Misericordiae_University_Hospital,Dublin
"Mexico,_Ohio",United_States
Carlos_A._López,Asunción
TZUM,Bulgaria
Huércal-Overa,Spain
"Marshall_Field_and_Company_Store_(Oak_Park,_Illinois)",United_States
France_Pavilion_at_Epcot,Paris
Groß_Glienicker_See,Berlin
West_Fork_Little_Kanawha_River,United_States
Old_Town_(Lviv),Lviv
"Everly,_Iowa",United_States
National_Park_Railway_Station,New_Zealand
"Dukedom,_Kentucky_and_Tennessee",United_States
House_of_Hermanitas_de_los_Pobres,Madrid
Bonstelle_Theatre,Detroit
"Sunflower_County,_Mississippi",Mississippi
International_Finance_Complex,Phnom_Penh
Altiplano_Cundiboyacense,Cundinamarca_Department
"Osiedle_Antoniuk,_Białystok",Białystok
Simón_Bolívar_Park,Bogotá
Prussian_National_Monument_for_the_Liberation_Wars,Berlin
Palacio_del_Gobernador,Manila
Gangqian_Station,Taipei
Patroon_Creek,"Albany,_New_York"
Damascus_Governorate,Damascus
Ranibagh,Delhi
Triumph_Palace,Moscow
Durostor_County,Silistra
"Maypearl,_Texas",United_States
Singidunum,Belgrade
Abia_de_las_Torres,Spain
Adriatic–Ionian_motorway,Ioannina
European_route_E263,Tallinn
Valluércanes,Spain
Zheladovo,Bulgaria
Frielendorf,Kassel
Ballmoos,Switzerland
"Hardin_Precinct,_Calhoun_County,_Illinois",United_States
Hotel_Wooten,United_States
Laguna_Atascosa_National_Wildlife_Refuge,United_States
Guareí_River_(São_Paulo),Brazil
Al_Waddan_Hotel,Tripoli
Waiau_River_(Southland),New_Zealand
Instalaciones_Club_América_en_Coapa,Mexico_City
"Encantado,_Rio_de_Janeiro",Brazil
Dembel_City_Center,Addis_Ababa
Hohsandhorn,Switzerland
Artzentales,Spain
Badalona,Spain
"Taban,_Bulgaria",Bulgaria
Ginásio_do_Ibirapuera,Rio_de_Janeiro
"Cutten,_California",California
Columbus_Center_(Ohio),"Columbus,_Ohio"
"Bajrakli_Mosque,_Belgrade",Belgrade
Hôpital_Français_de_Hanoi,Hanoi
"Seminole,_Texas",United_States
"Śródmieście,_Warsaw",Warsaw
Baraga_Correctional_Facility,United_States
Hospital_de_Jesús_Nazareno,Mexico_City
"Emamzadeh_Ali_Akbar,_Fars",Fars_Province
Ealing_Common,London
"Patterson,_Iowa",United_States
"Embassy_of_the_United_States,_Mogadishu",Mogadishu
"Congress_Hall,_Ufa",Ufa
Casabó,Montevideo
"Elkridge,_West_Virginia",West_Virginia
Ambedkar_Memorial_Park,Lucknow
"Jackson_County,_Tennessee",Tennessee
"Salem_Township,_Allen_County,_Kansas",United_States
"Pennville,_Pennsylvania",United_States
Desert_Valley_Hospital,California
Holland,Amsterdam
Rose_Island_(Andaman),Port_Blair
National_Library_of_the_Czech_Republic,Prague
Public_Garden_(Boston),Boston
BMO_Field,Cairo
"Xinghua_Subdistrict,_Guangzhou",Guangzhou
Graduates_Memorial_Building,Dublin
"Theatre_Royal,_Drury_Lane",London
Zasmyano,Bulgaria
"Jefferson_County,_Idaho",United_States
"Plain_City,_Utah",United_States
Kyustendil_Municipality,Bulgaria
"Pavlovac,_Banja_Luka",Banja_Luka
Stade_Bergeyre,Paris
Papago_Park,"Phoenix,_Arizona"
A2_highway_(Lithuania),Vilnius
Cala_Bassa,Spain
Tashkent_International_Airport,Tashkent
Fukui_Prefectural_Stadium,"Fukui,_Fukui"
Skopje_Aqueduct,Skopje
"Hilltop,_Texas",United_States
Latin_Quarter_(nightclub),New_York_City
"Custards,_Pennsylvania",United_States
Son_River,Patna
Benjamin_Franklin_Holland_House,United_States
Winfield_House,London
Lekeitio,Spain
"Conway,_Pennsylvania",United_States
Le_Cheval_Blanc_(mountain),Switzerland
Prince_Edward_Theatre,London
"Buchs,_Zürich",Switzerland
Jenny_Jump_Mountain,United_States
Hotel_Astoria_(Copenhagen),Copenhagen
"Walterboro,_South_Carolina",South_Carolina
Basin_Mountain_(California),United_States
"Steuben,_Wisconsin",United_States
IHLIA_LGBT_Heritage,Amsterdam
Royal_Opera_House_Muscat,"Muscat,_Oman"
Whipps_Cross_University_Hospital,London
Littoral_Region_(Cameroon),Nkam
Ķengarags,Riga
Mohammad_Zgheib_military_base,Sidon
Sierra_Nevada_Ski_Station,Granada
Santillana_del_Mar,Spain
"Cherryville,_New_Jersey",United_States
Westminster_Chapel,Westminster
Obrochishte,Bulgaria
Lamasón,Spain
Oliva_de_Plasencia,Extremadura
Mount_Boardman,California
"Middle_Fork,_West_Virginia",West_Virginia
Ältasjön,Stockholm
Adana_Metropolitan_Theatre,Adana
Albuñol,Spain
"De_Tour_Village,_Michigan",United_States
Kungsträdgården,Stockholm
Bularros,Spain
Patel_Nagar_railway_station,Delhi
Nesquehoning_Mountain,United_States
Valdecaballeros,Spain
"Bovina,_Colorado",United_States
Mumbai_Vadodara_Expressway,Surat
Presidente_Nicolau_Lobato_International_Airport,Dili
The_Quarter_at_Tropicana,United_States
Seoul_National_University_Hospital,Seoul
Bellevue_Palace_(Germany),Berlin
Gandzasar_Kapan_Training_Centre,Kapan
"Marlette_Township,_Michigan",United_States
"Quebradillas,_Puerto_Rico",United_States
"Ward_Township,_Clarke_County,_Iowa",United_States
Stockwell,London
Clayhall,London
"Bov,_Bulgaria",Bulgaria
Wuchang_District,Ezhou
Ritz-Carlton_Denver,United_States
Diocese_of_Voronezh,Voronezh
Diocese_of_Guiratinga,Brazil
"Bukowo,_Szczecin",Szczecin
California_Theatre_(San_Bernardino),United_States
Velodrom_(Berlin),Berlin
"Shermans_Dale,_Pennsylvania",United_States
Presidio_of_San_Francisco,United_States
Olympia_Building,United_States
"Hisarçandır,_Konyaaltı",Antalya
Moti_Nagar_(Hyderabad),Hyderabad
Willow_River_(Little_Fork_River),United_States
"Stock_Island,_Florida",United_States
"Worcester_County,_Massachusetts",United_States
Parc_des_Princes,Paris
Holanda_Glacier,Chile
"Vathylakkos,_Kozani","Servia,_Greece"
Church_of_Santa_María_de_Llas,Spain
"Crossroads,_New_Jersey",United_States
"Browntown,_New_Jersey",United_States
Nobu_Berkeley_St,London
La_Nava_de_Santiago,Extremadura
Ponte_Umberto_I,Rome
"Iron_Ridge,_Wisconsin",United_States
Nossa_Senhora_de_Nazaré,Brazil
Bu-Fakhra,Benghazi
Mokroluški_potok,Belgrade
Boncompagni_Ludovisi_Decorative_Art_Museum,Rome
Puerta_real_(Granada),Spain
The_Bentley_London,London
"Warren,_Indiana",United_States
"Whitstran,_Washington",United_States
Hātea_River,New_Zealand
"Brentwood,_Tennessee",United_States
St._Gerard's_Roman_Catholic_Church,United_States
"New_Salem,_North_Carolina",United_States
Red_Star_Stadium,Belgrade
Shabla_Municipality,Bulgaria
"Port_Austin,_Michigan",United_States
Gorni_Damyanovtsi,Bulgaria
"Red_Bush,_Kentucky",United_States
"Spickard,_Missouri",United_States
"North_Tunica,_Mississippi",United_States
"River_Bend_Lodge,_California",California
Mesokomo,Langadas
"Richland_Y,_Washington",United_States
Real_Academia_de_la_Historia,Madrid
"Medary,_Wisconsin",United_States
Kotowski_Palace,Warsaw
Parque_Abraham_Paladino,Montevideo
W.T._%22Dub%22_Robinson_Stadium,United_States
Soledad_Pass,California
Taluqan_District,Afghanistan
The_O2_Arena,London
Mexico_City_Metro_Line_1,Mexico_City
Zhou_(Zhang_Shicheng's_kingdom),Ming_dynasty
Istana_Nurul_Iman,Bandar_Seri_Begawan
"Mount_Pleasant,_Cass_County,_Indiana",United_States
InterContinental_Dublin,Dublin
Al-Salih_Tala'i_Mosque,Cairo
Hollywood_Bowl,California
New_York_metropolitan_area,"New_Haven,_Connecticut"
A1_road_(Great_Britain),London
Matsuyama_Castle_(Iyo),"Matsuyama,_Ehime"
Sanlúcar_la_Mayor,Andalusia
"Willistown_Township,_Chester_County,_Pennsylvania",United_States
Ordes,Spain
Kungsportsavenyen,Gothenburg
Chestnut_Street_District,"Salem,_Massachusetts"
Zhongzheng_District,Taipei
Delhi–Kalka_line,Delhi
"Hopewell,_Barbour_County,_West_Virginia",West_Virginia
Waidmannslust,Berlin
Palisades_State_Park,United_States
Gerehu,Port_Moresby
Ngio,Thailand
Manang_Tayo,Thailand
Bucharest_Motorway_Ring_Road,Bucharest
Rue_Belliard,Brussels
"Queensbury,_London",London
"Hooes,_Virginia",United_States
Harrow_on_the_Hill,London
Connecticut_Route_243,"New_Haven,_Connecticut"
Cumberland_Ward,Ottawa
"Haywood_County,_Tennessee",United_States
Masjid_al-Haram,Mecca
Pimlico,Westminster
"Gravel_Hill,_New_Jersey",United_States
Sırçalı_Medrese,Konya
Chang_Moi,Thailand
"Orange_County,_California",California
Karshi-Khanabad_Air_Base,Qarshi
Kaiapoi_River,New_Zealand
"Orange,_Wisconsin",United_States
"Westover,_West_Virginia",West_Virginia
"Vanguard,_California",California
"Bishop_Hills,_Texas",Texas
"Jesuit_Church,_Warsaw",Warsaw
A2_highway_(Lithuania),Vilnius
Lever_Building,"Columbia,_South_Carolina"
Yablanitsa_Municipality,Bulgaria
Kastritsa,Ioannina
Lushnjë_District,Albania
South_Coast_(California),United_States
"Gay,_Oklahoma",United_States
Bešlići,Foča
Durbar_Marg,Kathmandu
"Steele_Township,_Daviess_County,_Indiana",United_States
Siekierkowski_Bridge,Warsaw
"Alcoa,_Tennessee",Tennessee
Taft_Avenue,Manila
"Midway_(ghost_town),_Howard_County,_Arkansas",United_States
"Farmington,_West_Virginia",United_States
Capital_Mall_(Missouri),"Jefferson_City,_Missouri"
Rhododendron_Species_Foundation_and_Botanical_Garden,United_States
"Miladinovtsi,_Dobrich_Province",Bulgaria
Pars_El-Gölü_Hotel,Tabriz
Hotel_Tequendama,Bogotá
Neutral_municipality,Rio_de_Janeiro
"Crawley,_West_Virginia",West_Virginia
"Colfax,_Washington",United_States
Kresna_Gorge_Tunnel,Bulgaria
Lübars,Berlin
Mount_Thielsen_Wilderness,United_States
Na_Kae,Thailand
"Pine_Grove,_Brown_County,_Wisconsin",United_States
Museo_Nazionale_Scienza_e_Tecnologia_Leonardo_da_Vinci,Milan
"São_Francisco_de_Assis,_Rio_Grande_do_Sul",Brazil
Yamatai,Japan
Negrete,Chile
Sar_Tol-e_Dowlatabad,Fars_Province
Lulusar,Pakistan
Seng_Mountain_National_Scenic_Area,United_States
"Bliss_Township,_Michigan",United_States
"Tracyton,_Washington",United_States
Roman_Catholic_Diocese_of_Cruz_Alta,Brazil
Jholapur,Ahmedabad
"Greenville,_Ohio",United_States
Binnenstad_(Amsterdam),Amsterdam
Arahal,Andalusia
Bush_House,London
Mönchaltorf,Switzerland
Ullens_Center_for_Contemporary_Art,Beijing
"Xinghua,_Henan",Luoyang
"Benville,_Illinois",United_States
"Chester,_Indiana",United_States
McGuffey_Hall,United_States
Pic_de_Marboré,Spain
"St._Martin's_Church,_Warsaw",Warsaw
"Holy_Trinity_Church,_Warsaw",Warsaw
Sant_Julià_de_Lòria,Spain
Neftchilar_Avenue,Baku
"Ridgedale,_Monongalia_County,_West_Virginia",United_States
Khusro_Bagh,Allahabad
"Cottleville,_Missouri",United_States
"Otter_Pond,_Kentucky",United_States
Lo_Corrunco,Spain
Buriti_Bravo,Brazil
Temple_of_Debod,Madrid
"Johnson_Creek,_Wisconsin",United_States
Wealdstone,London
Ángel_S._Adami_Airport,Montevideo
"Meco,_Spain",Madrid
"Byron_Township,_Waseca_County,_Minnesota",United_States
Boleyn_Ground,London
Century_Mall,United_States
World_Organisation_for_Animal_Health,Paris
"Covington,_Texas",Texas
Royal_Saudi_Air_Force_Museum,Riyadh
"Blendon,_London",London
Fuerte_de_San_Diego,Spain
South_River_(Maryland),"Annapolis,_Maryland"
Ward_(KPK),Pakistan
Masjid_al-Haram,Mecca
Graduates_Memorial_Building,Dublin
First_Congregational_Church_of_Oregon_City,"Oregon_City,_Oregon"
Alberswil,Switzerland
"Crag,_West_Virginia",United_States
D38_road_(Croatia),"Požega,_Croatia"
Mitiga_International_Airport,Tripoli
"Bruce_Township,_Macomb_County,_Michigan",United_States
"Flasher,_North_Dakota",United_States
"Wayne_County,_Tennessee",United_States
"Lake_View,_Alabama",United_States
"Pleasant_Dale,_Nebraska",United_States
"Vesta_Township,_Redwood_County,_Minnesota",United_States
"Monan,_Punjab",Pakistan
S16_(ZVV),Switzerland
Kondolovo,Bulgaria
Hadassah_Medical_Center,Jerusalem
"Paderborn,_Illinois",United_States
"Corona,_South_Dakota",United_States
A1_road_(Great_Britain),London
"Wilson,_North_Carolina",United_States
One_Tabor_Center,Denver
Mežaparks,Riga
"St._Luke's_Church,_Copenhagen",Copenhagen
Rue_Belliard,Brussels
Erschmatt,Switzerland
Reinickendorf_(locality),Berlin
Guangshen_Expressway,Guangzhou
422_Berolina,Berlin
"Evanston,_Wyoming",Wyoming
Ancient_Kano_City_Walls,Kano
"Utica,_Indiana",United_States
Les_Bois,Switzerland
Shaare_Zedek_Medical_Center,Jerusalem
National_Highway_30_(India)_(new_numbering),Jagdalpur
Central_Plain_Metropolitan_Intercity_Rail,Luoyang
Kromidovo,Bulgaria
Nestlé_Tower,London
Ab_Araq,Fars_Province
Massachusetts_Route_203,Boston
Vivel_del_Río_Martín,Spain
Southeastern_Massachusetts,Massachusetts
Technology_Building_Station,Taipei
Cogeces_del_Monte,Spain
Algámitas,Spain
"Prilep,_Dobrich_Province",Bulgaria
S30_(ZVV),Switzerland
Avianca_Building,Bogotá
"Curry,_Pike_County,_Alabama",United_States
"Mendocino,_California",California
"Medford,_Minnesota",United_States
Millbank_Tower,London
"Bedford_Charter_Township,_Michigan",United_States
Rijswijk,The_Hague
Surrey_Quays,London
Arsèguel,Spain
List_of_Mediterranean_Revival_Style_Buildings_of_Davis_Islands,United_States
Mangonia_Park_station,United_States
"Milford,_Connecticut",United_States
Rosenthal_(Berlin),Berlin
South_Shore_Line_(Montreal),Montreal
Guadalupe_(Spain),Extremadura
Derafshifar_Stadium,Tehran
"Zion_Lutheran_Church_(Crosstown,_Missouri)",United_States
Maida_Hill_Tunnel,London
"Myers,_Kentucky",United_States
Al_Ahly_Sports_Hall,Cairo
"Seneca,_Missouri",United_States
Chumphon_Province,Thailand
Romania,Kingdom_of_Romania
Aurelian_Walls,Rome
"Great_Bend_Township,_Cottonwood_County,_Minnesota",United_States
Medeglia,Switzerland
Sipey,Bulgaria
Bilgəh,Baku
"Arna_Township,_Pine_County,_Minnesota",United_States
"Canteen_Township,_St._Clair_County,_Illinois",United_States
Kota_Kinabalu_Wetland_Centre,Kota_Kinabalu
Massachusetts_General_Hospital,Boston
"Halder,_Wisconsin",United_States
Abbasiyyin_Stadium,Damascus
Vratsa_(village),Bulgaria
La_Portella,Spain
"Milburn,_Kentucky",United_States
Saint_Denis_Street,Montreal
"Todd_County,_Minnesota",United_States
Shinagawa,Tokyo
"Alvon,_West_Virginia",United_States
Shaw_Boulevard,Manila
"North_Prairie,_Minnesota",United_States
Bigelow_Preserve,United_States
"Ashland_County,_Wisconsin",United_States
Estadio_Municipal_da_Malata,Spain
El_Pobo,Spain
"Waugh,_Alabama",United_States
West-Link,Dublin
Alameda_Creek,United_States
Mount_Jefferson_(Montana),United_States
"Kelton,_Utah",United_States
Sretenka_Street,Moscow
"Dobbin,_West_Virginia",West_Virginia
"Mud_Lake,_Idaho",United_States
"New_Harmony,_Mississippi",Mississippi
"Quarryville,_Pennsylvania",United_States
"Piperton,_Tennessee",Tennessee
Artcraft_Theatre,United_States
"Gorda,_California",United_States
Queen's_Chapel,London
Turó_Gros_(Sant_Celoni),Spain
Karachi_Naval_Dockyard,Karachi
Stevens_Creek_(California),United_States
Alt_Camp,Spain
"Lee_County,_Virginia",United_States
Regional_Municipality_of_Durham,Toronto
M2_highway_(Russia),Moscow
European_route_E75,Athens
Cardiff_Bay,Cardiff
Zermatt,Switzerland
Winterthur_District,Switzerland
Stanmore,London
Nurgush_Nature_Reserve,"Kirov,_Kirov_Oblast"
Don_Ya_Nang,Thailand
"Church_of_Luther,_Riga",Riga
"Marszałkowska_Street,_Warsaw",Warsaw
Rome_Urbe_Airport,Rome
Kotikawatta,Colombo
"Benson_Township,_Swift_County,_Minnesota",United_States
Capafonts,Spain
Hastings_Fishermen's_Museum,Hastings
Greek_National_Road_8a,Patras
HD_74156_b,California
Stadio_Artemio_Franchi,Florence
"Lisbon,_Ohio",United_States
"Ab_Sardu,_Fars",Fars_Province
Ruzhintsi,Vidin
Steyerberg,"Nienburg,_Lower_Saxony"
"Union_City,_Montana","Virginia_City,_Montana"
House_of_Hermanitas_de_los_Pobres,Madrid
"La_Mirada,_California",California
Shoshone_Lake,Wyoming
Calumet_Bluff,"Yankton,_South_Dakota"
Mount_Conness,California
"Clank,_Illinois",United_States
"Sangre_de_Cristo_Ranches,_Colorado",United_States
Ribadeo,Spain
"Carrier,_Oklahoma",United_States
"Ringgold_County,_Iowa",United_States
DR-1,Santiago_de_los_Caballeros
"Lorenzi,_Santa_Maria",Brazil
Estadio_Metropolitano_de_Madrid,Madrid
Line_S4_(Milan_suburban_railway_service),Milan
Takhar_Province,Afghanistan
See_House,"Sitka,_Alaska"
Tour_La_Villette,Paris
Stade_Tourbillon,"Sion,_Switzerland"
Köln-Buchforst_station,Cologne
"Hanover,_West_Virginia",West_Virginia
"Luco,_Wisconsin",United_States
Legazpi_(Madrid),Madrid
São_João_de_Brito_(Lisbon),Lisbon
Duchy_of_Mecklenburg-Schwerin,Holy_Roman_Empire
Miodowa_Street_(Warsaw),Warsaw
Balerno_railway_station,Edinburgh
Basse-Terre,Basseterre
Yokun_Ridge,United_States
Kingston_upon_Thames,London
"Bass_Lake,_Washburn_County,_Wisconsin",United_States
Iļģuciems,Riga
Plak_Raet,Thailand
"Huxley,_Texas",United_States
"Palmer,_Indiana",United_States
Auberge_d'Aragon,Valletta
Barcelona_Pavilion,Barcelona
Dam_Square,Amsterdam
"Dutch_Neck,_New_Jersey",United_States
Czartoryski_Museum,Kraków
Trento_railway_station,Trento
Ashuwillticook_Rail_Trail,Massachusetts
Arcos_Reservoir,Spain
St._Augustine_Civic_Center,"St._Augustine,_Florida"
Mailsi_Tehsil,Pakistan
Kunyang_Station,Taipei
N7_road_(Ireland),Dublin
"Molena,_Georgia",United_States
St_Lawrence_Jewry,London
Huércal-Overa,Andalusia
U2_Tower,Dublin
Friedrichshagen,Berlin
"Inca,_Spain",Spain
Viloria,Spain
"Fetterman,_West_Virginia",United_States
Anchuras,Spain
Church_of_Domine_Quo_Vadis,Rome
GSP_Stadium,Nicosia
Spinderiet,Copenhagen
"Delano,_Nevada",United_States
"Boiling_Springs,_South_Carolina",South_Carolina
Al_F._Caniglia_Field,"Omaha,_Nebraska"
Aupark,Bratislava
"Estelle,_Louisiana",United_States
Plombières,Belgium
Ganges,Allahabad
"Brookfield_Center,_Ohio",United_States
Božić’s_House,Belgrade
"Heidelberg_Township,_Lehigh_County,_Pennsylvania",United_States
"Banner,_Mississippi",Mississippi
"Bozoğlak,_Kastamonu",Kastamonu
"Ursus,_Warsaw",Warsaw
Museo_Nacional_de_Antropología_(Madrid),Madrid
Antalya_Arena,Antalya
Palafolls,Spain
Fresno_de_Río_Tirón,Spain
Nożyk_Synagogue,Warsaw
"Garu,_Pakistan",Pakistan
"Gower_Township,_Cedar_County,_Iowa",United_States
"Imalone,_Wisconsin",United_States
"Ingalls,_Kansas",United_States
