Imperial_Noble_Consort_Zhuangjing,Xianfeng_Emperor
"Alfonso,_Prince_of_Asturias_(1907–1938)",Marta_Esther_Rocafort-Altuzarra
Delnaaz_Irani,Rajeev_Paul
Hillevi_Rombin,G._David_Schine
Nicolette_Grant,Bill_Henrickson
Alex_Skuby,Mo_Collins
Fereshteh_Sadre_Orafaee,Kambuzia_Partovi
Alexis_Denisof,Alyson_Hannigan
Elizabeth_of_Nevers,"John_I,_Duke_of_Cleves"
Angelina_Chernova,Roman_Romanovich_Kachanov
"Constance,_Duchess_of_Brittany","Geoffrey_II,_Duke_of_Brittany"
André_Michel_Lwoff,Marguerite_Lwoff
Lex_Lutzus,Duncan_Heath
Guido_Santi,Tina_Mascara
Margaret_of_Bavaria,John_the_Fearless
Miriam_Mandel,Eli_Mandel
Peggy_Lee,Dave_Barbour
Kate_Beckinsale,Len_Wiseman
Natalie_Trundy,Arthur_P._Jacobs
Eddie_Fisher_(singer),Elizabeth_Taylor
Robert_II_of_France,Constance_of_Arles
Countess_Maria_Louise_Albertine_of_Leiningen-Falkenburg-Dagsburg,Prince_George_William_of_Hesse-Darmstadt
Jane_Danson,Robert_Beck_(actor)
Anne_Garrels,J._Vinton_Lawrence
Clement_Freud,June_Flewett
Siosaʻia_Maʻulupekotofa_Tuita,Salote_Mafileʻo_Pilolevu_Tuita
"Charles_Alexander,_Margrave_of_Brandenburg-Ansbach",Elizabeth_Craven
Pompey,Aemilia_Scaura
Haile_Selassie_Gugsa,Princess_Zenebework
Nancy_Tellem,Arn_Tellem
Misael_Pastrana_Borrero,María_Cristina_Arango_Vega
Andrew_Stein,Lynn_Forester_de_Rothschild
"Frederick_Augustus_II,_Grand_Duke_of_Oldenburg",Princess_Elisabeth_Anna_of_Prussia
Edith_Ellis,Havelock_Ellis
Narriman_Sadek,Farouk_of_Egypt
Alfonso_Arau,Laura_Esquivel
George_Goodman,Sally_Brophy
Eric_Christian_Olsen,Sarah_Wright
Rozala_of_Italy,Robert_II_of_France
"George,_Duke_of_Mecklenburg",Archduchess_Charlotte_of_Austria
Evelyn_Ankers,Richard_Denning
Peter_Mews,Richard_Baylie
Konnie_Huq,Charlie_Brooker
Stephen_McHattie,Meg_Foster
Marie_Stopes,Humphrey_Verdon_Roe
Stanley_M._Chesley,Susan_J._Dlott
Sunwoo_Eun-sook,Lee_Young-ha
Diane_Hendricks,Ken_Hendricks
Idi_Amin,Sarah_Kyolaba
Isabella_de_Beauchamp,"Hugh_le_Despenser,_1st_Earl_of_Winchester"
David_Charvet,Brooke_Burke
Stefania_Grodzieńska,Jerzy_Jurandot
"René,_Duke_of_Alençon",Margaret_of_Lorraine
Mary-Jane_Foster,Jack_McGregor
Allard_H._Gasque,Elizabeth_Hawley_Gasque
Vashti_Murphy_McKenzie,Stan_McKenzie
Ava_Alice_Muriel_Astor,Serge_Obolensky
Salome_Jens,Lee_Leonard
Thomas_Millner,Lewy_Pattinson
Zubeida_Rahimtoola,Habib_Rahimtoola
Monica_(singer),Shannon_Brown
James_Lee_(screenwriter),Neva_Patterson
Marcelle_Tassencourt,Thierry_Maulnier
Clotilde_Courau,"Emanuele_Filiberto_of_Savoy,_Prince_of_Venice"
Laura_Harring,Carl-Eduard_von_Bismarck
Keaoua_Kekuaokalani,Manono_II
Leslie_Johnson_(councilwoman),Jack_B._Johnson
Alfonso_VIII_of_Castile,"Eleanor_of_England,_Queen_of_Castile"
Janet_Cardiff,George_Bures_Miller
Anne_Roiphe,Jack_Richardson_(writer)
Mary_Pickford,Owen_Moore
"Elisabeth_of_Bavaria,_Queen_of_Germany","Meinhard,_Duke_of_Carinthia"
"Arthur_Wellesley,_1st_Duke_of_Wellington","Catherine_Wellesley,_Duchess_of_Wellington"
Mieszko_II_Lambert,Richeza_of_Lotharingia
Bea_Benaderet,Eugene_Twombly
"Henri_de_La_Tour_d'Auvergne,_Duke_of_Bouillon",Countess_Elisabeth_of_Nassau
Bolesław_I_the_Brave,Oda_of_Meissen
Harmony_Korine,Rachel_Korine
Ruth_Stephan,Balduin_Baas
Mapy_Cortés,Fernando_Cortés
Barsaman_Pun,Onsari_Gharti_Magar
Kelly_Le_Brock,Steven_Seagal
United_States_Senate_career_of_Barack_Obama,Michelle_Obama
Ray_Farabee,Helen_J._Farabee
Philip_James_DeVries,Carla_Penz
Herbert_Mason,Daisy_Fisher
Brennan_Brown,Jenna_Stern
Aasiya_Zubair,Muzzammil_Hassan
Ariel_(Disney_character),List_of_Disney's_The_Little_Mermaid_characters
Lisette_Lapointe,Jacques_Parizeau
Jacques_Damala,Sarah_Bernhardt
Johan_Bergenstråhle_(director),Marie-Louise_Ekman
Missi_Pyle,Antonio_Sacre
Nic_Waal,Sigurd_Hoel
Ursula_von_der_Leyen,Heiko_von_der_Leyen
Robert_H._Bolton,Peggy_Bolton
Frédéric_Maurice_Casimir_de_La_Tour_d'Auvergne,Maria_Karolina_Sobieska
Wally_Peterson,Joy_Nichols
Gunilla_Bielke,John_III_of_Sweden
Marie_of_Prussia,Maximilian_II_of_Bavaria
Mary_Victoria_Douglas-Hamilton,Tasziló_Festetics
Brides_of_Dracula,Count_Dracula
Mehmed_V,Mihrengiz_Kadın
"Ramon_Borrell,_Count_of_Barcelona",Ermesinde_of_Carcassonne
Paresh_Rawal,Swaroop_Sampat
Bill_McBride_(politician),Alex_Sink
Lisa_Pelikan,Robert_Harper_(actor)
Leon_Patitsas,Marietta_Chrousala
Nick_Vanoff,Felisa_Vanoff
Milton_H._Bren,Claire_Trevor
Tsuyoshi_Takashiro,Erika_Sawajiri
Thomas_Koppel,Annisette_Koppel
Dasha_Zhukova,Roman_Abramovich
Steve_McQueen,Ali_MacGraw
Brian_Baker_(actor),Terry_Farrell_(actress)
Artur_Potocki,Zofia_Branicka
"Elizabeth_Seymour,_Lady_Cromwell",Anthony_Ughtred
Luis_Miguel_Seguí,Antonia_San_Juan
"Mary_Catherine_Stanley,_Lady_Derby","James_Gascoyne-Cecil,_2nd_Marquess_of_Salisbury"
Sara_Erikson,Peter_Oldring
Anna_Mkapa,Benjamin_Mkapa
Meng_Chang,Madame_Huarui
George_Miller_(director),Sandy_Gore
"Hans-Adam_II,_Prince_of_Liechtenstein","Marie,_Princess_of_Liechtenstein"
"Clifford_Allen,_1st_Baron_Allen_of_Hurtwood","Marjory_Allen,_Lady_Allen_of_Hurtwood"
Ingrid_Thulin,Harry_Schein
Margaret_Morris_(dancer),John_Duncan_Fergusson
"Alfonso_I_d'Este,_Duke_of_Ferrara",Anna_Sforza
Bernhard_Pauss,Hans_Thoresen
Charlie_Sheen,Denise_Richards
Countess_Georgina_von_Wilczek,"Franz_Joseph_II,_Prince_of_Liechtenstein"
Clare_Eames,Sidney_Howard
Andrzej_Kondratiuk,Iga_Cembrzyńska
Olive_Deering,Leo_Penn
Mortimer_Wheeler,Margaret_Collingridge_Wheeler
Mitzi_Green,Joseph_Pevney
Thérésa_Tallien,Jean-Lambert_Tallien
Christopher_I_of_Denmark,Margaret_Sambiria
Michael_R._Burns,Pell_James
Margaret_of_Hohenzollern-Nuremberg,"Hermann_II,_Landgrave_of_Hesse"
Lenore_Manderson,Pat_Galvin_(public_servant)
Rachele_Mussolini,Benito_Mussolini
André_Morell,Joan_Greenwood
Ursula_Fleming,Jack_Darkins
Michael_Vaughn,Sydney_Bristow
Tamiyo_Kusakari,Masayuki_Suo
Lauren_Bacall,Jason_Robards
Princess_Hilda_of_Nassau,"Frederick_II,_Grand_Duke_of_Baden"
Shi_Jingtang,Empress_Li_(Later_Jin)
"Johann_VII,_Count_of_Nassau-Siegen",Countess_Magdalena_of_Waldeck
Laura_Martinozzi,"Alfonso_IV_d'Este,_Duke_of_Modena"
Honey_Irani,Javed_Akhtar
Elinor_Kershaw,Holmes_Herbert
Luis_H._Álvarez,Blanca_Magrassi_Scagno
Abdurrahman_Wahid,Sinta_Nuriyah
Laxmi_Meher,Kailash_Chandra_Meher
François-Henri_Pinault,Salma_Hayek
Barbara_Hutton,Gottfried_von_Cramm
Jeanne_Dorsey_Mandel,Marvin_Mandel
Peggy_Bolton,Robert_H._Bolton
Julie_Bell,Boris_Vallejo
"Anne_de_Laval,_Viscountess_of_Thouars",François_II_de_La_Trémoille
"Robert_I,_Duke_of_Burgundy","Ermengarde_of_Anjou,_Duchess_of_Burgundy"
Nancy_Walton_Laurie,Bill_Laurie
David_Aberle,Kathleen_Gough
Marc_Ravalomanana,Lalao_Ravalomanana
Kham-Oun_I,Sisavang_Vong
Antiochus_II_Theos,Laodice_I
Pearl_White,Victor_Sutherland
Artie_Schroeck,Linda_November
Genevieve_Tobin,William_Keighley
Edith_the_Fair,Harold_Godwinson
Prince_Tomislav_of_Yugoslavia,Princess_Margarita_of_Baden
Sara_Blakely,Jesse_Itzler
"José,_Prince_of_Brazil",Infanta_Benedita_of_Portugal
Jennifer_Caron_Hall,Glenn_Wilhide
Susan_Stranks,Robin_Ray
Mubaraka_Yusufzai,Babur
Gabrielle_Union,Chris_Howard_(American_football)
"Theodore_II,_Marquess_of_Montferrat",Blessed_Margaret_of_Savoy
"Otto_I,_Count_of_Savoy",Adelaide_of_Susa
White_Queen_(Through_the_Looking-Glass),White_King_(Through_the_Looking-Glass)
George_Englund,Cloris_Leachman
Queen_Janggyeong,Jungjong_of_Joseon
Robin_Thicke,Paula_Patton
Meher_Vij,Manav_Vij
Mirtha_Legrand,Daniel_Tinayre
Michał_Kazimierz_%22Rybeńko%22_Radziwiłł,Anna_Luiza_Mycielska
Lee_Weaver,Ta-Tanisha
Albert_the_Bear,Sophie_of_Winzenburg
Damian_Lewis,Helen_McCrory
Mary_Archer,Jeffrey_Archer
John_Clark_(actor),Lynn_Redgrave
Nafsiah_Mboi,Ben_Mboi
Amy_Carlson,Syd_Butler
Gary_Merrill,Bette_Davis
Ryszard_Kaczorowski,Karolina_Kaczorowska
Shatrughna,Shrutakirti
John_Diamond_(journalist),Nigella_Lawson
"Louis_de_Luxembourg,_Count_of_Saint-Pol","Jeanne_de_Bar,_Countess_of_Marle_and_Soissons"
Wendy_Craig,Jack_Bentley_(musician)
Gołda_Tencer,Szymon_Szurmiej
Laetitia_d'Arenberg,Archduke_Leopold_Franz_of_Austria
Saw_Mya_Kan_of_Pagan,Narapatisithu
"Margaret_Pole,_Countess_of_Salisbury",Sir_Richard_Pole
Nero,Claudia_Octavia
Bertha_of_Kent__Bertha__1,Æthelberht_of_Kent
"Eric_II,_Duke_of_Pomerania","Sophie_of_Pomerania,_Duchess_of_Pomerania"
Julian_McMahon,Brooke_Burns
Han_Jae-suk,Park_Sol-mi
John_H._Kinzie,Juliette_Augusta_Magill_Kinzie
"Catherine_of_Brunswick-Wolfenbüttel,_Margravine_of_Brandenburg-Küstrin","John,_Margrave_of_Brandenburg-Küstrin"
Prince_Felix_of_Bourbon-Parma,"Charlotte,_Grand_Duchess_of_Luxembourg"
Peggy_Stewart_(actress),Buck_Young
Doris_Roberts,William_Goyen
Shamshi-Adad_V,Shammuramat
Maria_Luisa_de_Silva_y_Fernández_de_Henestrosa,Prince_Ferdinand_of_Bavaria
Jan_Smithers,James_Brolin
Imre_Friedmann,Roseli_Ocampo-Friedmann
Edith_Johnson,William_Duncan_(actor)
Hieronim_Florian_Radziwiłł,Aniela_Miączyńska
Elisabeth_Therese_of_Lorraine,Charles_Emmanuel_III_of_Sardinia
Euphemia_de_Ross,Robert_II_of_Scotland
Bengt_Ohlsson,Helena_von_Zweigbergk
Alex_Jamieson,Morgan_Spurlock
Nina_Wayne,John_Drew_Barrymore
Victoria_Coren_Mitchell,David_Mitchell_(comedian)
Arcadia_Bandini_de_Stearns_Baker,Robert_Symington_Baker
Narapatisithu,Saw_Lat_of_Pagan
Mark_Sanford,Jenny_Sanford
María_Josefa_Lastiri,Francisco_Morazán
"Elisabeth_of_Sicily,_Duchess_of_Bavaria","Stephen_II,_Duke_of_Bavaria"
Ashot_I_of_Armenia,Katranide_I
Damdin_Sükhbaatar,Sükhbaataryn_Yanjmaa
Andrew_Dickson_White,Helen_Magill_White
John_Malkovich,Glenne_Headly
Anna_Lesznai,Tibor_Gergely
Eileen_Essell,Gerard_McLarnon
Laura_Haddock,Sam_Claflin
Alva_Belmont,Oliver_Belmont
Nina_Clarkin,John_Paul_Clarkin
Gerard_Henderson,Anne_Henderson
DeShawn_Snow,Eric_Snow
Demetrios_Doukas_Komnenos_Koutroules,Michael_VIII_Palaiologos
Bob_Clendenin,Greer_Shephard
James_Colgate_Cleveland,Hilary_Cleveland
"Frederick_Augustus_II,_Grand_Duke_of_Oldenburg",Duchess_Elisabeth_Alexandrine_of_Mecklenburg-Schwerin
Minami_Takayama,Gosho_Aoyama
"Elizabeth_of_Hesse-Kassel,_Duchess_of_Mecklenburg","John_Albert_II,_Duke_of_Mecklenburg"
Owen_Teale,Sylvestra_Le_Touzel
Rajasulochana,C._S._Rao
Eusebia_(empress),Constantius_II
Amy_Jacques_Garvey,Marcus_Garvey
Parker_Stevenson,Kirstie_Alley
JR_(artist),Prune_Nourry
James_Goldsmith,Lady_Annabel_Goldsmith
John_K._Stargel,Kelli_Stargel
Tony_Urquhart,Jane_Urquhart
Jane_Dudley,Leo_Hurwitz
Lindsay_Wagner,Michael_Brandon
A._E._van_Vogt,Edna_Mayne_Hull
Raja_Zarith_Sofia,Ibrahim_Ismail_of_Johor
Princess_Elisabeth_Helene_of_Thurn_and_Taxis,"Friedrich_Christian,_Margrave_of_Meissen"
E._Bronson_Ingram_II,Martha_Rivers_Ingram
Grace_Van_Pelt,Wayne_Rigsby
Nancy_Rubins,Chris_Burden
Shayan_Munshi,Peeya_Rai_Chowdhary
Sheila_Reid,Julian_Curry
David_Margolese,Faranak_Margolese
Princess_Sophie_of_Saxe-Hildburghausen,"Francis,_Duke_of_Saxe-Coburg-Saalfeld"
John_Thomas_Idlet,Philomene_Long
David_Fincher,Ceán_Chaffin
Jo_Ann_Emerson,Bill_Emerson
D._R._Shackleton_Bailey,Hilary_Bardwell
Barbara_Murray,John_Justin
Hildy_Parks,Jackie_Cooper
Denis_Baupin,Emmanuelle_Cosse
Elfriede_Geiringer,Otto_Frank
Nancy_Cooperstein,Jordan_Charney
Ruth_Dalton,Hugh_Dalton
George_Lazenby,Pam_Shriver
Julia_Arthur,"Benjamin_Pierce_Cheney,_Jr."
Kelly_Le_Brock,Victor_Drai
Julienne_Marie,James_Earl_Jones
Henry_King_(director),Gypsy_Abbott
M._P._T._Acharya,Magda_Nachman_Acharya
"Frederick_II,_Duke_of_Swabia","Judith_of_Bavaria,_Duchess_of_Swabia"
"Louis_Alphonse,_Duke_of_Anjou","Marie_Marguerite,_Duchess_of_Anjou"
Aydin_Aghdashloo,Shohreh_Aghdashloo
Mary_Fairchild_MacMonnies_Low,Will_Hicok_Low
Ron_Randell,Laya_Raki
Florence_Eldridge,Fredric_March
Nicole_Cutler,Jonathan_Batty
Valeriy_Borzov,Ludmilla_Tourischeva
Anny_Duperey,Bernard_Giraudeau
"Archduke_Friedrich,_Duke_of_Teschen",Princess_Isabella_of_Croÿ
Dan_Levy,Rachel_Specter
Anikka_Albrite,Mick_Blue
Augustus_II_the_Strong,Christiane_Eberhardine_of_Brandenburg-Bayreuth
Hemma,Louis_the_German
Max_Nemni,Monique_Nemni
Robin_Sachs,Siân_Phillips
Teriitaria_II,Pōmare_II
Barbara_Bennett,Morton_Downey
Leslie_Graves_(nonprofit_executive),Eric_O'Keefe_(political_activist)
Runje_Shaw,Chen_Yumei
Leona_Helmsley,Harry_Helmsley
Alfonso_XII_of_Spain,Mercedes_of_Orléans
Gianluca_Crisafi,Perla_Liberatori
Anne_Tenney,Shane_Withington
Ronit_Lentin,Louis_Lentin
Lady_Lingiya,"Yixuan,_Prince_Chun"
Michael_Moriarty_(judge),Mary_Irvine
Ellen_Swallow_Richards,Robert_Hallowell_Richards
Eve_Matheson,Phil_Davis_(actor)
Peter_McCauley,Catherine_Wilkin
Sheila_Johnson,Robert_L._Johnson
Juhi_Parmar,Sachin_Shroff
Adolfo_Celi,Veronica_Lazăr
Corinne_Alphen,Ken_Wahl
Lucky_Dias,Malini_Fonseka
Eugenie_Leontovich,Gregory_Ratoff
Jack_B._Johnson,Leslie_Johnson_(councilwoman)
Jyotsna_Biswas,Amalendu_Biswas
Tom_Segura,Christina_Pazsitzky
"Augusta,_Lady_Gregory",William_Henry_Gregory
Bayezid_II,Nigar_Hatun
Nam_Phương,Bảo_Đại
Albert_Salmi,Peggy_Ann_Garner
Charles_I_of_England,Henrietta_Maria_of_France
Chiang_Hung-chieh,Ai_Fukuhara
Maria_Anna_of_Bavaria_(1805–1877),Frederick_Augustus_II_of_Saxony
Shashank_Ketkar,Tejashree_Pradhan_Ketkar
David_Arquette,Courteney_Cox
"Ferdinando_de'_Medici,_Grand_Prince_of_Tuscany",Duchess_Violante_Beatrice_of_Bavaria
Alice_Seeley_Harris,John_Hobbis_Harris
"John_Fane,_10th_Earl_of_Westmorland","Sarah_Fane,_Countess_of_Westmorland"
Cindy_Sherman,Michel_Auder
Phil_Bronstein,Sharon_Stone
James_MacArthur,Joyce_Bulifant
"Kenneth_Keith,_Baron_Keith_of_Castleacre",Slim_Keith
Christina_Rees_(politician),Ron_Davies_(Welsh_politician)
Allan_Schulman,Lisette_Schulman
Elizabeth_Okie_Paxton,William_McGregor_Paxton
Mervyn_Susser,Zena_Stein
Zaynab_bint_Ali,Abdullah_ibn_Ja'far
Hugh_Maguire_(Lord_of_Fermanagh),"Hugh_O'Neill,_Earl_of_Tyrone"
Margaret_Lawrence_(actress),Wallace_Eddinger
Abdülmecid_I,Verdicenan_Kadın
Vice_presidency_of_Al_Gore,Tipper_Gore
Ray_D'Arcy,Jenny_Kelly
Wende_Wagner,James_Mitchum
Stanley_Donen,Jeanne_Coyne
Prunella_Gee,Ken_Campbell
Marc_Morial,Michelle_Miller
Peter_Robinson_(Northern_Ireland_politician),Iris_Robinson
Satomi_Arai,Yoshimitsu_Shimoyama
Michael_Saucedo,Rebecca_Herbst
Lina_Heydrich,Reinhard_Heydrich
Hind_bint_Utbah,Abu_Sufyan_ibn_Harb
Imperial_Noble_Consort_Xianzhe,Tongzhi_Emperor
Mehrab_Ghasem_Khani,Shaghayegh_Dehghan
Moazzam_Jah,Princess_Niloufer
Millicent_Mackenzie,John_Stuart_Mackenzie
Princess_Victoria_Louise_of_Prussia,"Ernest_Augustus,_Duke_of_Brunswick"
Magnus_IV_of_Sweden,Blanche_of_Namur
Genghis_Khan,Börte
Naomi_Childers,Luther_Reed
Melissa_Benoist,Blake_Jenner
"Kiko,_Princess_Akishino","Fumihito,_Prince_Akishino"
Galen_Weston,Hilary_Weston
Claudio_Amendola,Francesca_Neri
Dorothy_Bridges,Lloyd_Bridges
Roger_I_of_Sicily,Adelaide_del_Vasto
Elizabeth_Wolley,John_Wolley_(MP)
Bart_Bok,Priscilla_Fairfield_Bok
Rebecca_Miller,Daniel_Day-Lewis
Kwon_Yang-sook,Roh_Moo-hyun
Józef_Makary_Potocki,Ludwika_Lubomirska
Ruriko_Asaoka,Kōji_Ishizaka
Brian_Presley,Erin_Hershey_Presley
Brooke_Burns,Gavin_O'Connor_(director)
Janet_Leigh,Tony_Curtis
Carlo_Rizzi_(The_Godfather),Connie_Corleone
"Rachel,_wife_of_Rabbi_Akiva",Rabbi_Akiva
Grand_Empress_Dowager_Shangguan,Emperor_Zhao_of_Han
Thorleif_Lund,Ebba_Thomsen
Isadora_Bennett,Daniel_Reed_(actor)
Daniel_J._Mollway,Susan_Oki_Mollway
"Ferdinand_III,_Holy_Roman_Emperor",Maria_Anna_of_Spain
Johnny_Depp,Amber_Heard
"Amadeus_VII,_Count_of_Savoy",Bonne_of_Berry
Jesús_Aguirre,"Cayetana_Fitz-James_Stuart,_18th_Duchess_of_Alba"
Mahmud_Shah_of_Malacca,Tun_Fatimah
Isabel_Bruce,Eric_II_of_Norway
Dorian_Leigh,Alfonso_de_Portago
Roman_Grant,Rhonda_Volmer
Nisha_Sharma,Sunil_Pokharel
Natalie_Cole,Marvin_Yancy
Beverley_Turner,James_Cracknell
Drewe_Henley,Jacqueline_Pearce
Jules_Fisher,Graciela_Daniele
Emma_Minnie_Boyd,Arthur_Merric_Boyd
Penélope_Cruz,Javier_Bardem
Victoire_de_Rohan,"Henri_Louis,_Prince_of_Guéméné"
Vilma_Santos,Ralph_Recto
Christine_Kaseba,Michael_Sata
Olav_V_of_Norway,Princess_Märtha_of_Sweden
Miloš_Forman,Jana_Brejchová
Arturo_de_Córdova,Marga_López
"Laura_Spencer-Churchill,_Duchess_of_Marlborough","John_Spencer-Churchill,_10th_Duke_of_Marlborough"
Hope_Cooke,Mike_Wallace_(historian)
Sylvia_Llewelyn_Davies,Arthur_Llewelyn_Davies
Robyn_Butler,Wayne_Hope
Robert_Cooper_Lee_Bevan,Frances_Bevan
Sally_Geeson,William_G._Stewart
Princess_Elisabeth_of_Saxe-Altenburg_(1865–1927),Grand_Duke_Konstantin_Konstantinovich_of_Russia
"William_II,_Duke_of_Jülich","Maria,_Duchess_of_Guelders"
Rosalie_Craig,Hadley_Fraser
Carol_Leifer,Ritch_Shydner
Atula_Thiri_Dhamma_Dewi_of_Ava,Minkhaung_II
Seeley_Booth,Temperance_%22Bones%22_Brennan
Tanit_Phoenix,Sharlto_Copley
Catherine_Hickland,Michael_E._Knight
Princess_Louise_Marie_Thérèse_of_Artois,"Charles_III,_Duke_of_Parma"
Peter_Bogdanovich,Polly_Platt
Elaine_Stritch,John_Bay
Tlacuilolxochtzin,Tezozomoctli_Acolnahuacatl
Princess_Dorothea_of_Courland,Edmond_de_Talleyrand-Périgord
Beatriz_Luengo,Yotuel_Romero
Benjamin_Genocchio,Melissa_Chiu
Clive_Donner,Jocelyn_Rickards
Arie_Belldegrun,Rebecka_Belldegrun
Archduke_Karl_Ferdinand_of_Austria,Archduchess_Elisabeth_Franziska_of_Austria
Nevdür_Hanımefendi,Murad_V
Princess_Maria_Amalia_of_Bourbon-Two_Sicilies_(1818–1857),Infante_Sebastian_of_Portugal_and_Spain
William_II_of_Sicily,"Joan_of_England,_Queen_of_Sicily"
Feliciano_Belmonte_Jr.,Betty_Go-Belmonte
Paula_Duncan,John_Orcsik
Regina_Carrol,Al_Adamson
Jeremy_Sinden,Delia_Lindsay
Muriel_Angelus,Paul_Lavalle
Bill_Griffith,Diane_Noomin
Grand_Duchess_Xenia_Alexandrovna_of_Russia,Grand_Duke_Alexander_Mikhailovich_of_Russia
Ahmad_Shah_of_Pahang,Sultanah_Kalsom_binti_Abdullah
Cornelius_Vanderbilt_Whitney,Eleanor_Searle
Guy_Ecker,Nia_Peeples
Corky_Ballas,Shirley_Ballas
"Maximilian_I,_Elector_of_Bavaria",Elisabeth_of_Lorraine
Stanisław_Szczęsny_Potocki,Józefina_Amalia_Mniszech
Natalya_Bondarchuk,Nikolai_Burlyayev
Gertrude_of_Süpplingenburg,"Henry_II,_Duke_of_Austria"
"Ernest,_Elector_of_Saxony","Elisabeth_of_Bavaria,_Electress_of_Saxony"
Princess_Helena_Adelaide_of_Schleswig-Holstein-Sonderburg-Glücksburg,Prince_Harald_of_Denmark
"William_VIII,_Duke_of_Aquitaine",Hildegarde_of_Burgundy
"Charles,_Duke_of_Vendôme",Françoise_d'Alençon
Christopher_Robbins,Mary_Agnes_Donoghue
Frank_Armstrong_Crawford_Vanderbilt,Cornelius_Vanderbilt
Maryam_Rajavi,Massoud_Rajavi
John_D._MacArthur,Catherine_T._MacArthur
Mike_Caveney,Tina_Lenert
Dai_Ailian,Ye_Qianyu
J._T._Petty,Sarah_Langan
Tessa_Wyatt,Tony_Blackburn
Prince_Rahotep,Nofret
"Charles_Augustus,_Hereditary_Grand_Duke_of_Saxe-Weimar-Eisenach_(1844–1894)",Princess_Pauline_of_Saxe-Weimar-Eisenach
Dan_Quayle,Marilyn_Quayle
"Henry_Manners,_8th_Duke_of_Rutland","Violet_Manners,_Duchess_of_Rutland"
Eunice_W._Johnson,John_H._Johnson
Emperor_Taizu_of_Song,Empress_Song_(Song_dynasty)
Mafalda_of_Portugal,Henry_I_of_Castile
Nabaneeta_Dev_Sen,Amartya_Sen
Anthony_Radziwill,Carole_Radziwill
Abbe_Lane,Xavier_Cugat
Saskia_Wickham,Robert_Bierman
Seamus_Dever,Juliana_Dever
Jennica_Garcia,Alwyn_Uytingco
Harry_Martin_(urologist),Sylvia_Breamer
Patricia_Duff,Ronald_Perelman
Margaret_Scudamore,Roy_Redgrave
Cassander,Thessalonike_of_Macedon
Fernanda_Nissen,Oscar_Nissen
Charles_Cavendish-Bentinck_(priest),Louisa_Cavendish-Bentinck
Jean_Bollack,Mayotte_Bollack
Princess_Tajima,Prince_Takechi
John_Graham_(Australian_politician),Jenny_McAllister
Margarita_Saxe-Coburg-Gotha,Simeon_Saxe-Coburg-Gotha
Una_Stubbs,Peter_Gilmore
Samuel_Fuller,Christa_Lang
Nirosha,Ramki
Frederick_Douglass,Helen_Pitts_Douglass
Æthelflæd_of_Damerham,Edmund_I
Michael_Kanin,Fay_Kanin
Mina_Fonda_Ochtman,Leonard_Ochtman
Gloria_Bamiloye,Mike_Bamiloye
Lloyd_Bridges,Dorothy_Bridges
Deborah_McGuire,Richard_Pryor
Akihiko_Hirata,Yoshiko_Kuga
Salman_Rushdie,Marianne_Wiggins
"Philipp_Reinhard,_Count_of_Hanau-Münzenberg",Countess_Palatine_Magdalena_Claudia_of_Zweibrücken-Birkenfeld-Bischweiler
Ross_Bagdasarian_Jr.,Janice_Karman
Alissa_York,Clive_Holden
Allan_Jones_(actor),Irene_Hervey
"Karl_Alexander,_5th_Prince_of_Thurn_and_Taxis",Duchess_Therese_of_Mecklenburg-Strelitz
Katharine_Cook_Briggs,Lyman_James_Briggs
Eleonore_Wilhelmine_of_Anhalt-Köthen,"Ernest_Augustus_I,_Duke_of_Saxe-Weimar-Eisenach"
Ryan_Haddon,Christian_Slater
Milton_Obote,Miria_Obote
Barbara_Pearse,Mark_Bretscher
Carl_Davis,Jean_Boht
Muhammad_Shaybani,Mihr_Nigar_Khanum
Claude_Rains,Isabel_Jeans
Karyn_Parsons,Alexandre_Rockwell
Ben_Fordham,Jodie_Speers
Elena_Glinskaya,Vasili_III_of_Russia
Wendy_Luers,William_H._Luers
Mark_Linn-Baker,Adrianne_Lobel
Bo_Xilai,Gu_Kailai
Lela_Rochon,Antoine_Fuqua
Mary_Bryant,William_Bryant_(convict)
Vittorio_De_Sica,María_Mercader
Bertha_Hernández_Fernández,Mariano_Ospina_Pérez
Kate_Carmack,George_Carmack
"Margaret_of_Savoy,_Duchess_of_Anjou",Louis_III_of_Naples
Mahidevran_Gülbahar,Suleiman_the_Magnificent
Robin_Bartlett,Alan_Rosenberg
Chulalongkorn,Sunandha_Kumariratana
June_Salter,John_Meillon
Mae_Murray,Robert_Z._Leonard
Ollanta_Humala,Nadine_Heredia
"Rudolf_I,_Duke_of_Bavaria",Mechtild_of_Nassau
Tarana_Halim,Ahmed_Rubel
Michele_Miscavige,David_Miscavige
Jerzy_Sebastian_Lubomirski,Barbara_Tarło
Anthony_Marx,Karen_Barkey
Theodosia_Bartow_Prevost,Jacques_Marcus_Prevost
George_Loane_Tucker,Elisabeth_Risdon
Storrs_L._Olson,Helen_F._James
Geoffrey_of_Briel,Isabella_de_la_Roche
"Leopold_I,_Margrave_of_Austria",Richardis_of_Sualafeldgau
"Elizabeth_Tilney,_Countess_of_Surrey","Thomas_Howard,_2nd_Duke_of_Norfolk"
Alan_Browning,Pat_Phoenix
Gülşen_Bubikoğlu,Türker_İnanoğlu
Inés_Mendoza,Luis_Muñoz_Marín
Aanchal_Kumar,Anupam_Mittal
Isaac_Deutscher,Tamara_Deutscher
