Terry_Rhoads,Lise_Simms
"Dorothea_of_Brandenburg,_Duchess_of_Mecklenburg","Henry_IV,_Duke_of_Mecklenburg"
"Alix,_Princess_Napoléon","Louis,_Prince_Napoléon"
Franz_Joseph_I_of_Austria,Empress_Elisabeth_of_Austria
Milla_Jovovich,Paul_W._S._Anderson
Oleg_Tabakov,Marina_Zudina
Jiajing_Emperor,Empress_Zhang_(Jiajing)
Manuel_I_of_Trebizond,Irene_Syrikaina
Nawab_Bai,Aurangzeb
Dilras_Banu_Begum,Aurangzeb
"William_the_Younger,_Duke_of_Brunswick-Lüneburg","Dorothea_of_Denmark,_Duchess_of_Brunswick-Lüneburg"
Nicole_Cutler,Jonathan_Batty
Princess_Hermine_of_Anhalt-Bernburg-Schaumburg-Hoym,"Archduke_Joseph,_Palatine_of_Hungary"
Solange_Knowles,Alan_Ferguson_(director)
George_Hamilton_(actor),Alana_Stewart
Georgia_Stitt,Jason_Robert_Brown
Carla_Bruni,Nicolas_Sarkozy
Liza_Goddard,Alvin_Stardust
"Joan_Beaufort,_Queen_of_Scots",James_I_of_Scotland
Swa_Saw_Ke,Shin_Saw_Gyi_of_Sagaing
Ray_Stevenson_(actor),Ruth_Gemmell
Anna_Diggs_Taylor,Charles_Diggs
"William_IV,_Duke_of_Aquitaine",Emma_of_Blois
James_Roosevelt_I,Sara_Roosevelt
Yeon_Jung-hoon,Han_Ga-in
"Fernando_II,_Duke_of_Braganza",Isabella_of_Viseu
Dean_Devlin,Lisa_Brenner
Begum_Para,Nasir_Khan_(actor)
Pat_Parker,Ed_Bullins
John_of_Brienne,Maria_of_Montferrat
Owen_O'Malley,Ann_Bridge
Zenobia_of_Armenia,Rhadamistus
Virginia_Henry_Curtiss_Heckscher,Edwin_Burr_Curtiss
Sonia_Holm,Patrick_Holt
Phyllis_Fraser,Bennett_Cerf
Justin_Timberlake,Jessica_Biel
Charlotte_Manning,James_Manning_(lawyer)
Greg_Myre,Jennifer_Griffin
Ragna_Nikolasdatter,Eystein_II_of_Norway
Shirley_Douglas,Donald_Sutherland
Erika_Jayne,Thomas_Girardi
Anna_Gordy_Gaye,Marvin_Gaye
Mary_Augusta_Ward,Thomas_Humphry_Ward
Empress_Dowager_Longyu,Guangxu_Emperor
Cheri_Daniels,Mitch_Daniels
Abdul_Hamid_II,Müşfika_Kadın
Kim_Won-bong,Park_Cha-jeong
"Frederica_Mildmay,_Countess_of_Mértola","Robert_Darcy,_3rd_Earl_of_Holderness"
Raymond_Paloutzian,Ann_Taves
Dan_Aykroyd,Donna_Dixon
"Beatrice_I,_Countess_of_Burgundy","Frederick_I,_Holy_Roman_Emperor"
Paipra_Radhakrishnan,Nalini_Bekal
Hazel_Brooks,Cedric_Gibbons
Jeannie_Gaffigan,Jim_Gaffigan
Lisette_Lapointe,Jacques_Parizeau
Imperial_Noble_Consort_Chunhui,Qianlong_Emperor
Jadwiga_Snopkowska,Marek_Sobieski
Katie_O'Malley,Martin_O'Malley
Martin_of_Aragon,Margaret_of_Prades
Euphemia_of_Sweden,"Albert_II,_Duke_of_Mecklenburg"
Patricia_Haines,Michael_Caine
Bette_Davis,William_Grant_Sherry
Nicole_Krauss,Jonathan_Safran_Foer
Yuk_Young-soo,Park_Chung-hee
"Walter_Stewart,_6th_High_Steward_of_Scotland",Marjorie_Bruce
Maad_a_Sinig_Maysa_Wali_Jaxateh_Manneh,Lingeer_Fatim_Beye
Lau_Kar-leung,Mary_Jean_Reimer
Nanda_Bayin,Min_Phyu_of_Toungoo
Seán_Gleeson,Stirling_Gallacher
Elaine_Taylor_(actress),Christopher_Plummer
Tom_Cruise,Nicole_Kidman
Shin_Myat_Hla_of_Prome,Min_Shin_Saw_of_Thayet
Leslie_Caron,Michael_Laughlin
Gnaeus_Pompey_Magnus_(Rome_character),Cornelia_Metella
Karen_Allen,Kale_Browne
Helen_Walton,Sam_Walton
Erzsébet_Czobor,György_Thurzó
Willard_Huyck,Gloria_Katz
Prem_(film_director),Rakshita
Adela_Pankhurst,Tom_Walsh_(trade_unionist)
Princess_Frederica_Caroline_of_Saxe-Coburg-Saalfeld,"Charles_Alexander,_Margrave_of_Brandenburg-Ansbach"
Patti_Anne_Lodge,Edward_Lodge
Miriam_González_Durántez,Nick_Clegg
Duchess_Elisabeth_Alexandrine_of_Württemberg,Prince_William_of_Baden
Eliza_Jumel,Aaron_Burr
Thado_Dhamma_Yaza_II_of_Prome,Salin_Mibaya
Maria_de_La_Cerda_y_de_Lara,Charles_d'Évreux
Princess_Leia,Han_Solo
Gerhard_Schröder,Doris_Schröder-Köpf
Saw_Nyein_Oo,Min_Nyo_San
Kalki_Koechlin,Anurag_Kashyap
Micheline_Presle,William_Marshall_(bandleader)
Anita_Ekberg,Anthony_Steel_(actor)
Renée_of_Bourbon,"Antoine,_Duke_of_Lorraine"
Anna_Massey,Jeremy_Brett
Anouk_Aimée,Pierre_Barouh
Arline_Judge,Dan_Topping
Roy_Del_Ruth,Winnie_Lightner
Karen_Sillas,Peter_Stormare
"Randal_MacDonnell,_1st_Marquess_of_Antrim_(1645_creation)","Rose_MacDonnell,_Marchioness_of_Antrim"
Leigh_Taylor-Young,Ryan_O'Neal
Pauline_Collins,John_Alderton
"Marie_Marguerite,_Duchess_of_Anjou","Louis_Alphonse,_Duke_of_Anjou"
Empress_Xiaocigao_(Qing_dynasty),Nurhaci
Shakuntala,Dushyanta
Levan_of_Kakheti,Tinatin_Gurieli
Casimir_I_the_Restorer,Maria_Dobroniega_of_Kiev
Margo_Schlanger,Samuel_Bagenstos
"Friedrich_Wilhelm_II,_Duke_of_Saxe-Altenburg",Magdalene_Sibylle_of_Saxony
Lennart_Hjulström,Gunilla_Nyroos
Christopher_Plummer,Tammy_Grimes
"Eric_II,_Duke_of_Saxe-Lauenburg",Agnes_of_Holstein
Conrad_Hilton,Zsa_Zsa_Gabor
"William_II,_Elector_of_Hesse",Emilie_Ortlöpp
Anne_Rice,Stan_Rice
Archduchess_Maria_Theresa_of_Austria_(1862–1933),Archduke_Charles_Stephen_of_Austria
Margaret_Grubb,L._Ron_Hubbard
"Frederick_Francis_II,_Grand_Duke_of_Mecklenburg-Schwerin",Princess_Marie_of_Schwarzburg-Rudolstadt
Barbara_Turner_(screenwriter),Reza_Badiyi
Alec_Douglas-Home,"Elizabeth_Douglas-Home,_Baroness_Home_of_the_Hirsel"
Sarah_Kendall,Henry_Naylor
Annie_VanderMeer,Brian_Mitsoda
Herbert_Simon_(real_estate),Diane_Meyer_Simon
Konrad_I_of_Masovia,Agafia_of_Rus
Augustus_Berkeley_Paget,"Walburga,_Lady_Paget"
Géza_II_of_Hungary,Euphrosyne_of_Kiev
Jessica_Rowe,Peter_Overton
Gülüstü_Hanım,Abdülmecid_I
Pauline_Moore,Jefferson_Machamer
Kiele_Sanchez,Zach_Gilford
Paige_Davis,Greg_Benson
Princess_Bathildis_of_Schaumburg-Lippe,"Friedrich,_Prince_of_Waldeck_and_Pyrmont"
Nikki_Reed,Paul_McDonald_(musician)
Usman_Peerzada,Samina_Peerzada
Gerald_Durrell,Lee_McGeorge_Durrell
Audie_England,Peter_M._Lenkov
Darin_Brooks,Kelly_Kruger
Kim_Edward_Beazley,Betty_Judge
John_Major,Norma_Major
Carol_Haney,Larry_Blyden
Carl_Braden,Anne_Braden
Marianne_Leone_Cooper,Chris_Cooper
Kay_Walsh,Elliott_Jaques
Kathryn_O'Loughlin_McCarthy,Daniel_M._McCarthy
Pesend_Hanım,Abdul_Hamid_II
Nobuko_Otowa,Kaneto_Shindo
W._Horace_Schmidlapp,Carole_Landis
"Henry_IX,_Duke_of_Bavaria",Wulfhilde_of_Saxony
Demona,Goliath_(Gargoyles)
"Bernhard_I,_Duke_of_Saxe-Meiningen",Marie_Hedwig_of_Hesse-Darmstadt
Rachele_Mussolini,Benito_Mussolini
Diana_Wynyard,Carol_Reed
Deborah_Needleman,Jacob_Weisberg
Lyle_Kessler,Margaret_Ladd
Margaret_Katherine_Majer,John_B._Kelly_Sr.
Harry_Fowler,Joan_Dowling
Bert_Lytell,Claire_Windsor
Roberto_Gómez_Fernández,Chantal_Andere
Willie_Robertson,Korie_Robertson
Princess_Marie_Louise_of_Hanover,Prince_Maximilian_of_Baden
Eric_Hoskins,Samantha_Nutt
Emperor_Daigo,Fujiwara_no_Onshi
Marcia_Lucas,George_Lucas
Ainārs_Šlesers,Inese_Šlesere
Tughril,Altun_Jan_Khatun
Axelle_Carolyn,Neil_Marshall
James_C._Collins,Joanne_Ernst
Nadezhda_Krupskaya,Vladimir_Lenin
Christopher_Cox,Rebecca_Gernhardt_Cox
Raj_Rajeshwari_Devi,Rana_Bahadur_Shah
Robert_Lowery_(actor),Jean_Parker
Edward_Albert,Katherine_Woodville_(actress)
John_Corvinus,Beatrice_de_Frangepan
Abdul_Halim_of_Kedah,Tuanku_Bahiyah
John_Larkin_(actor),Teri_Keane
Menachem_Gueffen,Diana_Rigg
Ulrich_Mühe,Susanne_Lothar
June_Collyer,Stuart_Erwin
William_A._Egan,Neva_Egan
Colin_Greenland,Susanna_Clarke
Gloria_Vanderbilt,Sidney_Lumet
Joan_Wheeler,William_Challee
Álvaro_de_Mendaña_de_Neira,Isabel_Barreto
Betty_Astell,Cyril_Fletcher
Jean_Medawar,Peter_Medawar
Chenghua_Emperor,Empress_Wang_(Chenghua)
Douglas_Laycock,Teresa_A._Sullivan
Nikolaus_Harnoncourt,Alice_Harnoncourt
Rory_Lee_Feek,Joey_Martin_Feek
Achamma_Mathai,John_Mathai
"Charlotte,_Grand_Duchess_of_Luxembourg",Prince_Felix_of_Bourbon-Parma
Miloš_Forman,Jana_Brejchová
Pamela_Peck,Paul_Tse
Marla_Malcolm_Beck,Barry_J._Beck
Cassandra_Harris,Pierce_Brosnan
Alexandre_Rockwell,Jennifer_Beals
Maxine_(Blossom)_Miles,Frederick_George_Miles
Prince_Friedrich_of_Saxe-Meiningen,Countess_Adelaide_of_Lippe-Biesterfeld
Peyman_Ghasem_Khani,Bahareh_Rahnama
Ronald_Ferguson,Susan_Barrantes
Mike_Cox_(U.S._politician),Laura_Cox_(politician)
Edward_F._Cox,Tricia_Nixon_Cox
Marion_Ravenwood,Indiana_Jones
Paula_Murad_Coburn,James_Coburn
Madeleine_Bordallo,Ricardo_Bordallo
"George_Maximilianovich,_6th_Duke_of_Leuchtenberg",Duchess_Therese_Petrovna_of_Oldenburg
"Elisabeth_of_Bavaria,_Queen_of_Germany",Conrad_IV_of_Germany
Harold_Jeffreys,Bertha_Swirles
Jana_Brejchová,Ulrich_Thein
Esmat_Dowlatshahi,Reza_Shah
"Emmanuel_Philibert,_Prince_of_Carignano",Maria_Angela_Caterina_d'Este
Martin_Balsam,Joyce_Van_Patten
Steve_Jobs,Laurene_Powell_Jobs
"Richard,_1st_Earl_of_Cornwall",Beatrice_of_Falkenburg
Sara_Dylan,Bob_Dylan
Harriet_C._Babbitt,Bruce_Babbitt
Constantine_I_of_Greece,Sophia_of_Prussia
Dayang_Kalangitan,Rajah_Lontok
Steve_Wozniak,Candice_Clark
Jorge_Ramos_Hernández,Alicia_Llanos_de_Ramos
May_Holman,Joseph_Gardiner
Maxine_Doyle,William_Witney
Sukjong_of_Joseon,Hui-bin_Jang
Darcy_LaPier,Jean-Claude_Van_Damme
"Yolande_II,_Countess_of_Nevers","John_Tristan,_Count_of_Valois"
Sally_Eilers,Harry_Joe_Brown
Akhilesh_Yadav,Dimple_Yadav
Chris_Frith,Uta_Frith
Élisabeth_Badinter,Robert_Badinter
Clarence_W._Meadows,Nancy_Massie_Meadows
"Ferdinand_III,_Holy_Roman_Emperor",Maria_Leopoldine_of_Austria
Peter_J._Denning,Dorothy_E._Denning
Mika_Tan,Alec_Knight_(actor)
Perry_Richardson_Bass,Nancy_Lee_Bass
Timeline_of_the_governorship_of_Ezenwo_Nyesom_Wike,Eberechi_Wike
Arthur_Lydiard,Eira_Lehtonen
"Barnim_XI,_Duke_of_Pomerania",Anna_of_Brunswick-Lüneburg_(1502–1568)
Kaaren_Verne,Peter_Lorre
Elizabeth_of_Rhuddlan,"John_I,_Count_of_Holland"
Václav_Havel,Olga_Havlová
William_Brownfield,Kristie_Kenney
Charles_I_of_Hungary,Beatrice_of_Luxembourg
Margaret_Tudor,"Archibald_Douglas,_6th_Earl_of_Angus"
Sybille_Schmitz,Harald_G._Petersson
Lilyan_Tashman,Al_Lee
"Prince_Floris_of_Orange-Nassau,_van_Vollenhoven","Princess_Aimée_of_Orange-Nassau,_van_Vollenhoven-Söhngen"
Willa_of_Tuscany,Berengar_II_of_Italy
Annie_(actress),Shaji_Kailas
Griffith_R._Harsh,Meg_Whitman
Jay_Mohr,Nikki_Cox
Carmen_Electra,Dennis_Rodman
Jean-Pierre_Aumont,Blanche_Montel
Mitch_Leery,Gail_Leery
Pierre_Png,Andrea_De_Cruz
Gwenda_Hawkes,Douglas_Hawkes
Fred_Allandale,Maie_Ash
Phyllis_Thaxter,Gilbert_Lea
"Princess_Margaret,_Countess_of_Snowdon","Antony_Armstrong-Jones,_1st_Earl_of_Snowdon"
"Isabella_of_Armenia,_Princess_of_Tyre","Amalric,_Prince_of_Tyre"
Sloan_Nibley,Linda_Stirling
Joseph_R._Grismer,Phoebe_Davies
America_Ferrera,Ryan_Piers_Williams
Maria_Kawamura,Mamoru_Nagano
Ursula_of_Rosenfeld,"Ernest,_Margrave_of_Baden-Durlach"
Beatrice_of_Naples,Matthias_Corvinus
Leon_Trotsky,Natalia_Sedova
Xiang_Yu,Consort_Yu
Doug_Savant,Laura_Leighton
Alex_Garland,Paloma_Baeza
Michelle_Pfeiffer,Peter_Horton
Mathew_Knowles,Tina_Knowles
Champmeslé,Marie_Champmeslé
Mary_Hughes,Billy_Hughes
Abu_Bakr,Qutaylah_bint_Abd-al-Uzza
Russell_Hayden,Lillian_Porter
"Jean-Marie_Roland,_vicomte_de_la_Platière",Madame_Roland
Marguerite_of_Lorraine,"Gaston,_Duke_of_Orléans"
Brinda_Karat,Prakash_Karat
Anna_Catherine_of_Nassau-Ottweiler,"John_Philip_II,_Wild-_and_Rhinegrave_of_Salm-Dhaun"
Adelaide_of_Hungary_(d._1140),"Soběslav_I,_Duke_of_Bohemia"
Mort_Sahl,China_Lee
Frances_Hughes_Glendening,Parris_Glendening
Gough_Whitlam,Margaret_Whitlam
Diana_Rauner,Bruce_Rauner
Megan_Beyer,Don_Beyer
"George_II,_Prince_of_Waldeck_and_Pyrmont",Princess_Emma_of_Anhalt-Bernburg-Schaumburg-Hoym
"Johannes,_11th_Prince_of_Thurn_and_Taxis","Gloria,_Princess_of_Thurn_and_Taxis"
Claude_of_France_(1547–1575),"Charles_III,_Duke_of_Lorraine"
Will_Schuester,Emma_Pillsbury
Janice_Rule,Robert_Thom_(writer)
Alexander_Hanson_(actor),Samantha_Bond
Reinhild_Solf,Hans_Hollmann_(director)
Gloria_DeHaven,Martin_Kimmel
Zeng_Xianzhi,Ye_Jianying
Vladka_Meed,Benjamin_Meed
Carmen_Romano,José_López_Portillo
James_V_of_Scotland,Mary_of_Guise
Cao_Pi,Guo_Nüwang
Filippo_Maria_Visconti,Beatrice_Lascaris_di_Tenda
Leela_Naidu,Dom_Moraes
Beatrice_d'Este,Ludovico_Sforza
Billy_Warlock,Julie_Pinson
Wu_Den-yih,Tsai_Ling-yi
James_II_of_Aragon,"Marie_of_Lusignan,_Queen_of_Aragon"
Shashi_Tharoor,Sunanda_Pushkar
Consuelo_de_Saint_Exupéry,Enrique_Gómez_Carrillo
Karen_DeYoung,Henry_Champ
Vladimir_Lenin,Nadezhda_Krupskaya
Mili_Avital,Charles_Randolph
"Edward_Charleton,_5th_Baron_Cherleton","Alianore_Holland,_Countess_of_March"
Marc_Mezvinsky,Chelsea_Clinton
Linden_MacIntyre,Carol_Off
Ana_Mae_Díaz,Guillermo_Endara
Tim_Stevenson,Gary_Paterson
Tribhuvan_of_Nepal,Queen_Kanti_of_Nepal
Blanche_of_Anjou,James_II_of_Aragon
Owen_Moore,Mary_Pickford
Harjol,Hong_Taiji
Nick_Raynsford,Alison_Seabeck
Merle_Oberon,Lucien_Ballard
Queen_Jeongsun,Yeongjo_of_Joseon
Jane_C._Loudon,John_Claudius_Loudon
Bella_Kocharyan,Robert_Kocharyan
Chalchiuhcozcatzin,Tezozomoc_(Azcapotzalco)
Sylvia_Anderson,Gerry_Anderson
Miriam_O'Callaghan_(media_personality),Tom_McGurk
Kheow_Sundarakul_na_Jolburi,Rama_III
King_Moody,Rachel_Rosenthal
David_Jones_(director),Sheila_Allen_(English_actress)
Libby_Pataki,George_Pataki
Ringo_Sheena,Yuichi_Kodama
Navaneet_Kaur,Ravi_Rana
Sofía_Reca,Tomás_Yankelevich
Umaru_Musa_Yar'Adua,Turai_Yar'Adua
Charles_X_of_France,Princess_Maria_Theresa_of_Savoy
"Sophia_Jagiellon,_Duchess_of_Brunswick-Lüneburg","Henry_V,_Duke_of_Brunswick-Lüneburg"
Jimmy_Wales,Kate_Garvey
"Joan_Fitzalan,_Countess_of_Hereford","Humphrey_de_Bohun,_7th_Earl_of_Hereford"
Peter_II_of_Yugoslavia,Alexandra_of_Yugoslavia
Tony_Young_(actor),Madlyn_Rhue
Frederick_the_Fair,"Isabella_of_Aragon,_Queen_of_Germany"
"Henry_Stafford,_1st_Earl_of_Wiltshire","Cecily_Bonville,_7th_Baroness_Harington"
Sigurd_the_Stout,Malcolm_II_of_Scotland
Prince_Heinrich_XXXII_Reuss_of_Köstritz,Princess_Marie_Adelheid_of_Lippe
Attila,Kreka
"Mary,_Queen_of_Scots",Francis_II_of_France
Greg_Bautzer,Dana_Wynter
Sidney_Kingsley,Madge_Evans
Hazel_Manning,Patrick_Manning
Nora_Ephron,Dan_Greenburg
Princess_Amalie_of_Hohenzollern-Sigmaringen,Prince_Eduard_of_Saxe-Altenburg
Cheryl_Holdridge,Lance_Reventlow
Leo_Hindery,Patti_Wheeler
Humphrey_Bogart,Lauren_Bacall
Guy_Krohg,Sossen_Krohg
Mick_Blue,Anikka_Albrite
Bill_Simpson_(actor),Mary_Miller_(actress)
Ginette_Leclerc,Lucien_Gallas
Monique_van_de_Ven,Jan_de_Bont
Tod_Williams_(filmmaker),Gretchen_Mol
"Ulrich,_Duke_of_Mecklenburg","Elizabeth_of_Denmark,_Duchess_of_Mecklenburg"
Adelaide_of_Maurienne,Louis_VI_of_France
Charlie_Rubin,Susan_Shapiro
Fiona_Fullerton,Simon_MacCorkindale
Beatrice_of_Savoy,"Ramon_Berenguer_IV,_Count_of_Provence"
Lorna_Gray,David_Brian
"Albert_IV,_Duke_of_Austria",Joanna_Sophia_of_Bavaria
Gabriel_González_Videla,Rosa_Markmann
Maya_(mother_of_the_Buddha),Śuddhodana
Alia_al-Hussein,Hussein_of_Jordan
Han_Hye-jin,Ki_Sung-yueng
Shirley_Temple,Charles_Alden_Black
Eric_Fellner,Gaby_Dellal
"Dietrich,_Count_of_Oldenburg",Helvig_of_Schauenburg
Willard_Mack,Pauline_Frederick
Anders_Ekborg,Lia_Boysen
Andrzej_Mokronowski,Izabella_Poniatowska
"Joan_Willoughby,_7th_Baroness_Willoughby_de_Eresby","Richard_Welles,_7th_Baron_Welles"
"Frederick,_Duke_of_Bavaria",Maddalena_Visconti
Kate_Hardie,Rankin_(photographer)
Erin_Hart,Paddy_O'Brien_(musician_and_author)
Clara_Tott,"Frederick_I,_Elector_Palatine"
Jessica_Oyelowo,David_Oyelowo
A._L._Vijay,Amala_Paul
Alice_of_Korikos,"Leo_IV,_King_of_Armenia"
Wallis_Simpson,Ernest_Aldrich_Simpson
Haskell_Wexler,Rita_Taggart
Princess_Clémentine_of_Belgium,"Victor,_Prince_Napoléon"
Tristan_Gemmill,Emily_Hamilton
Alva_Belmont,Oliver_Belmont
Fons_Rademakers,Ellen_Vogel
Eleonore_Dorothea_of_Anhalt-Dessau,"William,_Duke_of_Saxe-Weimar"
"William_II,_Landgrave_of_Hesse-Wanfried-Rheinfels",Countess_Palatine_Ernestine_of_Sulzbach
Timothy_Busfield,Melissa_Gilbert
Cenwalh_of_Wessex,Seaxburh_of_Wessex
Sadijé_Toptani,Xhemal_Pasha_Zogu
Joyce_Kilmer,Aline_Murray_Kilmer
Andrew_Jacobs_Jr.,Martha_Keys
Najib_Razak,Rosmah_Mansor
Wayne_Northrop,Lynn_Herring
"Jeanne_de_Bourbon,_Duchess_of_Bourbon","John_III,_Count_of_Auvergne"
Gwyneth_Dunwoody,John_Dunwoody
Wavy_Gravy,Bonnie_Beecher
Ruth_Williams_Khama,Seretse_Khama
Abimael_Guzmán,Augusta_la_Torre
Edmund_Bordeaux_Szekely,Deborah_Szekely
Yoshikazu_Kotani,Risa_Niigaki
Tuck),Julia_McNamara
Ingrid_Kavelaars,Dallas_Eakins
Kristal_Tin,Chapman_To
Dorothy_Bridges,Lloyd_Bridges
Du_Xian_(news_anchor),Chen_Daoming
Shane_Withington,Anne_Tenney
"Blanche_of_Navarre,_Countess_of_Champagne","Theobald_III,_Count_of_Champagne"
Andrea_Conte,Phil_Bredesen
Douglas_Henshall,Tena_Štivičić
Robert_Carter_III,Frances_Ann_Tasker_Carter
Philip_the_Bold,"Margaret_III,_Countess_of_Flanders"
Ishita_Sharma,Mohit_Chadda
Tilly_Losch,"Henry_Herbert,_6th_Earl_of_Carnarvon"
Prakash_Karat,Brinda_Karat
Matsudaira_Katamori,Matsudaira_Kiyo
Amadeo_I_of_Spain,Maria_Vittoria_dal_Pozzo
"Henry_V,_Count_Palatine_of_the_Rhine",Agnes_of_Landsberg
Abe_Forsythe,Helen_Dallimore
Dorothy_Jordan_(American_actress),Merian_C._Cooper
Johnny_Weissmuller,Lupe_Vélez
Julia_Yeomans,Peter_Hore_(professor)
Irwin_Winkler,Margo_Winkler
Sara_Torsslow,Ulrik_Torsslow
Meagan_Good,DeVon_Franklin
Ezra_Klein,Annie_Lowrey
Gertruda_Komorowska,Stanisław_Szczęsny_Potocki
Abhishek_Singhvi,Anita_Singhvi
Jerry_Orbach,Elaine_Cancilla_Orbach
Peter_Lyons_(musician),James_William_Webb-Jones
Ed_Rendell,Marjorie_Rendell
Hadia_Tajik,Stefan_Heggelund
Epeli_Nailatikau,Koila_Nailatikau
"Francis_II,_Duke_of_Saxe-Lauenburg",Maria_of_Brunswick-Lüneburg
Hugh_Clifford,Mrs_Henry_de_la_Pasture
Baldwin_III_of_Jerusalem,Theodora_Komnene
Joe_Shell,Mary_K._Shell
Michael_Sars,Maren_Sars
Sheila_Ryan,Allan_Lane
Genghis_Khan,Börte
Sebastian_Lubomirski,Anna_Branicka
Hubba_bint_Hulail,Qusai_ibn_Kilab
David_VII_of_Georgia,Esukan
Brenda_Hillman,Leonard_Michaels
John_K._Stargel,Kelli_Stargel
"Charles,_Prince_of_Soubise",Princess_Anne_Thérèse_of_Savoy
Count_Viggo_of_Rosenborg,Eleanor_Margaret_Green
"Agnes,_Countess_of_Dunbar","Patrick_V,_Earl_of_March"
Rita_Bennett,Dexter_Morgan
Mary_Jo_Keenen,Mitchell_Hurwitz
"Yolande,_Duchess_of_Lorraine","Frederick_II,_Count_of_Vaudémont"
Anwar_Ibrahim,Wan_Azizah_Wan_Ismail
Andrey_Kasparov,Oksana_Lutsyshyn
Paul_von_Hindenburg,Gertrud_von_Hindenburg
Ina_Garten,Jeffrey_Garten
Constantine_V,Tzitzak
Władysław_Krasiński,Róża_Potocka_(1849–1937)
Puyi,Li_Shuxian
John_Calley,Meg_Tilly
Mazhar_Khan_(actor),Zeenat_Aman
Gai_Brodtmann,Chris_Uhlmann
Kristoffer_Polaha,Julianne_Morris
Gwen_Somerset,Crawford_Somerset
Luise_Gottsched,Johann_Christoph_Gottsched
Patrick_Garland,Alexandra_Bastedo
"Eleanor_of_England,_Countess_of_Bar","Henry_III,_Count_of_Bar"
Amalric_of_Jerusalem,"Maria_Komnene,_Queen_of_Jerusalem"
Elizabeth_Knollys,Thomas_Leighton_(Governor)
Carol_W._Greider,Nathaniel_C._Comfort
Yōka_Wao,Frank_Wildhorn
Chiara_Mastroianni,Benjamin_Biolay
Shonali_Bose,Bedabrata_Pain
Paul_Graham_(computer_programmer),Jessica_Livingston
Alfred_Hickman,Blanche_Walsh
Ann_Dummett,Michael_Dummett
Alex_Sirvent,Ximena_Herrera
Ilona_Staller,Jeff_Koons
Frank_Giustra,Alison_Lawton
Otto_Manninen,Anni_Swan
Rose_Friedman,Milton_Friedman
Charlotte_de_La_Marck,"Henri_de_La_Tour_d'Auvergne,_Duke_of_Bouillon"
Michael_Asen_IV_of_Bulgaria,Maria-Irene_Palaiologina
Diana_King_(actress),John_Harvey_(actor)
Isabelle_De_Funès,Michel_Duchaussoy
Austin_Chick,Morena_Baccarin
Carroll_Waller,Bill_Waller
Savannah_Guthrie,Michael_Feldman_(consultant)
Joachim_Fuchsberger,Gitta_Lind
Britt_Allcroft,Angus_Wright_(producer)
Emad_Hamdy,Shadia
"Fletcher_Hodges,_Jr.",Margaret_Hodges
Min_Hla_Htut_of_Pyakaung,Sithu_Kyawhtin_of_Toungoo
Valdemar_II_of_Denmark,Dagmar_of_Bohemia
Princess_Firyal,Prince_Muhammad_bin_Talal
Min_Hla_Myat_of_Ava,Tarabya_of_Ava
Charles_Roven,Dawn_Steel
Brandon_Routh,Courtney_Ford
Elizabeth_Hardwick_(writer),Robert_Lowell
Denise_Kandel,Eric_Kandel
Maria_Feodorovna_(Sophie_Dorothea_of_Württemberg),Paul_I_of_Russia
Asrani,Manju_Asrani
Leslie_Dixon,Tom_Ropelewski
Marcia_Muller,Bill_Pronzini
"Anne_St_Leger,_Baroness_de_Ros","George_Manners,_11th_Baron_de_Ros"
"Isabel_Neville,_Duchess_of_Clarence","George_Plantagenet,_1st_Duke_of_Clarence"
Mahbuba_Rahman,Khan_Ataur_Rahman
Jyoti_Kalani,Pappu_Kalani
Inez_Barron,Charles_Barron
Henry_I_of_England,Matilda_of_Scotland
Blanche_of_Artois,Edmund_Crouchback
Edward_Mallory,Joyce_Bulifant
Zeppo_Marx,Barbara_Sinatra
Curd_Jürgens,Judith_Holzmeister
Jack_Nance,Catherine_E._Coulson
Salote_Mafileʻo_Pilolevu_Tuita,Siosaʻia_Maʻulupekotofa_Tuita
Nam_June_Paik,Shigeko_Kubota
Clementia_of_Hungary,Louis_X_of_France
Daniel_Day-Lewis,Rebecca_Miller
Khanzada_Begum,Muhammad_Shaybani
"Prince_Edward,_Earl_of_Wessex","Sophie,_Countess_of_Wessex"
C._Z._Guest,Winston_Frederick_Churchill_Guest
Vonetta_McGee,Carl_Lumbly
Peter_Jefferson,Jane_Randolph_Jefferson
Childeric_I,Basina_of_Thuringia
Pilar_Nores_de_García,Alan_García
Morihiro_Higashikuni,Shigeko_Higashikuni
Billie_Dove,Irvin_Willat
Robert_B._Meyner,Helen_Stevenson_Meyner
Christian_Meier,Marisol_Aguirre
Jusztina_Szilágyi,Vlad_the_Impaler
Phyllis_Coates,Norman_Tokar
Drew_Seeley,Amy_Paffrath
Caroline_Quentin,Paul_Merton
Mick_Miller_(Aboriginal_statesman),Pat_O'Shane
Ilene_Graff,Ben_Lanzarone
Kim_Nam-joo,Kim_Seung-woo
Juan_Ramón_Jiménez,Zenobia_Camprubí
Peter_Mukerjea,Indrani_Mukerjea
Miguel_Ángel_Rodríguez,Lorena_Clare_Facio
Suzanne_Martel,Maurice_Martel
Donika_Kastrioti,Skanderbeg
Arnold_Lewis_Raphel,Robin_Raphel
John_R._McKernan_Jr.,Olympia_Snowe
Elizabeth_de_Bohun,"Richard_FitzAlan,_11th_Earl_of_Arundel"
Doris_Duke,James_H._R._Cromwell
Alejandro_García_Padilla,Wilma_Pastrana
Anne_Buydens,Kirk_Douglas
